seg_index,sample_n,t0_s,t1_s,duration_s,yaw_start,yaw_end,yaw_delta,yaw_mean,yr_mean,yr_rms,el_mean,er_mean,ed_mean,el_end,er_end,ed_end,outL_mean,outR_mean,out_diff_mean,outL_end,outR_end,pwm_mean,pwm_end,pc_mean,pc_end,hd_mean,hd_end,ts_mean,ts_end,as_mean,as_end,aa_mean,aa_end,ae_mean,ae_end,ao_mean,ao_end,se_mean,se_end,so_mean,so_end,curve_abs_mean,line_dev_start,line_dev_end,line_dev_mean,line_dev_abs_max,line_dev_delta,yaw_switch_n,deviation_eps,deviation_side,deviation_severity,micro_deviation_eps,micro_deviation_side,cum_lat_end,cum_lat_abs,cum_lat_eps,cum_lat_side,micro_cum_lat_eps,micro_cum_lat_side,cum_lat_severity,segment_kind,x_local,y_local,path_len,x_total_start,y_total_start,x_total_end,y_total_end,motion_level,wheel_bias,turn_state,turn_conf,turn_yaw_eps,turn_y_eps,state,enc_active_ratio,enc_nonzero_ratio,out_nonzero_ratio,out_strong_ratio,output_only_ratio,speed_proxy,idle_streak_s,output_idle_streak_s,pause_suspected,stiction
1.0,3.0,0.0,0.393,0.393,0.0,1.796,1.796,0.5986666666666667,0.899,1.5571136760044206,1.3333333333333333,1.0,0.3333333333333333,3.0,2.0,1.0,4.666666666666667,4.666666666666667,0.0,8.0,8.0,4.666666666666667,8.0,4.666666666666667,8.0,0.0,0.0,,,,,0.07266666666666667,0.218,-0.07266666666666667,-0.218,-0.08633333333333333,-0.259,7.302666666666667,12.604,4.413666666666667,7.639,0.010661943321706856,0.0,0.02500304881703325,0.008332408255087582,0.02500304881703325,0.02500304881703325,0.0,0.08,balanced,mild,0.03,balanced,0.030714160674541312,0.030714160674541312,0.08,balanced,0.03,right,moderate,straight,0.9805185757983655,0.030714160674541312,0.981,0.0,0.0,0.9805185757983655,0.030714160674541312,barely_moving,balanced,straight,0.0,4.5,0.15000000000000002,hesitating_straight,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,2.4961832061068705,0.0,0.0,0.0,0.0
1.0,3.0,0.603,0.81,0.207,4.284,3.832,-0.45199999999999996,4.133333333333333,4.956666666666667,5.1330595165067,3.0,4.0,-1.0,5.0,7.0,-2.0,5.333333333333333,6.0,-0.6666666666666666,8.0,10.0,5.666666666666667,9.0,5.666666666666667,9.0,-0.3333333333333333,-1.0,,,,,2.026666666666667,4.284,-2.026666666666667,-4.284,-2.3703333333333334,-4.992,9.049333333333333,14.024,5.512666666666667,8.555,0.002127531882150586,0.02500304881703325,0.10073254712585859,0.050349551736195604,0.10073254712585859,0.07572949830882535,0.0,0.08,right,high,0.03,right,0.11365363486673934,0.11365363486673934,0.08,right,0.03109121337849313,right,moderate,straight,1.23772409990026,0.08293947419219802,1.2405,0.9805185757983655,0.030714160674541312,2.2182426756986255,0.11365363486673934,barely_moving,balanced,straight,0.0,4.5,0.15000000000000002,hesitating_straight,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,5.992753623188406,0.0,0.0,0.0,0.0
1.0,3.0,1.201,1.616,0.415,-0.519,-8.468,-7.949,-4.702333333333333,-9.692,10.234618605497715,9.0,10.333333333333334,-1.3333333333333333,11.0,10.0,1.0,11.0,11.0,0.0,13.0,11.0,11.0,12.0,11.0,12.0,0.0,1.0,,,,,-1.0850000000000002,-5.12,1.0850000000000002,5.12,1.779,6.443,17.557333333333332,19.244,10.787333333333335,11.844,0.02941179466016758,0.05127290425955383,-0.4776787327853024,-0.1915732009276591,0.4776787327853024,-0.5289516370448561,0.0,0.08504999999999999,left,high,0.05402,left,-0.39072524344813414,0.39072524344813414,0.11438897630488881,left,0.0521944881524444,left,high,left_curve,4.220654954790256,-0.5043788783148735,4.2524999999999995,2.2182426756986255,0.11365363486673934,6.438897630488881,-0.39072524344813414,moving,right_faster,left_arc,1.0,3.0,0.1,left_arc,1.0,1.0,1.0,1.0,0.0,10.246987951807228,0.0,0.0,0.0,0.0
1.0,3.0,1.781,2.223,0.442,-9.343,-3.189,6.154,-6.656333333333333,-3.121333333333333,6.8462864386468665,15.0,12.0,3.0,16.0,13.0,3.0,15.333333333333334,10.0,5.333333333333333,15.0,11.0,12.666666666666666,13.0,12.666666666666666,13.0,2.6666666666666665,2.0,,,,,-8.416,-7.437,8.416,7.437,9.491999999999999,7.892,20.236,20.5,12.532333333333332,12.745,0.01412536959839227,-0.8104938437606499,-1.4377507942961782,-1.1665965577692492,1.4377507942961782,-0.6272569505355283,0.0,0.12585000000000002,left,high,0.07034,left,-0.9815315153845696,0.9815315153845696,0.17699264136626736,left,0.08349632068313367,left,high,left_curve,6.260366506137851,-0.5908062719364355,6.2925,6.438897630488881,-0.39072524344813414,12.699264136626732,-0.9815315153845696,moving,left_faster,left_arc,1.0,3.0,0.12585000000000002,left_arc,1.0,1.0,1.0,1.0,0.0,14.236425339366516,0.0,0.0,0.0,0.0
1.0,3.0,2.428,2.821,0.393,0.58,5.96,5.38,3.3266666666666667,11.222,11.292994229462206,14.666666666666666,14.0,0.6666666666666666,13.0,15.0,-2.0,13.0,13.0,0.0,12.0,14.0,13.0,13.0,13.0,13.0,0.0,-1.0,,,,,0.27699999999999997,3.44,-0.27699999999999997,-3.44,-1.3360000000000003,-4.924,20.666666666666668,21.0,12.939666666666668,13.191,0.01901780606624229,-1.4249725764425194,-0.9800358209952513,-1.2344924951591174,1.4249725764425194,0.4449367554472681,0.0,0.11165000000000001,left,high,0.06466000000000001,left,-0.5042006442434168,0.5042006442434168,0.23260001140743286,left,0.11130000570371643,left,mild,right_curve,5.560737004116554,0.47733087114115286,5.5825000000000005,12.699264136626732,-0.9815315153845696,18.260001140743285,-0.5042006442434168,moving,balanced,right_arc,1.0,3.0,0.11165000000000001,right_arc,1.0,1.0,1.0,1.0,0.0,14.204834605597963,0.0,0.0,0.0,0.0
1.0,3.0,3.027,3.446,0.419,5.221,-1.302,-6.523,1.1433333333333333,-1.024333333333333,5.377800944624113,13.666666666666666,16.0,-2.3333333333333335,14.0,15.0,-1.0,12.0,13.333333333333334,-1.3333333333333333,14.0,12.0,12.666666666666666,13.0,12.666666666666666,13.0,-0.6666666666666666,1.0,,,,,3.564,-0.489,-3.564,0.489,-4.099666666666667,1.076,20.166666666666668,20.5,12.794666666666666,13.046,0.013399276819634272,-0.7080045043176332,-0.836172174675344,-0.7659946683663574,0.836172174675344,-0.12816767035771082,0.0,0.12151,left,high,0.068604,left,-0.5969908772694658,0.5969908772694658,0.29334639973283316,left,0.14167319986641658,left,mild,left_curve,6.07463883254003,-0.0927902330260489,6.0755,18.260001140743285,-0.5042006442434168,24.334639973283316,-0.5969908772694658,moving,right_faster,left_arc,1.0,3.0,0.12151,left_arc,1.0,1.0,1.0,1.0,0.0,14.5,0.0,0.0,0.0,0.0
1.0,4.0,3.591,4.068,0.477,-1.302455,-6.408,-5.105545,-4.04736375,-6.27694725,6.362530049330239,13.75,14.25,-0.5,15.0,13.0,2.0,14.0,12.5,1.5,14.0,12.0,13.25,13.0,13.25,13.0,0.75,1.0,,,,,-2.7708637499999997,-5.233,2.7708637499999997,5.233,3.4580595,6.122,21.0,21.0,13.4321475,13.5,0.014263150243693415,-0.8920633643719869,-1.5780236660868705,-1.1645810299089463,1.5780236660868705,-0.6859603017148836,0.0,0.13565,left,high,0.07425999999999999,left,-1.2436467499263495,1.2436467499263495,0.35,left,0.17542581561204054,left,moderate,left_curve,6.750523149124792,-0.6466558726568836,6.7825,24.334639973283316,-0.5969908772694658,31.085163122408108,-1.2436467499263495,moving,balanced,left_arc,1.0,3.0,0.13565,left_arc,1.0,1.0,1.0,1.0,0.0,14.219077568134171,0.0,0.0,0.0,0.0
1.0,3.0,4.273,4.687,0.414,-5.824,-3.233,2.5909999999999997,-4.565333333333333,-0.4803333333333333,2.3714246772773535,15.0,13.666666666666666,1.3333333333333333,15.0,13.0,2.0,15.0,11.666666666666666,3.3333333333333335,15.0,13.0,13.333333333333334,14.0,13.333333333333334,14.0,1.6666666666666667,1.0,,,,,-5.623666666666668,-4.639,5.623666666666668,4.639,6.043666666666667,4.668,20.666666666666668,21.0,13.402333333333333,13.652,0.006232979291363866,-1.8858750532583008,-2.3361637616400737,-2.1265529264400254,2.3361637616400737,-0.4502887083817728,0.0,0.12009999999999998,left,high,0.06803999999999999,left,-1.659055489042301,1.659055489042301,0.35,left,0.18,left,moderate,left_curve,5.99016216631642,-0.4154087391159516,6.004999999999999,31.085163122408108,-1.2436467499263495,37.07532528872453,-1.659055489042301,moving,left_faster,left_arc,1.0,3.0,0.12009999999999998,left_arc,1.0,1.0,1.0,1.0,0.0,14.504830917874395,0.0,0.0,0.0,0.0
1.0,3.0,4.892,5.263,0.371,-1.647,0.846,2.493,-0.25,5.008666666666667,5.044943937580807,15.666666666666666,14.0,1.6666666666666667,15.0,15.0,0.0,13.0,13.0,0.0,12.0,14.0,13.0,13.0,13.0,13.0,0.0,-1.0,,,,,-1.6096666666666666,0.051,1.6096666666666666,-0.051,1.132,-0.715,20.166666666666668,20.0,13.251666666666665,13.195,0.008159998195373004,-2.442444286805453,-2.435874959538693,-2.4452624670098864,2.457468154685513,0.006569327266759739,0.0,0.1092,left,high,0.06368,left,-1.6206877286234123,1.6206877286234123,0.35,left,0.18,left,moderate,drift_right,5.459735539870996,0.03836776041888887,5.46,37.07532528872453,-1.659055489042301,42.535060828595526,-1.6206877286234123,moving,left_faster,straight,0.0,3.0,0.1092,straight,1.0,1.0,1.0,1.0,0.0,14.716981132075471,0.0,0.0,0.0,0.0
1.0,3.0,5.495,5.892,0.397,1.635,2.474,0.8390000000000002,2.033,3.8716666666666666,3.9183484190833937,15.0,14.666666666666666,0.3333333333333333,15.0,15.0,0.0,13.333333333333334,13.333333333333334,0.0,13.0,13.0,13.333333333333334,13.0,13.333333333333334,13.0,0.0,0.0,,,,,1.4903333333333333,1.99,-1.4903333333333333,-1.99,-2.041,-2.443,20.166666666666668,20.0,13.397,13.349,0.0029914067978931026,-2.3568438254418913,-2.1577247208115513,-2.267419897353884,2.3568438254418913,0.19911910463034,0.0,0.11745,left,high,0.06698,left,-1.3873902181104678,1.3873902181104678,0.35,left,0.18,left,mild,right_curve,5.867813425947825,0.23329751051294453,5.8725,42.535060828595526,-1.6206877286234123,48.40287425454335,-1.3873902181104678,moving,balanced,right_arc,0.9863559856359692,3.0,0.11745,right_arc,1.0,1.0,1.0,1.0,0.0,14.792191435768263,0.0,0.0,0.0,0.0
