seg_index,sample_n,t0_s,t1_s,duration_s,yaw_start,yaw_end,yaw_delta,yaw_mean,yr_mean,yr_rms,el_mean,er_mean,ed_mean,el_end,er_end,ed_end,outL_mean,outR_mean,out_diff_mean,outL_end,outR_end,x_local,y_local,path_len,x_total_start,y_total_start,x_total_end,y_total_end,motion_level,wheel_bias,turn_state,turn_conf,turn_yaw_eps,turn_y_eps,state,enc_active_ratio,enc_nonzero_ratio,speed_proxy,stiction
1.0,3.0,0.0,0.388,0.388,0.068,0.145,0.07699999999999999,0.09366666666666668,0.023000000000000003,0.03983716857408418,9.0,9.333333333333334,-0.3333333333333333,13.0,14.0,-1.0,8.0,8.0,0.0,12.0,12.0,5.238483259781701,0.013238386798964084,5.2385,0.0,0.0,5.238483259781701,0.013238386798964084,barely_moving,balanced,straight,0.0,4.5,0.157155,hesitating_straight,0.6666666666666666,0.6666666666666666,0.7087628865979382,0.0
1.0,3.0,0.801,1.19,0.389,0.025,0.137,0.11200000000000002,0.06233333333333333,-0.016,0.058787753826796275,9.0,9.333333333333334,-0.3333333333333333,13.0,14.0,-1.0,8.0,8.0,0.0,12.0,12.0,5.252485062156685,0.01250451296808483,5.2525,5.238483259781701,0.013238386798964084,10.490968321938386,0.025742899767048914,barely_moving,balanced,straight,0.0,4.5,0.15757500000000002,hesitating_straight,0.6666666666666666,0.6666666666666666,0.7069408740359897,0.0
1.0,2.0,1.42,1.841,0.421,0.109,-0.373,-0.482,-0.132,-0.202,0.28426044395940847,14.0,13.0,1.0,14.0,13.0,1.0,12.0,12.0,0.0,12.0,12.0,5.683379563886124,-0.036999767587965374,5.6834999999999996,10.490968321938386,0.025742899767048914,16.17434788582451,-0.01125686782091646,barely_moving,balanced,straight,0.0,4.5,0.170505,hesitating_straight,1.0,1.0,0.6413301662707839,0.0
1.0,2.0,2.203,2.533,0.33,-0.639,-0.751,-0.11199999999999999,-0.6950000000000001,-0.48650000000000004,0.48751871758938653,14.5,14.5,0.0,14.0,15.0,-1.0,12.0,12.0,0.0,12.0,12.0,4.784588963548343,-0.06271722164919978,4.785,16.17434788582451,-0.01125686782091646,20.958936849372854,-0.07397408947011624,barely_moving,balanced,straight,0.0,4.5,0.15000000000000002,hesitating_straight,1.0,1.0,0.8787878787878787,0.0
1.0,2.0,2.783,3.204,0.421,-0.954,-1.129,-0.17500000000000004,-1.0415,-0.5515,0.5522359097342366,13.5,14.0,-0.5,14.0,14.0,0.0,12.0,12.0,0.0,12.0,12.0,5.8928557821920515,-0.11613238258859436,5.894,20.958936849372854,-0.07397408947011624,26.851792631564905,-0.19010647205871062,barely_moving,balanced,straight,0.0,4.5,0.17682,hesitating_straight,1.0,1.0,0.653206650831354,0.0
1.0,2.0,3.416,3.525,0.109,-1.128967,-1.157,-0.028032999999999975,-1.1429835000000002,-0.4463225,0.4528011682985149,13.0,14.5,-1.5,13.0,14.0,-1.0,12.0,12.0,0.0,12.0,12.0,1.4711999891468992,-0.029712656127714874,1.4715,26.851792631564905,-0.19010647205871062,28.322992620711805,-0.2198191281864255,barely_moving,right_faster,straight,0.0,4.5,0.15000000000000002,hesitating_straight,1.0,1.0,2.522935779816514,0.0
1.0,2.0,3.967,4.197,0.23,-1.556,-1.563,-0.006999999999999895,-1.5594999999999999,-0.464,0.4730327684209626,14.0,14.0,0.0,14.0,13.0,1.0,12.5,11.5,1.0,13.0,11.0,3.1038447463017973,-0.08469233055437594,3.105,28.322992620711805,-0.2198191281864255,31.4268373670136,-0.30451145874080143,barely_moving,balanced,straight,0.0,4.5,0.15000000000000002,hesitating_straight,1.0,1.0,1.2173913043478262,0.0
1.0,2.0,4.607,4.968,0.361,0.383,0.93,0.547,0.6565000000000001,1.436,1.4361006232155182,13.5,14.5,-1.0,13.0,14.0,-1.0,12.0,12.0,0.0,12.0,12.0,4.872858019152237,0.07910104413806932,4.8735,31.4268373670136,-0.30451145874080143,36.29969538616584,-0.22541041460273212,barely_moving,balanced,straight,0.0,4.5,0.15000000000000002,hesitating_straight,1.0,1.0,0.7756232686980611,0.0
1.0,2.0,5.403,5.72,0.317,1.042,1.069,0.026999999999999913,1.0554999999999999,0.8685,0.8841281015780462,13.5,13.0,0.5,13.0,12.0,1.0,12.0,12.0,0.0,12.0,12.0,3.961810337159105,0.07392633075743922,3.9625,36.29969538616584,-0.22541041460273212,40.261505723324944,-0.15148408384529288,barely_moving,balanced,straight,0.0,4.5,0.15000000000000002,hesitating_straight,1.0,1.0,0.8359621451104101,0.0
1.0,2.0,5.97,6.391,0.421,0.861,-0.035,-0.896,0.413,-0.2365,0.4651155770343539,14.0,14.5,-0.5,14.0,14.0,0.0,12.0,12.0,0.0,12.0,12.0,5.893998900308302,-0.0036004394900179563,5.894,40.261505723324944,-0.15148408384529288,46.15550462363325,-0.15508452333531084,barely_moving,balanced,straight,0.0,4.5,0.17682,hesitating_straight,1.0,1.0,0.6769596199524942,0.0
