idx,seg_index,seg_row_index,tick,t_s,yaw_deg,yaw_unwrapped_deg,yr,el,er,ed,L,R,outL,outR,out_diff,pwm,pc,hd,aa,ae,ao,se,so,x,y,s,dx,dy,ds,kappa,line_progress,line_progress_ratio,line_dev,line_dev_abs,line_dev_side
0,1,0,738177.0,0.0,-0.176,-0.176,-0.387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,balanced
1,1,1,738178.0,0.001,-0.176,-0.176,-0.387,2.0,3.0,-1.0,6.0,6.0,6.0,6.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,9.712,5.863,0.0024999882052227805,-7.679436631786358e-06,0.0025,0.0024999882052227805,-7.679436631786358e-06,0.0025,0.0,0.002499963377657541,5.757843758436755e-06,-1.3531828076695836e-05,1.3531828076695836e-05,balanced
2,1,2,738411.0,0.234,0.181,0.181,0.282,4.0,4.0,0.0,6.0,6.0,6.0,6.0,0.0,6.0,6.0,0.0,-0.176,0.176,0.096,11.092,6.721,0.9344953377288693,0.002936546488118035,0.9345,0.9319953495236465,0.0029442259247498214,0.932,0.0066854350103216255,0.9344996515142235,0.0021523127233864514,0.0007489072471548537,0.0007489072471548537,balanced
3,1,3,738616.0,0.439,0.972,0.972,1.533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9344953377288693,0.002936546488118035,0.9345,0.0,0.0,0.0,0.0,0.9344996515142235,0.0021523127233864514,0.0007489072471548537,0.0007489072471548537,balanced
4,1,4,738617.0,0.44,0.972,0.972,1.533,6.0,4.0,2.0,8.0,8.0,8.0,8.0,0.0,8.0,8.0,0.0,0.181,-0.181,-0.097,12.492,7.589,0.939494618251964,0.0030213654211798803,0.9395,0.004999280523094724,8.481893306184533e-05,0.005,0.0,0.9394991168979389,0.0021638273482855242,0.0008220227518864731,0.0008220227518864731,balanced
5,1,5,738823.0,0.646,1.812,1.812,2.418,7.0,6.0,1.0,8.0,8.0,8.0,8.0,0.0,8.0,8.0,0.0,0.972,-0.972,-0.524,13.512,8.233,2.277825064410975,0.04536067202653127,2.2785,1.338330446159011,0.04233930660535139,1.339,0.010949040863892735,2.2779250112158254,0.005246451378142031,0.04002821383652919,0.04002821383652919,balanced
6,1,6,739032.0,0.855,2.949,2.949,3.476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.277825064410975,0.04536067202653127,2.2785,0.0,0.0,0.0,0.0,2.2779250112158254,0.005246451378142031,0.04002821383652919,0.04002821383652919,balanced
7,1,7,739033.0,0.856,2.949,2.949,3.476,8.0,7.0,1.0,10.0,10.0,10.0,10.0,0.0,10.0,10.0,0.0,1.812,-1.812,-0.925,15.032,9.182,2.2853151323432916,0.045746524808413756,2.286,0.007490067932316338,0.0003858527818824887,0.0075,0.0,2.2854159618968124,0.005263704320328606,0.04039653149157791,0.04039653149157791,balanced
8,1,8,739239.0,1.062,3.913,3.913,3.888,9.0,8.0,1.0,10.0,10.0,10.0,10.0,0.0,10.0,10.0,0.0,2.949,-2.949,-1.449,16.432,10.061,4.032233237870942,0.165237664980739,4.037,1.746918105527651,0.11949114017232523,1.751,0.009608780119489055,4.032609006610906,0.00928778909580936,0.15579785081978656,0.15579785081978656,balanced
9,1,9,739632.0,1.455,5.696,5.696,4.264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.032233237870942,0.165237664980739,4.037,0.0,0.0,0.0,0.0,4.032609006610906,0.00928778909580936,0.15579785081978656,0.15579785081978656,balanced
