idx,x,y
0,0.0,0.0
1,0.01290663427925662,-0.0015552464697011913
2,4.427997702786558,-0.992814978723083
3,4.427997702786558,-0.992814978723083
4,4.441489377666714,-0.9965532549205013
5,9.441711742404447,-2.062120030480151
6,14.443118329766298,-2.7893394938428218
7,18.70744855561042,-3.257941377057372
8,24.778360315770097,-3.506550307618823
9,30.87050477922795,-3.8947462457220317
10,36.93575211020122,-4.585901122809355
11,42.54128995365697,-5.524047025953113
12,45.67767285336149,-6.048930161937718
13,48.728486314338035,-6.471939885613574
14,54.38316085282462,-7.043628711629543
15,58.80061766990104,-7.470148663408034
16,62.178574386077266,-7.737245412994938
17,66.81517407213798,-7.999312868474759
18,70.11533864665931,-8.158466194152995
19,75.94432416566423,-9.031486136211043
20,80.7441977445364,-9.875414970204096
21,85.14297069346267,-10.661728389773163
22,88.46343514488332,-11.265997226344927
23,94.32512568698817,-11.882292600819289
24,99.54365391315217,-12.290891918892275
25,105.39403004531597,-12.800161358588095
26,109.81363137970989,-13.203854366978717
27,115.69628636152108,-14.203584012919055
28,120.96260871010654,-14.957406883883637
29,124.02511624094333,-15.379804650885243
