seg_index,sample_n,t0_s,t1_s,duration_s,yaw_start,yaw_end,yaw_delta,yaw_mean,yr_mean,yr_rms,el_mean,er_mean,ed_mean,el_end,er_end,ed_end,outL_mean,outR_mean,out_diff_mean,outL_end,outR_end,x_local,y_local,path_len,x_total_start,y_total_start,x_total_end,y_total_end,motion_level,wheel_bias,turn_state,state,enc_active_ratio,enc_nonzero_ratio,speed_proxy,stiction
1.0,3.0,0.0,0.361,0.361,-15.757,-24.921,-9.164,-18.811666666666667,-2.9613333333333336,5.129179791480635,15.0,18.333333333333332,-3.3333333333333335,22.0,26.0,-4.0,13.333333333333334,14.666666666666666,-1.3333333333333333,20.0,22.0,7.860549426049119,-3.647682051286362,8.666,0.0,0.0,7.860549426049119,-3.647682051286362,barely_moving,right_faster,left_arc,hesitating_left_arc,0.6666666666666666,0.6666666666666666,1.3850415512465375,0.0
1.0,4.0,0.681,1.125,0.444,-29.096,-26.53,2.565999999999999,-27.813000000000002,-7.5185,8.031188859689456,12.0,9.25,2.75,28.0,13.0,15.0,11.25,8.75,2.5,26.0,14.0,0.03756509832877874,-0.019854696263891285,0.0425,7.860549426049119,-3.647682051286362,7.898114524377898,-3.6675367475502534,barely_moving,left_faster,right_arc,hesitating_right_arc,0.5,0.5,0.9572072072072072,0.0
1.0,3.0,1.353,1.745,0.392,-24.983,20.017,45.0,5.0169999999999995,26.32766666666667,32.52755969430641,20.333333333333332,8.333333333333334,12.0,32.0,12.0,20.0,16.666666666666668,8.666666666666666,8.0,25.0,13.0,0.020671004200118522,0.007530576694960505,0.021999999999999995,7.898114524377898,-3.6675367475502534,7.918785528578017,-3.6600061708552927,barely_moving,left_faster,right_arc,hesitating_right_arc,0.6666666666666666,0.6666666666666666,1.096938775510204,0.0
1.0,4.0,2.165,2.587,0.422,44.601,-0.399,-45.0,22.101,19.517,33.163990381134774,12.0,21.75,-9.75,23.0,45.0,-22.0,9.5,17.5,-8.0,20.0,36.0,0.05785163758006569,0.023285774130307267,0.0675,7.918785528578017,-3.6600061708552927,7.976637166158082,-3.6367203967249853,barely_moving,right_faster,right_arc,hesitating_right_arc,0.5,0.5,1.5995260663507112,0.0
1.0,3.0,3.008,3.236,0.228,-34.788,-35.447,-0.659000000000006,-35.007666666666665,-29.72066666666667,30.14014680344695,17.0,16.0,1.0,29.0,20.0,9.0,13.333333333333334,-2.6666666666666665,16.0,26.0,14.0,4.551220675992089,-3.2396534097670857,5.586500000000001,7.976637166158082,-3.6367203967249853,12.527857842150171,-6.8763738064920705,barely_moving,balanced,left_arc,hesitating_left_arc,0.6666666666666666,0.6666666666666666,2.1710526315789473,0.0
1.0,4.0,3.578,4.008,0.43,-30.949,14.051,45.0,-8.449000000000002,10.0605,22.538457189878812,16.75,8.5,8.25,34.0,17.0,17.0,14.0,8.0,6.0,27.0,15.0,0.070914715290288,-0.0004748129348367842,0.076,12.527857842150171,-6.8763738064920705,12.598772557440459,-6.876848619426907,barely_moving,left_faster,right_arc,hesitating_right_arc,0.5,0.5,1.1744186046511629,0.0
1.0,3.0,4.428,4.79,0.362,25.995,-5.439,-31.434,15.517000000000001,15.948333333333332,24.99264075016217,13.333333333333334,27.0,-13.666666666666666,19.0,42.0,-23.0,15.666666666666666,26.333333333333332,-10.666666666666666,18.0,34.0,10.987892135796939,-1.0304919101296754,11.040500000000002,12.598772557440459,-6.876848619426907,23.586664693237395,-7.907340529556582,barely_moving,right_faster,left_arc,hesitating_left_arc,0.6666666666666666,0.6666666666666666,1.671270718232044,0.0
2.0,4.0,5.431,5.853,0.422,-0.576,-18.585,-18.009,-9.5805,-7.486,10.586802727924988,11.75,13.75,-2.0,24.0,27.0,-3.0,10.25,11.25,-1.0,21.0,23.0,0.04966893439776803,-0.008383484558607678,0.051000000000000004,23.586664693237395,-7.907340529556582,23.636333627635164,-7.91572401411519,barely_moving,right_faster,left_arc,hesitating_left_arc,0.5,0.5,1.208530805687204,0.0
2.0,3.0,6.212,6.639,0.427,-25.04,-28.593,-3.553000000000001,-27.408666666666665,-14.218666666666666,14.274849864943123,19.666666666666668,17.333333333333332,2.3333333333333335,33.0,22.0,11.0,16.333333333333332,13.0,3.3333333333333335,28.0,16.0,0.024146139933258797,-0.013161076184092428,0.0275,23.636333627635164,-7.91572401411519,23.66047976756842,-7.928885090299282,barely_moving,left_faster,left_arc,hesitating_left_arc,0.6666666666666666,0.6666666666666666,1.2997658079625292,0.0
2.0,2.0,7.025,7.45,0.425,-0.435,16.245,16.68,7.905,20.733,21.101625956309622,34.0,27.0,7.0,31.0,32.0,-1.0,26.0,22.0,4.0,23.0,27.0,12.85299429522748,3.745089304255614,13.387499999999998,23.66047976756842,-7.928885090299282,36.5134740627959,-4.183795786043667,barely_moving,left_faster,right_arc,hesitating_right_arc,1.0,1.0,1.435294117647059,0.0
2.0,2.0,7.676,8.096,0.42,16.176,-28.824,-45.0,-6.324000000000002,-5.613999999999999,22.25570246026847,24.5,44.5,-20.0,23.0,46.0,-23.0,20.0,36.0,-16.0,20.0,36.0,12.694758648567468,-6.985928918520532,14.49,36.5134740627959,-4.183795786043667,49.208232711363365,-11.1697247045642,barely_moving,right_faster,left_arc,hesitating_left_arc,1.0,1.0,1.6428571428571428,0.0
2.0,2.0,8.515,8.868,0.353,-47.962,-28.09,19.872000000000003,-38.026,-17.897,23.831822800616827,36.5,23.5,13.0,37.0,22.0,15.0,30.5,18.5,12.0,31.0,19.0,9.18688404280193,-4.903278886022216,10.413499999999999,49.208232711363365,-11.1697247045642,58.395116754165294,-16.073003590586417,barely_moving,left_faster,right_arc,hesitating_right_arc,1.0,1.0,1.6997167138810199,0.0
2.0,2.0,9.076,9.299,0.223,-28.090363,16.91,45.000363,-5.5901815,16.489659500000002,24.893910329855384,38.5,21.5,17.0,39.0,21.0,18.0,31.0,19.0,12.0,31.0,19.0,6.400743348625881,1.945914845264702,6.69,58.395116754165294,-16.073003590586417,64.79586010279118,-14.127088745321714,barely_moving,left_faster,right_arc,hesitating_right_arc,1.0,1.0,2.6905829596412554,0.0
2.0,2.0,9.718,10.137,0.419,20.997,-24.003,-45.0,-1.5030000000000001,2.865499999999999,23.564375665397968,24.0,44.5,-20.5,21.0,46.0,-25.0,20.0,36.0,-16.0,20.0,36.0,12.822681867762562,-5.70983029241266,14.0365,64.79586010279118,-14.127088745321714,77.61854197055374,-19.836919037734376,barely_moving,right_faster,left_arc,hesitating_left_arc,1.0,1.0,1.6348448687350838,0.0
2.0,2.0,10.556,10.782,0.226,-35.719,-34.492,1.2270000000000039,-35.1055,-18.13,18.80603384555074,34.0,21.0,13.0,33.0,17.0,16.0,32.5,20.5,12.0,35.0,23.0,4.6567597518732935,-3.1995450634946514,5.650000000000001,77.61854197055374,-19.836919037734376,82.27530172242703,-23.036464101229026,barely_moving,left_faster,left_arc,hesitating_left_arc,1.0,1.0,2.433628318584071,0.0
