seg_index,sample_n,t0_s,t1_s,duration_s,yaw_start,yaw_end,yaw_delta,yaw_mean,yr_mean,yr_rms,el_mean,er_mean,ed_mean,el_end,er_end,ed_end,outL_mean,outR_mean,out_diff_mean,outL_end,outR_end,x_local,y_local,path_len,x_total_start,y_total_start,x_total_end,y_total_end,motion_level,wheel_bias,turn_state,turn_conf,turn_yaw_eps,turn_y_eps,state,enc_active_ratio,enc_nonzero_ratio,speed_proxy,stiction
1.0,4.0,0.0,0.439,0.439,0.376,-4.18,-4.556,-1.902,-2.6654999999999998,4.394249935995903,6.0,6.75,-0.75,11.0,15.0,-4.0,4.5,7.5,-3.0,9.0,15.0,0.025465150599443015,-0.0008655409491435126,0.025500000000000002,0.0,0.0,0.025465150599443015,-0.0008655409491435126,barely_moving,balanced,left_arc,0.6971391159676719,4.5,0.15000000000000002,hesitating_left_arc,0.5,0.5,0.5808656036446469,0.0
1.0,4.0,0.64,1.057,0.417,-5.707,1.005,6.712,-3.4845,-0.9732500000000002,5.370840879229248,12.0,8.0,4.0,18.0,11.0,7.0,11.25,6.75,4.5,15.0,9.0,3.0719871492770663,0.052615931489481835,3.0725,0.025465150599443015,-0.0008655409491435126,3.0974522998765095,0.05175039054033832,barely_moving,left_faster,right_arc,0.4915555555555555,4.5,0.15000000000000002,hesitating_right_arc,0.75,0.75,0.959232613908873,0.0
1.0,3.0,1.283,1.689,0.406,9.596,2.13,-7.466,6.935666666666666,8.762,12.352503470956808,11.666666666666666,15.0,-3.3333333333333335,11.0,17.0,-6.0,9.0,15.0,-6.0,9.0,15.0,5.500163198584629,0.4501648245859684,5.5280000000000005,3.0974522998765095,0.05175039054033832,8.597615498461138,0.5019152151263068,barely_moving,right_faster,right_arc,1.0,4.5,0.16584000000000002,hesitating_right_arc,1.0,1.0,0.9852216748768473,0.0
1.0,3.0,1.845,2.305,0.46,0.947,-12.356,-13.302999999999999,-5.362666666666667,-11.662333333333331,13.129622094079226,13.0,15.0,-2.0,16.0,12.0,4.0,11.0,13.0,-2.0,15.0,9.0,6.239404808432889,-0.9366336242758111,6.3235,8.597615498461138,0.5019152151263068,14.837020306894027,-0.4347184091495043,barely_moving,right_faster,left_arc,1.0,4.5,0.189705,hesitating_left_arc,1.0,1.0,0.9130434782608696,0.0
1.0,3.0,2.505,2.915,0.41,-10.933,1.073,12.006,-5.293,1.7459999999999998,9.684515406909457,16.666666666666668,10.666666666666666,6.0,18.0,10.0,8.0,15.0,9.0,6.0,15.0,9.0,5.621740003254492,-0.23645076923782768,5.637499999999999,14.837020306894027,-0.4347184091495043,20.45876031014852,-0.671169178387332,barely_moving,left_faster,left_arc,1.0,4.5,0.16912499999999997,hesitating_left_arc,1.0,1.0,1.0000000000000002,0.0
1.0,4.0,3.12,3.566,0.446,9.411,2.698,-6.712999999999999,7.3987185,12.50052925,15.074226794844977,11.5,15.0,-3.5,11.0,15.0,-4.0,9.0,15.0,-6.0,9.0,15.0,5.995879138789335,0.8182157638774232,6.055999999999999,20.45876031014852,-0.671169178387332,26.454639448937854,0.1470465854900912,barely_moving,right_faster,right_arc,1.0,4.5,0.18167999999999998,hesitating_right_arc,1.0,1.0,1.188340807174888,0.0
1.0,3.0,3.767,4.145,0.378,0.989,-11.859,-12.848,-7.092333333333333,-13.298,15.116051622916173,11.0,14.333333333333334,-3.3333333333333335,13.0,12.0,1.0,11.0,13.0,-2.0,15.0,9.0,4.746903361885342,-0.9220577044777916,4.836,26.454639448937854,0.1470465854900912,31.201542810823195,-0.7750111189877004,barely_moving,right_faster,left_arc,1.0,4.5,0.15000000000000002,hesitating_left_arc,1.0,1.0,1.0052910052910053,0.0
1.0,3.0,4.378,4.804,0.426,-14.607,-2.675,11.931999999999999,-7.5603333333333325,-0.7666666666666666,10.0087206308632,16.0,10.666666666666666,5.333333333333333,16.0,11.0,5.0,15.0,9.0,6.0,15.0,9.0,5.734522466448371,-0.413082065657129,5.7509999999999994,31.201542810823195,-0.7750111189877004,36.93606527727157,-1.1880931846448295,barely_moving,left_faster,left_arc,1.0,4.5,0.17253,hesitating_left_arc,1.0,1.0,0.9389671361502349,0.0
1.0,3.0,5.009,5.375,0.366,4.438,13.102,8.664000000000001,9.741333333333333,19.732,19.920011713517304,13.333333333333334,13.0,0.3333333333333333,12.0,14.0,-2.0,11.0,13.0,-2.0,9.0,15.0,4.6482947438060265,1.0141517195848357,4.758,36.93606527727157,-1.1880931846448295,41.58436002107759,-0.17394146505999375,barely_moving,balanced,right_arc,1.0,4.5,0.15000000000000002,hesitating_right_arc,1.0,1.0,1.0792349726775956,0.0
1.0,3.0,5.608,5.973,0.365,10.025,-1.158,-11.183,4.234,-4.392,10.056152246261986,10.666666666666666,16.0,-5.333333333333333,10.0,16.0,-6.0,9.0,15.0,-6.0,9.0,15.0,4.943148683639603,0.149919550803467,4.949999999999999,41.58436002107759,-0.17394146505999375,46.52750870471719,-0.02402191425652675,barely_moving,right_faster,left_arc,1.0,4.5,0.15000000000000002,hesitating_left_arc,1.0,1.0,1.0958904109589043,0.0
1.0,3.0,6.222,6.627,0.405,-7.883,2.611,10.494,-4.103,-7.576,13.107309334871134,16.0,11.333333333333334,4.666666666666667,17.0,11.0,6.0,15.0,9.0,6.0,15.0,9.0,5.650020369529527,-0.10640558398715894,5.67,46.52750870471719,-0.02402191425652675,52.17752907424672,-0.13042749824368569,barely_moving,left_faster,right_arc,1.0,4.5,0.1701,hesitating_right_arc,1.0,1.0,1.0123456790123457,0.0
1.0,3.0,6.784,7.177,0.393,3.841,2.848,-0.9930000000000003,4.115666666666667,4.382333333333333,5.9579051407912385,11.666666666666666,14.666666666666666,-3.0,11.0,15.0,-4.0,9.0,15.0,-6.0,9.0,15.0,5.091721230428595,0.4013422391606746,5.109,52.17752907424672,-0.13042749824368569,57.26925030467532,0.27091474091698886,barely_moving,right_faster,right_arc,1.0,4.5,0.15327000000000002,hesitating_right_arc,1.0,1.0,1.005089058524173,0.0
1.0,3.0,7.366,7.777,0.411,1.96,-16.704,-18.664,-9.839333333333334,-15.847333333333333,18.527866345948564,12.0,14.666666666666666,-2.6666666666666665,14.0,12.0,2.0,13.0,11.0,2.0,15.0,9.0,5.271111548931128,-1.4607643437379267,5.4704999999999995,57.26925030467532,0.27091474091698886,62.54036185360645,-1.1898496028209378,barely_moving,right_faster,left_arc,1.0,4.5,0.16411499999999998,hesitating_left_arc,1.0,1.0,0.9732360097323602,0.0
1.0,3.0,8.01,8.376,0.366,-17.906,-9.104,8.802,-13.405999999999999,-2.999,9.825642455670096,16.333333333333332,11.333333333333334,5.0,17.0,11.0,6.0,15.0,9.0,6.0,15.0,9.0,5.0196857449297525,-1.01240079182023,5.124,62.54036185360645,-1.1898496028209378,67.5600475985362,-2.202250394641168,barely_moving,left_faster,left_arc,1.0,4.5,0.15372,hesitating_left_arc,1.0,1.0,1.133879781420765,0.0
