STAT tick=649161 run=0 ts=0.000000 as=0.000000 ta=0.000000 aa=0.000000 se=0.000000 so=0.000000 ae=0.000000 ao=0.000000 pwm=0 pc=0 hd=0 y=3.543239 p=-0.487412 r=4.688550 yr=-0.000338 ax=0 ay=0 az=0 gx=0 gy=0 gz=0 who=0x85 addr=0x4A icm_ok=3258 icm_fail=0 L=0 R=0 OL=0 OR=0 el=0 er=0 ed=0 dl=0 dr=0 cl=0 cr=0 skp=0.600000 ski=0.012000 skd=0.000000 akp=0.320000 aki=0.000000 akd=0.120000 ok=2448 fail=0 rx=792 txdrop=24357
STAT tick=652830 run=0 ts=0.000000 as=0.000000 ta=0.000000 aa=0.000000 se=0.000000 so=0.000000 ae=0.000000 ao=0.000000 pwm=0 pc=0 hd=0 y=-2.499833 p=-0.859998 r=3.860358 yr=-8.845346 ax=0 ay=0 az=0 gx=0 gy=0 gz=0 who=0x85 addr=0x4A icm_ok=3277 icm_fail=0 L=0 R=0 OL=0 OR=0 el=0 er=0 ed=0 dl=0 dr=0 cl=0 cr=0 skp=0.600000 ski=0.012000 skd=0.000000 akp=0.320000 aki=0.000000 akd=0.120000 ok=2448 fail=0 rx=798 txdrop=24357
STAT tick=656457 run=0 ts=0.000000 as=0.000000 ta=0.000000 aa=0.000000 se=0.000000 so=0.000000 ae=0.000000 ao=0.000000 pwm=0 pc=0 hd=0 y=-0.278864 p=-0.903738 r=5.130928 yr=0.013427 ax=0 ay=0 az=0 gx=0 gy=0 gz=0 who=0x85 addr=0x4A icm_ok=3296 icm_fail=0 L=0 R=0 OL=0 OR=0 el=0 er=0 ed=0 dl=0 dr=0 cl=0 cr=0 skp=0.600000 ski=0.012000 skd=0.000000 akp=0.320000 aki=0.000000 akd=0.120000 ok=2448 fail=0 rx=804 txdrop=24357
OK STOP
OK CAL
OK CAL
OK TS
OK SKP
OK SKI
OK SKD
OK AKP
OK AKI
OK AKD
STAT tick=667834 run=0 ts=0.000000 as=0.000000 ta=0.000000 aa=0.000000 se=0.000000 so=0.000000 ae=0.000000 ao=0.000000 pwm=0 pc=0 hd=0 y=-0.280233 p=-0.931658 r=5.145063 yr=-0.000119 ax=0 ay=0 az=0 gx=0 gy=0 gz=0 who=0x85 addr=0x4A icm_ok=3355 icm_fail=0 L=0 R=0 OL=0 OR=0 el=0 er=0 ed=0 dl=0 dr=0 cl=0 cr=0 skp=0.600000 ski=0.012000 skd=0.000000 akp=0.350000 aki=0.000000 akd=0.120000 ok=2448 fail=0 rx=893 txdrop=24357
OK TS
OK TS
STAT tick=669183 run=0 ts=0.000000 as=0.000000 ta=0.000000 aa=0.000000 se=0.000000 so=0.000000 ae=0.000000 ao=0.000000 pwm=0 pc=0 hd=0 y=-0.280176 p=-0.931673 r=5.138047 yr=0.000170 ax=0 ay=0 az=0 gx=0 gy=0 gz=0 who=0x85 addr=0x4A icm_ok=3362 icm_fail=0 L=0 R=0 OL=0 OR=0 el=0 er=0 ed=0 dl=0 dr=0 cl=0 cr=0 skp=0.600000 ski=0.012000 skd=0.000000 akp=0.350000 aki=0.000000 akd=0.120000 ok=2448 fail=0 rx=917 txdrop=24357
OK TS
OK TS
STAT tick=670533 run=0 ts=0.000000 as=0.000000 ta=0.000000 aa=0.000000 se=0.000000 so=0.000000 ae=0.000000 ao=0.000000 pwm=0 pc=0 hd=0 y=-0.287163 p=-0.931360 r=5.138104 yr=-0.009767 ax=0 ay=0 az=0 gx=0 gy=0 gz=0 who=0x85 addr=0x4A icm_ok=3369 icm_fail=0 L=0 R=0 OL=0 OR=0 el=0 er=0 ed=0 dl=0 dr=0 cl=0 cr=0 skp=0.600000 ski=0.012000 skd=0.000000 akp=0.350000 aki=0.000000 akd=0.120000 ok=2448 fail=0 rx=941 txdrop=24357
OK TS
OK TS
EXP_START id=259 ms=30000
OK EXP_START
OK CAL
TRACE RUN_STEP=ENTER
TRACE RUN_STEP=READ_IMU
TRACE RUN_STEP=IMU_OK
TRACE RUN_STEP=ENABLE
TRACE RUN_STEP=DONE
OK RUN
CFG exp_id=259 ms=30000 ts=35.000000 skp=0.600000 ski=0.012000 skd=0.000000 akp=0.350000 aki=0.000000 akd=0.120000
HB tick=672558 exp_id=259 t_ms=77 run=1 ts=0.000 as=0.000 ta=0.000 aa=0.000 se=0.000 so=0.000 ae=0.000 ao=0.000 pwm=0 pc=0 hd=0 y=-0.000 yr=0.000 L=0 R=0 OL=0 OR=0 el=0 er=0 ed=0 dl=0 dr=0 cl=0 cr=0 ok=2448 fail=0 vofa=firewater rx=978 txdrop=24357
OK EXP_STREAM
HB tick=672776 exp_id=259 t_ms=295 run=1 ts=10.544 as=1.500 ta=0.000 aa=0.000 se=9.044 so=5.448 ae=0.000 ao=0.000 pwm=5 pc=5 hd=0 y=0.098 yr=0.158 L=5 R=5 OL=5 OR=5 el=2 er=1 ed=1 dl=2 dr=1 cl=0 cr=0 ok=2449 fail=0 vofa=firewater rx=992 txdrop=24357
HB tick=672971 exp_id=259 t_ms=490 run=1 ts=12.944 as=3.000 ta=0.000 aa=0.099 se=9.944 so=6.010 ae=-0.099 ao=-0.044 pwm=6 pc=6 hd=0 y=0.253 yr=0.380 L=6 R=6 OL=6 OR=6 el=3 er=3 ed=0 dl=3 dr=3 cl=0 cr=0 ok=2450 fail=0 vofa=firewater rx=992 txdrop=24357
HB tick=673181 exp_id=259 t_ms=700 run=1 ts=15.464 as=4.500 ta=0.000 aa=0.253 se=10.964 so=6.649 ae=-0.253 ao=-0.124 pwm=7 pc=7 hd=0 y=0.681 yr=0.960 L=7 R=7 OL=7 OR=7 el=5 er=4 ed=1 dl=5 dr=4 cl=0 cr=0 ok=2451 fail=0 vofa=firewater rx=992 txdrop=24357
HB tick=673342 exp_id=259 t_ms=861 run=1 ts=17.384 as=5.500 ta=0.000 aa=0.681 se=11.884 so=7.223 ae=-0.681 ao=-0.351 pwm=7 pc=7 hd=0 y=1.305 yr=1.981 L=7 R=7 OL=7 OR=7 el=6 er=5 ed=1 dl=6 dr=5 cl=0 cr=0 ok=2452 fail=0 vofa=firewater rx=992 txdrop=24357
HB tick=673531 exp_id=259 t_ms=1050 run=1 ts=19.664 as=6.500 ta=0.000 aa=1.305 se=13.164 so=8.020 ae=-1.305 ao=-0.695 pwm=8 pc=8 hd=0 y=1.474 yr=1.601 L=8 R=8 OL=8 OR=8 el=7 er=6 ed=1 dl=7 dr=6 cl=0 cr=0 ok=2453 fail=0 vofa=firewater rx=992 txdrop=24357
HB tick=673720 exp_id=259 t_ms=1238 run=1 ts=21.824 as=7.500 ta=0.000 aa=1.475 se=14.324 so=8.746 ae=-1.475 ao=-0.708 pwm=9 pc=9 hd=0 y=2.091 yr=2.189 L=9 R=9 OL=9 OR=9 el=8 er=8 ed=1 dl=8 dr=8 cl=0 cr=0 ok=2454 fail=0 vofa=firewater rx=992 txdrop=24357
HB tick=673952 exp_id=259 t_ms=1471 run=1 ts=24.704 as=9.000 ta=0.000 aa=2.091 se=15.704 so=9.618 ae=-2.091 ao=-0.995 pwm=10 pc=10 hd=0 y=4.115 yr=4.464 L=10 R=10 OL=10 OR=10 el=9 er=9 ed=0 dl=9 dr=9 cl=0 cr=0 ok=2455 fail=0 vofa=firewater rx=1006 txdrop=24357
OK EXP_STREAM
HB tick=674162 exp_id=259 t_ms=1681 run=1 ts=27.224 as=10.000 ta=0.000 aa=4.116 se=17.224 so=10.572 ae=-4.116 ao=-1.976 pwm=11 pc=11 hd=-1 y=5.240 yr=4.776 L=10 R=12 OL=10 OR=12 el=10 er=10 ed=0 dl=10 dr=10 cl=0 cr=0 ok=2456 fail=0 vofa=firewater rx=1006 txdrop=24357
HB tick=674367 exp_id=259 t_ms=1886 run=1 ts=29.624 as=10.500 ta=0.000 aa=5.241 se=19.124 so=11.757 ae=-5.241 ao=-2.407 pwm=12 pc=12 hd=0 y=5.267 yr=3.150 L=12 R=12 OL=12 OR=12 el=11 er=10 ed=1 dl=11 dr=10 cl=0 cr=0 ok=2457 fail=0 vofa=firewater rx=1006 txdrop=24357
HB tick=674528 exp_id=259 t_ms=2047 run=1 ts=31.544 as=12.000 ta=0.000 aa=5.267 se=19.544 so=12.046 ae=-5.267 ao=-2.222 pwm=12 pc=12 hd=0 y=5.436 yr=2.415 L=12 R=12 OL=12 OR=12 el=12 er=12 ed=0 dl=12 dr=12 cl=0 cr=0 ok=2458 fail=0 vofa=firewater rx=1006 txdrop=24357
HB tick=674761 exp_id=259 t_ms=2280 run=1 ts=34.424 as=13.000 ta=0.000 aa=5.436 se=21.424 so=13.232 ae=-5.436 ao=-2.193 pwm=13 pc=13 hd=-1 y=5.852 yr=2.194 L=12 R=14 OL=12 OR=14 el=13 er=13 ed=0 dl=13 dr=13 cl=0 cr=0 ok=2459 fail=0 vofa=firewater rx=1006 txdrop=24357
