seg_index,sample_n,t0_s,t1_s,duration_s,yaw_start,yaw_end,yaw_delta,yaw_mean,yr_mean,yr_rms,el_mean,er_mean,ed_mean,el_end,er_end,ed_end,outL_mean,outR_mean,out_diff_mean,outL_end,outR_end,x_local,y_local,path_len,x_total_start,y_total_start,x_total_end,y_total_end,motion_level,wheel_bias,turn_state,state,enc_active_ratio,enc_nonzero_ratio,speed_proxy,stiction
1.0,3.0,0.0,0.387,0.387,6.899,9.979,3.079999999999999,7.925666666666667,0.9286666666666666,1.6084978499622973,17.666666666666668,17.0,0.6666666666666666,27.0,27.0,0.0,18.666666666666668,20.0,-1.3333333333333333,22.0,24.0,10.289148010614403,1.8090023437561464,10.447000000000001,0.0,0.0,10.289148010614403,1.8090023437561464,barely_moving,balanced,right_arc,hesitating_right_arc,0.6666666666666666,0.6666666666666666,1.3436692506459949,0.0
1.0,3.0,0.789,1.008,0.219,8.104,8.001,-0.10299999999999976,8.069666666666665,0.10233333333333333,0.14806417527545276,18.0,22.333333333333332,-4.333333333333333,26.0,35.0,-9.0,12.333333333333334,20.333333333333332,-8.0,20.0,30.0,6.613976652003355,0.9297059761721563,6.679000000000001,10.289148010614403,1.8090023437561464,16.903124662617756,2.738708319928303,barely_moving,right_faster,right_arc,hesitating_right_arc,0.6666666666666666,0.6666666666666666,2.7625570776255706,0.0
1.0,2.0,1.423,1.759,0.336,-26.629,-27.328,-0.6989999999999981,-26.9785,-24.485,24.94205753341131,27.0,27.0,0.0,30.0,18.0,12.0,23.0,22.0,1.0,26.0,14.0,7.164001056026979,-3.702051440653457,8.064,16.903124662617756,2.738708319928303,24.067125718644736,-0.9633431207251539,barely_moving,balanced,left_arc,hesitating_left_arc,1.0,1.0,1.6071428571428572,0.0
1.0,2.0,2.175,2.542,0.367,13.882,14.551,0.6690000000000005,14.2165,18.342,18.673697544942726,27.0,27.0,0.0,22.0,39.0,-17.0,21.5,23.5,-2.0,17.0,33.0,10.834461649872525,2.8122736366579892,11.1935,24.067125718644736,-0.9633431207251539,34.90158736851726,1.8489305159328353,barely_moving,balanced,right_arc,hesitating_right_arc,1.0,1.0,1.471389645776567,0.0
1.0,2.0,2.891,3.203,0.312,-15.466,-33.559,-18.092999999999996,-24.5125,-27.0265,27.813250340440252,26.5,33.0,-6.5,32.0,23.0,9.0,23.5,25.5,-2.0,29.0,17.0,7.149860084030413,-4.742984374714786,8.58,34.90158736851726,1.8489305159328353,42.05144745254768,-2.894053858781951,barely_moving,right_faster,left_arc,hesitating_left_arc,1.0,1.0,1.907051282051282,0.0
1.0,2.0,3.401,3.603,0.202,-33.55896,-11.808,21.75096,-22.68348,-18.1993955,23.83770540901201,33.5,19.0,14.5,34.0,19.0,15.0,28.0,16.0,12.0,28.0,16.0,5.239724236566808,-1.0953989797030073,5.353000000000001,42.05144745254768,-2.894053858781951,47.291171689114485,-3.989452838484958,barely_moving,left_faster,right_arc,hesitating_right_arc,1.0,1.0,2.599009900990099,0.0
1.0,2.0,3.993,4.396,0.403,27.299,26.122,-1.1769999999999996,26.7105,26.939,27.673620597962966,31.0,30.5,0.5,25.0,41.0,-16.0,23.5,25.5,-2.0,18.0,34.0,11.940621322579963,5.855336320891293,13.299000000000003,47.291171689114485,-3.989452838484958,59.23179301169445,1.8658834824063355,barely_moving,balanced,right_arc,hesitating_right_arc,1.0,1.0,1.5260545905707195,0.0
1.0,2.0,4.798,5.2,0.402,-18.878,-26.415,-7.536999999999999,-22.6465,-24.554000000000002,24.58488844798772,26.5,32.0,-5.5,33.0,22.0,11.0,23.0,25.0,-2.0,29.0,17.0,9.900806310440293,-4.918034099428926,11.055000000000001,59.23179301169445,1.8658834824063355,69.13259932213474,-3.0521506170225905,barely_moving,right_faster,left_arc,hesitating_left_arc,1.0,1.0,1.4552238805970148,0.0
1.0,2.0,5.416,5.748,0.332,-25.081,-5.412,19.669,-15.2465,-0.3565000000000005,12.647525390367873,35.0,19.0,16.0,35.0,19.0,16.0,28.5,16.5,12.0,28.0,16.0,8.924040574541818,-0.8454559858037106,8.963999999999999,69.13259932213474,-3.0521506170225905,78.05663989667656,-3.897606602826301,barely_moving,left_faster,right_arc,hesitating_right_arc,1.0,1.0,1.6265060240963856,0.0
1.0,2.0,6.163,6.565,0.402,39.588,34.912,-4.676000000000002,37.25,35.863,37.251313990247375,29.5,35.0,-5.5,27.0,46.0,-19.0,23.5,30.5,-7.0,22.0,38.0,12.032329945892968,8.397616630518884,14.673000000000002,78.05663989667656,-3.897606602826301,90.08896984256953,4.500010027692584,barely_moving,right_faster,right_arc,hesitating_right_arc,1.0,1.0,1.6044776119402984,0.0
1.0,2.0,6.869,7.24,0.371,30.366,-14.634,-45.0,7.866,-11.772499999999999,26.106544361519774,21.5,44.5,-23.0,21.0,45.0,-24.0,19.0,35.0,-16.0,19.0,35.0,11.845829968518476,-3.093115154168944,12.243,90.08896984256953,4.500010027692584,101.934799811088,1.40689487352364,barely_moving,right_faster,left_arc,hesitating_left_arc,1.0,1.0,1.7789757412398923,0.0
