seg_index,sample_n,t0_s,t1_s,duration_s,yaw_start,yaw_end,yaw_delta,yaw_mean,yr_mean,yr_rms,el_mean,er_mean,ed_mean,el_end,er_end,ed_end,outL_mean,outR_mean,out_diff_mean,outL_end,outR_end,x_local,y_local,path_len,x_total_start,y_total_start,x_total_end,y_total_end,motion_level,wheel_bias,turn_state,turn_conf,turn_yaw_eps,turn_y_eps,state,enc_active_ratio,enc_nonzero_ratio,speed_proxy,stiction
1.0,4.0,0.0,0.432,0.432,0.0,0.111,0.111,0.0555,0.045,0.06363961030678927,6.75,7.0,-0.25,14.0,15.0,-1.0,6.0,6.0,0.0,12.0,12.0,0.040499972789372105,2.8091056738989747e-05,0.04050000000000001,0.0,0.0,0.040499972789372105,2.8091056738989747e-05,barely_moving,balanced,straight,0.0,4.5,0.15000000000000002,hesitating_straight,0.5,0.5,0.6365740740740742,0.0
1.0,3.0,0.854,1.278,0.424,-0.247,-0.506,-0.259,-0.3333333333333333,-0.2816666666666667,0.2883568391189407,9.333333333333334,9.333333333333334,0.0,14.0,14.0,0.0,8.0,8.0,0.0,12.0,12.0,5.935769349918254,-0.0522957387934075,5.935999999999999,0.040499972789372105,2.8091056738989747e-05,5.976269322707626,-0.05226764773666851,barely_moving,balanced,straight,0.0,4.5,0.17807999999999996,hesitating_straight,0.6666666666666666,0.6666666666666666,0.6603773584905661,0.0
1.0,2.0,1.664,1.894,0.23,-1.107,-1.1,0.006999999999999895,-1.1035,-0.6415,0.6571365915850372,14.0,13.5,0.5,14.0,14.0,0.0,12.5,11.5,1.0,13.0,11.0,3.2194065930316946,-0.06181576452700074,3.22,5.976269322707626,-0.05226764773666851,9.19567591573932,-0.11408341226366925,barely_moving,balanced,straight,0.0,4.5,0.15000000000000002,hesitating_straight,1.0,1.0,1.1956521739130435,0.0
1.0,2.0,2.315,2.736,0.421,-0.986,-0.657,0.32899999999999996,-0.8215,-0.052000000000000005,0.1844803512572545,14.5,14.5,0.0,15.0,15.0,0.0,12.0,12.0,0.0,12.0,12.0,6.314584831806029,-0.07241133837475247,6.3149999999999995,9.19567591573932,-0.11408341226366925,15.510260747545349,-0.18649475063842172,barely_moving,balanced,straight,0.0,4.5,0.18945,hesitating_straight,1.0,1.0,0.6888361045130641,0.0
1.0,2.0,2.966,3.377,0.411,-0.663,0.194,0.857,-0.23450000000000001,0.4235,0.5510068057655912,14.0,14.5,-0.5,14.0,15.0,-1.0,12.0,12.0,0.0,12.0,12.0,5.959465838446773,0.020178463417561136,5.959499999999999,15.510260747545349,-0.18649475063842172,21.46972658599212,-0.1663162872208606,barely_moving,balanced,straight,0.0,4.5,0.17878499999999997,hesitating_straight,1.0,1.0,0.6934306569343067,0.0
1.0,2.0,3.589,3.767,0.178,0.193787,0.578,0.38421299999999997,0.3858935,0.8125125,0.813331359479333,14.0,13.5,0.5,14.0,13.0,1.0,12.0,12.0,0.0,12.0,12.0,2.402877727017964,0.024241060228093823,2.403,21.46972658599212,-0.1663162872208606,23.872604313010086,-0.14207522699276676,barely_moving,balanced,straight,0.0,4.5,0.15000000000000002,hesitating_straight,1.0,1.0,1.5449438202247192,0.0
1.0,2.0,4.181,4.602,0.421,1.116,-0.795,-1.911,0.16050000000000003,0.035999999999999976,0.9706678113546364,13.5,14.0,-0.5,13.0,14.0,-1.0,11.5,12.5,-1.0,11.0,13.0,5.682952898515224,-0.07885812106185684,5.6834999999999996,23.872604313010086,-0.14207522699276676,29.55555721152531,-0.2209333480546236,barely_moving,balanced,straight,0.0,4.5,0.170505,hesitating_straight,1.0,1.0,0.653206650831354,0.0
1.0,2.0,5.023,5.444,0.421,-2.291,-2.346,-0.05500000000000016,-2.3185000000000002,-1.55,1.5789556675220493,14.0,13.5,0.5,14.0,13.0,1.0,12.5,11.5,1.0,13.0,11.0,5.678736392800113,-0.2326482991288548,5.683499999999999,29.55555721152531,-0.2209333480546236,35.23429360432542,-0.4535816471834784,barely_moving,balanced,left_arc,1.0,4.5,0.17050499999999996,hesitating_left_arc,1.0,1.0,0.653206650831354,0.0
1.0,2.0,5.865,6.286,0.421,-0.434,0.152,0.586,-0.14100000000000001,0.8855,0.8920014013441907,14.0,13.5,0.5,14.0,14.0,0.0,12.5,11.5,1.0,12.0,12.0,5.89397925937725,0.015636176988166755,5.894,35.23429360432542,-0.4535816471834784,41.128272863702676,-0.4379454701953116,barely_moving,balanced,straight,0.0,4.5,0.17682,hesitating_straight,1.0,1.0,0.653206650831354,0.0
1.0,2.0,6.707,7.128,0.421,0.021,0.146,0.12499999999999999,0.08349999999999999,0.49450000000000005,0.49623834998919625,13.5,13.5,0.0,13.0,14.0,-1.0,12.0,12.0,0.0,12.0,12.0,5.683481547888067,0.014482569380307656,5.6834999999999996,41.128272863702676,-0.4379454701953116,46.81175441159074,-0.42346290081500393,barely_moving,balanced,straight,0.0,4.5,0.170505,hesitating_straight,1.0,1.0,0.6413301662707839,0.0
