seg_index,sample_n,t0_s,t1_s,duration_s,yaw_start,yaw_end,yaw_delta,yaw_mean,yr_mean,yr_rms,el_mean,er_mean,ed_mean,el_end,er_end,ed_end,outL_mean,outR_mean,out_diff_mean,outL_end,outR_end,pwm_mean,pwm_end,pc_mean,pc_end,hd_mean,hd_end,ts_mean,ts_end,as_mean,as_end,aa_mean,aa_end,ae_mean,ae_end,ao_mean,ao_end,se_mean,se_end,so_mean,so_end,curve_abs_mean,line_dev_start,line_dev_end,line_dev_mean,line_dev_abs_max,line_dev_delta,yaw_switch_n,deviation_eps,deviation_side,deviation_severity,cum_lat_end,cum_lat_abs,cum_lat_eps,cum_lat_side,cum_lat_severity,segment_kind,x_local,y_local,path_len,x_total_start,y_total_start,x_total_end,y_total_end,motion_level,wheel_bias,turn_state,turn_conf,turn_yaw_eps,turn_y_eps,state,enc_active_ratio,enc_nonzero_ratio,out_nonzero_ratio,out_strong_ratio,output_only_ratio,speed_proxy,idle_streak_s,output_idle_streak_s,pause_suspected,stiction
1.0,5.0,0.0,0.44,0.44,-0.097,-2.4,-2.303,-1.1742,-1.7276,2.2629161716687607,1.8,3.0,-1.2,4.0,6.0,-2.0,4.0,4.0,0.0,8.0,8.0,4.0,8.0,4.0,8.0,0.0,0.0,,,,,-0.1948,-0.877,0.1948,0.877,0.0386,0.171,6.552,12.48,3.9696,7.58,0.002596770274784124,0.0,-0.006421297494162907,-0.003783839724389852,0.006421297494162907,-0.006421297494162907,0.0,0.08,balanced,low,-0.016261888624859812,0.016261888624859812,0.08,balanced,mild,restart_after_pause,1.0558727863854327,-0.016261888624859812,1.056,0.0,0.0,1.0558727863854327,-0.016261888624859812,barely_moving,right_faster,straight,0.0,4.5,0.15000000000000002,restart_after_pause_straight,0.6,0.6,0.6,0.6,0.0,2.4,0.205,0.0,1.0,0.0
1.0,4.0,0.645,1.061,0.416,-4.136,-7.494,-3.3579999999999997,-5.9155,-6.2735,6.304782668736489,5.0,6.25,-1.25,7.0,9.0,-2.0,7.25,6.25,1.0,11.0,9.0,6.75,10.0,6.75,10.0,0.5,1.0,,,,,-3.138,-6.016,3.138,6.016,0.567,1.051,11.205,16.92,6.8427500000000006,10.349,0.009117242230057195,-0.09657672735274131,-0.3008707723799266,-0.14782936440821656,0.3008707723799266,-0.2042940450271853,0.0,0.08,left,high,-0.23615751262820164,0.23615751262820164,0.08,left,high,restart_after_pause,1.6731090163427564,-0.21989562400334184,1.6875,1.0558727863854327,-0.016261888624859812,2.728981802728189,-0.23615751262820164,barely_moving,right_faster,left_arc,1.0,4.5,0.15000000000000002,restart_after_pause_left_arc,0.75,0.75,0.75,0.75,0.0,4.056490384615385,0.205,0.0,1.0,0.0
1.0,5.0,1.265,1.682,0.417,-8.709,-10.071,-1.362,-9.5118,-5.5492,5.650778990546348,6.8,6.4,0.4,13.0,11.0,2.0,7.8,6.2,1.6,15.0,11.0,7.0,13.0,7.0,13.0,0.8,2.0,,,,,-5.240399999999999,-9.999,5.240399999999999,9.999,0.8242,1.517,11.352,20.36,6.983,12.548,0.0018645753499566763,-0.3008707723799266,-0.7013464936203483,-0.5406310919036903,0.7013464936203483,-0.4004757212404217,0.0,0.08,left,high,-0.6590132259600116,0.6590132259600116,0.10128505412977448,left,high,pause_recovering,2.399523610249259,-0.42285571333180993,2.4365,2.728981802728189,-0.23615751262820164,5.128505412977448,-0.6590132259600116,slow_crawl,balanced,left_arc,1.0,3.5999999999999996,0.12,slow_left_arc,0.6,0.6,0.6,0.6,0.0,5.842925659472422,0.205,0.0,1.0,0.0
1.0,4.0,2.074,2.485,0.411,-7.71,-3.598,4.112,-5.7095,4.276,4.610697344220286,11.0,10.25,0.75,15.0,15.0,0.0,10.25,9.25,1.0,13.0,13.0,9.75,13.0,9.75,13.0,0.5,0.0,,,,,-5.6825,-5.765,5.6825,5.765,0.618,0.471,15.625,20.0,9.73675,12.534,0.005021576552633553,-1.3624145003207335,-1.5280562096597763,-1.4041440300648371,1.5280562096597763,-0.16564170933904276,0.0,0.08,left,high,-0.8533932270171167,0.8533932270171167,0.1321137353238744,left,high,pause_recovering,3.0828681194099916,-0.19438000105710512,3.0889999999999995,5.128505412977448,-0.6590132259600116,8.21137353238744,-0.8533932270171167,slow_crawl,balanced,left_arc,1.0,3.5999999999999996,0.12,slow_left_arc,0.75,0.75,0.75,0.75,0.0,7.51581508515815,0.205,0.0,1.0,0.0
1.0,5.0,2.695,3.106,0.411,-2.222,-0.517,1.705,-1.3128,5.864199999999999,5.908209559587404,8.8,8.4,0.4,15.0,14.0,1.0,7.8,7.8,0.0,13.0,13.0,7.8,13.0,7.8,13.0,0.0,0.0,,,,,-1.3812,-1.086,1.3812,1.086,-0.0274,-0.179,12.4,20.5,7.8222000000000005,12.989,0.0013816683137739085,-1.5280562096597763,-1.5561309185152379,-1.544988178754945,1.556135210199161,-0.028074708855461594,0.0,0.08,left,high,-0.908481764528156,0.908481764528156,0.1610984651036363,left,high,pause_recovering,2.898472977976188,-0.05508853751103927,2.8989999999999996,8.21137353238744,-0.8533932270171167,11.109846510363628,-0.908481764528156,slow_crawl,balanced,straight,0.0,3.5999999999999996,0.12,slow_straight,0.6,0.6,0.6,0.6,0.0,7.0535279805352795,0.204,0.0,1.0,0.0
1.0,4.0,3.316,3.727,0.411,0.421,1.837,1.416,1.14,4.38725,4.396373022162701,11.25,10.5,0.75,15.0,14.0,1.0,9.75,9.75,0.0,13.0,13.0,9.75,13.0,9.75,13.0,0.0,0.0,,,,,0.26375,1.151,-0.26375,-1.151,-0.20875,-0.356,15.375,20.5,9.817499999999999,13.141,0.0023510813164655886,-1.5053817459656458,-1.3819853847457266,-1.4744260667716245,1.5053817459656458,0.12339636121991915,0.0,0.08,left,high,-0.8129034260768078,0.8129034260768078,0.1909531592113533,left,moderate,pause_recovering,2.985469410771702,0.09557833845134817,2.986999999999999,11.109846510363628,-0.908481764528156,14.095315921135331,-0.8129034260768078,slow_crawl,balanced,straight,0.0,3.5999999999999996,0.12,slow_straight,0.75,0.75,0.75,0.75,0.0,7.2676399026763985,0.205,0.0,1.0,0.0
1.0,3.0,3.936,4.142,0.206,2.597,3.452,0.855,2.882,3.9086666666666665,3.908923210638278,9.666666666666666,10.0,-0.3333333333333333,14.0,15.0,-1.0,8.333333333333334,9.0,-0.6666666666666666,12.0,14.0,8.666666666666666,13.0,8.666666666666666,13.0,-0.3333333333333333,-1.0,,,,,1.478,2.597,-1.478,-2.597,-0.309,-0.506,13.5,20.5,8.711666666666668,13.242,0.0016734023105748825,-1.3819853847457266,-1.1745417051902243,-1.3125643998670944,1.3819853847457266,0.20744367955550236,0.0,0.08,left,high,-0.6332426364525748,0.6332426364525748,0.22077407187676285,left,moderate,right_curve,2.9820912665409556,0.17966078962423296,2.9875,14.095315921135331,-0.8129034260768078,17.077407187676286,-0.6332426364525748,slow_crawl,balanced,right_arc,1.0,3.5999999999999996,0.12,slow_right_arc,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,14.50242718446602,0.0,0.0,0.0,0.0
1.0,3.0,4.533,4.74,0.207,2.507,1.425,-1.082,2.146333333333333,-0.38166666666666665,0.981843334414067,9.333333333333334,10.333333333333334,-1.0,14.0,16.0,-2.0,8.333333333333334,9.0,-0.6666666666666666,13.0,13.0,8.666666666666666,13.0,8.666666666666666,13.0,-0.3333333333333333,0.0,,,,,1.9306666666666665,2.507,-1.9306666666666665,-2.507,-0.27299999999999996,-0.314,13.5,20.0,8.809666666666667,13.089,0.002037158846448613,-1.1745417051902243,-1.0681451235434143,-1.1388197705095997,1.1745417051902243,0.10639658164680998,0.0,0.08,left,high,-0.5557650978793645,0.5557650978793645,0.25180937677779675,left,mild,drift_left,3.1035304901033873,0.07747753857321033,3.1045,17.077407187676286,-0.6332426364525748,20.180937677779674,-0.5557650978793645,slow_crawl,balanced,straight,0.0,3.5999999999999996,0.12,slow_straight,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,14.997584541062801,0.0,0.0,0.0,0.0
2.0,5.0,5.362,5.78,0.418,-0.794,-0.659,0.135,-0.7388,0.0546,0.13332291625973383,2.6,2.2,0.4,6.0,5.0,1.0,4.0,4.0,0.0,7.0,7.0,4.0,7.0,4.0,7.0,0.0,0.0,,,,,-0.053000000000000005,0.037,0.053000000000000005,-0.037,0.0084,-0.015,6.7463999999999995,12.184,4.0872,7.404,2.8360123255155285e-05,-1.0681451235434143,-1.0714451402647276,-1.0701230554644277,1.0714451402647276,-0.0033000167213133036,0.0,0.08,left,high,-0.5660263423093445,0.5660263423093445,0.25927867183260134,left,mild,stuck,0.7469295054804607,-0.010261244429979983,0.7469999999999998,20.180937677779674,-0.5557650978793645,20.927867183260133,-0.5660263423093445,barely_moving,balanced,straight,0.0,4.5,0.15000000000000002,hesitating_straight,0.6,0.6,0.6,0.6,0.0,1.7870813397129188,0.205,0.0,0.0,0.0
2.0,3.0,6.006,6.393,0.387,-0.518,-0.328,0.19,-0.3913333333333333,0.4056666666666667,0.40764077323054915,5.0,5.0,0.0,9.0,9.0,0.0,6.0,6.0,0.0,9.0,9.0,6.0,9.0,6.0,9.0,0.0,0.0,,,,,0.08933333333333333,0.231,-0.08933333333333333,-0.231,-0.02,-0.045,10.189333333333332,16.124,6.2236666666666665,9.874,0.0006049445047472971,-1.0710674604870358,-1.0710351087022785,-1.0710566765587834,1.0710674604870358,3.235178475735623e-05,0.0,0.08,left,high,-0.5660778641474503,0.5660778641474503,0.25936867035786715,left,mild,stalled,0.008999852526580546,-5.15218381058562e-05,0.009000000000000003,20.927867183260133,-0.5660263423093445,20.936867035786715,-0.5660778641474503,no_motion,balanced,straight,0.0,3.0,0.1,paused,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.023255813953488375,0.386,0.0,0.0,0.0
2.0,4.0,6.603,7.019,0.416,-0.009,-0.058,-0.048999999999999995,-0.0012500000000000007,0.55825,0.5948880146716691,8.5,8.5,0.0,13.0,12.0,1.0,8.5,8.5,0.0,12.0,12.0,8.5,12.0,8.5,12.0,0.0,0.0,,,,,0.44575,0.727,-0.44575,-0.727,-0.0765,-0.117,14.093,20.064,8.6715,12.372,0.0007827928629986138,-1.050832628333427,-1.0294376220566963,-1.0454567611517511,1.050832628333427,0.021395006276730744,0.0,0.08,left,high,-0.5686659077327425,0.5686659077327425,0.2851036572123762,left,mild,pause_recovering,2.5734986854509,-0.0025880435852921866,2.5734999999999997,20.936867035786715,-0.5660778641474503,23.510365721237616,-0.5686659077327425,slow_crawl,balanced,straight,0.0,3.5999999999999996,0.12,slow_straight,0.75,0.75,0.75,0.75,0.0,6.1862980769230775,0.21,0.0,1.0,0.0
