idx,seg_index,seg_row_index,tick,t_s,yaw_deg,yaw_unwrapped_deg,yr,el,er,ed,L,R,outL,outR,out_diff,pwm,pc,hd,aa,ae,ao,se,so,x,y,s,dx,dy,ds,kappa,line_progress,line_progress_ratio,line_dev,line_dev_abs,line_dev_side
0,1,0,30434.0,0.0,0.364,0.364,0.807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,balanced
1,1,1,30435.0,0.001,0.364,0.364,0.807,2.0,2.0,0.0,6.0,6.0,6.0,6.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,10.176,6.143,0.001999959639546096,1.2705911484436333e-05,0.002,0.001999959639546096,1.2705911484436333e-05,0.002,0.0,-0.001994470297569613,-2.7255781693520954e-05,-0.00014862110251435436,0.00014862110251435436,balanced
2,1,2,30668.0,0.234,1.156,1.156,1.709,4.0,2.0,2.0,7.0,7.0,7.0,7.0,0.0,7.0,7.0,0.0,0.364,0.364,0.168,11.936,7.23,0.7008576930728079,0.014114777409111283,0.7010000000000001,0.6988577334332617,0.014102071497626847,0.6990000000000001,0.019775404400279094,-0.6982772574326424,-0.009542429643262388,-0.06172199472630781,0.06172199472630781,balanced
3,1,3,30873.0,0.439,3.302,3.3019999999999996,4.775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7008576930728079,0.014114777409111283,0.7010000000000001,0.0,0.0,0.0,0.0,-0.6982772574326424,-0.009542429643262388,-0.06172199472630781,0.06172199472630781,balanced
4,1,4,30874.0,0.44,3.302,3.3019999999999996,4.775,6.0,2.0,4.0,8.0,8.0,8.0,8.0,0.0,8.0,8.0,0.0,1.156,1.156,0.516,13.456,8.174,0.7048510522993767,0.014345172911623325,0.7050000000000001,0.003993359226568807,0.00023039550251204282,0.004,0.0,-0.7022457196567777,-0.009596661355898983,-0.062223300596620644,0.062223300596620644,balanced
5,1,5,31079.0,0.645,5.939,5.939,7.584,8.0,4.0,4.0,8.0,8.0,8.0,8.0,0.0,8.0,8.0,0.0,3.302,3.302,1.468,13.856,8.448,1.9282491724736552,0.14161276326376832,1.935,1.2233981201742785,0.127267590352145,1.23,0.03741815640251257,-1.9141634178602853,-0.026158334023073063,-0.2723553847273205,0.2723553847273205,balanced
6,1,6,31289.0,0.855,10.066,10.066,11.807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9282491724736552,0.14161276326376832,1.935,0.0,0.0,0.0,0.0,-1.9141634178602853,-0.026158334023073063,-0.2723553847273205,0.2723553847273205,balanced
7,1,7,31290.0,0.856,10.066,10.066,11.807,10.0,5.0,5.0,10.0,8.0,10.0,8.0,2.0,9.0,9.0,1.0,5.939,5.939,2.54,14.996,9.17,1.935633725508691,0.14292363185853407,1.9425000000000001,0.007384553035035829,0.0013108685947657462,0.0075,0.0,-1.9214417867434033,-0.02625779784241643,-0.2741651765389,0.2741651765389,balanced
8,1,8,31495.0,1.061,17.007,17.007,19.467,12.0,5.0,7.0,13.0,7.0,13.0,7.0,6.0,10.0,10.0,3.0,10.066,10.066,4.2,16.396,10.048,3.601932508338871,0.6525849079416397,3.685,1.66629878283018,0.5096612760831056,1.7425,0.06952269921430498,-3.5492430710252068,-0.04850280018658864,-0.8959120936124892,0.8959120936124892,balanced
9,1,9,31700.0,1.266,25.043,25.043,26.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.601932508338871,0.6525849079416397,3.685,0.0,0.0,0.0,0.0,-3.5492430710252068,-0.04850280018658864,-0.8959120936124892,0.8959120936124892,balanced
