idx,x,y
0,0.0,0.0
1,0.022,0.0
2,8.58967258802712,-1.877612160263307
3,8.58967258802712,-1.877612160263307
4,8.614485984699837,-1.8834896891286057
5,8.614485984699837,-1.8834896891286057
6,8.640454944270713,-1.8847597831432916
7,17.03478953727882,-1.1665872825367605
8,27.51963052363327,1.3813941716464861
9,33.079402513450624,2.7426845232035664
10,41.869540332517744,4.499606013141575
11,52.486681518677266,1.0033226960811379
12,57.89344076596732,-0.8758075393851164
13,66.20319218258207,-4.237552234341773
14,77.20384586178241,-1.9696363121135785
15,82.4397381876096,-0.8902163047281597
16,87.98230537197776,0.8354644324782705
17,97.48549315822912,2.2233541612546306
18,108.77248796298136,-0.6540843311368314
19,119.31649402707255,-3.6904789646467857
20,130.9646895681447,-4.168500550923698
21,142.6499718289987,-2.1461110028467365
22,154.27156061202967,0.06199778254604027
23,166.0713008092024,0.9005689060806769
24,178.27472744212986,0.08723707665491909
25,190.04099231109646,-1.3929291414848934
26,201.8567899378975,-1.9621362149499597
27,208.46954710294546,-2.237789849257769
28,219.94969075209397,-0.6458093861505532
29,232.31867000772823,1.110152223250212
30,244.94993163112503,1.187754100181272
31,256.7638760106247,0.005025391605864682
