idx,x,y
0,0.0,0.0
1,0.014499324633316001,-0.0001399470532587922
2,0.014499324633316001,-0.0001399470532587922
3,0.026996902271988726,-0.0003860225809886174
4,5.635956833572571,-0.1692076416484979
5,8.739460241814362,-0.2656005616768528
6,15.048049075076396,-0.5500859441511727
7,19.932510071806906,-0.7075971228604279
8,24.551595617330292,-0.7995140589326706
9,27.926592648224737,-0.8039908271512457
10,34.025892982023144,-0.5520867022810637
11,39.07665837616784,-0.37129695337274693
12,41.830893981159285,-0.27269557307091663
13,42.18077988846408,-0.2637595857444942
14,48.29330027962297,-0.5452830619712583
15,54.18115322868683,-0.8143994869623892
16,57.49824551339773,-0.9647957126844281
17,63.04670824519638,-0.9444594435712957
18,68.29393344538641,-0.8079724533831737
19,72.41572489206237,-0.6453063225848708
20,76.03758213460267,-0.4943920599774201
21,81.93150134110901,-0.5252528307998071
22,86.98368060682436,-0.6609018893142937
23,93.06136117662825,-1.0480696713265774
24,97.33183471007388,-1.325875449057056
25,100.82544744744405,-1.5372283323704017
26,106.29762716638557,-1.6319812933009148
27,111.53212219068706,-1.6247639140718069
28,115.8349641909326,-1.5878895202054812
29,119.20880920416077,-1.499601204356892
30,124.87489530933837,-1.288963485243372
31,130.7688090398546,-1.2570740319362432
32,135.655460803487,-1.3154139067077835
33,141.94539342146342,-1.511874236841465
34,146.20922953430536,-1.6477329974158847
35,152.29211898072393,-1.9419369787788687
36,158.3794636954447,-2.121754453348966
37,164.69427237313337,-2.170910980769091
38,170.58801638829618,-2.1159793529718214
39,176.9016839848493,-1.9862624294999274
40,183.424971646037,-1.8163555744396704
41,189.0363571568686,-1.7805100889648893
42,195.26003480049152,-1.908812810168322
43,201.3457914084238,-2.1361154916497105
