seg_index,sample_n,t0_s,t1_s,duration_s,yaw_start,yaw_end,yaw_delta,yaw_mean,yr_mean,yr_rms,el_mean,er_mean,ed_mean,el_end,er_end,ed_end,outL_mean,outR_mean,out_diff_mean,outL_end,outR_end,x_local,y_local,path_len,x_total_start,y_total_start,x_total_end,y_total_end,motion_level,wheel_bias,turn_state,state,enc_active_ratio,enc_nonzero_ratio,speed_proxy,stiction
1.0,4.0,0.0,0.428,0.428,-4.895,-16.006,-11.111,-10.4505,-4.554,6.440328563047076,11.75,13.75,-2.0,24.0,27.0,-3.0,10.5,10.5,0.0,21.0,21.0,0.04991843209673767,-0.009207233813278207,0.051,0.0,0.0,0.04991843209673767,-0.009207233813278207,barely_moving,right_faster,left_arc,hesitating_left_arc,0.5,0.5,1.191588785046729,0.0
1.0,2.0,0.812,1.238,0.426,-20.176,-23.858,-3.682000000000002,-22.017,-9.524000000000001,9.525835658880537,22.5,24.0,-1.5,23.0,24.0,-1.0,19.5,19.5,0.0,19.0,19.0,9.155566996302714,-4.049162132616141,10.011,0.04991843209673767,-0.009207233813278207,9.20548542839945,-4.058369366429419,barely_moving,right_faster,left_arc,hesitating_left_arc,1.0,1.0,1.0915492957746478,0.0
1.0,2.0,1.464,1.804,0.34,-23.995,-25.8,-1.8049999999999997,-24.8975,-6.111,6.113364131147432,23.0,23.5,-0.5,23.0,24.0,-1.0,19.5,19.5,0.0,20.0,20.0,7.193546983503526,-3.477496483984897,7.99,9.20548542839945,-4.058369366429419,16.399032411902976,-7.535865850414316,barely_moving,balanced,left_arc,hesitating_left_arc,1.0,1.0,1.3676470588235294,0.0
1.0,2.0,2.229,2.646,0.417,-28.67,-29.544,-0.8739999999999988,-29.107,-5.5024999999999995,5.549730849329542,23.5,24.0,-0.5,24.0,24.0,0.0,20.0,20.0,0.0,20.0,20.0,8.706732670164607,-4.934862734695694,10.008,16.399032411902976,-7.535865850414316,25.105765082067585,-12.47072858511001,barely_moving,balanced,left_arc,hesitating_left_arc,1.0,1.0,1.1390887290167866,0.0
1.0,2.0,3.064,3.377,0.313,-29.681,-29.718,-0.036999999999999034,-29.6995,-2.6784999999999997,2.7330851614978995,23.0,22.5,0.5,22.0,21.0,1.0,20.5,20.5,0.0,21.0,21.0,5.844408021566241,-3.3360253487424485,6.7295,25.105765082067585,-12.47072858511001,30.950173103633826,-15.806753933852459,barely_moving,balanced,left_arc,hesitating_left_arc,1.0,1.0,1.453674121405751,0.0
1.0,2.0,3.585,3.821,0.236,-29.717651,-28.894,0.8236510000000017,-29.305825499999997,-1.4370545,1.5976250251359048,23.0,23.0,0.0,23.0,22.0,1.0,20.0,20.0,0.0,20.0,20.0,4.648985347800279,-2.565742628546034,5.309999999999999,30.950173103633826,-15.806753933852459,35.59915845143411,-18.372496562398492,barely_moving,balanced,left_arc,hesitating_left_arc,1.0,1.0,1.9491525423728815,0.0
1.0,2.0,4.232,4.59,0.358,-28.29,-24.287,4.003,-26.2885,1.985,2.7825752460625393,21.0,22.0,-1.0,17.0,19.0,-2.0,22.0,22.0,0.0,23.0,23.0,5.873684237459599,-2.650465898407043,6.444,35.59915845143411,-18.372496562398492,41.47284268889371,-21.022962460805534,barely_moving,balanced,right_arc,hesitating_right_arc,1.0,1.0,1.2011173184357542,0.0
1.0,2.0,5.014,5.372,0.358,-49.545,-67.599,-18.054000000000002,-58.572,-23.9405,24.59805664071859,21.5,19.5,2.0,21.0,17.0,4.0,29.5,29.5,0.0,33.0,33.0,2.5921504591446474,-6.288716880028564,6.802,41.47284268889371,-21.022962460805534,44.064993148038354,-27.311679340834097,barely_moving,left_faster,left_arc,hesitating_left_arc,1.0,1.0,1.1452513966480449,0.0
1.0,2.0,5.796,6.213,0.417,-95.952,-67.301,28.650999999999996,-81.6265,-23.1065,30.219289245447186,23.0,24.5,-1.5,28.0,28.0,0.0,22.5,22.5,0.0,21.0,21.0,4.505650950396836,-10.771633372575772,11.676000000000002,44.064993148038354,-27.311679340834097,48.57064409843519,-38.08331271340987,barely_moving,right_faster,right_arc,hesitating_right_arc,1.0,1.0,1.1390887290167866,0.0
1.0,2.0,6.613,7.015,0.402,-22.301,-0.817,21.483999999999998,-11.559,39.8895,39.99293638256636,8.0,8.5,-0.5,23.0,20.0,3.0,8.0,14.0,-6.0,28.0,28.0,8.64212132957896,-0.1232392990747467,8.643000000000002,48.57064409843519,-38.08331271340987,57.21276542801415,-38.206552012484615,barely_moving,balanced,right_arc,hesitating_right_arc,1.0,1.0,0.6592039800995024,0.0
1.0,2.0,7.416,7.817,0.401,-7.994,-15.327,-7.333,-11.660499999999999,14.5645,16.145731711508155,27.5,30.0,-2.5,28.0,29.0,-1.0,24.0,24.0,0.0,24.0,24.0,11.022022130438142,-3.020867492316057,11.428500000000003,57.21276542801415,-38.206552012484615,68.2347875584523,-41.22741950480067,barely_moving,right_faster,left_arc,hesitating_left_arc,1.0,1.0,1.4339152119700747,0.0
