idx,seg_index,seg_row_index,tick,t_s,yaw_deg,yaw_unwrapped_deg,yr,el,er,ed,L,R,outL,outR,out_diff,pwm,pc,hd,aa,ae,ao,se,so,x,y,s,dx,dy,ds,kappa,line_progress,line_progress_ratio,line_dev,line_dev_abs,line_dev_side
0,1,0,24635.0,0.0,0.042,0.042,0.092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,balanced
1,1,1,24636.0,0.001,0.042,0.042,0.092,3.0,3.0,0.0,6.0,6.0,6.0,6.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,9.236,5.578,0.0029999991939823434,2.1991146605655847e-06,0.003,0.0029999991939823434,2.1991146605655847e-06,0.003,0.0,0.002997723496563283,2.3274134376097758e-05,-0.00011684963907691986,0.00011684963907691986,balanced
2,1,2,24869.0,0.234,0.448,0.448,0.668,5.0,4.0,1.0,6.0,6.0,6.0,6.0,0.0,6.0,6.0,0.0,0.042,-0.042,-0.021,10.496,6.362,1.0514679477950541,0.00820041576586703,1.0514999999999999,1.0484679486010717,0.008198216651206465,1.0485,0.006758261099758681,1.0509651659044577,0.008159626637980637,-0.03353076370278197,0.03353076370278197,balanced
3,1,3,25261.0,0.626,1.569,1.569,1.927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0514679477950541,0.00820041576586703,1.0514999999999999,0.0,0.0,0.0,0.0,1.0509651659044577,0.008159626637980637,-0.03353076370278197,0.03353076370278197,balanced
4,1,4,25263.0,0.628,1.569,1.569,1.927,7.0,7.0,0.0,8.0,8.0,8.0,8.0,0.0,8.0,8.0,0.0,1.569,-1.569,-0.668,12.796,7.8,1.0654626988560916,0.008583746875469712,1.0655,0.013994751061037519,0.0003833311096026825,0.014,0.0,1.0649641054137882,0.008268313513083209,-0.03370307915219217,0.03370307915219217,balanced
5,1,5,25473.0,0.838,2.301,2.301,2.462,8.0,8.0,0.0,8.0,10.0,8.0,10.0,-2.0,9.0,9.0,-1.0,1.569,-1.569,-0.702,14.316,8.747,2.744108105667072,0.07603445622976424,2.7455,1.6786454068109804,0.06745070935429452,1.68,0.007604648883689582,2.7449639220205246,0.021311725131383324,-0.03291809422769169,0.03291809422769169,balanced
6,1,6,25678.0,1.043,3.239,3.239,3.202,8.0,8.0,0.0,9.0,11.0,9.0,11.0,-2.0,10.0,10.0,-1.0,2.301,-2.301,-0.986,16.716,10.226,4.381488265349009,0.1686962751195058,4.3854999999999995,1.6373801596819366,0.09266181888974158,1.64,0.009982431941284637,4.3847314303665375,0.03404277566975256,-0.005304355387970249,0.005304355387970249,balanced
7,1,7,25883.0,1.248,4.142,4.142,3.623,11.0,10.0,1.0,9.0,11.0,9.0,11.0,-2.0,10.0,10.0,-1.0,3.239,-3.239,-1.356,16.736,10.281,6.528366160471754,0.3241683093678833,6.537999999999999,2.1468778951227456,0.15547203424837755,2.1525,0.007321869057146949,6.536087822892758,0.05074576973439383,0.06485205797934457,0.06485205797934457,balanced
8,1,8,26043.0,1.408,4.917,4.917,4.05,11.0,11.0,0.0,11.0,11.0,11.0,11.0,0.0,11.0,11.0,0.0,4.142,-4.142,-1.677,18.156,11.167,8.281889199649386,0.47502238148142756,8.298,1.7535230391776326,0.15085407211354424,1.76,0.007685398694861389,8.294215935678928,0.06439576447016303,0.14600339210850494,0.14600339210850494,balanced
9,1,9,26276.0,1.641,5.897,5.897,4.105,12.0,12.0,0.0,12.0,12.0,12.0,12.0,0.0,12.0,12.0,0.0,4.917,-4.917,-1.961,19.916,12.275,11.06309332114078,0.7622846912251391,11.094000000000001,2.7812041214913927,0.2872623097437115,2.7960000000000003,0.006117391512712601,11.084628672537525,0.08606035130643287,0.32267471965577404,0.32267471965577404,balanced
10,1,10,26481.0,1.846,6.925,6.925,4.423,14.0,13.0,1.0,12.0,14.0,12.0,14.0,-2.0,13.0,13.0,-1.0,5.897,-5.897,-2.262,20.936,12.938,13.810403932195872,1.0959621648191753,13.861500000000001,2.747310611055091,0.3336774735940362,2.7674999999999996,0.0064831019730810105,13.843016458175141,0.10747629846030385,0.5470696261157983,0.5470696261157983,balanced
11,1,11,26690.0,2.055,7.698,7.698,4.17,14.0,12.0,2.0,12.0,14.0,12.0,14.0,-2.0,13.0,13.0,-1.0,6.925,-6.925,-2.608,22.0,13.631,16.50291799159019,1.4599086443514375,16.578500000000002,2.692514059394319,0.36394647953226217,2.717,0.004965548442368855,16.54785199823725,0.1284764693889509,0.8038841529964869,0.8038841529964869,balanced
12,1,12,26896.0,2.261,8.413,8.413,3.924,15.0,15.0,0.0,11.0,13.0,11.0,13.0,-2.0,12.0,12.0,-1.0,7.698,-7.698,-2.81,20.0,12.481,19.55966700313256,1.9119987685907767,19.6685,3.05674901154237,0.4520901242393391,3.09,0.004038545032931863,19.620133346140843,0.15232946617610055,1.1343191985404695,1.1343191985404695,balanced
13,1,13,27100.0,2.465,8.992,8.992,3.545,14.0,15.0,-1.0,12.0,14.0,12.0,14.0,-2.0,13.0,13.0,-1.0,8.413,-8.413,-2.995,20.5,12.833,22.481313695869762,2.374323981852793,22.6265,2.921646692737202,0.4623252132620162,2.9579999999999997,0.003416313850252592,22.557824941612488,0.1751375166940769,1.4803424490529977,1.4803424490529977,balanced
14,1,14,27310.0,2.675,9.158,9.158,2.581,13.0,14.0,-1.0,13.0,13.0,13.0,13.0,0.0,13.0,13.0,0.0,8.992,-8.992,-3.123,21.5,13.485,25.280176514688424,2.825535596768062,25.4615,2.7988628188186637,0.4512116149152692,2.835,0.0010219564579578683,25.372388360748122,0.19698960788998318,1.8201332077024088,1.8201332077024088,balanced
15,1,15,27516.0,2.881,8.982,8.982,1.378,14.0,14.0,0.0,12.0,14.0,12.0,14.0,-2.0,13.0,13.0,-1.0,9.158,-9.158,-3.057,21.0,13.236,28.12881128354576,3.275797691172092,28.3455,2.848634768857337,0.45026209440403,2.884,-0.001065110777916091,28.236646847605755,0.21922752842782744,2.1570001257338745,2.1570001257338745,balanced
16,1,16,27720.0,3.085,8.495,8.495,0.06,14.0,15.0,-1.0,12.0,14.0,12.0,14.0,-2.0,13.0,13.0,-1.0,8.982,-8.982,-2.86,20.5,12.989,31.054358350894308,3.712762628813907,31.3035,2.925547067348547,0.4369649376418149,2.9579999999999997,-0.00287347987059242,31.177229390176844,0.24205802407503063,2.477528299731326,2.477528299731326,balanced
17,1,17,27931.0,3.296,7.846,7.846,-1.037,14.0,15.0,-1.0,13.0,13.0,13.0,13.0,0.0,13.0,13.0,0.0,8.495,-8.495,-2.556,20.5,13.04,34.08521703052208,4.130417886322985,34.363,3.0308586796277757,0.4176552575090782,3.0595,-0.003702299998510599,34.22227434233253,0.26569955921960914,2.7745829905731454,2.7745829905731454,right
18,1,18,28075.0,3.44,7.84602,7.84602,-1.03742,14.0,15.0,-1.0,13.0,13.0,13.0,13.0,0.0,13.0,13.0,0.0,7.84602,-7.84602,-2.229347,20.5,13.075453,36.15367024792838,4.415453476033305,36.451,2.0684532174063035,0.2850355897103193,2.0879999999999996,1.6717713141345532e-07,36.30040921521782,0.28183406606743444,2.9773129836625905,2.9773129836625905,right
19,1,19,28139.0,3.504,7.251,7.251,-1.676,13.0,14.0,-1.0,13.0,15.0,13.0,15.0,-2.0,14.0,14.0,-1.0,7.846,-7.846,-2.229,21.5,13.691,37.01076062128549,4.524504344432272,37.315,0.8570903733571104,0.1090508683989678,0.864,-0.012019743188908154,37.1611518921734,0.2885168174118039,3.0522665964329914,3.0522665964329914,right
20,1,20,28344.0,3.709,6.613,6.613,-2.179,14.0,14.0,0.0,12.0,14.0,12.0,14.0,-2.0,13.0,13.0,-1.0,7.251,-7.251,-1.974,21.0,13.444,39.8616655401315,4.855020824656238,40.184999999999995,2.850904918846007,0.3305164802239653,2.8699999999999997,-0.003879860845896805,40.02292695340968,0.31073545679123227,3.2693921335908636,3.2693921335908636,right
21,1,21,28509.0,3.874,6.124,6.124,-2.454,14.0,15.0,-1.0,13.0,13.0,13.0,13.0,0.0,13.0,13.0,0.0,6.613,-6.613,-1.722,20.5,13.183,42.240512368310306,5.11025408671986,42.57749999999999,2.3788468281788053,0.2552332620636218,2.3925,-0.0035672560260197636,42.41002832764965,0.3292687598851041,3.43002612470624,3.43002612470624,right
22,1,22,28741.0,4.106,5.371,5.371,-2.73,14.0,15.0,-1.0,13.0,13.0,13.0,13.0,0.0,13.0,13.0,0.0,6.124,-6.124,-1.543,20.5,13.242,45.58974262396264,5.4251392953641915,45.94149999999999,3.3492302556523366,0.3148852086443318,3.3640000000000003,-0.003906756619357106,45.76911593179114,0.3553485021860542,3.6117579813054275,3.6117579813054275,right
