idx,seg_index,seg_row_index,tick,t_s,yaw_deg,yaw_unwrapped_deg,yr,el,er,ed,L,R,outL,outR,out_diff,pwm,pc,hd,aa,ae,ao,se,so,x,y,s,dx,dy,ds,kappa,line_progress,line_progress_ratio,line_dev,line_dev_abs,line_dev_side
0,1,0,31226.0,0.0,-0.287,-0.287,-0.407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,balanced
1,1,1,31227.0,0.001,-0.287,-0.287,-0.407,3.0,3.0,0.0,6.0,6.0,6.0,6.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,9.8,5.922,0.0029999623635303192,-1.5027222018068505e-05,0.003,0.0029999623635303192,-1.5027222018068505e-05,0.003,0.0,0.002999969409631543,2.7668402045990558e-05,1.3547740585547493e-05,1.3547740585547493e-05,balanced
2,1,2,31428.0,0.202,-0.52,-0.52,-0.668,4.0,5.0,-1.0,6.0,6.0,6.0,6.0,0.0,6.0,6.0,0.0,-0.287,0.287,0.089,10.7,6.486,0.9074627114423456,-0.008223896132659947,0.9075000000000001,0.9044627490788153,-0.008208868910641879,0.9045000000000001,-0.004495983589990922,0.9074998781089407,0.008369775839577478,0.0004199501782889204,0.0004199501782889204,balanced
3,1,3,31819.0,0.593,-2.152,-2.152,-2.691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9074627114423456,-0.008223896132659947,0.9075000000000001,0.0,-0.0,0.0,0.0,0.9074998781089407,0.008369775839577478,0.0004199501782889204,0.0004199501782889204,balanced
4,1,4,31820.0,0.594,-2.152,-2.152,-2.691,6.0,8.0,-2.0,8.0,8.0,8.0,8.0,0.0,8.0,8.0,0.0,-1.204,1.204,0.386,13.0,7.924,0.9144577745204396,-0.008486750718858125,0.9145000000000001,0.006995063078094049,-0.0002628545861981786,0.007,0.0,0.9144971275304506,0.008434310734363019,0.00022373465092183657,0.00022373465092183657,balanced
5,1,5,32030.0,0.804,-3.249,-3.249,-3.57,8.0,8.0,0.0,10.0,8.0,10.0,8.0,2.0,9.0,9.0,1.0,-2.152,2.152,0.653,14.52,8.871,2.591757443120671,-0.10370135943807617,2.5945,1.6772996686002315,-0.09521460871921804,1.68,-0.011396584460939167,2.5926276169984432,0.02391153157507087,-0.07901047713866295,0.07901047713866295,balanced
6,1,6,32235.0,1.009,-3.758,-3.758,-3.189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.591757443120671,-0.10370135943807617,2.5945,0.0,-0.0,0.0,0.0,2.5926276169984432,0.02391153157507087,-0.07901047713866295,0.07901047713866295,balanced
7,1,7,32236.0,1.01,-3.758,-3.758,-3.189,9.0,8.0,1.0,11.0,9.0,11.0,9.0,2.0,10.0,10.0,1.0,-3.25,3.25,0.962,16.42,10.049,2.6002391662635245,-0.1042584703139198,2.603,0.008481723142853505,-0.000557110875843633,0.0085,0.0,2.601114261801593,0.023989803006666536,-0.0794867753489909,0.0794867753489909,balanced
8,1,8,32398.0,1.172,-3.797,-3.797,-2.158,9.0,9.0,0.0,12.0,10.0,12.0,10.0,2.0,11.0,11.0,1.0,-3.758,3.758,1.067,17.84,10.934,4.055038764435176,-0.20080964410067073,4.061,1.4547995981716522,-0.09655117378675093,1.458,-0.00046685761884623076,4.056767504665795,0.03741513962303668,-0.16217677800306407,0.16217677800306407,balanced
9,1,9,32630.0,1.404,-3.681,-3.681,-1.228,12.0,10.0,2.0,12.0,10.0,12.0,10.0,2.0,11.0,11.0,1.0,-3.798,3.798,1.027,18.72,11.514,6.601773894334656,-0.36465157443562535,6.6129999999999995,2.546735129899479,-0.16384193033495462,2.552,0.0007933314781792447,6.604947682485698,0.06091673714572746,-0.30175393002205625,0.30175393002205625,balanced
10,1,10,32834.0,1.608,-2.982,-2.982,0.402,13.0,12.0,1.0,12.0,10.0,12.0,10.0,2.0,11.0,11.0,1.0,-3.681,3.681,0.954,17.5,10.826,9.14832100894832,-0.4973082480439073,9.163,2.546547114613665,-0.1326566736082819,2.55,0.0047842554789962214,9.152642817726697,0.08441386117177542,-0.41014903078471127,0.41014903078471127,balanced
11,1,11,32995.0,1.769,-2.163,-2.163,2.04,13.0,11.0,2.0,12.0,10.0,12.0,10.0,2.0,11.0,11.0,1.0,-2.982,2.982,0.706,18.0,11.161,11.078944454731607,-0.5702267682693651,11.095,1.9306234457832863,-0.07291852022545782,1.932,0.0073986783508455285,11.08387322536512,0.1022253959129063,-0.4646752869621395,0.4646752869621395,balanced
12,1,12,33227.0,2.001,-0.936,-0.9359999999999999,3.177,11.0,12.0,-1.0,12.0,12.0,12.0,12.0,0.0,12.0,12.0,0.0,-2.164,2.164,0.429,18.5,11.511,13.746588452595615,-0.6138100295072249,13.763000000000002,2.6676439978640087,-0.04358326123785977,2.668,0.008026682879299257,13.751811337028762,0.1268315082520307,-0.48284758270698175,0.48284758270698175,balanced
13,1,13,33388.0,2.162,-0.53,-0.5299999999999999,2.949,12.0,12.0,0.0,11.0,11.0,11.0,11.0,0.0,11.0,11.0,0.0,-0.937,0.937,0.078,18.0,11.246,15.678505795430922,-0.6316812480488766,15.695000000000002,1.9319173428353078,-0.017871218541651746,1.932,0.0036677208918721423,15.68381126409249,0.14465014018981073,-0.4823167100807458,0.4823167100807458,balanced
14,1,14,33620.0,2.394,-0.252,-0.2519999999999999,2.336,12.0,12.0,0.0,11.0,11.0,11.0,11.0,0.0,11.0,11.0,0.0,-0.53,0.53,-0.008,18.0,11.299,18.46247886803525,-0.6439258800978588,18.479000000000003,2.783973072604329,-0.012244632048982193,2.7840000000000003,0.0017428215950230732,18.4677746768197,0.1703263416661868,-0.46804377778685663,0.46804377778685663,balanced
15,1,15,33829.0,2.603,0.413,0.41300000000000014,2.631,13.0,12.0,1.0,11.0,11.0,11.0,11.0,0.0,11.0,11.0,0.0,-0.252,0.252,-0.044,17.5,11.041,21.074910997814538,-0.6250945950418555,21.091500000000003,2.6124321297792865,0.018831285056003278,2.6125,0.0044426562778037484,21.079908933906385,0.19441778092924777,-0.42433024493720384,0.42433024493720384,balanced
16,1,16,34034.0,2.808,0.814,0.8140000000000001,2.398,12.0,12.0,0.0,11.0,11.0,11.0,11.0,0.0,11.0,11.0,0.0,0.413,-0.413,-0.219,18.0,11.386,23.53466274090105,-0.5901465996364742,23.551500000000004,2.4597517430865143,0.034947995405381294,2.46,0.0028450285774379116,23.539216220565432,0.21709971313277446,-0.3659549951672475,0.3659549951672475,balanced
17,1,17,34237.0,3.011,1.232,1.2320000000000002,2.277,12.0,12.0,0.0,11.0,11.0,11.0,11.0,0.0,11.0,11.0,0.0,0.813,-0.813,-0.303,18.0,11.43,25.970099613440613,-0.5377706521537535,25.987500000000004,2.435436872539563,0.05237594748272072,2.436,0.002994858897100286,25.974043740516866,0.23955587102504194,-0.2903841801182555,0.2903841801182555,balanced
18,1,18,34442.0,3.216,1.421,1.4210000000000003,1.802,13.0,12.0,1.0,12.0,12.0,12.0,12.0,0.0,12.0,12.0,0.0,1.232,-1.232,-0.398,17.5,11.176,28.531811562107126,-0.4742242749224795,28.550000000000004,2.5617119486665128,0.06354637723127406,2.5625,0.0012872867458611843,28.535034211416576,0.2631756165322159,-0.20244068711921032,0.20244068711921032,balanced
19,1,19,34651.0,3.425,2.321,2.3210000000000006,2.686,13.0,12.0,1.0,11.0,11.0,11.0,11.0,0.0,11.0,11.0,0.0,1.42,-1.42,-0.421,17.5,11.22,31.142168316563172,-0.36842321412577206,31.162500000000005,2.6103567544560438,0.10580106079670741,2.6125,0.006012617518832141,31.144264810664158,0.2872402756647067,-0.07178109141289861,0.07178109141289861,balanced
20,1,20,34855.0,3.629,3.014,3.0140000000000002,2.93,12.0,12.0,0.0,11.0,13.0,11.0,13.0,-2.0,12.0,12.0,-1.0,2.321,-2.321,-0.682,18.0,11.562,33.586782039428016,-0.2397074575888535,33.6105,2.4446137228648475,0.12871575653691855,2.448,0.004940821779542767,33.58754163714871,0.30977436062163616,0.08021347810702537,0.08021347810702537,balanced
21,1,21,34999.0,3.773,3.014424,3.0144240000000004,2.929923,11.0,13.0,-2.0,11.0,13.0,11.0,13.0,-2.0,12.0,12.0,-1.0,3.014101,-3.014101,-0.861774,18.0,11.5918,35.31239105374054,-0.14883650665650738,35.3385,1.7256090143125267,0.09087095093234614,1.7279999999999998,4.282520849808403e-06,35.31220683829792,0.32568076620928055,0.18751652533754043,0.18751652533754043,balanced
22,1,22,35063.0,3.837,3.11,3.1100000000000003,2.065,11.0,12.0,-1.0,10.0,12.0,10.0,12.0,-2.0,11.0,11.0,-1.0,3.014,-3.014,-0.862,18.5,11.907,36.04730708514655,-0.10890623264745389,36.0745,0.7349160314060116,0.0399302740090535,0.736,0.002266461801475668,36.04670920087056,0.3324550041752223,0.23444497486665958,0.23444497486665958,balanced
23,1,23,35271.0,4.045,1.919,1.9190000000000005,-0.661,12.0,12.0,0.0,10.0,12.0,10.0,12.0,-2.0,11.0,11.0,-1.0,3.11,-3.11,-0.843,18.0,11.652,38.54190724426937,-0.025323662069544353,38.5705,2.4946001591228177,0.08358257057790953,2.496,-0.00832807347405948,38.54040008426497,0.3554540526717374,0.3417845205877658,0.3417845205877658,balanced
24,1,24,35476.0,4.25,1.121,1.1210000000000004,-1.792,13.0,13.0,0.0,11.0,11.0,11.0,11.0,0.0,11.0,11.0,0.0,1.919,-1.919,-0.422,17.0,11.094,41.206397186550554,0.026814111975721443,41.2355,2.6644899422811874,0.052137774045265796,2.665,-0.00522616413918002,41.20427255206649,0.3800226680055285,0.4192988759614539,0.4192988759614539,balanced
25,1,25,35636.0,4.41,0.783,0.7830000000000005,-1.906,12.0,13.0,-1.0,11.0,11.0,11.0,11.0,0.0,11.0,11.0,0.0,1.121,-1.121,-0.175,17.5,11.427,43.20621043186779,0.054145117331304504,43.2355,1.9998132453172355,0.027331005355583058,2.0,-0.0029496064358704157,43.203734755921445,0.3984634974201244,0.46567662230046514,0.46567662230046514,balanced
26,1,26,35869.0,4.643,0.309,0.30900000000000044,-1.95,12.0,12.0,0.0,12.0,12.0,12.0,12.0,0.0,12.0,12.0,0.0,0.782,-0.782,-0.088,18.0,11.776,46.00216977089049,0.06922406065413704,46.0315,2.7959593390227027,0.015078943322832541,2.7960000000000003,-0.00295881997655691,45.99942363756644,0.42424784166194107,0.5073860582420417,0.5073860582420417,balanced
27,1,27,36029.0,4.803,-0.172,-0.17199999999999954,-2.32,12.0,12.0,0.0,12.0,12.0,12.0,12.0,0.0,12.0,12.0,0.0,0.309,-0.309,0.027,18.0,11.811,47.922161119567306,0.06346029398934715,47.9515,1.9199913486768196,-0.005763766664789887,1.92,-0.004372413386506627,47.91938278944307,0.44195542279775213,0.519910239857575,0.519910239857575,balanced
28,1,28,36261.0,5.035,-0.727,-0.7269999999999994,-2.345,12.0,13.0,-1.0,11.0,11.0,11.0,11.0,0.0,11.0,11.0,0.0,-0.172,0.172,0.162,17.5,11.561,50.82192767394599,0.026664504736502434,50.8515,2.89976655437869,-0.03679578925284471,2.9000000000000004,-0.0033401990857132857,50.81936827806148,0.4687016836659546,0.5107360476502499,0.5107360476502499,balanced
29,1,29,36426.0,5.2,-0.742,-0.7419999999999994,-1.558,13.0,13.0,0.0,11.0,11.0,11.0,11.0,0.0,11.0,11.0,0.0,-0.727,0.727,0.296,17.0,11.294,52.96674780599931,-0.0011132046504357049,52.996500000000005,2.1448201320533187,-0.02777770938693814,2.145,-0.0001220509966429598,52.96435569463318,0.48848467679740304,0.5033887522935152,0.5033887522935152,balanced
30,1,30,36658.0,5.432,-1.112,-1.1119999999999997,-1.57,13.0,13.0,0.0,11.0,11.0,11.0,11.0,0.0,11.0,11.0,0.0,-0.743,0.743,0.261,17.0,11.342,55.98217980118214,-0.05964424280724297,56.0125,3.0154319951828272,-0.05853103815680726,3.016,-0.00214115326007262,55.980208402792755,0.5162995688336179,0.4735819965728311,0.4735819965728311,balanced
