idx,seg_index,seg_row_index,tick,t_s,yaw_deg,yaw_unwrapped_deg,yr,el,er,ed,L,R,outL,outR,out_diff,pwm,pc,hd,aa,ae,ao,se,so,x,y,s,dx,dy,ds,kappa,line_progress,line_progress_ratio,line_dev,line_dev_abs,line_dev_side
0,1,0,1066143.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,balanced
1,1,1,1066144.0,0.001,0.0,0.0,0.0,2.0,3.0,-1.0,5.0,5.0,5.0,5.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,7.912,4.767,0.0025,0.0,0.0025,0.0025,0.0,0.0025,0.0,0.002499832302559915,3.819861612526002e-06,2.895615785965941e-05,2.895615785965941e-05,balanced
2,1,2,1066353.0,0.21,-0.099,-0.099,-0.164,4.0,3.0,1.0,6.0,6.0,6.0,6.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,9.432,5.702,0.7339989080334092,-0.001263940635427844,0.7339999999999999,0.7314989080334092,-0.001263940635427844,0.7314999999999999,-0.0023620997395411986,0.7339643116840741,0.0011215320708893302,0.007237659448348957,0.007237659448348957,balanced
3,1,3,1066558.0,0.415,-0.213,-0.213,-0.301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7339989080334092,-0.001263940635427844,0.7339999999999999,0.0,-0.0,0.0,0.0,0.7339643116840741,0.0011215320708893302,0.007237659448348957,0.007237659448348957,balanced
4,1,4,1066559.0,0.416,-0.213,-0.213,-0.301,4.0,4.0,0.0,7.0,7.0,7.0,7.0,0.0,7.0,7.0,0.0,-0.213,0.213,0.041,11.332,6.866,0.7379988803930656,-0.001278810806403355,0.7379999999999999,0.003999972359656397,-1.4870170975510749e-05,0.004,0.0,0.7379641879628878,0.0011276440704169177,0.007269119807281485,0.007269119807281485,balanced
5,1,5,1066951.0,0.808,-0.36,-0.36,-0.34,7.0,7.0,0.0,9.0,9.0,9.0,9.0,0.0,9.0,9.0,0.0,-0.307,0.307,0.057,13.132,8.005,3.4819447161823063,-0.01851975784789712,3.482,2.7439458357892406,-0.017240947041493763,2.744,-0.0009349978135683907,3.4819256553088445,0.005320546556168409,0.021810980782648457,0.021810980782648457,balanced
6,1,6,1067155.0,1.012,-0.273,-0.273,-0.073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4819447161823063,-0.01851975784789712,3.482,0.0,-0.0,0.0,0.0,3.4819256553088445,0.005320546556168409,0.021810980782648457,0.021810980782648457,balanced
7,1,7,1067156.0,1.013,-0.273,-0.273,-0.073,7.0,8.0,-1.0,9.0,9.0,9.0,9.0,0.0,9.0,9.0,0.0,-0.36,0.36,0.06,15.032,9.18,3.4894446310468488,-0.01855549332911524,3.4895,0.00749991486454227,-3.573548121812325e-05,0.0075,0.0,3.489425480991672,0.005332006643389913,0.021862115186030498,0.021862115186030498,balanced
8,1,8,1067362.0,1.219,-0.158,-0.158,0.147,9.0,9.0,0.0,10.0,10.0,10.0,10.0,0.0,10.0,10.0,0.0,-0.273,0.273,0.036,16.052,9.831,5.343437581708304,-0.02366811473376613,5.3435,1.853992950661456,-0.0051126214046508895,1.8539999999999999,0.001082593656846537,5.343353284453411,0.008164895730224334,0.03822364175080783,0.03822364175080783,balanced
9,1,9,1067571.0,1.428,-0.155,-0.155,0.102,10.0,10.0,0.0,11.0,11.0,11.0,11.0,0.0,11.0,11.0,0.0,-0.158,0.158,0.012,17.572,10.786,7.4334299339499506,-0.029322101949207622,7.4334999999999996,2.0899923522416457,-0.005653987215441491,2.09,2.505257299513398e-05,7.433270929246689,0.011358388420318595,0.05677729318983525,0.05677729318983525,balanced
10,1,10,1067776.0,1.633,-0.375,-0.375,-0.31,11.0,11.0,0.0,12.0,12.0,12.0,12.0,0.0,12.0,12.0,0.0,-0.155,0.155,0.013,18.972,11.669,9.688381635602562,-0.044080937065586065,9.6885,2.2549517016526113,-0.01475883511637844,2.255,-0.0017027602458481264,9.688242314711928,0.014804091007593164,0.06813734305658813,0.06813734305658813,balanced
11,1,11,1067981.0,1.838,-0.57,-0.57,-0.534,13.0,13.0,0.0,12.0,12.0,12.0,12.0,0.0,12.0,12.0,0.0,-0.375,0.375,0.061,19.492,12.029,12.353249758899137,-0.07059292374685372,12.3535,2.6648681232965754,-0.02651198668126766,2.665,-0.0012770701843860944,12.353238755492136,0.018876331209958,0.07249287159357966,0.07249287159357966,balanced
12,1,12,1068185.0,2.042,-0.93,-0.93,-0.966,14.0,14.0,0.0,13.0,13.0,13.0,13.0,0.0,13.0,13.0,0.0,-0.57,0.57,0.095,20.892,12.918,15.208873541129318,-0.11694822939132402,15.2095,2.8556237822301815,-0.04635530564447029,2.856,-0.002199994855455039,15.209207894022214,0.023240386697863484,0.05921583262596765,0.05921583262596765,balanced
13,1,13,1068350.0,2.207,-0.977,-0.977,-0.727,13.0,14.0,-1.0,13.0,13.0,13.0,13.0,0.0,13.0,13.0,0.0,-0.93,0.93,0.16,21.5,13.326,17.436049708164155,-0.1549294220004346,17.437,2.227176167034837,-0.03798119260911059,2.2275,-0.0003682625133276455,17.43667458012387,0.02664406080780562,0.04703337362593857,0.04703337362593857,balanced
14,1,14,1068582.0,2.439,-1.434,-1.434,-1.162,14.0,15.0,-1.0,13.0,13.0,13.0,13.0,0.0,13.0,13.0,0.0,-0.977,0.977,0.154,20.5,12.783,20.798996155234864,-0.23911489660564628,20.801000000000002,3.362946447070708,-0.08418547460521167,3.3640000000000003,-0.002371032901787777,20.80037051934732,0.03178394678387353,0.0018047493741444843,0.0018047493741444843,balanced
15,1,15,1068791.0,2.648,-2.257,-2.257,-2.133,14.0,15.0,-1.0,13.0,13.0,13.0,13.0,0.0,13.0,13.0,0.0,-1.434,1.434,0.23,20.5,12.835,23.827145191195832,-0.35846172734971415,23.831500000000002,3.0281490359609693,-0.11934683074406786,3.0305,-0.004739831626435683,23.82969876044011,0.03641290315348341,-0.08246065110357975,0.08246065110357975,balanced
16,1,16,1068996.0,2.853,-3.115,-3.115,-2.851,14.0,15.0,-1.0,13.0,13.0,13.0,13.0,0.0,13.0,13.0,0.0,-2.257,2.257,0.377,20.5,12.884,26.79525325796318,-0.5199880533483037,26.804000000000002,2.9681080667673467,-0.1615263259985895,2.9724999999999997,-0.005037821692888596,26.79947860227522,0.04095086676162732,-0.20959813979128117,0.20959813979128117,balanced
17,1,17,1069200.0,3.057,-3.815,-3.815,-3.054,15.0,14.0,1.0,14.0,12.0,14.0,12.0,2.0,13.0,13.0,1.0,-3.115,3.115,0.516,20.5,12.936,29.74669857734539,-0.7167989440450173,29.762,2.9514453193822114,-0.19681089069671368,2.9579999999999997,-0.0041302585408926,29.753005496615398,0.045463995099756224,-0.3722108219821008,0.3722108219821008,balanced
18,1,18,1069410.0,3.267,-4.132,-4.132,-2.515,15.0,16.0,-1.0,14.0,12.0,14.0,12.0,2.0,13.0,13.0,1.0,-3.815,3.815,0.61,19.5,12.387,32.99323784172559,-0.9513363714157457,33.017,3.246539264380198,-0.2345374273707284,3.255,-0.0016997522976411699,33.002043507574456,0.05042867835590552,-0.5691295954475694,0.5691295954475694,balanced
19,1,19,1069614.0,3.471,-4.013,-4.013,-1.43,15.0,14.0,1.0,14.0,12.0,14.0,12.0,2.0,13.0,13.0,1.0,-4.132,4.132,0.622,20.5,13.036,35.94398540945924,-1.1583455294594533,35.975,2.950747567733647,-0.20700915804370768,2.9579999999999997,0.0007021439519517413,35.95499081812621,0.05494092106268132,-0.7419479425788051,0.7419479425788051,balanced
20,1,20,1069759.0,3.616,-4.012936,-4.012936,-1.429749,14.0,13.0,1.0,15.0,13.0,15.0,13.0,2.0,14.0,14.0,1.0,-4.012936,4.012936,0.55304,21.5,13.671206,37.89668615877316,-1.295334702859614,37.932500000000005,1.9527007493139188,-0.13698917340016079,1.9574999999999998,5.706312752316837e-07,37.90914725432538,0.05792696422560222,-0.8563108424255627,0.8563108424255627,balanced
