tick,exp_id,t_ms,run,ts,kp,ki,kd,lp,lpr,y,el,er,ed,L,R,sensor_count,sensor_score,sensor_state,s1,s2,s3,s4,s5,s6,s7,s8,raw_line
76739,0,0.0,0,0.0,1.5,0.0,0.12,0.0,0.0,-0.01389,0.0,0.0,0.0,0.0,0.0,0,0.0,line_missing,0,0,0,0,0,0,0,0,STAT tick=76739 run=0 ts=0.000000 as=0.000000 ta=0.000000 aa=0.000000 se=0.000000 so=0.000000 ae=0.000000 ao=0.000000 pwm=0 pc=0 hd=0 y=-0.013890 p=-1.358626 r=5.774620 yr=-0.000000 ax=0 ay=0 az=0 gx=0 gy=0 gz=0 who=0x85 addr=0x4A icm_ok=290 icm_fail=0 L=0 R=0 OL=0 OR=0 el=0 er=0 ed=0 dl=0 dr=0 cl=0 cr=0 skp=0.600000 ski=0.012000 skd=0.000000 akp=1.500000 aki=0.000000 akd=0.120000 ok=290 fail=0 rx=6 txdrop=0
82573,0,0.0,0,18.0,0.5,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,line_missing,0,0,0,0,0,0,0,0,STAT tick=82573 exp_id=0 t_ms=0 run=0 ts=18.000000 skp=10.000000 ski=0.250000 skd=0.000000 kp=0.500000 ki=0.004000 kd=0.000000 st=0.000000 lt=0.000000 rt=0.000000 la=0.000000 ra=0.000000 lse=0.000000 rse=0.000000 lso=0.000000 rso=0.000000 lp=0.000000 lpr=0.000000 le=0.000000 li=0.000000 lout=0.000000 diff=0.000000 y=0.000000 yr=0.000000 el=0.000 er=0.000 ed=0.000 L=0 R=0 pwm_max=60 miss=0 lost=0 s1=0 s2=0 s3=0 s4=0 s5=0 s6=0 s7=0 s8=0 rx=120 txdrop=0
82771,0,0.0,0,18.0,0.5,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,line_missing,0,0,0,0,0,0,0,0,"TRK tick=82771 exp_id=0 t_ms=0 run=0 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=0.000 lt=0.000 rt=0.000 lp=0CMD #EXP=RUN,20,5000!"
83370,20,296.0,1,18.0,0.5,0.004,0.0,0.225,0.5,0.014,0.0,0.0,0.0,26.0,26.0,1,-0.5,left_bias,0,0,0,0,1,0,0,0,TRK tick=83370 exp_id=20 t_ms=296 run=1 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=1.800 lt=0.985 rt=0.968 lp=0.225 lpr=0.500 y=0.014 el=0.000 er=0.000 ed=0.000 L=26 R=26 s1=0 s2=0 s3=0 s4=0 s5=1 s6=0 s7=0 s8=0 rx=151 txdrop=0
83686,20,612.0,1,18.0,0.5,0.004,0.0,0.9,1.5,-7.418,0.0,0.0,0.0,26.0,26.0,1,-1.5,left_bias,0,0,0,0,0,1,0,0,TRK tick=83686 exp_id=20 t_ms=612 run=1 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=1.800 lt=1.407 rt=1.285 lp=0.900 lpr=1.500 y=-7.418 el=0.000 er=0.000 ed=0.000 L=26 R=26 s1=0 s2=0 s3=0 s4=0 s5=0 s6=1 s7=0 s8=0 rx=151 txdrop=0
83992,20,918.0,1,18.0,0.5,0.004,0.0,3.5,3.5,-14.548,0.333,0.0,0.333,8.0,2.0,1,-3.5,left_bias,0,0,0,0,0,0,0,1,TRK tick=83992 exp_id=20 t_ms=918 run=1 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=1.800 lt=0.575 rt=0.217 lp=3.500 lpr=3.500 y=-14.548 el=0.333 er=0.000 ed=0.333 L=8 R=2 s1=0 s2=0 s3=0 s4=0 s5=0 s6=0 s7=0 s8=1 rx=151 txdrop=0
84307,20,1233.0,1,18.0,0.5,0.004,0.0,3.5,3.5,-10.78,0.0,0.0,0.0,10.0,4.0,1,-3.5,left_bias,0,0,0,0,0,0,0,1,TRK tick=84307 exp_id=20 t_ms=1233 run=1 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=1.800 lt=0.601 rt=0.232 lp=3.500 lpr=3.500 y=-10.780 el=0.000 er=0.000 ed=0.000 L=10 R=4 s1=0 s2=0 s3=0 s4=0 s5=0 s6=0 s7=0 s8=1 rx=151 txdrop=0
84612,20,1538.0,1,18.0,0.5,0.004,0.0,3.5,3.5,-5.449,0.0,0.0,0.0,10.0,4.0,1,-3.5,left_bias,0,0,0,0,0,0,0,1,TRK tick=84612 exp_id=20 t_ms=1538 run=1 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=1.800 lt=0.601 rt=0.232 lp=3.500 lpr=3.500 y=-5.449 el=0.000 er=0.000 ed=0.000 L=10 R=4 s1=0 s2=0 s3=0 s4=0 s5=0 s6=0 s7=0 s8=1 rx=151 txdrop=0
84910,20,1836.0,1,18.0,0.5,0.004,0.0,2.5,2.5,1.536,0.0,0.0,0.0,10.0,4.0,1,-2.5,left_bias,0,0,0,0,0,0,1,0,TRK tick=84910 exp_id=20 t_ms=1836 run=1 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=1.800 lt=0.601 rt=0.232 lp=2.500 lpr=2.500 y=1.536 el=0.000 er=0.000 ed=0.000 L=10 R=4 s1=0 s2=0 s3=0 s4=0 s5=0 s6=0 s7=1 s8=0 rx=151 txdrop=0
85225,20,2151.0,1,18.0,0.5,0.004,0.0,2.5,2.5,8.325,0.0,0.0,0.0,10.0,4.0,1,-2.5,left_bias,0,0,0,0,0,0,1,0,TRK tick=85225 exp_id=20 t_ms=2151 run=1 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=1.800 lt=0.601 rt=0.232 lp=2.500 lpr=2.500 y=8.325 el=0.000 er=0.000 ed=0.000 L=10 R=4 s1=0 s2=0 s3=0 s4=0 s5=0 s6=0 s7=1 s8=0 rx=151 txdrop=0
