tick,t_s,run,el,er,ed,yaw_deg,sensor_score,sensor_state,forward_ds,path_s,traj_x,traj_y,sensor_y_accum
68122,0.197,1,0.0,0.0,0.0,0.0,-0.5,left_bias,0.0,0.0,0.0,0.0,0.0
68320,0.396,1,0.167,0.167,0.0,0.0,-0.5,left_bias,0.033066000000000005,0.033066000000000005,0.033066000000000005,0.0,-0.016533000000000003
68519,0.595,1,0.2,0.2,0.0,0.0,-1.0,left_bias,0.0398,0.07286600000000001,0.07286600000000001,0.0,-0.05633300000000001
68718,0.794,1,0.2,0.2,0.0,0.0,-1.5,left_bias,0.0398,0.11266600000000002,0.11266600000000002,0.0,-0.11603300000000001
68916,0.992,1,0.2,0.2,0.0,0.0,-2.5,left_bias,0.0396,0.152266,0.152266,0.0,-0.21503300000000003
69116,1.192,1,0.333,0.333,0.0,0.0,-3.5,left_bias,0.0666,0.218866,0.218866,0.0,-0.44813300000000006
69316,1.392,1,0.25,0.25,0.0,0.0,-3.5,left_bias,0.05,0.268866,0.268866,0.0,-0.623133
69515,1.591,1,0.143,0.143,0.0,0.0,-2.5,left_bias,0.028457,0.297323,0.297323,0.0,-0.6942755
69715,1.791,1,0.0,0.0,0.0,0.0,-2.0,left_bias,0.0,0.297323,0.297323,0.0,-0.6942755
69914,1.99,1,0.286,0.0,0.286,0.0,-0.5,left_bias,0.028457,0.32578,0.32578,0.0,-0.708504
