tick,t_s,run,el,er,ed,yaw_deg,sensor_score,sensor_state,forward_ds,path_s,traj_x,traj_y,sensor_y_accum
1104626,0.298,1,0.0,0.0,0.0,0.014,-0.5,left_bias,0.0,0.0,0.0,0.0,0.0
1104927,0.599,1,0.0,0.0,0.0,-1.283,-0.5,left_bias,0.0,0.0,0.0,0.0,0.0
1105228,0.9,1,1.0,0.0,1.0,-0.249,-0.5,left_bias,0.1505,0.1505,0.15049857878674236,-0.0006540513517347092,-0.07525
1105523,1.195,1,0.0,0.0,0.0,5.021,0.0,line_missing,0.0,0.1505,0.15049857878674236,-0.0006540513517347092,-0.07525
1105825,1.497,1,0.0,0.0,0.0,6.291,1.5,right_bias,0.0,0.1505,0.15049857878674236,-0.0006540513517347092,-0.07525
1106126,1.798,1,0.0,0.0,0.0,7.358,2.5,right_bias,0.0,0.1505,0.15049857878674236,-0.0006540513517347092,-0.07525
1106427,2.099,1,0.0,0.0,0.0,3.286,2.5,right_bias,0.0,0.1505,0.15049857878674236,-0.0006540513517347092,-0.07525
1106728,2.4,1,0.0,0.0,0.0,-1.134,2.5,right_bias,0.0,0.1505,0.15049857878674236,-0.0006540513517347092,-0.07525
1107023,2.695,1,0.0,0.0,0.0,-5.857,1.5,right_bias,0.0,0.1505,0.15049857878674236,-0.0006540513517347092,-0.07525
1107313,2.985,1,0.0,0.0,0.0,-10.305,0.0,line_missing,0.0,0.1505,0.15049857878674236,-0.0006540513517347092,-0.07525
1107607,3.279,1,0.0,0.0,0.0,-13.226,-0.5,left_bias,0.0,0.1505,0.15049857878674236,-0.0006540513517347092,-0.07525
1107902,3.574,1,0.0,0.0,0.0,-15.431,-1.5,left_bias,0.0,0.1505,0.15049857878674236,-0.0006540513517347092,-0.07525
1108204,3.876,1,0.0,0.0,0.0,-19.1,-3.5,left_bias,0.0,0.1505,0.15049857878674236,-0.0006540513517347092,-0.07525
1108506,4.178,1,0.0,0.0,0.0,-19.063,-3.0,left_bias,0.0,0.1505,0.15049857878674236,-0.0006540513517347092,-0.07525
1108806,4.478,1,1.0,0.0,1.0,-17.153,0.0,line_missing,0.15,0.3005,0.29382667049815414,-0.04489270104140236,-0.07525
1109106,4.778,1,0.0,0.0,0.0,-15.462,0.0,line_missing,0.0,0.3005,0.29382667049815414,-0.04489270104140236,-0.07525
1109406,5.078,1,0.0,0.0,0.0,-15.479,0.0,line_missing,0.0,0.3005,0.29382667049815414,-0.04489270104140236,-0.07525
