tick,exp_id,t_ms,run,ts,st,lt,rt,kp,ki,kd,lp,lpr,y,yr,el,er,ed,dl,dr,cl,cr,la,ra,lse,rse,lso,rso,lc,rc,cd,cde,cdi,cdo,L,R,pwm_max,miss,lost,sensor_count,sensor_score,sensor_state,s1,s2,s3,s4,s5,s6,s7,s8,raw_line
6213,0,0.0,0,0.0,0.0,0.0,0.0,1.5,0.0,0.12,0.0,0.0,-0.021829,-0.009295,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,line_missing,0,0,0,0,0,0,0,0,STAT tick=6213 run=0 ts=0.000000 as=0.000000 ta=0.000000 aa=0.000000 se=0.000000 so=0.000000 ae=0.000000 ao=0.000000 pwm=0 pc=0 hd=0 y=-0.021829 p=-1.364887 r=6.083045 yr=-0.009295 ax=0 ay=0 az=0 gx=0 gy=0 gz=0 who=0x85 addr=0x4A icm_ok=23 icm_fail=0 L=0 R=0 OL=0 OR=0 el=0 er=0 ed=0 dl=0 dr=0 cl=0 cr=0 skp=0.600000 ski=0.012000 skd=0.000000 akp=1.500000 aki=0.000000 akd=0.120000 ok=23 fail=0 rx=6 txdrop=0
11980,0,0.0,0,18.0,0.0,0.0,0.0,0.5,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0,0.0,line_missing,0,0,0,0,0,0,0,0,STAT tick=11980 exp_id=0 t_ms=0 run=0 ts=18.000000 skp=10.000000 ski=0.250000 skd=0.000000 kp=0.500000 ki=0.004000 kd=0.000000 st=0.000000 lt=0.000000 rt=0.000000 la=0.000000 ra=0.000000 lse=0.000000 rse=0.000000 lso=0.000000 rso=0.000000 lc=0 rc=0 cd=0 cde=0.000000 cdi=0.000000 cdo=0.000000 lp=0.000000 lpr=0.000000 le=0.000000 li=0.000000 lout=0.000000 diff=0.000000 y=0.000000 yr=0.000000 el=0.000 er=0.000 ed=0.000 dl=0 dr=0 cl=0 cr=0 L=0 R=0 pwm_max=60 miss=0 lost=0 s1=0 s2=0 s3=0 s4=0 s5=0 s6=0 s7=0 s8=0 rx=120 txdrop=0
12179,0,0.0,0,18.0,0.0,0.0,0.0,0.5,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,line_missing,0,0,0,0,0,0,0,0,"TRK tick=12179 exp_id=0 t_ms=0 run=0 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=0.000 lt=0.000 rt=0.000 la=0CMD #EXP=RUN,35,5000!"
12767,35,301.0,1,18.0,1.8,0.982,0.982,0.5,0.004,0.0,0.0,0.0,0.008,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.982,0.982,25.998,26.007,2,0,2,-2.0,0.0,-0.002,25.0,26.0,0.0,0.0,0.0,0,0.0,line_missing,0,0,0,0,0,0,0,0,TRK tick=12767 exp_id=35 t_ms=301 run=1 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=1.800 lt=0.982 rt=0.982 la=0.000 ra=0.000 lse=0.982 rse=0.982 lso=25.998 rso=26.007 lc=2 rc=0 cd=2 cde=-2.000 cdo=-0.002 lp=0.000 lpr=0.000 y=0.008 yr=0.000 el=0.000 er=0.000 ed=0.000 dl=0 dr=0 cl=0 cr=0 L=25 R=26 s1=0 s2=0 s3=0 s4=0 s5=0 s6=0 s7=0 s8=0 rx=151 txdrop=0
13063,35,597.0,1,18.0,1.8,1.328,1.328,0.5,0.004,0.0,0.0,0.0,-5.001,-93.25,0.0,0.25,-0.25,0,0,0,0,0.0,0.25,1.328,1.078,26.305,25.924,531,594,-63,63.0,0.0,0.076,26.0,25.0,0.0,0.0,0.0,0,0.0,line_missing,0,0,0,0,0,0,0,0,TRK tick=13063 exp_id=35 t_ms=597 run=1 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=1.800 lt=1.328 rt=1.328 la=0.000 ra=0.250 lse=1.328 rse=1.078 lso=26.305 rso=25.924 lc=531 rc=594 cd=-63 cde=63.000 cdo=0.076 lp=0.000 lpr=0.000 y=-5.001 yr=-93.250 el=0.000 er=0.250 ed=-0.250 dl=0 dr=0 cl=0 cr=0 L=26 R=25 s1=0 s2=0 s3=0 s4=0 s5=0 s6=0 s7=0 s8=0 rx=151 txdrop=0
13366,35,900.0,1,18.0,1.8,1.683,1.683,0.5,0.004,0.0,0.0,0.0,-13.779,-143.117,0.0,0.0,0.0,1,1,0,0,0.0,0.0,1.683,1.683,26.362,20.525,1333,1531,-198,198.0,0.0,0.238,26.0,20.0,0.0,0.0,0.0,0,0.0,line_missing,0,0,0,0,0,0,0,0,TRK tick=13366 exp_id=35 t_ms=900 run=1 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=1.800 lt=1.683 rt=1.683 la=0.000 ra=0.000 lse=1.683 rse=1.683 lso=26.362 rso=20.525 lc=1333 rc=1531 cd=-198 cde=198.000 cdo=0.238 lp=0.000 lpr=0.000 y=-13.779 yr=-143.117 el=0.000 er=0.000 ed=0.000 dl=1 dr=1 cl=0 cr=0 L=26 R=20 s1=0 s2=0 s3=0 s4=0 s5=0 s6=0 s7=0 s8=0 rx=151 txdrop=0
13662,35,1196.0,1,18.0,1.8,1.8,1.8,0.5,0.004,0.0,0.0,0.0,-15.178,-15.723,0.25,0.0,0.25,0,1,0,0,0.25,0.0,1.55,1.8,25.821,19.401,2107,2274,-167,167.0,0.0,0.2,25.0,19.0,0.0,0.0,0.0,0,0.0,line_missing,0,0,0,0,0,0,0,0,TRK tick=13662 exp_id=35 t_ms=1196 run=1 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=1.800 lt=1.800 rt=1.800 la=0.250 ra=0.000 lse=1.550 rse=1.800 lso=25.821 rso=19.401 lc=2107 rc=2274 cd=-167 cde=167.000 cdo=0.200 lp=0.000 lpr=0.000 y=-15.178 yr=-15.723 el=0.250 er=0.000 ed=0.250 dl=0 dr=1 cl=0 cr=0 L=25 R=19 s1=0 s2=0 s3=0 s4=0 s5=0 s6=0 s7=0 s8=0 rx=151 txdrop=0
13966,35,1500.0,1,18.0,1.8,1.8,1.8,0.5,0.004,0.0,0.0,0.0,-8.709,87.887,0.0,0.0,0.0,0,0,0,0,0.0,0.0,1.8,1.8,29.196,28.937,2949,2998,-49,49.0,0.0,0.059,29.0,28.0,0.0,0.0,0.0,0,0.0,line_missing,0,0,0,0,0,0,0,0,TRK tick=13966 exp_id=35 t_ms=1500 run=1 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=1.800 lt=1.800 rt=1.800 la=0.000 ra=0.000 lse=1.800 rse=1.800 lso=29.196 rso=28.937 lc=2949 rc=2998 cd=-49 cde=49.000 cdo=0.059 lp=0.000 lpr=0.000 y=-8.709 yr=87.887 el=0.000 er=0.000 ed=0.000 dl=0 dr=0 cl=0 cr=0 L=29 R=28 s1=0 s2=0 s3=0 s4=0 s5=0 s6=0 s7=0 s8=0 rx=151 txdrop=0
14262,35,1796.0,1,18.0,1.8,1.8,1.8,0.5,0.004,0.0,0.0,0.0,-2.634,97.396,0.25,0.25,0.0,1,0,0,0,0.25,0.25,1.55,1.55,26.537,26.872,3909,3874,35,-35.0,0.0,-0.042,26.0,26.0,0.0,0.0,0.0,0,0.0,line_missing,0,0,0,0,0,0,0,0,TRK tick=14262 exp_id=35 t_ms=1796 run=1 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=1.800 lt=1.800 rt=1.800 la=0.250 ra=0.250 lse=1.550 rse=1.550 lso=26.537 rso=26.872 lc=3909 rc=3874 cd=35 cde=-35.000 cdo=-0.042 lp=0.000 lpr=0.000 y=-2.634 yr=97.396 el=0.250 er=0.250 ed=0.000 dl=1 dr=0 cl=0 cr=0 L=26 R=26 s1=0 s2=0 s3=0 s4=0 s5=0 s6=0 s7=0 s8=0 rx=151 txdrop=0
14566,35,2100.0,1,18.0,1.8,1.8,1.8,0.5,0.004,0.0,0.0,0.0,1.593,44.607,0.25,0.25,0.0,0,1,0,0,0.25,0.25,1.55,1.55,27.049,27.818,4921,4824,97,-97.0,0.0,-0.116,27.0,27.0,0.0,0.0,0.0,0,0.0,line_missing,0,0,0,0,0,0,0,0,TRK tick=14566 exp_id=35 t_ms=2100 run=1 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=1.800 lt=1.800 rt=1.800 la=0.250 ra=0.250 lse=1.550 rse=1.550 lso=27.049 rso=27.818 lc=4921 rc=4824 cd=97 cde=-97.000 cdo=-0.116 lp=0.000 lpr=0.000 y=1.593 yr=44.607 el=0.250 er=0.250 ed=0.000 dl=0 dr=1 cl=0 cr=0 L=27 R=27 s1=0 s2=0 s3=0 s4=0 s5=0 s6=0 s7=0 s8=0 rx=151 txdrop=0
14862,35,2396.0,1,18.0,1.8,1.8,1.8,0.5,0.004,0.0,0.0,0.0,3.718,33.286,0.25,0.25,0.0,0,0,0,0,0.25,0.25,1.55,1.55,26.628,27.966,5891,5762,129,-129.0,0.0,-0.155,26.0,27.0,0.0,0.0,0.0,0,0.0,line_missing,0,0,0,0,0,0,0,0,TRK tick=14862 exp_id=35 t_ms=2396 run=1 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=1.800 lt=1.800 rt=1.800 la=0.250 ra=0.250 lse=1.550 rse=1.550 lso=26.628 rso=27.966 lc=5891 rc=5762 cd=129 cde=-129.000 cdo=-0.155 lp=0.000 lpr=0.000 y=3.718 yr=33.286 el=0.250 er=0.250 ed=0.000 dl=0 dr=0 cl=0 cr=0 L=26 R=27 s1=0 s2=0 s3=0 s4=0 s5=0 s6=0 s7=0 s8=0 rx=151 txdrop=0
