tick,exp_id,t_ms,run,ts,st,lt,rt,kp,ki,kd,lp,lpr,y,yr,el,er,ed,dl,dr,cl,cr,la,ra,lse,rse,lso,rso,lc,rc,cd,cde,cdi,cdo,L,R,pwm_max,miss,lost,sensor_count,sensor_score,sensor_state,s1,s2,s3,s4,s5,s6,s7,s8,raw_line
2896,0,0.0,0,0.0,0.0,0.0,0.0,1.5,0.0,0.12,0.0,0.0,-0.429005,-1.547395,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,line_missing,0,0,0,0,0,0,0,0,STAT tick=2896 run=0 ts=0.000000 as=0.000000 ta=0.000000 aa=0.000000 se=0.000000 so=0.000000 ae=0.000000 ao=0.000000 pwm=0 pc=0 hd=0 y=-0.429005 p=3.175214 r=8.929658 yr=-1.547395 ax=0 ay=0 az=0 gx=0 gy=0 gz=0 who=0x85 addr=0x4A icm_ok=10 icm_fail=0 L=0 R=0 OL=0 OR=0 el=0 er=0 ed=0 dl=0 dr=0 cl=0 cr=0 skp=0.600000 ski=0.012000 skd=0.000000 akp=1.500000 aki=0.000000 akd=0.120000 ok=10 fail=0 rx=6 txdrop=0
8988,0,529.0,1,18.0,1.8,1.662,1.662,0.5,0.004,0.0,0.025,0.071,-30.232,-2.019,0.0,0.0,0.0,0,0,0,0,0.0,0.0,1.662,1.662,26.0,26.0,0,0,0,0.0,0.0,0.0,26.0,26.0,0.0,0.0,0.0,7,-0.07142857142857142,left_bias,1,1,1,0,1,1,1,1,TRK tick=8988 exp_id=0 t_ms=529 run=1 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=1.800 lt=1.662 rt=1.662 la=0.000 ra=0.000 lse=1.662 rse=1.662 lso=26.000 rso=26.000 lc=0 rc=0 cd=0 cde=0.000 cdo=0.000 lp=0.025 lpr=0.071 y=-30.232 yr=-2.019 el=0.000 er=0.000 ed=0.000 dl=0 dr=0 cl=0 cr=0 L=26 R=26 s1=1 s2=1 s3=1 s4=0 s5=1 s6=1 s7=1 s8=1 rx=102 txdrop=0
9284,0,825.0,1,18.0,1.8,1.8,1.8,0.5,0.004,0.0,0.025,0.071,-29.9,1.89,0.143,0.214,-0.071,1,1,0,0,0.143,0.214,1.657,1.586,14.0,14.0,890,927,-37,0.0,0.0,0.0,14.0,14.0,0.0,0.0,0.0,7,-0.07142857142857142,left_bias,1,1,1,0,1,1,1,1,TRK tick=9284 exp_id=0 t_ms=825 run=1 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=1.800 lt=1.800 rt=1.800 la=0.143 ra=0.214 lse=1.657 rse=1.586 lso=14.000 rso=14.000 lc=890 rc=927 cd=-37 cde=0.000 cdo=0.000 lp=0.025 lpr=0.071 y=-29.900 yr=1.890 el=0.143 er=0.214 ed=-0.071 dl=1 dr=1 cl=0 cr=0 L=14 R=14 s1=1 s2=1 s3=1 s4=0 s5=1 s6=1 s7=1 s8=1 rx=114 txdrop=0
9601,0,1142.0,1,18.0,1.8,1.8,1.8,0.5,0.004,0.0,0.0,0.0,-30.052,-0.905,0.25,0.25,0.0,0,0,0,0,0.25,0.25,1.55,1.55,24.0,24.558,1498,1560,-62,0.0,0.0,0.0,24.0,24.0,0.0,0.0,0.0,6,0.0,balanced,1,1,1,0,0,1,1,1,TRK tick=9601 exp_id=0 t_ms=1142 run=1 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=1.800 lt=1.800 rt=1.800 la=0.250 ra=0.250 lse=1.550 rse=1.550 lso=24.000 rso=24.558 lc=1498 rc=1560 cd=-62 cde=0.000 cdo=0.000 lp=0.000 lpr=0.000 y=-30.052 yr=-0.905 el=0.250 er=0.250 ed=0.000 dl=0 dr=0 cl=0 cr=0 L=24 R=24 s1=1 s2=1 s3=1 s4=0 s5=0 s6=1 s7=1 s8=1 rx=120 txdrop=0
9799,0,1340.0,1,18.0,1.8,1.8,1.8,0.5,0.004,0.0,0.0,0.0,-30.051842,-0.904564,0.25,0.25,0.0,0,0,0,0,0.25,0.25,1.55,1.55,24.0,24.557869,1498,1560,-62,0.0,0.0,0.0,24.0,24.0,72.0,0.0,0.0,6,0.0,balanced,1,1,1,0,0,1,1,1,STAT tick=9799 exp_id=0 t_ms=1340 run=1 ts=18.000000 skp=10.000000 ski=0.250000 skd=0.000000 kp=0.500000 ki=0.004000 kd=0.000000 st=1.800000 lt=1.800000 rt=1.800000 la=0.250000 ra=0.250000 lse=1.550000 rse=1.550000 lso=24.000000 rso=24.557869 lc=1498 rc=1560 cd=-62 cde=0.000000 cdi=0.000000 cdo=0.000000 lp=0.000000 lpr=0.000000 le=0.000000 li=0.000005 lout=0.000000 diff=0.000000 y=-30.051842 yr=-0.904564 el=0.250 er=0.250 ed=0.000 dl=0 dr=0 cl=0 cr=0 L=24 R=24 pwm_max=72 miss=0 lost=0 s1=1 s2=1 s3=1 s4=0 s5=0 s6=1 s7=1 s8=1 rx=120 txdrop=0
9921,0,1462.0,1,18.0,1.8,1.807,1.793,0.5,0.004,0.0,0.9,1.5,-30.182,0.174,0.5,0.25,0.25,1,0,0,0,0.5,0.25,1.307,1.543,22.615,24.958,2505,2618,-113,0.0,0.0,0.0,22.0,24.0,0.0,0.0,0.0,1,-1.5,left_bias,0,0,0,0,0,1,0,0,TRK tick=9921 exp_id=0 t_ms=1462 run=1 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=1.800 lt=1.807 rt=1.793 la=0.500 ra=0.250 lse=1.307 rse=1.543 lso=22.615 rso=24.958 lc=2505 rc=2618 cd=-113 cde=0.000 cdo=0.000 lp=0.900 lpr=1.500 y=-30.182 yr=0.174 el=0.500 er=0.250 ed=0.250 dl=1 dr=0 cl=0 cr=0 L=22 R=24 s1=0 s2=0 s3=0 s4=0 s5=0 s6=1 s7=0 s8=0 rx=134 txdrop=0
10226,0,0.0,0,18.0,0.0,0.0,0.0,0.5,0.004,0.0,0.9,1.5,-30.187,0.616,0.0,0.0,0.0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3434,3686,-252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,line_missing,0,0,0,0,0,0,0,0,TRK tick=10226 exp_id=0 t_ms=0 run=0 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=0.000 lt=0.000 rt=0.000 la=0.000 ra=0.000 lse=0.000 rse=0.000 lso=0.000 rso=0.000 lc=3434 rc=3686 cd=-252 cde=0.000 cdo=0.000 lp=0.900 lpr=1.500 y=-30.187 yr=0.616 el=0.000 er=0.000 ed=0.000 dl=1 dr=0 cl=0 cr=0 L=0 R=0 s1=0 s2=0 s3=0 s4=0 s5=0 s6=0 s7=0 s8=0 rx=152 txdrop=0
10803,61,315.0,1,18.0,1.8,1.244,1.244,0.5,0.004,0.0,0.9,1.5,-0.058,-0.066,10.5,11.75,-1.25,0,0,0,0,10.5,11.75,-9.256,-10.506,0.0,0.0,42,47,-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-1.5,left_bias,0,0,0,0,0,1,0,0,TRK tick=10803 exp_id=61 t_ms=315 run=1 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=1.800 lt=1.244 rt=1.244 la=10.500 ra=11.750 lse=-9.256 rse=-10.506 lso=0.000 rso=0.000 lc=42 rc=47 cd=-5 cde=0.000 cdo=0.000 lp=0.900 lpr=1.500 y=-0.058 yr=-0.066 el=10.500 er=11.750 ed=-1.250 dl=0 dr=0 cl=0 cr=0 L=0 R=0 s1=0 s2=0 s3=0 s4=0 s5=0 s6=1 s7=0 s8=0 rx=152 txdrop=0
11106,61,618.0,1,18.0,1.8,1.8,1.8,0.5,0.004,0.0,0.9,1.5,-0.042,-0.762,10.5,11.75,-1.25,0,0,0,0,10.5,11.75,-8.7,-9.95,0.0,0.0,42,47,-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-1.5,left_bias,0,0,0,0,0,1,0,0,TRK tick=11106 exp_id=61 t_ms=618 run=1 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=1.800 lt=1.800 rt=1.800 la=10.500 ra=11.750 lse=-8.700 rse=-9.950 lso=0.000 rso=0.000 lc=42 rc=47 cd=-5 cde=0.000 cdo=0.000 lp=0.900 lpr=1.500 y=-0.042 yr=-0.762 el=10.500 er=11.750 ed=-1.250 dl=0 dr=0 cl=0 cr=0 L=0 R=0 s1=0 s2=0 s3=0 s4=0 s5=0 s6=1 s7=0 s8=0 rx=152 txdrop=0
11403,61,915.0,1,18.0,1.8,1.8,1.8,0.5,0.004,0.0,0.542,0.833,-0.05,-1.407,10.5,11.75,-1.25,0,0,0,0,10.5,11.75,-8.7,-9.95,0.0,0.0,42,47,-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,-0.8333333333333334,left_bias,0,0,1,0,0,1,1,0,TRK tick=11403 exp_id=61 t_ms=915 run=1 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=1.800 lt=1.800 rt=1.800 la=10.500 ra=11.750 lse=-8.700 rse=-9.950 lso=0.000 rso=0.000 lc=42 rc=47 cd=-5 cde=0.000 cdo=0.000 lp=0.542 lpr=0.833 y=-0.050 yr=-1.407 el=10.500 er=11.750 ed=-1.250 dl=0 dr=0 cl=0 cr=0 L=0 R=0 s1=0 s2=0 s3=1 s4=0 s5=0 s6=1 s7=1 s8=0 rx=152 txdrop=0
