tick,t_s,run,el,er,ed,lc,rc,cd,yaw_deg,sensor_score,sensor_state,forward_ds,path_s,traj_x,traj_y,sensor_y_accum
82073,0.321,1,0.0,0.0,0.0,0,1,-1,0.0,0.0,line_missing,0.0,0.0,0.0,0.0,0.0
82370,0.618,1,0.25,0.0,0.25,659,615,44,6.003,1.5,right_bias,0.037125,0.037125,0.03692142212618977,0.0038825524052747327,0.0556875
82673,0.921,1,0.0,0.25,-0.25,1706,1665,41,7.496,0.0,line_missing,0.037875,0.075,0.07447274129315298,0.00882361037102065,0.0556875
82969,1.217,1,0.25,0.25,0.0,3113,3094,19,5.351,0.0,line_missing,0.074,0.149,0.14815025543657104,0.01572461824280517,0.0556875
83273,1.521,1,0.25,0.25,0.0,4738,4781,-43,2.159,0.0,line_missing,0.076,0.22499999999999998,0.2240963053398401,0.018587746617531646,0.0556875
83569,1.817,1,0.25,0.5,-0.25,6355,6466,-111,-2.569,0.0,line_missing,0.11099999999999999,0.33599999999999997,0.3349847467112579,0.013612450624564253,0.0556875
83872,2.12,1,0.5,0.25,0.25,8012,8147,-135,-4.626,0.0,line_missing,0.113625,0.44962499999999994,0.4482395999467976,0.004448453483776656,0.0556875
84169,2.417,1,0.25,0.25,0.0,9622,9835,-213,-8.688,0.0,line_missing,0.07425,0.523875,0.5216376216719922,-0.0067672902199578805,0.0556875
84471,2.719,1,0.25,0.0,0.25,11330,11623,-293,-14.098,0.0,line_missing,0.03775,0.5616249999999999,0.5582506112439324,-0.015962478886048462,0.0556875
84768,3.016,1,0.25,0.25,0.0,13034,13352,-318,-17.608,0.0,line_missing,0.07425,0.635875,0.6290218828916866,-0.03842332502682835,0.0556875
85071,3.319,1,0.25,0.0,0.25,14644,14640,4,-10.241,0.0,line_missing,0.037875,0.67375,0.6662934825109722,-0.04515708228557101,0.0556875
85368,3.616,1,0.25,0.25,0.0,16235,16091,144,8.276,0.0,line_missing,0.07425,0.748,0.739770255636469,-0.034469411301476044,0.0556875
85671,3.919,1,0.25,0.25,0.0,17615,17690,-75,7.255,0.0,line_missing,0.07575,0.82375,0.8149137960585552,-0.02490328184206029,0.0556875
85968,4.216,1,0.25,0.25,0.0,19048,19334,-286,-5.377,0.0,line_missing,0.07425,0.898,0.8888370709536292,-0.031861149962923635,0.0556875
86271,4.519,1,0.25,0.25,0.0,20593,21067,-474,-24.415,0.0,line_missing,0.07575,0.97375,0.9578131634963595,-0.0631718694937283,0.0556875
86568,4.816,1,0.25,0.5,-0.25,22224,22769,-545,-31.712,0.0,line_missing,0.111375,1.0851250000000001,1.0525599914075043,-0.12171611964501057,0.0556875
86871,5.119,1,0.25,0.25,0.0,23870,24357,-487,-29.868,0.0,line_missing,0.07575,1.160875,1.1182484993081885,-0.15943988443302926,0.0556875
87167,5.415,1,0.25,0.25,0.0,25491,25559,-68,-23.281,0.0,line_missing,0.074,1.2348750000000002,1.1862232342117813,-0.18868771195553555,0.0556875
87471,5.719,1,0.5,0.25,0.25,27127,26670,457,3.946,0.0,line_missing,0.11399999999999999,1.348875,1.2999529802403103,-0.1808426582089814,0.0556875
87767,6.015,1,0.25,0.25,0.0,28623,28110,513,42.772,0.0,line_missing,0.074,1.4228750000000001,1.354273554515848,-0.13059054173240112,0.0556875
88070,6.318,1,0.25,0.25,0.0,29947,29785,162,34.388,0.0,line_missing,0.07575,1.498625,1.4167848638652802,-0.08780738262254126,0.0556875
88367,6.615,1,0.25,0.25,0.0,31123,31454,-331,13.716,0.0,line_missing,0.07425,1.572875,1.4889174724891865,-0.0702020063666825,0.0556875
88670,6.918,1,0.25,0.25,0.0,32494,33097,-603,-18.27,0.0,line_missing,0.07575,1.648625,1.5608488963209546,-0.09394927495771319,0.0556875
88967,7.215,1,0.0,0.0,0.0,34032,34197,-165,-18.945,0.0,line_missing,0.0,1.648625,1.5608488963209546,-0.09394927495771319,0.0556875
89269,7.517,1,16.75,9.0,7.75,35751,35049,702,30.375,0.0,line_missing,3.8882499999999998,5.536875,4.915375872599103,1.8721730070792353,0.0556875
89566,7.814,1,0.25,0.25,0.0,37118,36501,617,62.361,0.0,line_missing,0.07425,5.611125,4.949820384292598,1.937950192441614,0.0556875
89868,8.116,1,0.0,0.25,-0.25,37969,38055,-86,70.042,0.0,line_missing,0.03775,5.648875,4.962705637878853,1.973433043792906,0.0556875
90165,8.413,1,0.25,0.25,0.0,39005,39753,-748,24.54,0.0,line_missing,0.07425,5.7231250000000005,5.030248749623558,2.004271178558847,0.0556875
90468,8.716,1,0.5,0.25,0.25,40423,41510,-1087,-21.134,0.0,line_missing,0.113625,5.83675,5.136231303054603,1.9633036427135502,0.0556875
90764,9.012,1,0.25,0.25,0.0,42009,42833,-824,-39.673,0.0,line_missing,0.074,5.91075,5.1931891387114595,1.9160616597186908,0.0556875
