tick,t_s,run,el,er,ed,yaw_deg,sensor_score,sensor_state,forward_ds,path_s,traj_x,traj_y,sensor_y_accum
523260,0.315,1,0.0,0.0,0.0,-0.329,-0.5,left_bias,0.0,0.0,0.0,0.0,0.0
523562,0.617,1,0.0,0.0,0.0,-7.592,-1.5,left_bias,0.0,0.0,0.0,0.0,0.0
523864,0.919,1,0.0,0.0,0.0,-15.44,0.0,line_missing,0.0,0.0,0.0,0.0,0.0
524165,1.22,1,0.0,0.0,0.0,-20.817,0.0,line_missing,0.0,0.0,0.0,0.0,0.0
524465,1.52,1,0.0,0.0,0.0,-21.183,0.0,line_missing,0.0,0.0,0.0,0.0,0.0
524765,1.82,1,0.0,0.0,0.0,-21.173,0.0,line_missing,0.0,0.0,0.0,0.0,0.0
525065,2.12,1,0.0,0.0,0.0,-21.17,0.0,line_missing,0.0,0.0,0.0,0.0,0.0
525365,2.42,1,0.0,0.0,0.0,-21.167,0.0,line_missing,0.0,0.0,0.0,0.0,0.0
525665,2.72,1,0.0,0.0,0.0,-21.151,0.0,line_missing,0.0,0.0,0.0,0.0,0.0
525965,3.02,1,0.0,0.0,0.0,-21.151,0.0,line_missing,0.0,0.0,0.0,0.0,0.0
526265,3.32,1,0.0,0.0,0.0,-21.148,0.0,line_missing,0.0,0.0,0.0,0.0,0.0
526564,3.619,1,0.0,0.0,0.0,-21.14,0.0,line_missing,0.0,0.0,0.0,0.0,0.0
526864,3.919,1,0.0,0.0,0.0,-21.14,0.0,line_missing,0.0,0.0,0.0,0.0,0.0
527164,4.219,1,0.0,0.0,0.0,-21.139,0.0,line_missing,0.0,0.0,0.0,0.0,0.0
527464,4.519,1,0.0,0.0,0.0,-21.138,0.0,line_missing,0.0,0.0,0.0,0.0,0.0
527764,4.819,1,0.0,0.0,0.0,-21.138,0.0,line_missing,0.0,0.0,0.0,0.0,0.0
