tick,exp_id,t_ms,run,ts,kp,ki,kd,lp,lpr,y,el,er,ed,L,R,sensor_count,sensor_score,sensor_state,s1,s2,s3,s4,s5,s6,s7,s8,raw_line
61494,0,0.0,0,0.0,1.5,0.0,0.12,0.0,0.0,0.042294,0.0,0.0,0.0,0.0,0.0,0,0.0,line_missing,0,0,0,0,0,0,0,0,STAT tick=61494 run=0 ts=0.000000 as=0.000000 ta=0.000000 aa=0.000000 se=0.000000 so=0.000000 ae=0.000000 ao=0.000000 pwm=0 pc=0 hd=0 y=0.042294 p=-0.726645 r=6.431359 yr=-0.000656 ax=0 ay=0 az=0 gx=0 gy=0 gz=0 who=0x85 addr=0x4A icm_ok=227 icm_fail=0 L=0 R=0 OL=0 OR=0 el=0 er=0 ed=0 dl=0 dr=0 cl=0 cr=0 skp=0.600000 ski=0.012000 skd=0.000000 akp=1.500000 aki=0.000000 akd=0.120000 ok=227 fail=0 rx=6 txdrop=0
67439,0,0.0,0,18.0,0.5,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,line_missing,0,0,0,0,0,0,0,0,STAT tick=67439 exp_id=0 t_ms=0 run=0 ts=18.000000 skp=10.000000 ski=0.250000 skd=0.000000 kp=0.500000 ki=0.004000 kd=0.000000 st=0.000000 lt=0.000000 rt=0.000000 la=0.000000 ra=0.000000 lse=0.000000 rse=0.000000 lso=0.000000 rso=0.000000 lp=0.000000 lpr=0.000000 le=0.000000 li=0.000000 lout=0.000000 diff=0.000000 y=0.000000 yr=0.000000 el=0.000 er=0.000 ed=0.000 L=0 R=0 pwm_max=60 miss=0 lost=0 s1=0 s2=0 s3=0 s4=0 s5=0 s6=0 s7=0 s8=0 rx=120 txdrop=0
67638,0,0.0,0,18.0,0.5,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,line_missing,0,0,0,0,0,0,0,0,TRK tick=67638 exp_id=0 t_ms=0 run=0 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=0.000 lt=0.000 rt=0.000 lp=0.000 lpr=0.000 y=0.000 el=0.000 er=0.000 ed=0.000 L=0 R=0 s1=0 s2=0 s3=0 s4=0 s5=0 s6=0 s7=0 s8=0 rx=134 txdrop=0
68122,23,197.0,1,18.0,0.5,0.004,0.0,0.225,0.5,0.0,0.0,0.0,0.0,26.0,26.0,1,-0.5,left_bias,0,0,0,0,1,0,0,0,TRK tick=68122 exp_id=23 t_ms=197 run=1 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=1.800 lt=0.860 rt=0.860 lp=0.225 lpr=0.500 y=0.000 el=0.000 er=0.000 ed=0.000 L=26 R=26 s1=0 s2=0 s3=0 s4=0 s5=1 s6=0 s7=0 s8=0 rx=151 txdrop=0
68320,23,396.0,1,18.0,0.5,0.004,0.0,0.225,0.5,0.0,0.167,0.167,0.0,26.0,26.0,1,-0.5,left_bias,0,0,0,0,1,0,0,0,TRK tick=68320 exp_id=23 t_ms=396 run=1 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=1.800 lt=1.093 rt=1.093 lp=0.225 lpr=0.500 y=0.000 el=0.167 er=0.167 ed=0.000 L=26 R=26 s1=0 s2=0 s3=0 s4=0 s5=1 s6=0 s7=0 s8=0 rx=151 txdrop=0
68519,23,595.0,1,18.0,0.5,0.004,0.0,0.65,1.0,0.0,0.2,0.2,0.0,26.0,26.0,2,-1.0,left_bias,0,0,0,0,1,1,0,0,TRK tick=68519 exp_id=23 t_ms=595 run=1 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=1.800 lt=1.326 rt=1.326 lp=0.650 lpr=1.000 y=0.000 el=0.200 er=0.200 ed=0.000 L=26 R=26 s1=0 s2=0 s3=0 s4=0 s5=1 s6=1 s7=0 s8=0 rx=151 txdrop=0
68718,23,794.0,1,18.0,0.5,0.004,0.0,0.9,1.5,0.0,0.2,0.2,0.0,26.0,26.0,1,-1.5,left_bias,0,0,0,0,0,1,0,0,TRK tick=68718 exp_id=23 t_ms=794 run=1 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=1.800 lt=1.559 rt=1.559 lp=0.900 lpr=1.500 y=0.000 el=0.200 er=0.200 ed=0.000 L=26 R=26 s1=0 s2=0 s3=0 s4=0 s5=0 s6=1 s7=0 s8=0 rx=151 txdrop=0
68916,23,992.0,1,18.0,0.5,0.004,0.0,2.5,2.5,0.0,0.2,0.2,0.0,24.0,24.0,1,-2.5,left_bias,0,0,0,0,0,0,1,0,TRK tick=68916 exp_id=23 t_ms=992 run=1 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=1.800 lt=1.791 rt=1.791 lp=2.500 lpr=2.500 y=0.000 el=0.200 er=0.200 ed=0.000 L=24 R=24 s1=0 s2=0 s3=0 s4=0 s5=0 s6=0 s7=1 s8=0 rx=151 txdrop=0
69116,23,1192.0,1,18.0,0.5,0.004,0.0,3.5,3.5,0.0,0.333,0.333,0.0,22.0,14.0,1,-3.5,left_bias,0,0,0,0,0,0,0,1,TRK tick=69116 exp_id=23 t_ms=1192 run=1 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=1.800 lt=1.654 rt=1.166 lp=3.500 lpr=3.500 y=0.000 el=0.333 er=0.333 ed=0.000 L=22 R=14 s1=0 s2=0 s3=0 s4=0 s5=0 s6=0 s7=0 s8=1 rx=151 txdrop=0
69316,23,1392.0,1,18.0,0.5,0.004,0.0,3.5,3.5,0.0,0.25,0.25,0.0,14.0,5.0,1,-3.5,left_bias,0,0,0,0,0,0,0,1,TRK tick=69316 exp_id=23 t_ms=1392 run=1 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=1.800 lt=1.345 rt=0.617 lp=3.500 lpr=3.500 y=0.000 el=0.250 er=0.250 ed=0.000 L=14 R=5 s1=0 s2=0 s3=0 s4=0 s5=0 s6=0 s7=0 s8=1 rx=151 txdrop=0
69515,23,1591.0,1,18.0,0.5,0.004,0.0,2.5,2.5,0.0,0.143,0.143,0.0,8.0,2.0,1,-2.5,left_bias,0,0,0,0,0,0,1,0,TRK tick=69515 exp_id=23 t_ms=1591 run=1 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=1.800 lt=1.067 rt=0.467 lp=2.500 lpr=2.500 y=0.000 el=0.143 er=0.143 ed=0.000 L=8 R=2 s1=0 s2=0 s3=0 s4=0 s5=0 s6=0 s7=1 s8=0 rx=151 txdrop=0
69715,23,1791.0,1,18.0,0.5,0.004,0.0,2.0,2.0,0.0,0.0,0.0,0.0,22.0,11.0,2,-2.0,left_bias,0,0,0,0,0,1,1,0,TRK tick=69715 exp_id=23 t_ms=1791 run=1 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=1.800 lt=1.648 rt=0.788 lp=2.000 lpr=2.000 y=0.000 el=0.000 er=0.000 ed=0.000 L=22 R=11 s1=0 s2=0 s3=0 s4=0 s5=0 s6=1 s7=1 s8=0 rx=151 txdrop=0
