tick,exp_id,t_ms,run,ts,kp,ki,kd,lp,lpr,y,el,er,ed,L,R,sensor_count,sensor_score,sensor_state,s1,s2,s3,s4,s5,s6,s7,s8,raw_line
42962,0,0.0,0,0.0,1.5,0.0,0.12,0.0,0.0,0.048903,0.0,0.0,0.0,0.0,0.0,0,0.0,line_missing,0,0,0,0,0,0,0,0,STAT tick=42962 run=0 ts=0.000000 as=0.000000 ta=0.000000 aa=0.000000 se=0.000000 so=0.000000 ae=0.000000 ao=0.000000 pwm=0 pc=0 hd=0 y=0.048903 p=-0.936052 r=5.773281 yr=0.002596 ax=0 ay=0 az=0 gx=0 gy=0 gz=0 who=0x85 addr=0x4A icm_ok=160 icm_fail=0 L=0 R=0 OL=0 OR=0 el=0 er=0 ed=0 dl=0 dr=0 cl=0 cr=0 skp=0.600000 ski=0.012000 skd=0.000000 akp=1.500000 aki=0.000000 akd=0.120000 ok=160 fail=0 rx=6 txdrop=0
48823,0,0.0,0,18.0,0.5,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,line_missing,0,0,0,0,0,0,0,0,STAT tick=48823 exp_id=0 t_ms=0 run=0 ts=18.000000 skp=10.000000 ski=0.250000 skd=0.000000 kp=0.500000 ki=0.004000 kd=0.000000 st=0.000000 lt=0.000000 rt=0.000000 la=0.000000 ra=0.000000 lse=0.000000 rse=0.000000 lso=0.000000 rso=0.000000 lp=0.000000 lpr=0.000000 le=0.000000 li=0.000000 lout=0.000000 diff=0.000000 y=0.000000 yr=0.000000 el=0 er=0 ed=0 L=0 R=0 pwm_max=60 miss=0 lost=0 s1=0 s2=0 s3=0 s4=0 s5=0 s6=0 s7=0 s8=0 rx=120 txdrop=0
49022,0,0.0,0,18.0,0.5,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,line_missing,0,0,0,0,0,0,0,0,"TRK tick=49022 exp_id=0 t_ms=0 run=0 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=0.000 lt=0.000 rt=0.000 lp=0CMD #EXP=RUN,17,5000!"
49608,17,300.0,1,18.0,0.5,0.004,0.0,0.225,0.5,-0.112,0.0,0.0,0.0,19.0,19.0,1,-0.5,left_bias,0,0,0,0,1,0,0,0,TRK tick=49608 exp_id=17 t_ms=300 run=1 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=1.800 lt=0.990 rt=0.972 lp=0.225 lpr=0.500 y=-0.112 el=0 er=0 ed=0 L=19 R=19 s1=0 s2=0 s3=0 s4=0 s5=1 s6=0 s7=0 s8=0 rx=151 txdrop=0
49923,17,615.0,1,18.0,0.5,0.004,0.0,0.225,0.5,0.226,0.0,0.0,0.0,26.0,26.0,1,-0.5,left_bias,0,0,0,0,1,0,0,0,TRK tick=49923 exp_id=17 t_ms=615 run=1 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=1.800 lt=1.359 rt=1.338 lp=0.225 lpr=0.500 y=0.226 el=0 er=0 ed=0 L=26 R=26 s1=0 s2=0 s3=0 s4=0 s5=1 s6=0 s7=0 s8=0 rx=151 txdrop=0
50227,17,919.0,1,18.0,0.5,0.004,0.0,-0.9,-1.5,7.789,0.0,0.0,0.0,34.0,36.0,1,1.5,right_bias,0,0,1,0,0,0,0,0,TRK tick=50227 exp_id=17 t_ms=919 run=1 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=1.800 lt=1.674 rt=1.736 lp=-0.900 lpr=-1.500 y=7.789 el=0 er=0 ed=0 L=34 R=36 s1=0 s2=0 s3=1 s4=0 s5=0 s6=0 s7=0 s8=0 rx=151 txdrop=0
50542,17,1234.0,0,18.0,0.5,0.004,0.0,-3.493,-3.5,12.048,0.0,0.0,0.0,0.0,0.0,0,0.0,line_missing,0,0,0,0,0,0,0,0,TRK tick=50542 exp_id=17 t_ms=1234 run=0 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=0.000 lt=0.000 rt=0.000 lp=-3.493 lpr=-3.500 y=12.048 el=0 er=0 ed=0 L=0 R=0 s1=0 s2=0 s3=0 s4=0 s5=0 s6=0 s7=0 s8=0 rx=151 txdrop=0
50739,17,1431.0,0,18.0,0.5,0.004,0.0,-3.493,-3.5,12.048,0.0,0.0,0.0,0.0,0.0,0,0.0,line_missing,0,0,0,0,0,0,0,0,TRK tick=50739 exp_id=17 t_ms=1431 run=0 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=0.000 lt=0.000 rt=0.000 lp=-3.493 lpr=-3.500 y=12.048 el=0 er=0 ed=0 L=0 R=0 s1=0 s2=0 s3=0 s4=0 s5=0 s6=0 s7=0 s8=0 rx=151 txdrop=0
50936,17,1628.0,0,18.0,0.5,0.004,0.0,-3.493,-3.5,12.048,0.0,0.0,0.0,0.0,0.0,0,0.0,line_missing,0,0,0,0,0,0,0,0,TRK tick=50936 exp_id=17 t_ms=1628 run=0 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=0.000 lt=0.000 rt=0.000 lp=-3.493 lpr=-3.500 y=12.048 el=0 er=0 ed=0 L=0 R=0 s1=0 s2=0 s3=0 s4=0 s5=0 s6=0 s7=0 s8=0 rx=151 txdrop=0
51133,17,1825.0,0,18.0,0.5,0.004,0.0,-3.493,-3.5,12.048,0.0,0.0,0.0,0.0,0.0,0,0.0,line_missing,0,0,0,0,0,0,0,0,TRK tick=51133 exp_id=17 t_ms=1825 run=0 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=0.000 lt=0.000 rt=0.000 lp=-3.493 lpr=-3.500 y=12.048 el=0 er=0 ed=0 L=0 R=0 s1=0 s2=0 s3=0 s4=0 s5=0 s6=0 s7=0 s8=0 rx=151 txdrop=0
