tick,exp_id,t_ms,run,ts,st,lt,rt,kp,ki,kd,lp,lpr,y,yr,el,er,ed,dl,dr,cl,cr,la,ra,lse,rse,lso,rso,lc,rc,cd,cde,cdi,cdo,L,R,pwm_max,miss,lost,sensor_count,sensor_score,sensor_state,s1,s2,s3,s4,s5,s6,s7,s8,raw_line
14303,0,0.0,0,0.0,0.0,0.0,0.0,1.5,0.0,0.12,0.0,0.0,0.008716,0.000467,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,line_missing,0,0,0,0,0,0,0,0,STAT tick=14303 run=0 ts=0.000000 as=0.000000 ta=0.000000 aa=0.000000 se=0.000000 so=0.000000 ae=0.000000 ao=0.000000 pwm=0 pc=0 hd=0 y=0.008716 p=-0.195585 r=5.765522 yr=0.000467 ax=0 ay=0 az=0 gx=0 gy=0 gz=0 who=0x85 addr=0x4A icm_ok=54 icm_fail=0 L=0 R=0 OL=0 OR=0 el=0 er=0 ed=0 dl=0 dr=0 cl=0 cr=0 skp=0.600000 ski=0.012000 skd=0.000000 akp=1.500000 aki=0.000000 akd=0.120000 ok=54 fail=0 rx=6 txdrop=0
20140,0,0.0,0,18.0,0.0,0.0,0.0,0.5,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0,0.0,line_missing,0,0,0,0,0,0,0,0,STAT tick=20140 exp_id=0 t_ms=0 run=0 ts=18.000000 skp=10.000000 ski=0.250000 skd=0.000000 kp=0.500000 ki=0.004000 kd=0.000000 st=0.000000 lt=0.000000 rt=0.000000 la=0.000000 ra=0.000000 lse=0.000000 rse=0.000000 lso=0.000000 rso=0.000000 lc=0 rc=0 cd=0 cde=0.000000 cdi=0.000000 cdo=0.000000 lp=0.000000 lpr=0.000000 le=0.000000 li=0.000000 lout=0.000000 diff=0.000000 y=0.000000 yr=0.000000 el=0.000 er=0.000 ed=0.000 dl=0 dr=0 cl=0 cr=0 L=0 R=0 pwm_max=72 miss=0 lost=0 s1=0 s2=0 s3=0 s4=0 s5=0 s6=0 s7=0 s8=0 rx=120 txdrop=0
20339,0,0.0,0,18.0,0.0,0.0,0.0,0.5,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,line_missing,0,0,0,0,0,0,0,0,"TRK tick=20339 exp_id=0 t_ms=0 run=0 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=0.000 lt=0.000 rt=0.000 la=0CMD #EXP=RUN,78,15000!"
20925,78,299.0,1,18.0,1.8,1.213,1.213,0.5,0.004,0.0,0.225,0.5,-0.007,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,1.213,1.213,26.0,26.0,0,0,0,0.0,0.0,0.0,26.0,26.0,0.0,0.0,0.0,1,-0.5,left_bias,0,0,0,0,1,0,0,0,TRK tick=20925 exp_id=78 t_ms=299 run=1 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=1.800 lt=1.213 rt=1.213 la=0.000 ra=0.000 lse=1.213 rse=1.213 lso=26.000 rso=26.000 lc=0 rc=0 cd=0 cde=0.000 cdo=0.000 lp=0.225 lpr=0.500 y=-0.007 yr=0.000 el=0.000 er=0.000 ed=0.000 dl=0 dr=0 cl=0 cr=0 L=26 R=26 s1=0 s2=0 s3=0 s4=0 s5=1 s6=0 s7=0 s8=0 rx=152 txdrop=0
21222,78,596.0,1,18.0,1.8,1.792,1.792,0.5,0.004,0.0,0.225,0.5,-3.628,-61.913,0.2,0.2,0.0,0,0,0,0,0.2,0.2,1.592,1.592,25.992,26.059,612,607,5,-5.0,0.0,-0.008,25.0,26.0,0.0,0.0,0.0,1,-0.5,left_bias,0,0,0,0,1,0,0,0,TRK tick=21222 exp_id=78 t_ms=596 run=1 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=1.800 lt=1.792 rt=1.792 la=0.200 ra=0.200 lse=1.592 rse=1.592 lso=25.992 rso=26.059 lc=612 rc=607 cd=5 cde=-5.000 cdo=-0.008 lp=0.225 lpr=0.500 y=-3.628 yr=-61.913 el=0.200 er=0.200 ed=0.000 dl=0 dr=0 cl=0 cr=0 L=25 R=26 s1=0 s2=0 s3=0 s4=0 s5=1 s6=0 s7=0 s8=0 rx=152 txdrop=0
21539,78,913.0,1,18.0,1.8,1.559,0.936,0.5,0.004,0.0,2.5,2.5,-11.301,-91.439,8.5,9.25,-0.75,0,0,0,0,8.5,9.25,-6.941,-8.314,15.0,6.0,1546,1664,-118,0.0,0.0,0.0,15.0,6.0,0.0,0.0,0.0,1,-2.5,left_bias,0,0,0,0,0,0,1,0,TRK tick=21539 exp_id=78 t_ms=913 run=1 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=1.800 lt=1.559 rt=0.936 la=8.500 ra=9.250 lse=-6.941 rse=-8.314 lso=15.000 rso=6.000 lc=1546 rc=1664 cd=-118 cde=0.000 cdo=0.000 lp=2.500 lpr=2.500 y=-11.301 yr=-91.439 el=8.500 er=9.250 ed=-0.750 dl=0 dr=0 cl=0 cr=0 L=15 R=6 s1=0 s2=0 s3=0 s4=0 s5=0 s6=0 s7=1 s8=0 rx=152 txdrop=0
21845,78,1219.0,1,18.0,1.8,1.171,0.511,0.5,0.004,0.0,2.5,2.5,-4.855,113.971,0.0,0.0,0.0,1,0,0,0,0.0,0.0,1.171,0.511,18.855,8.406,2154,2087,67,0.0,0.0,0.0,18.0,8.0,0.0,0.0,0.0,1,-2.5,left_bias,0,0,0,0,0,0,1,0,TRK tick=21845 exp_id=78 t_ms=1219 run=1 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=1.800 lt=1.171 rt=0.511 la=0.000 ra=0.000 lse=1.171 rse=0.511 lso=18.855 rso=8.406 lc=2154 rc=2087 cd=67 cde=0.000 cdo=0.000 lp=2.500 lpr=2.500 y=-4.855 yr=113.971 el=0.000 er=0.000 ed=0.000 dl=1 dr=0 cl=0 cr=0 L=18 R=8 s1=0 s2=0 s3=0 s4=0 s5=0 s6=0 s7=1 s8=0 rx=152 txdrop=0
22161,78,1535.0,1,18.0,1.8,1.872,1.728,0.5,0.004,0.0,0.225,0.5,8.361,146.72,0.25,0.0,0.25,0,0,0,0,0.25,0.0,1.622,1.728,26.896,26.816,2752,2353,399,0.0,0.0,0.0,26.0,26.0,0.0,0.0,0.0,1,-0.5,left_bias,0,0,0,0,1,0,0,0,TRK tick=22161 exp_id=78 t_ms=1535 run=1 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=1.800 lt=1.872 rt=1.728 la=0.250 ra=0.000 lse=1.622 rse=1.728 lso=26.896 rso=26.816 lc=2752 rc=2353 cd=399 cde=0.000 cdo=0.000 lp=0.225 lpr=0.500 y=8.361 yr=146.720 el=0.250 er=0.000 ed=0.250 dl=0 dr=0 cl=0 cr=0 L=26 R=26 s1=0 s2=0 s3=0 s4=0 s5=1 s6=0 s7=0 s8=0 rx=152 txdrop=0
22464,78,1838.0,0,18.0,0.0,0.0,0.0,0.5,0.004,0.0,0.8,0.5,26.283,160.712,0.0,0.0,0.0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3651,3094,557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,line_missing,0,0,0,0,0,0,0,0,TRK tick=22464 exp_id=78 t_ms=1838 run=0 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=0.000 lt=0.000 rt=0.000 la=0.000 ra=0.000 lse=0.000 rse=0.000 lso=0.000 rso=0.000 lc=3651 rc=3094 cd=557 cde=0.000 cdo=0.000 lp=0.800 lpr=0.500 y=26.283 yr=160.712 el=0.000 er=0.000 ed=0.000 dl=1 dr=0 cl=0 cr=0 L=0 R=0 s1=0 s2=0 s3=0 s4=0 s5=0 s6=0 s7=0 s8=0 rx=152 txdrop=0
22662,78,2036.0,0,18.0,0.0,0.0,0.0,0.5,0.004,0.0,0.8,0.5,26.283,160.712,0.0,0.0,0.0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3651,3094,557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,line_missing,0,0,0,0,0,0,0,0,TRK tick=22662 exp_id=78 t_ms=2036 run=0 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=0.000 lt=0.000 rt=0.000 la=0.000 ra=0.000 lse=0.000 rse=0.000 lso=0.000 rso=0.000 lc=3651 rc=3094 cd=557 cde=0.000 cdo=0.000 lp=0.800 lpr=0.500 y=26.283 yr=160.712 el=0.000 er=0.000 ed=0.000 dl=1 dr=0 cl=0 cr=0 L=0 R=0 s1=0 s2=0 s3=0 s4=0 s5=0 s6=0 s7=0 s8=0 rx=152 txdrop=0
