tick,t_s,run,el,er,ed,lc,rc,cd,yaw_deg,sensor_score,sensor_state,forward_ds,path_s,traj_x,traj_y,sensor_y_accum
12247,0.301,1,0.0,0.0,0.0,1,5,-4,0.0,0.0,line_missing,0.0,0.0,0.0,0.0,0.0
12543,0.597,1,0.25,0.0,0.25,577,591,-14,5.966,0.0,line_missing,0.037,0.037,0.0367995987018652,0.003845716497829889,0.0
12847,0.901,1,0.0,0.25,-0.25,1407,1521,-114,0.393,0.0,line_missing,0.038,0.075,0.0747987047961084,0.004106361924510093,0.0
13143,1.197,1,0.0,0.25,-0.25,2260,2424,-164,-3.854,0.0,line_missing,0.037,0.11199999999999999,0.1117150316443498,0.0016194336919689509,0.0
13446,1.5,1,0.25,0.0,0.25,3214,3415,-201,-6.419,0.0,line_missing,0.037875,0.14987499999999998,0.14935258948271177,-0.002614933434764057,0.0
13742,1.796,1,0.25,0.25,0.0,4117,4405,-288,-11.227,0.0,line_missing,0.074,0.223875,0.2219364896409974,-0.017022481380615923,0.0
14046,2.1,1,0.25,0.0,0.25,5004,5368,-364,-15.844,0.0,line_missing,0.038,0.26187499999999997,0.2584928169578658,-0.02739720706865125,0.0
14342,2.396,1,0.25,0.25,0.0,5901,6358,-457,-21.757,0.0,line_missing,0.074,0.335875,0.3272213732197131,-0.05482685442624756,0.0
14646,2.7,1,0.25,0.0,0.25,6833,7373,-540,-26.683,0.0,line_missing,0.038,0.37387499999999996,0.36117455047575797,-0.07189090301442264,0.0
14942,2.996,1,0.25,0.25,0.0,7567,8266,-699,-34.974,0.0,line_missing,0.074,0.44787499999999997,0.4218110562853441,-0.11430804769913738,0.0
15245,3.299,1,0.0,0.25,-0.25,8389,9229,-840,-43.611,0.0,line_missing,0.037875,0.48574999999999996,0.4492340504785005,-0.14043265323648682,0.0
15542,3.596,1,0.25,0.0,0.25,9244,10139,-895,-49.631,0.0,line_missing,0.037125,0.522875,0.47328020160096745,-0.16871777726300438,0.0
15845,3.899,1,0.0,0.25,-0.25,10131,11136,-1005,-54.715,0.0,line_missing,0.037875,0.56075,0.49515846583837686,-0.19963471726291532,0.0
16141,4.195,1,0.0,0.25,-0.25,11056,12125,-1069,-59.724,0.0,line_missing,0.037,0.59775,0.5138126049257722,-0.23158816926591663,0.0
16445,4.499,1,0.0,0.0,0.0,12051,13175,-1124,-63.313,0.0,line_missing,0.0,0.59775,0.5138126049257722,-0.23158816926591663,0.0
16740,4.794,1,0.25,0.25,0.0,12847,14165,-1318,-69.722,0.0,line_missing,0.07375,0.6715,0.539372548235775,-0.30076729760669185,0.0
