tick,exp_id,t_ms,run,ts,kp,ki,kd,lp,lpr,y,el,er,ed,L,R,sensor_count,sensor_score,sensor_state,s1,s2,s3,s4,s5,s6,s7,s8,raw_line
71084,0,0.0,0,0.0,1.5,0.0,0.12,0.0,0.0,0.041493,0.0,0.0,0.0,0.0,0.0,0,0.0,line_missing,0,0,0,0,0,0,0,0,STAT tick=71084 run=0 ts=0.000000 as=0.000000 ta=0.000000 aa=0.000000 se=0.000000 so=0.000000 ae=0.000000 ao=0.000000 pwm=0 pc=0 hd=0 y=0.041493 p=-0.907996 r=5.948077 yr=-0.000091 ax=0 ay=0 az=0 gx=0 gy=0 gz=0 who=0x85 addr=0x4A icm_ok=264 icm_fail=0 L=0 R=0 OL=0 OR=0 el=0 er=0 ed=0 dl=0 dr=0 cl=0 cr=0 skp=0.600000 ski=0.012000 skd=0.000000 akp=1.500000 aki=0.000000 akd=0.120000 ok=264 fail=0 rx=6 txdrop=0
76819,0,0.0,0,18.0,0.5,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,line_missing,0,0,0,0,0,0,0,0,STAT tick=76819 exp_id=0 t_ms=0 run=0 ts=18.000000 skp=10.000000 ski=0.250000 skd=0.000000 kp=0.500000 ki=0.004000 kd=0.000000 st=0.000000 lt=0.000000 rt=0.000000 la=0.000000 ra=0.000000 lse=0.000000 rse=0.000000 lso=0.000000 rso=0.000000 lp=0.000000 lpr=0.000000 le=0.000000 li=0.000000 lout=0.000000 diff=0.000000 y=0.000000 yr=0.000000 el=0 er=0 ed=0 L=0 R=0 pwm_max=60 miss=0 lost=0 s1=0 s2=0 s3=0 s4=0 s5=0 s6=0 s7=0 s8=0 rx=120 txdrop=0
77017,0,0.0,0,18.0,0.5,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,line_missing,0,0,0,0,0,0,0,0,"TRK tick=77017 exp_id=0 t_ms=0 run=0 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=0.000 lt=0.000 rt=0.000 lp=0CMD #EXP=RUN,16,5000!"
77610,16,307.0,1,18.0,0.5,0.004,0.0,0.225,0.5,0.182,0.0,0.0,0.0,26.0,20.0,1,-0.5,left_bias,0,0,0,0,1,0,0,0,TRK tick=77610 exp_id=16 t_ms=307 run=1 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=1.800 lt=1.363 rt=1.084 lp=0.225 lpr=0.500 y=0.182 el=0 er=0 ed=0 L=26 R=20 s1=0 s2=0 s3=0 s4=0 s5=1 s6=0 s7=0 s8=0 rx=151 txdrop=0
77914,16,611.0,1,18.0,0.5,0.004,0.0,-1.05,-1.5,7.607,0.0,0.0,0.0,16.0,31.0,1,1.5,right_bias,0,0,1,0,0,0,0,0,TRK tick=77914 exp_id=16 t_ms=611 run=1 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=1.800 lt=0.759 rt=1.472 lp=-1.050 lpr=-1.500 y=7.607 el=0 er=0 ed=0 L=16 R=31 s1=0 s2=0 s3=1 s4=0 s5=0 s6=0 s7=0 s8=0 rx=151 txdrop=0
78210,16,907.0,1,18.0,0.5,0.004,0.0,-1.05,-1.5,7.468,0.0,0.0,0.0,16.0,32.0,1,1.5,right_bias,0,0,1,0,0,0,0,0,TRK tick=78210 exp_id=16 t_ms=907 run=1 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=1.800 lt=0.759 rt=1.472 lp=-1.050 lpr=-1.500 y=7.468 el=0 er=0 ed=0 L=16 R=32 s1=0 s2=0 s3=1 s4=0 s5=0 s6=0 s7=0 s8=0 rx=151 txdrop=0
78513,16,1210.0,1,18.0,0.5,0.004,0.0,1.05,1.5,-1.007,0.0,0.0,0.0,31.0,17.0,1,-1.5,left_bias,0,0,0,0,0,1,0,0,TRK tick=78513 exp_id=16 t_ms=1210 run=1 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=1.800 lt=1.472 rt=0.759 lp=1.050 lpr=1.500 y=-1.007 el=0 er=0 ed=0 L=31 R=17 s1=0 s2=0 s3=0 s4=0 s5=0 s6=1 s7=0 s8=0 rx=151 txdrop=0
78827,16,1524.0,1,18.0,0.5,0.004,0.0,3.5,3.5,-12.394,0.0,0.0,0.0,13.0,5.0,1,-3.5,left_bias,0,0,0,0,0,0,0,1,TRK tick=78827 exp_id=16 t_ms=1524 run=1 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=1.800 lt=0.672 rt=0.263 lp=3.500 lpr=3.500 y=-12.394 el=0 er=0 ed=0 L=13 R=5 s1=0 s2=0 s3=0 s4=0 s5=0 s6=0 s7=0 s8=1 rx=151 txdrop=0
79131,16,1828.0,1,18.0,0.5,0.004,0.0,2.5,2.5,1.186,0.0,0.0,0.0,18.0,7.0,1,-2.5,left_bias,0,0,0,0,0,0,1,0,TRK tick=79131 exp_id=16 t_ms=1828 run=1 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=1.800 lt=0.849 rt=0.367 lp=2.500 lpr=2.500 y=1.186 el=0 er=0 ed=0 L=18 R=7 s1=0 s2=0 s3=0 s4=0 s5=0 s6=0 s7=1 s8=0 rx=151 txdrop=0
79446,16,2143.0,1,18.0,0.5,0.004,0.0,1.05,1.5,12.418,11.0,4.0,7.0,0.0,0.0,1,-1.5,left_bias,0,0,0,0,0,1,0,0,TRK tick=79446 exp_id=16 t_ms=2143 run=1 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=1.800 lt=1.472 rt=0.759 lp=1.050 lpr=1.500 y=12.418 el=11 er=4 ed=7 L=0 R=0 s1=0 s2=0 s3=0 s4=0 s5=0 s6=1 s7=0 s8=0 rx=151 txdrop=0
