tick,t_s,run,el,er,ed,lc,rc,cd,yaw_deg,sensor_score,sensor_state,forward_ds,path_s,traj_x,traj_y,sensor_y_accum
12262,0.306,1,0.0,0.0,0.0,0,0,0,0.007,3.5,right_bias,0.0,0.0,0.0,0.0,0.0
12566,0.61,1,0.0,0.25,-0.25,567,655,-88,-2.762,0.0,line_missing,0.038,0.038,0.03795585601035934,-0.0018311183798073965,0.0
12862,0.906,1,0.25,0.0,0.25,1413,1610,-197,-9.42,0.0,line_missing,0.037,0.075,0.0744569143398714,-0.00788692062439549,0.0
13166,1.21,1,0.0,0.0,0.0,2265,2615,-350,-17.551,0.0,line_missing,0.0,0.075,0.0744569143398714,-0.00788692062439549,0.0
13462,1.506,1,0.25,0.25,0.0,3172,3676,-504,-25.417,0.0,line_missing,0.074,0.149,0.14129430526589618,-0.039647952947066294,0.0
13766,1.81,1,0.0,0.0,0.0,4085,4753,-668,-36.69,0.0,line_missing,0.0,0.149,0.14129430526589618,-0.039647952947066294,0.0
14062,2.106,1,0.0,0.25,-0.25,4983,5874,-891,-49.48,0.0,line_missing,0.037,0.186,0.16533370256488408,-0.06777458405534893,0.0
14366,2.409,1,0.0,0.25,-0.25,5345,6959,-1614,-59.789,0.0,line_missing,0.038,0.224,0.18445476548083295,-0.1006133561542616,0.0
14662,2.706,1,0.0,0.25,-0.25,5392,8016,-2624,-102.765,0.0,line_missing,0.037,0.261,0.17627951293615413,-0.13669888297362123,0.0
14964,3.008,1,0.0,18.5,-18.5,5392,9739,-4347,-154.785,0.0,line_missing,2.7935,3.0545,-2.3510433835354565,-1.3267750263234275,0.0
15266,3.31,1,0.0,0.5,-0.5,5391,11646,-6255,151.035,0.0,line_missing,0.0755,3.13,-2.4170995186801107,-1.2902122445672324,0.0
15551,3.595,1,0.0,0.5,-0.5,5365,13540,-8175,-160.185,0.0,line_missing,0.07125,3.20125,-2.4841309526224884,-1.3143648710005758,0.0
15846,3.89,1,0.0,0.5,-0.5,5320,15503,-10183,-167.857,0.0,line_missing,0.07375,3.275,-2.5562308439003156,-1.3298783547397461,0.0
16143,4.187,1,0.0,0.5,-0.5,5319,17361,-12042,141.203,0.0,line_missing,0.07425,3.34925,-2.614099123777894,-1.2833560516582108,0.0
16445,4.489,1,0.0,0.5,-0.5,5259,19369,-14110,-169.657,0.0,line_missing,0.0755,3.42475,-2.6883722919117226,-1.2969113640988756,0.0
16741,4.785,1,0.0,0.25,-0.25,5261,21130,-15869,173.009,0.0,line_missing,0.037,3.46175,-2.7250972073674746,-1.292407967073533,0.0
