tick,exp_id,t_ms,run,ts,st,lt,rt,kp,ki,kd,lp,lpr,y,yr,el,er,ed,dl,dr,cl,cr,la,ra,lse,rse,lso,rso,lc,rc,cd,cde,cdi,cdo,L,R,pwm_max,miss,lost,sensor_count,sensor_score,sensor_state,s1,s2,s3,s4,s5,s6,s7,s8,raw_line
90853,0,0.0,0,0.0,0.0,0.0,0.0,1.5,0.0,0.12,0.0,0.0,1.284138,-9e-05,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,line_missing,0,0,0,0,0,0,0,0,STAT tick=90853 run=0 ts=0.000000 as=0.000000 ta=0.000000 aa=0.000000 se=0.000000 so=0.000000 ae=0.000000 ao=0.000000 pwm=0 pc=0 hd=0 y=1.284138 p=-0.475621 r=4.871850 yr=-0.000090 ax=0 ay=0 az=0 gx=0 gy=0 gz=0 who=0x85 addr=0x4A icm_ok=339 icm_fail=0 L=0 R=0 OL=0 OR=0 el=0 er=0 ed=0 dl=0 dr=0 cl=0 cr=0 skp=0.600000 ski=0.012000 skd=0.000000 akp=1.500000 aki=0.000000 akd=0.120000 ok=336 fail=0 rx=39 txdrop=0
96725,0,0.0,0,18.0,0.0,0.0,0.0,0.5,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0,0.0,line_missing,0,0,0,0,0,0,0,0,STAT tick=96725 exp_id=0 t_ms=0 run=0 ts=18.000000 skp=10.000000 ski=0.250000 skd=0.000000 kp=0.500000 ki=0.004000 kd=0.000000 st=0.000000 lt=0.000000 rt=0.000000 la=0.000000 ra=0.000000 lse=0.000000 rse=0.000000 lso=0.000000 rso=0.000000 lc=0 rc=0 cd=0 cde=0.000000 cdi=0.000000 cdo=0.000000 lp=0.000000 lpr=0.000000 le=0.000000 li=0.000000 lout=0.000000 diff=0.000000 y=0.000000 yr=0.000000 el=0.000 er=0.000 ed=0.000 dl=0 dr=0 cl=0 cr=0 L=0 R=0 pwm_max=72 miss=0 lost=0 s1=0 s2=0 s3=0 s4=0 s5=0 s6=0 s7=0 s8=0 rx=153 txdrop=0
96924,0,0.0,0,18.0,0.0,0.0,0.0,0.5,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,line_missing,0,0,0,0,0,0,0,0,"TRK tick=96924 exp_id=0 t_ms=0 run=0 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=0.000 lt=0.000 rt=0.000 la=0CMD #EXP=RUN,62,15000!"
97521,62,310.0,1,18.0,1.8,1.235,1.235,0.5,0.004,0.0,0.225,0.5,-0.008,-0.001,0.167,0.133,0.033,0,0,0,0,0.167,0.133,1.068,1.101,26.0,26.0,5,4,1,0.0,0.0,0.0,26.0,26.0,0.0,0.0,0.0,1,-0.5,left_bias,0,0,0,0,1,0,0,0,TRK tick=97521 exp_id=62 t_ms=310 run=1 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=1.800 lt=1.235 rt=1.235 la=0.167 ra=0.133 lse=1.068 rse=1.101 lso=26.000 rso=26.000 lc=5 rc=4 cd=1 cde=0.000 cdo=0.000 lp=0.225 lpr=0.500 y=-0.008 yr=-0.001 el=0.167 er=0.133 ed=0.033 dl=0 dr=0 cl=0 cr=0 L=26 R=26 s1=0 s2=0 s3=0 s4=0 s5=1 s6=0 s7=0 s8=0 rx=185 txdrop=0
97825,62,614.0,1,18.0,1.8,1.8,1.8,0.5,0.004,0.0,0.225,0.5,4.658,67.834,0.222,0.222,0.0,0,0,0,0,0.222,0.222,1.578,1.578,26.0,26.0,759,679,80,0.0,0.0,0.0,26.0,26.0,0.0,0.0,0.0,0,0.0,line_missing,0,0,0,0,0,0,0,0,TRK tick=97825 exp_id=62 t_ms=614 run=1 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=1.800 lt=1.800 rt=1.800 la=0.222 ra=0.222 lse=1.578 rse=1.578 lso=26.000 rso=26.000 lc=759 rc=679 cd=80 cde=0.000 cdo=0.000 lp=0.225 lpr=0.500 y=4.658 yr=67.834 el=0.222 er=0.222 ed=0.000 dl=0 dr=0 cl=0 cr=0 L=26 R=26 s1=0 s2=0 s3=0 s4=0 s5=0 s6=0 s7=0 s8=0 rx=185 txdrop=0
98128,62,917.0,1,18.0,1.8,1.8,1.8,0.5,0.004,0.0,-2.5,-2.5,8.344,44.639,0.143,0.143,0.0,0,1,0,0,0.143,0.143,1.657,1.657,14.0,14.0,1805,1673,132,0.0,0.0,0.0,14.0,14.0,0.0,0.0,0.0,1,2.5,right_bias,0,1,0,0,0,0,0,0,TRK tick=98128 exp_id=62 t_ms=917 run=1 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=1.800 lt=1.800 rt=1.800 la=0.143 ra=0.143 lse=1.657 rse=1.657 lso=14.000 rso=14.000 lc=1805 rc=1673 cd=132 cde=0.000 cdo=0.000 lp=-2.500 lpr=-2.500 y=8.344 yr=44.639 el=0.143 er=0.143 ed=0.000 dl=0 dr=1 cl=0 cr=0 L=14 R=14 s1=0 s2=1 s3=0 s4=0 s5=0 s6=0 s7=0 s8=0 rx=185 txdrop=0
98426,62,1215.0,1,18.0,1.8,1.054,1.617,0.5,0.004,0.0,-3.5,-3.5,8.88,12.079,0.0,0.0,0.0,0,0,0,0,0.0,0.0,1.054,1.617,16.612,25.178,2425,2283,142,0.0,0.0,0.0,16.0,25.0,0.0,0.0,0.0,1,3.5,right_bias,1,0,0,0,0,0,0,0,TRK tick=98426 exp_id=62 t_ms=1215 run=1 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=1.800 lt=1.054 rt=1.617 la=0.000 ra=0.000 lse=1.054 rse=1.617 lso=16.612 rso=25.178 lc=2425 rc=2283 cd=142 cde=0.000 cdo=0.000 lp=-3.500 lpr=-3.500 y=8.880 yr=12.079 el=0.000 er=0.000 ed=0.000 dl=0 dr=0 cl=0 cr=0 L=16 R=25 s1=1 s2=0 s3=0 s4=0 s5=0 s6=0 s7=0 s8=0 rx=185 txdrop=0
98742,62,1531.0,1,18.0,1.8,0.51,1.148,0.5,0.004,0.0,-3.5,-3.5,-0.001,-136.796,0.0,0.5,-0.5,1,0,0,0,0.0,0.5,0.51,0.648,8.263,13.049,3034,3086,-52,0.0,0.0,0.0,8.0,13.0,0.0,0.0,0.0,1,3.5,right_bias,1,0,0,0,0,0,0,0,TRK tick=98742 exp_id=62 t_ms=1531 run=1 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=1.800 lt=0.510 rt=1.148 la=0.000 ra=0.500 lse=0.510 rse=0.648 lso=8.263 rso=13.049 lc=3034 rc=3086 cd=-52 cde=0.000 cdo=0.000 lp=-3.500 lpr=-3.500 y=-0.001 yr=-136.796 el=0.000 er=0.500 ed=-0.500 dl=1 dr=0 cl=0 cr=0 L=8 R=13 s1=1 s2=0 s3=0 s4=0 s5=0 s6=0 s7=0 s8=0 rx=185 txdrop=0
99048,62,1837.0,1,18.0,1.8,1.691,1.909,0.5,0.004,0.0,-0.9,-1.5,-9.471,-155.81,0.0,0.0,0.0,0,0,0,0,0.0,0.0,1.691,1.909,26.366,30.03,3400,3683,-283,0.0,0.0,0.0,26.0,30.0,0.0,0.0,0.0,1,1.5,right_bias,0,0,1,0,0,0,0,0,TRK tick=99048 exp_id=62 t_ms=1837 run=1 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=1.800 lt=1.691 rt=1.909 la=0.000 ra=0.000 lse=1.691 rse=1.909 lso=26.366 rso=30.030 lc=3400 rc=3683 cd=-283 cde=0.000 cdo=0.000 lp=-0.900 lpr=-1.500 y=-9.471 yr=-155.810 el=0.000 er=0.000 ed=0.000 dl=0 dr=0 cl=0 cr=0 L=26 R=30 s1=0 s2=0 s3=1 s4=0 s5=0 s6=0 s7=0 s8=0 rx=185 txdrop=0
99346,62,2135.0,1,18.0,1.8,1.103,0.446,0.5,0.004,0.0,3.0,3.0,-21.159,-136.117,0.25,0.25,0.0,0,1,0,0,0.25,0.25,0.853,0.196,15.203,5.316,4083,4610,-527,0.0,0.0,0.0,15.0,5.0,0.0,0.0,0.0,2,-3.0,left_bias,0,0,0,0,0,0,1,1,TRK tick=99346 exp_id=62 t_ms=2135 run=1 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=1.800 lt=1.103 rt=0.446 la=0.250 ra=0.250 lse=0.853 rse=0.196 lso=15.203 rso=5.316 lc=4083 rc=4610 cd=-527 cde=0.000 cdo=0.000 lp=3.000 lpr=3.000 y=-21.159 yr=-136.117 el=0.250 er=0.250 ed=0.000 dl=0 dr=1 cl=0 cr=0 L=15 R=5 s1=0 s2=0 s3=0 s4=0 s5=0 s6=0 s7=1 s8=1 rx=185 txdrop=0
