tick,t_s,run,el,er,ed,lc,rc,cd,yaw_deg,sensor_score,sensor_state,forward_ds,path_s,traj_x,traj_y,sensor_y_accum
14486,0.3,1,0.019,0.0,0.019,1,0,1,0.008,0.5,right_bias,0.0,0.0,0.0,0.0,0.0
14783,0.596,1,2.009,1.866,0.143,594,532,62,0.249,0.5,right_bias,0.5754374999999999,0.5754374999999999,0.5754320659840269,0.002500768602749779,0.28771874999999997
15086,0.9,1,2.167,1.975,0.193,1468,1289,179,7.503,-1.5,left_bias,0.6275129999999999,1.2029504999999998,1.1975723157921334,0.08444022636094194,-0.6535507499999997
15382,1.196,1,1.653,2.59,-0.936,2164,2244,-80,-2.567,0.5,right_bias,0.627964,1.8309144999999998,1.824906173574274,0.056315216562243614,-0.33956874999999975
15685,1.499,1,2.223,2.021,0.203,2980,3115,-135,-12.505,2.5,right_bias,0.6429659999999999,2.4738805,2.4526191654079312,-0.0829028750754415,1.26784625
15981,1.795,1,2.657,1.662,0.994,3963,3798,165,-5.954,1.5,right_bias,0.639212,3.1130925,3.0883829335051693,-0.1492083206949471,2.22666425
16284,2.098,1,2.492,1.677,0.816,5028,4430,598,14.611,-3.5,left_bias,0.6316035000000001,3.7446960000000002,3.6995608555792665,0.01011690888731015,0.01605199999999929
16569,2.383,1,1.886,2.294,-0.408,5735,5290,445,29.838,0.0,line_missing,0.5956499999999999,4.340346,4.216248904629224,0.3064821944201272,0.01605199999999929
16865,2.679,1,1.525,2.816,-1.29,6334,6374,-40,18.155,0.0,line_missing,0.6424679999999998,4.982814,4.826732962443911,0.5066679735806703,0.01605199999999929
17162,2.976,1,1.394,2.914,-1.521,6888,7494,-606,-11.982,-1.5,left_bias,0.6397379999999999,5.622552000000001,5.452532907374174,0.37385555861399566,-0.9435550000000006
17465,3.279,1,1.359,2.881,-1.521,7433,8642,-1209,-61.122,0.0,line_missing,0.64236,6.264912000000001,5.7627582241604065,-0.1886269943819896,-0.9435550000000006
17761,3.575,1,1.329,2.897,-1.567,7957,9765,-1808,-90.057,0.0,line_missing,0.625448,6.890360000000001,5.762136005029741,-0.8140746848784478,-0.9435550000000006
