tick,t_s,run,el,er,ed,yaw_deg,sensor_score,sensor_state,forward_ds,path_s,traj_x,traj_y,sensor_y_accum
101018,0.307,1,0.0,0.0,0.0,0.127,-0.5,left_bias,0.0,0.0,0.0,0.0,0.0
101323,0.612,1,0.0,0.0,0.0,1.353,-0.5,left_bias,0.0,0.0,0.0,0.0,0.0
101638,0.927,1,0.0,0.0,0.0,3.995,1.5,right_bias,0.0,0.0,0.0,0.0,0.0
101942,1.231,1,0.0,0.0,0.0,1.924,1.5,right_bias,0.0,0.0,0.0,0.0,0.0
102257,1.546,1,0.0,0.0,0.0,-4.279,1.5,right_bias,0.0,0.0,0.0,0.0,0.0
102561,1.85,1,0.0,1.0,-1.0,-9.628,-0.5,left_bias,0.152,0.152,0.1498589919542716,-0.025422087452637687,-0.076
102877,2.166,1,0.0,0.0,0.0,-12.368,-1.5,left_bias,0.0,0.152,0.1498589919542716,-0.025422087452637687,-0.076
103182,2.471,1,0.0,0.0,0.0,-14.092,-3.5,left_bias,0.0,0.152,0.1498589919542716,-0.025422087452637687,-0.076
103497,2.786,1,0.0,0.0,0.0,-9.315,-3.5,left_bias,0.0,0.152,0.1498589919542716,-0.025422087452637687,-0.076
103801,3.09,1,0.0,0.0,0.0,-4.617,-3.5,left_bias,0.0,0.152,0.1498589919542716,-0.025422087452637687,-0.076
104116,3.405,1,0.0,0.0,0.0,2.915,-2.5,left_bias,0.0,0.152,0.1498589919542716,-0.025422087452637687,-0.076
104421,3.71,1,0.0,0.0,0.0,8.979,-2.5,left_bias,0.0,0.152,0.1498589919542716,-0.025422087452637687,-0.076
104736,4.025,1,0.0,0.0,0.0,16.728,-1.5,left_bias,0.0,0.152,0.1498589919542716,-0.025422087452637687,-0.076
105041,4.33,1,0.0,0.0,0.0,24.612,3.5,right_bias,0.0,0.152,0.1498589919542716,-0.025422087452637687,-0.076
