tick,exp_id,t_ms,run,ts,st,lt,rt,kp,ki,kd,lp,lpr,y,yr,el,er,ed,dl,dr,cl,cr,la,ra,lse,rse,lso,rso,lc,rc,cd,cde,cdi,cdo,L,R,pwm_max,miss,lost,sensor_count,sensor_score,sensor_state,s1,s2,s3,s4,s5,s6,s7,s8,raw_line
24081,0,0.0,0,0.0,0.0,0.0,0.0,1.5,0.0,0.12,0.0,0.0,0.00589,0.008852,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,line_missing,0,0,0,0,0,0,0,0,STAT tick=24081 run=0 ts=0.000000 as=0.000000 ta=0.000000 aa=0.000000 se=0.000000 so=0.000000 ae=0.000000 ao=0.000000 pwm=0 pc=0 hd=0 y=0.005890 p=0.202197 r=5.905607 yr=0.008852 ax=0 ay=0 az=0 gx=0 gy=0 gz=0 who=0x85 addr=0x4A icm_ok=89 icm_fail=0 L=0 R=0 OL=0 OR=0 el=0 er=0 ed=0 dl=0 dr=0 cl=0 cr=0 skp=0.600000 ski=0.012000 skd=0.000000 akp=1.500000 aki=0.000000 akd=0.120000 ok=89 fail=0 rx=6 txdrop=0
29836,0,0.0,0,14.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0,0.0,line_missing,0,0,0,0,0,0,0,0,STAT tick=29836 exp_id=0 t_ms=0 run=0 ts=14.000000 skp=10.000000 ski=0.250000 skd=0.000000 kp=0.250000 ki=0.000000 kd=0.000000 st=0.000000 lt=0.000000 rt=0.000000 la=0.000000 ra=0.000000 lse=0.000000 rse=0.000000 lso=0.000000 rso=0.000000 lc=0 rc=0 cd=0 cde=0.000000 cdi=0.000000 cdo=0.000000 lp=0.000000 lpr=0.000000 le=0.000000 li=0.000000 lout=0.000000 diff=0.000000 y=0.000000 yr=0.000000 el=0.000 er=0.000 ed=0.000 dl=0 dr=0 cl=0 cr=0 L=0 R=0 pwm_max=72 miss=0 lost=0 s1=0 s2=0 s3=0 s4=0 s5=0 s6=0 s7=0 s8=0 rx=119 txdrop=0
30035,0,0.0,0,14.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,line_missing,0,0,0,0,0,0,0,0,"TRK tick=30035 exp_id=0 t_ms=0 run=0 ts=14.000 kp=0.250 ki=0.000 kd=0.000 st=0.000 lt=0.000 rt=0.000 la=0CMD #EXP=RUN,87,15000!"
30634,87,312.0,1,14.0,1.4,1.088,0.838,0.25,0.0,0.0,0.5,0.5,0.056,1.103,1.0,1.5,-0.5,0,0,0,0,1.0,1.5,0.088,-0.662,13.058,10.058,6,6,0,0.0,0.0,0.0,13.0,10.0,0.0,0.0,0.0,1,-0.5,left_bias,0,0,0,0,1,0,0,0,TRK tick=30634 exp_id=87 t_ms=312 run=1 ts=14.000 kp=0.250 ki=0.000 kd=0.000 st=1.400 lt=1.088 rt=0.838 la=1.000 ra=1.500 lse=0.088 rse=-0.662 lso=13.058 rso=10.058 lc=6 rc=6 cd=0 cde=0.000 cdo=0.000 lp=0.500 lpr=0.500 y=0.056 yr=1.103 el=1.000 er=1.500 ed=-0.500 dl=0 dr=0 cl=0 cr=0 L=13 R=10 s1=0 s2=0 s3=0 s4=0 s5=1 s6=0 s7=0 s8=0 rx=151 txdrop=0
30938,87,616.0,1,14.0,1.4,1.6,1.2,0.25,0.0,0.0,0.8,0.5,7.238,123.095,0.0,0.25,-0.25,0,0,0,0,0.0,0.25,1.6,0.95,28.5,23.5,334,205,129,0.0,0.0,0.0,28.0,23.0,0.0,0.0,0.0,0,0.0,line_missing,0,0,0,0,0,0,0,0,TRK tick=30938 exp_id=87 t_ms=616 run=1 ts=14.000 kp=0.250 ki=0.000 kd=0.000 st=1.400 lt=1.600 rt=1.200 la=0.000 ra=0.250 lse=1.600 rse=0.950 lso=28.500 rso=23.500 lc=334 rc=205 cd=129 cde=0.000 cdo=0.000 lp=0.800 lpr=0.500 y=7.238 yr=123.095 el=0.000 er=0.250 ed=-0.250 dl=0 dr=0 cl=0 cr=0 L=28 R=23 s1=0 s2=0 s3=0 s4=0 s5=0 s6=0 s7=0 s8=0 rx=151 txdrop=0
31241,87,919.0,1,14.0,1.4,0.6,1.8,0.25,0.0,0.0,-3.5,-3.5,15.651,146.332,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.6,1.8,7.2,21.6,1189,827,362,0.0,0.0,0.0,7.0,21.0,0.0,0.0,0.0,1,3.5,right_bias,1,0,0,0,0,0,0,0,TRK tick=31241 exp_id=87 t_ms=919 run=1 ts=14.000 kp=0.250 ki=0.000 kd=0.000 st=1.400 lt=0.600 rt=1.800 la=0.000 ra=0.000 lse=0.600 rse=1.800 lso=7.200 rso=21.600 lc=1189 rc=827 cd=362 cde=0.000 cdo=0.000 lp=-3.500 lpr=-3.500 y=15.651 yr=146.332 el=0.000 er=0.000 ed=0.000 dl=0 dr=0 cl=0 cr=0 L=7 R=21 s1=1 s2=0 s3=0 s4=0 s5=0 s6=0 s7=0 s8=0 rx=151 txdrop=0
31555,87,1233.0,1,14.0,1.4,0.6,1.8,0.25,0.0,0.0,-3.5,-3.5,14.255,-101.602,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.6,1.8,7.2,21.6,1616,1570,46,0.0,0.0,0.0,7.0,21.0,0.0,0.0,0.0,0,0.0,line_missing,0,0,0,0,0,0,0,0,TRK tick=31555 exp_id=87 t_ms=1233 run=1 ts=14.000 kp=0.250 ki=0.000 kd=0.000 st=1.400 lt=0.600 rt=1.800 la=0.000 ra=0.000 lse=0.600 rse=1.800 lso=7.200 rso=21.600 lc=1616 rc=1570 cd=46 cde=0.000 cdo=0.000 lp=-3.500 lpr=-3.500 y=14.255 yr=-101.602 el=0.000 er=0.000 ed=0.000 dl=0 dr=0 cl=0 cr=0 L=7 R=21 s1=0 s2=0 s3=0 s4=0 s5=0 s6=0 s7=0 s8=0 rx=151 txdrop=0
31859,87,1537.0,1,14.0,1.4,1.525,1.275,0.25,0.0,0.0,0.5,0.5,-4.207,-152.87,0.0,0.25,-0.25,0,0,0,0,0.0,0.25,1.525,1.025,18.3,15.3,1865,2369,-504,0.0,0.0,0.0,18.0,15.0,0.0,0.0,0.0,1,-0.5,left_bias,0,0,0,0,1,0,0,0,TRK tick=31859 exp_id=87 t_ms=1537 run=1 ts=14.000 kp=0.250 ki=0.000 kd=0.000 st=1.400 lt=1.525 rt=1.275 la=0.000 ra=0.250 lse=1.525 rse=1.025 lso=18.300 rso=15.300 lc=1865 rc=2369 cd=-504 cde=0.000 cdo=0.000 lp=0.500 lpr=0.500 y=-4.207 yr=-152.870 el=0.000 er=0.250 ed=-0.250 dl=0 dr=0 cl=0 cr=0 L=18 R=15 s1=0 s2=0 s3=0 s4=0 s5=1 s6=0 s7=0 s8=0 rx=151 txdrop=0
32173,87,1851.0,1,14.0,1.4,1.6,1.2,0.25,0.0,0.0,0.8,0.5,-41.683,-62.433,0.0,0.0,0.0,0,0,0,0,0.0,0.0,1.6,1.2,19.2,14.4,2366,3068,-702,0.0,0.0,0.0,19.0,14.0,0.0,0.0,0.0,0,0.0,line_missing,0,0,0,0,0,0,0,0,TRK tick=32173 exp_id=87 t_ms=1851 run=1 ts=14.000 kp=0.250 ki=0.000 kd=0.000 st=1.400 lt=1.600 rt=1.200 la=0.000 ra=0.000 lse=1.600 rse=1.200 lso=19.200 rso=14.400 lc=2366 rc=3068 cd=-702 cde=0.000 cdo=0.000 lp=0.800 lpr=0.500 y=-41.683 yr=-62.433 el=0.000 er=0.000 ed=0.000 dl=0 dr=0 cl=0 cr=0 L=19 R=14 s1=0 s2=0 s3=0 s4=0 s5=0 s6=0 s7=0 s8=0 rx=151 txdrop=0
32477,87,2155.0,1,14.0,1.4,1.6,1.2,0.25,0.0,0.0,0.8,0.5,-40.346,14.492,0.25,0.0,0.25,0,0,0,0,0.25,0.0,1.35,1.2,19.2,14.4,3008,3670,-662,0.0,0.0,0.0,19.0,14.0,0.0,0.0,0.0,0,0.0,line_missing,0,0,0,0,0,0,0,0,TRK tick=32477 exp_id=87 t_ms=2155 run=1 ts=14.000 kp=0.250 ki=0.000 kd=0.000 st=1.400 lt=1.600 rt=1.200 la=0.250 ra=0.000 lse=1.350 rse=1.200 lso=19.200 rso=14.400 lc=3008 rc=3670 cd=-662 cde=0.000 cdo=0.000 lp=0.800 lpr=0.500 y=-40.346 yr=14.492 el=0.250 er=0.000 ed=0.250 dl=0 dr=0 cl=0 cr=0 L=19 R=14 s1=0 s2=0 s3=0 s4=0 s5=0 s6=0 s7=0 s8=0 rx=151 txdrop=0
