tick,exp_id,t_ms,run,ts,kp,ki,kd,lp,lpr,y,el,er,ed,L,R,sensor_count,sensor_score,sensor_state,s1,s2,s3,s4,s5,s6,s7,s8,raw_line
1090123,2,0.0,0,26.0,0.5,0.004,0.0,3.316988,3.5,-21.138073,0.0,0.0,0.0,0.0,0.0,0,0.0,line_missing,0,0,0,0,0,0,0,0,STAT tick=1090123 exp_id=2 t_ms=0 run=0 ts=26.000000 kp=0.500000 ki=0.004000 kd=0.000000 lp=3.316988 lpr=3.500000 le=0.000000 li=0.000000 lout=0.000000 y=-21.138073 yr=0.002707 el=0 er=0 ed=0 L=0 R=0 pwm_max=72 miss=0 lost=0 s1=0 s2=0 s3=0 s4=0 s5=0 s6=0 s7=0 s8=0 rx=207 txdrop=0
1093841,2,0.0,0,26.0,0.5,0.004,0.0,3.316988,3.5,-21.138073,0.0,0.0,0.0,0.0,0.0,0,0.0,line_missing,0,0,0,0,0,0,0,0,STAT tick=1093841 exp_id=2 t_ms=0 run=0 ts=26.000000 kp=0.500000 ki=0.004000 kd=0.000000 lp=3.316988 lpr=3.500000 le=0.000000 li=0.000000 lout=0.000000 y=-21.138073 yr=0.002707 el=0 er=0 ed=0 L=0 R=0 pwm_max=72 miss=0 lost=0 s1=0 s2=0 s3=0 s4=0 s5=0 s6=0 s7=0 s8=0 rx=213 txdrop=0
1097559,2,0.0,0,26.0,0.5,0.004,0.0,3.316988,3.5,-21.138073,0.0,0.0,0.0,0.0,0.0,0,0.0,line_missing,0,0,0,0,0,0,0,0,STAT tick=1097559 exp_id=2 t_ms=0 run=0 ts=26.000000 kp=0.500000 ki=0.004000 kd=0.000000 lp=3.316988 lpr=3.500000 le=0.000000 li=0.000000 lout=0.000000 y=-21.138073 yr=0.002707 el=0 er=0 ed=0 L=0 R=0 pwm_max=72 miss=0 lost=0 s1=0 s2=0 s3=0 s4=0 s5=0 s6=0 s7=0 s8=0 rx=219 txdrop=0
1103922,2,0.0,0,18.0,0.5,0.004,0.0,3.316988,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,line_missing,0,0,0,0,0,0,0,0,STAT tick=1103922 exp_id=2 t_ms=0 run=0 ts=18.000000 kp=0.500000 ki=0.004000 kd=0.000000 lp=3.316988 lpr=3.500000 le=0.000000 li=0.000000 lout=0.000000 y=0.000000 yr=0.000000 el=0 er=0 ed=0 L=0 R=0 pwm_max=60 miss=0 lost=0 s1=0 s2=0 s3=0 s4=0 s5=0 s6=0 s7=0 s8=0 rx=304 txdrop=0
1104120,2,0.0,0,18.0,0.5,0.004,0.0,3.317,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,line_missing,0,0,0,0,0,0,0,0,TRK tick=1104120 exp_id=2 t_ms=0 run=0 ts=18.000 kp=0.500 ki=0.004 kd=0.000 lp=3.317 lpr=3.500 y=0.000 el=0 er=0 ed=0 L=0 R=0 s1=0 s2=0 s3=0 s4=0 s5=0 s6=0 s7=0 s8=0 rx=318 txdrop=0
1104626,3,298.0,1,18.0,0.5,0.004,0.0,0.5,0.5,0.014,0.0,0.0,0.0,16.0,16.0,1,-0.5,left_bias,0,0,0,0,1,0,0,0,TRK tick=1104626 exp_id=3 t_ms=298 run=1 ts=18.000 kp=0.500 ki=0.004 kd=0.000 lp=0.500 lpr=0.500 y=0.014 el=0 er=0 ed=0 L=16 R=16 s1=0 s2=0 s3=0 s4=0 s5=1 s6=0 s7=0 s8=0 rx=334 txdrop=0
1104927,3,599.0,1,18.0,0.5,0.004,0.0,0.5,0.5,-1.283,0.0,0.0,0.0,16.0,16.0,1,-0.5,left_bias,0,0,0,0,1,0,0,0,TRK tick=1104927 exp_id=3 t_ms=599 run=1 ts=18.000 kp=0.500 ki=0.004 kd=0.000 lp=0.500 lpr=0.500 y=-1.283 el=0 er=0 ed=0 L=16 R=16 s1=0 s2=0 s3=0 s4=0 s5=1 s6=0 s7=0 s8=0 rx=334 txdrop=0
1105228,3,900.0,1,18.0,0.5,0.004,0.0,0.5,0.5,-0.249,1.0,0.0,1.0,16.0,16.0,1,-0.5,left_bias,0,0,0,0,1,0,0,0,TRK tick=1105228 exp_id=3 t_ms=900 run=1 ts=18.000 kp=0.500 ki=0.004 kd=0.000 lp=0.500 lpr=0.500 y=-0.249 el=1 er=0 ed=1 L=16 R=16 s1=0 s2=0 s3=0 s4=0 s5=1 s6=0 s7=0 s8=0 rx=334 txdrop=0
1105523,3,1195.0,1,18.0,0.5,0.004,0.0,0.5,0.5,5.021,0.0,0.0,0.0,0.0,0.0,0,0.0,line_missing,0,0,0,0,0,0,0,0,TRK tick=1105523 exp_id=3 t_ms=1195 run=1 ts=18.000 kp=0.500 ki=0.004 kd=0.000 lp=0.500 lpr=0.500 y=5.021 el=0 er=0 ed=0 L=0 R=0 s1=0 s2=0 s3=0 s4=0 s5=0 s6=0 s7=0 s8=0 rx=334 txdrop=0
1105825,3,1497.0,1,18.0,0.5,0.004,0.0,-1.5,-1.5,6.291,0.0,0.0,0.0,16.0,16.0,1,1.5,right_bias,0,0,1,0,0,0,0,0,TRK tick=1105825 exp_id=3 t_ms=1497 run=1 ts=18.000 kp=0.500 ki=0.004 kd=0.000 lp=-1.500 lpr=-1.500 y=6.291 el=0 er=0 ed=0 L=16 R=16 s1=0 s2=0 s3=1 s4=0 s5=0 s6=0 s7=0 s8=0 rx=334 txdrop=0
