tick,exp_id,t_ms,run,ts,kp,ki,kd,lp,lpr,y,el,er,ed,L,R,sensor_count,sensor_score,sensor_state,s1,s2,s3,s4,s5,s6,s7,s8,raw_line
46145,0,0.0,0,0.0,1.5,0.0,0.12,0.0,0.0,0.048788,0.0,0.0,0.0,0.0,0.0,0,0.0,line_missing,0,0,0,0,0,0,0,0,STAT tick=46145 run=0 ts=0.000000 as=0.000000 ta=0.000000 aa=0.000000 se=0.000000 so=0.000000 ae=0.000000 ao=0.000000 pwm=0 pc=0 hd=0 y=0.048788 p=-0.936052 r=5.780302 yr=-0.000195 ax=0 ay=0 az=0 gx=0 gy=0 gz=0 who=0x85 addr=0x4A icm_ok=175 icm_fail=0 L=0 R=0 OL=0 OR=0 el=0 er=0 ed=0 dl=0 dr=0 cl=0 cr=0 skp=0.600000 ski=0.012000 skd=0.000000 akp=1.500000 aki=0.000000 akd=0.120000 ok=175 fail=0 rx=6 txdrop=0
52056,0,0.0,0,18.0,0.5,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,line_missing,0,0,0,0,0,0,0,0,STAT tick=52056 exp_id=0 t_ms=0 run=0 ts=18.000000 skp=10.000000 ski=0.250000 skd=0.000000 kp=0.500000 ki=0.004000 kd=0.000000 st=0.000000 lt=0.000000 rt=0.000000 la=0.000000 ra=0.000000 lse=0.000000 rse=0.000000 lso=0.000000 rso=0.000000 lp=0.000000 lpr=0.000000 le=0.000000 li=0.000000 lout=0.000000 diff=0.000000 y=0.000000 yr=0.000000 el=0.000 er=0.000 ed=0.000 L=0 R=0 pwm_max=60 miss=0 lost=0 s1=0 s2=0 s3=0 s4=0 s5=0 s6=0 s7=0 s8=0 rx=120 txdrop=0
52255,0,0.0,0,18.0,0.5,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,line_missing,0,0,0,0,0,0,0,0,"TRK tick=52255 exp_id=0 t_ms=0 run=0 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=0.000 lt=0.000 rt=0.000 lp=0CMD #EXP=RUN,22,5000!"
52739,22,197.0,1,18.0,0.5,0.004,0.0,0.225,0.5,0.0,0.0,0.0,0.0,26.0,26.0,1,-0.5,left_bias,0,0,0,0,1,0,0,0,TRK tick=52739 exp_id=22 t_ms=197 run=1 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=1.800 lt=0.860 rt=0.860 lp=0.225 lpr=0.500 y=0.000 el=0.000 er=0.000 ed=0.000 L=26 R=26 s1=0 s2=0 s3=0 s4=0 s5=1 s6=0 s7=0 s8=0 rx=151 txdrop=0
52937,22,395.0,1,18.0,0.5,0.004,0.0,0.225,0.5,0.0,0.2,0.2,0.0,26.0,26.0,1,-0.5,left_bias,0,0,0,0,1,0,0,0,TRK tick=52937 exp_id=22 t_ms=395 run=1 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=1.800 lt=1.092 rt=1.092 lp=0.225 lpr=0.500 y=0.000 el=0.200 er=0.200 ed=0.000 L=26 R=26 s1=0 s2=0 s3=0 s4=0 s5=1 s6=0 s7=0 s8=0 rx=151 txdrop=0
53136,22,594.0,1,18.0,0.5,0.004,0.0,0.225,0.5,0.0,0.2,0.2,0.0,26.0,26.0,0,0.0,line_missing,0,0,0,0,0,0,0,0,TRK tick=53136 exp_id=22 t_ms=594 run=1 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=1.800 lt=1.325 rt=1.325 lp=0.225 lpr=0.500 y=0.000 el=0.200 er=0.200 ed=0.000 L=26 R=26 s1=0 s2=0 s3=0 s4=0 s5=0 s6=0 s7=0 s8=0 rx=151 txdrop=0
53335,22,793.0,1,18.0,0.5,0.004,0.0,0.225,0.5,0.0,0.2,0.2,0.0,14.0,15.0,0,0.0,line_missing,0,0,0,0,0,0,0,0,TRK tick=53335 exp_id=22 t_ms=793 run=1 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=1.800 lt=1.558 rt=1.558 lp=0.225 lpr=0.500 y=0.000 el=0.200 er=0.200 ed=0.000 L=14 R=15 s1=0 s2=0 s3=0 s4=0 s5=0 s6=0 s7=0 s8=0 rx=151 txdrop=0
53533,22,991.0,1,18.0,0.5,0.004,0.0,-0.9,-1.5,0.0,0.143,0.286,-0.143,19.0,17.0,1,1.5,right_bias,0,0,1,0,0,0,0,0,TRK tick=53533 exp_id=22 t_ms=991 run=1 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=1.800 lt=1.789 rt=1.789 lp=-0.900 lpr=-1.500 y=0.000 el=0.143 er=0.286 ed=-0.143 L=19 R=17 s1=0 s2=0 s3=1 s4=0 s5=0 s6=0 s7=0 s8=0 rx=151 txdrop=0
53733,22,1191.0,1,18.0,0.5,0.004,0.0,-0.9,-1.5,0.0,0.2,0.2,0.0,23.0,24.0,1,1.5,right_bias,0,0,1,0,0,0,0,0,TRK tick=53733 exp_id=22 t_ms=1191 run=1 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=1.800 lt=1.767 rt=1.833 lp=-0.900 lpr=-1.500 y=0.000 el=0.200 er=0.200 ed=0.000 L=23 R=24 s1=0 s2=0 s3=1 s4=0 s5=0 s6=0 s7=0 s8=0 rx=151 txdrop=0
53932,22,1390.0,1,18.0,0.5,0.004,0.0,-2.5,-2.5,0.0,0.333,0.333,0.0,0.0,4.0,1,2.5,right_bias,0,1,0,0,0,0,0,0,TRK tick=53932 exp_id=22 t_ms=1390 run=1 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=1.800 lt=0.290 rt=0.734 lp=-2.500 lpr=-2.500 y=0.000 el=0.333 er=0.333 ed=0.000 L=0 R=4 s1=0 s2=1 s3=0 s4=0 s5=0 s6=0 s7=0 s8=0 rx=151 txdrop=0
54131,22,1589.0,1,18.0,0.5,0.004,0.0,-0.9,-1.5,0.0,0.0,0.0,0.0,20.0,20.0,1,1.5,right_bias,0,0,1,0,0,0,0,0,TRK tick=54131 exp_id=22 t_ms=1589 run=1 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=1.800 lt=1.700 rt=1.900 lp=-0.900 lpr=-1.500 y=0.000 el=0.000 er=0.000 ed=0.000 L=20 R=20 s1=0 s2=0 s3=1 s4=0 s5=0 s6=0 s7=0 s8=0 rx=151 txdrop=0
54331,22,1789.0,1,18.0,0.5,0.004,0.0,-0.9,-1.5,0.0,0.167,0.167,0.0,24.0,27.0,1,1.5,right_bias,0,0,1,0,0,0,0,0,TRK tick=54331 exp_id=22 t_ms=1789 run=1 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=1.800 lt=1.682 rt=1.918 lp=-0.900 lpr=-1.500 y=0.000 el=0.167 er=0.167 ed=0.000 L=24 R=27 s1=0 s2=0 s3=1 s4=0 s5=0 s6=0 s7=0 s8=0 rx=151 txdrop=0
