tick,t_s,run,el,er,ed,lc,rc,cd,yaw_deg,sensor_score,sensor_state,forward_ds,path_s,traj_x,traj_y,sensor_y_accum
16426,0.299,1,0.0,0.0,0.0,0,0,0,0.008,-0.5,left_bias,0.0,0.0,0.0,0.0,0.0
16723,0.596,1,0.182,0.182,0.0,601,686,-85,-5.932,-1.5,left_bias,0.054054,0.054054,0.05376455444076396,-0.005586376445078501,-0.081081
17040,0.913,1,8.5,8.5,0.0,1548,1735,-187,-13.973,0.0,line_missing,2.6945,2.748554,2.668533279692095,-0.6562128156923109,-0.081081
17346,1.219,1,0.25,0.0,0.25,2031,1927,104,-7.108,-3.5,left_bias,0.03825,2.786804,2.706489315826889,-0.6609458718861667,-0.21495599999999998
17661,1.534,1,0.25,0.0,0.25,2446,2007,439,19.858,-1.5,left_bias,0.039375,2.826179,2.743522975384908,-0.647570570590841,-0.2740185
17967,1.839,1,0.25,0.25,0.0,3190,2685,505,30.073,2.5,right_bias,0.0765,2.902679,2.8097251310587863,-0.6092361919714925,-0.0827685
18264,2.137,1,0.0,0.25,-0.25,3461,3120,341,25.356,3.5,right_bias,0.037125,2.939804,2.843273672836926,-0.5933377338839796,0.04716899999999999
18580,2.453,1,0.0,0.25,-0.25,3532,3322,210,15.154,3.5,right_bias,0.0395,2.979304,2.8814001267918425,-0.5830118678755698,0.185419
18885,2.758,1,0.0,0.0,0.0,3603,3506,97,8.467,3.5,right_bias,0.0,2.979304,2.8814001267918425,-0.5830118678755698,0.185419
19183,3.056,1,0.0,0.0,0.0,3660,3685,-25,0.445,2.5,right_bias,0.0,2.979304,2.8814001267918425,-0.5830118678755698,0.185419
19499,3.372,1,0.25,0.25,0.0,3722,3877,-155,-6.626,1.5,right_bias,0.079,3.058304,2.959872446805296,-0.592127513311091,0.303919
19805,3.678,1,0.25,0.25,0.0,4332,4731,-399,-15.159,-1.5,left_bias,0.0765,3.134804,3.0337105425561224,-0.6121321531701787,0.189169
