t_ms,mode,run,el,er,yaw,yr,pc,hd,dp,OL,OR,hi,sb,lp
3582,S,1,95,93,-0.5,0.1,19,3,0,83,77,0.050,0,0.00
3704,S,1,98,98,-0.5,0.7,40,1,-2,81,79,0.050,0,0.00
3708,S,1,98,98,-0.5,0.7,40,1,-2,81,79,0.050,0,0.00
3828,S,1,85,86,-0.3,-0.6,1,4,2,84,76,0.050,0,0.00
4040,S,1,172,171,-0.3,-0.3,26,3,1,83,77,0.060,0,0.00
4040,S,1,172,171,-0.3,-0.3,26,3,1,83,77,0.060,0,0.00
4261,S,1,177,177,-0.3,0.5,44,0,-2,80,80,0.060,0,0.00
4261,S,1,177,177,-0.3,0.5,44,0,-2,80,80,0.060,0,0.00
4482,S,1,174,171,-0.2,-0.2,57,2,1,82,78,0.060,0,0.00
4483,S,1,174,171,-0.2,-0.2,57,2,1,82,78,0.060,0,0.00
4703,S,1,167,165,-0.3,-0.2,66,2,1,82,78,0.070,0,0.00
4703,S,1,167,165,-0.3,-0.2,66,2,1,82,78,0.070,0,0.00
4834,S,1,102,104,-0.3,-0.2,73,3,1,83,77,0.070,0,0.00
4834,S,1,102,104,-0.3,-0.2,73,3,1,83,77,0.070,0,0.00
4966,S,1,93,92,-0.3,0.6,4,0,-2,80,80,0.070,0,0.00
4967,S,1,93,92,-0.3,0.6,4,0,-2,80,80,0.070,0,0.00
5179,S,1,174,170,-0.1,0.4,28,-1,-1,79,81,0.070,0,0.00
5179,S,1,174,170,-0.1,0.4,28,-1,-1,79,81,0.070,0,0.00
5401,S,1,154,180,-0.5,-6.1,45,22,20,102,58,0.080,0,0.00
5401,S,1,154,180,-0.5,-6.1,45,22,20,102,58,0.080,0,0.00
5622,S,1,93,135,-3.8,-6.6,58,32,21,112,48,0.100,0,0.00
5622,S,1,93,135,-3.8,-6.6,58,32,21,112,48,0.100,0,0.00
5843,S,1,83,86,-4.6,-4.7,67,32,15,112,48,0.110,0,0.00
5843,S,1,83,86,-4.6,-4.7,67,32,15,112,48,0.110,0,0.00
5974,S,1,53,49,-4.6,-2.2,75,32,7,112,48,0.130,0,0.00
5974,S,1,53,49,-4.6,-2.2,75,32,7,112,48,0.130,0,0.00
6105,S,1,58,45,-4.1,2.6,41,17,-8,97,63,0.140,0,0.00
6227,S,1,64,59,-4.0,4.1,56,11,-13,91,69,0.150,0,0.00
6232,S,1,3,3,-4.0,4.1,67,11,-13,91,69,0.150,0,0.00
6361,S,1,75,73,-3.5,3.1,24,12,-10,92,68,0.150,0,0.00
6483,S,1,82,80,-3.5,2.2,43,14,-7,94,66,0.170,0,0.00
6487,S,1,82,80,-3.5,2.2,43,14,-7,94,66,0.170,0,0.00
6607,S,1,67,66,-3.3,0.7,15,18,-2,98,62,0.170,0,0.00
6729,S,1,78,65,-3.3,1.3,37,16,-4,96,64,0.180,0,0.00
6734,S,1,2,1,-3.3,1.3,54,16,-4,96,64,0.180,0,0.00
6863,S,1,80,60,-1.7,5.1,28,-6,-16,74,86,0.180,0,0.00
7043,S,1,112,103,-1.0,3.9,45,-6,-13,74,86,0.200,0,0.00
7044,S,1,112,103,-1.0,3.9,45,-6,-13,74,86,0.200,0,0.00
7264,S,1,81,79,-0.5,2.4,48,-4,-8,76,84,0.210,0,0.00
7485,S,1,178,167,0.3,1.9,55,-8,-6,72,88,0.210,0,0.00
7485,S,1,178,167,0.3,1.9,55,-8,-6,72,88,0.210,0,0.00
7698,S,1,178,168,0.8,1.9,63,-11,-6,69,91,0.200,0,0.00
7698,S,1,178,168,0.8,1.9,63,-11,-6,69,91,0.200,0,0.00
7919,S,1,165,173,0.7,-1.3,68,0,4,80,80,0.190,0,0.00
7920,S,1,165,173,0.7,-1.3,68,0,4,80,80,0.190,0,0.00
8141,S,1,178,181,0.1,-2.0,72,6,6,86,74,0.180,0,0.00
8141,S,1,178,181,0.1,-2.0,72,6,6,86,74,0.180,0,0.00
8272,S,1,111,111,0.1,-1.9,76,6,6,86,74,0.180,0,0.00
8272,S,1,111,111,0.1,-1.9,76,6,6,86,74,0.180,0,0.00
8405,S,1,103,103,0.1,-0.3,38,0,1,80,80,0.180,0,0.00
8405,S,1,103,103,0.1,-0.3,38,0,1,80,80,0.180,0,0.00
8527,S,1,100,100,0.1,0.3,52,-2,-1,78,82,0.180,0,0.00
8532,S,1,4,4,0.1,0.3,63,-2,-1,78,82,0.180,0,0.00
8661,S,1,97,97,0.2,-0.1,1,0,0,80,80,0.180,0,0.00
8873,S,1,177,179,0.1,-0.1,28,0,0,80,80,0.180,0,0.00
8873,S,1,177,179,0.1,-0.1,28,0,0,80,80,0.180,0,0.00
9085,S,1,175,173,0.1,-0.8,47,3,3,83,77,0.180,0,0.00
9085,S,1,175,173,0.1,-0.8,47,3,3,83,77,0.180,0,0.00
9207,S,1,98,95,0.1,-0.1,61,0,0,80,80,0.180,0,0.00
9212,S,1,4,4,0.1,-0.1,73,0,0,80,80,0.180,0,0.00
9341,S,1,96,96,0.1,-0.4,1,1,1,81,79,0.180,0,0.00
9553,S,1,176,177,0.1,-0.6,28,2,2,82,78,0.180,0,0.00
9553,S,1,176,177,0.1,-0.6,28,2,2,82,78,0.180,0,0.00
9766,S,1,180,177,0.2,-0.2,46,0,1,80,80,0.180,0,0.00
9766,S,1,180,177,0.2,-0.2,46,0,1,80,80,0.180,0,0.00
9978,S,1,175,175,0.4,0.5,59,-4,-2,76,84,0.170,0,0.00
9979,S,1,175,175,0.4,0.5,59,-4,-2,76,84,0.170,0,0.00
10200,S,1,183,187,0.3,0.0,68,-2,0,78,82,0.170,0,0.00
10200,S,1,183,187,0.3,0.0,68,-2,0,78,82,0.170,0,0.00
10331,S,1,111,108,0.3,-0.5,76,0,2,80,80,0.160,0,0.00
10332,S,1,1,0,0.3,-0.5,84,0,2,84,84,0.160,0,0.00
10464,S,1,101,99,0.2,0.1,41,-1,0,79,81,0.160,0,0.00
10675,S,1,174,175,0.2,-0.2,55,-1,1,79,81,0.160,0,0.00
10676,S,1,174,175,0.2,-0.2,55,-1,1,79,81,0.160,0,0.00
10897,S,1,186,187,0.1,-0.5,65,1,2,81,79,0.160,0,0.00
10897,S,1,186,187,0.1,-0.5,65,1,2,81,79,0.160,0,0.00
11118,S,1,182,184,0.1,-0.3,72,0,1,80,80,0.160,0,0.00
11119,S,1,182,184,0.1,-0.3,72,0,1,80,80,0.160,0,0.00
11339,S,1,180,181,0.2,0.2,77,-2,-1,78,82,0.150,0,0.00
11340,S,1,180,181,0.2,0.2,77,-2,-1,78,82,0.150,0,0.00
11471,S,1,108,107,0.2,-1.1,82,2,3,84,80,0.150,0,0.00
11471,S,1,108,107,0.2,-1.1,82,2,3,84,80,0.150,0,0.00
11603,S,1,108,107,0.0,-0.6,38,2,2,82,78,0.150,0,0.00
11604,S,1,108,107,0.0,-0.6,38,2,2,82,78,0.150,0,0.00
11816,S,1,175,175,0.0,-0.5,53,1,2,81,79,0.150,0,0.00
11816,S,1,175,175,0.0,-0.5,53,1,2,81,79,0.150,0,0.00
12037,S,1,179,174,0.1,-0.3,63,1,1,81,79,0.150,0,0.00
12038,S,1,179,174,0.1,-0.3,63,1,1,81,79,0.150,0,0.00
12259,S,1,182,186,0.0,-0.0,70,0,0,80,80,0.150,0,0.00
12259,S,1,182,186,0.0,-0.0,70,0,0,80,80,0.150,0,0.00
12390,S,1,105,107,0.0,0.1,77,-1,0,79,81,0.150,0,0.00
12391,S,1,105,107,0.0,0.1,77,-1,0,79,81,0.150,0,0.00
12523,S,1,102,100,0.0,0.2,39,-1,-1,79,81,0.150,0,0.00
12644,S,1,102,101,0.0,0.5,54,-2,-2,78,82,0.150,0,0.00
12649,S,1,102,101,0.0,0.5,54,-2,-2,78,82,0.150,0,0.00
12778,S,1,92,95,-0.0,-0.6,1,2,2,82,78,0.150,0,0.00
12900,S,1,99,100,-0.0,-0.5,29,2,1,82,78,0.150,0,0.00
12904,S,1,1,1,-0.0,-0.5,51,2,1,82,78,0.150,0,0.00
13024,S,1,86,86,-0.2,-0.5,27,3,2,83,77,0.150,0,0.00
13236,S,1,165,161,-0.2,-0.1,46,2,0,82,78,0.150,0,0.00
13237,S,1,165,161,-0.2,-0.1,46,2,0,82,78,0.150,0,0.00
13458,S,1,177,178,-0.2,0.3,58,0,-1,80,80,0.150,0,0.00
13458,S,1,177,178,-0.2,0.3,58,0,-1,80,80,0.150,0,0.00
13679,S,1,179,183,-0.3,-0.4,67,4,1,84,76,0.160,0,0.00
13679,S,1,179,183,-0.3,-0.4,67,4,1,84,76,0.160,0,0.00
13899,S,1,178,176,-0.3,-0.0,74,2,0,82,78,0.160,0,0.00
13900,S,1,178,176,-0.3,-0.0,74,2,0,82,78,0.160,0,0.00
14030,S,1,104,105,-0.3,0.3,80,1,-1,81,79,0.170,0,0.00
14031,S,1,104,105,-0.3,0.3,80,1,-1,81,79,0.170,0,0.00
14162,S,1,102,101,-0.3,0.3,40,1,-1,81,79,0.170,0,0.00
14284,S,1,101,98,-0.3,-0.2,56,3,1,83,77,0.170,0,0.00
14289,S,1,101,98,-0.3,-0.2,56,3,1,83,77,0.170,0,0.00
14418,S,1,91,91,-0.4,0.0,1,3,0,83,77,0.170,0,0.00
14540,S,1,97,95,-0.4,-0.0,28,3,0,83,77,0.180,0,0.00
14544,S,1,1,1,-0.4,-0.0,50,3,0,83,77,0.180,0,0.00
14664,S,1,89,88,-0.3,0.7,29,0,-2,80,80,0.180,0,0.00
14785,S,1,96,95,-0.2,0.9,48,-1,-3,79,81,0.180,0,0.00
14790,S,1,96,95,-0.2,0.9,48,-1,-3,79,81,0.180,0,0.00
14919,S,1,95,95,-0.2,0.3,1,1,-1,81,79,0.180,0,0.00
15041,S,1,98,99,-0.2,-0.5,30,3,2,83,77,0.180,0,0.00
15046,S,1,0,0,-0.2,-0.5,53,3,2,83,77,0.180,0,0.00
15166,S,1,92,93,-0.2,0.5,31,0,-2,80,80,0.180,0,0.00
15378,S,1,174,172,-0.1,0.8,50,-2,-2,78,82,0.190,0,0.00
15378,S,1,174,172,-0.1,0.8,50,-2,-2,78,82,0.190,0,0.00
15509,S,1,109,106,-0.1,0.3,64,0,-1,80,80,0.190,0,0.00
15510,S,1,109,106,-0.1,0.3,64,0,-1,80,80,0.190,0,0.00
15642,S,1,95,95,-0.1,-0.8,35,4,3,84,76,0.190,0,0.00
15763,S,1,98,99,-0.1,-0.8,53,4,3,84,76,0.190,0,0.00
15768,S,1,98,99,-0.1,-0.8,53,4,3,84,76,0.190,0,0.00
15897,S,1,96,93,-0.1,-0.2,1,1,1,81,79,0.190,0,0.00
16109,S,1,178,173,0.1,0.1,28,0,0,80,80,0.190,0,0.00
16109,S,1,178,173,0.1,0.1,28,0,0,80,80,0.190,0,0.00
16321,S,1,172,177,0.1,-0.5,47,1,2,81,79,0.190,0,0.00
16322,S,1,1,0,0.1,-0.5,65,1,2,81,79,0.190,0,0.00
16444,S,1,102,103,0.1,0.2,72,-1,-1,79,81,0.190,0,0.00
16449,S,1,102,103,0.1,0.2,72,-1,-1,79,81,0.190,0,0.00
16578,S,1,102,101,0.1,-0.3,1,1,1,81,79,0.190,0,0.00
16790,S,1,182,179,0.2,-0.3,28,0,1,80,80,0.180,0,0.00
16790,S,1,182,179,0.2,-0.3,28,0,1,80,80,0.180,0,0.00
17002,S,1,169,172,-0.0,-1.9,47,6,6,86,74,0.180,0,0.00
17002,S,1,169,172,-0.0,-1.9,47,6,6,86,74,0.180,0,0.00
17124,S,1,104,100,-0.0,-0.3,62,1,1,81,79,0.180,0,0.00
17129,S,1,104,100,-0.0,-0.3,62,1,1,81,79,0.180,0,0.00
17258,S,1,99,97,-0.0,-0.2,1,1,1,81,79,0.180,0,0.00
17470,S,1,180,181,0.2,0.2,28,-1,-1,79,81,0.180,0,0.00
17470,S,1,180,181,0.2,0.2,28,-1,-1,79,81,0.180,0,0.00
17682,S,1,178,179,0.1,-0.5,47,1,2,81,79,0.180,0,0.00
17683,S,1,178,179,0.1,-0.5,47,1,2,81,79,0.180,0,0.00
17895,S,1,182,182,0.1,-0.1,61,0,0,80,80,0.180,0,0.00
17896,S,1,182,182,0.1,-0.1,61,0,0,80,80,0.180,0,0.00
18117,S,1,185,183,0.2,-0.1,70,-1,0,79,81,0.180,0,0.00
18117,S,1,185,183,0.2,-0.1,70,-1,0,79,81,0.180,0,0.00
18248,S,1,104,103,0.2,0.2,78,-2,-1,78,82,0.180,0,0.00
18249,S,1,104,103,0.2,0.2,78,-2,-1,78,82,0.180,0,0.00
18381,S,1,104,104,-0.1,-0.6,15,2,2,82,78,0.180,0,0.00
18592,S,1,184,186,-0.2,-0.3,37,2,1,82,78,0.180,0,0.00
18593,S,1,184,186,-0.2,-0.3,37,2,1,82,78,0.180,0,0.00
18814,S,1,186,184,-0.1,-0.1,53,1,0,81,79,0.180,0,0.00
18814,S,1,186,184,-0.1,-0.1,53,1,0,81,79,0.180,0,0.00
19035,S,1,182,186,-0.1,0.1,64,1,0,81,79,0.180,0,0.00
19036,S,1,182,186,-0.1,0.1,64,1,0,81,79,0.180,0,0.00
19257,S,1,185,184,-0.2,0.6,72,0,-2,80,80,0.180,0,0.00
19257,S,1,185,184,-0.2,0.6,72,0,-2,80,80,0.180,0,0.00
19388,S,1,108,105,-0.2,0.3,79,0,-1,80,80,0.180,0,0.00
19388,S,1,108,105,-0.2,0.3,79,0,-1,80,80,0.180,0,0.00
19520,S,1,96,97,-0.2,-0.7,30,4,2,84,76,0.190,0,0.00
19521,S,1,96,97,-0.2,-0.7,30,4,2,84,76,0.190,0,0.00
19733,S,1,178,178,-0.3,0.0,48,2,0,82,78,0.190,0,0.00
19733,S,1,178,178,-0.3,0.0,48,2,0,82,78,0.190,0,0.00
19955,S,1,189,185,-0.2,0.4,60,0,-1,80,80,0.190,0,0.00
19955,S,1,189,185,-0.2,0.4,60,0,-1,80,80,0.190,0,0.00
20176,S,1,179,182,-0.1,0.7,68,-2,-2,78,82,0.190,0,0.00
20176,S,1,179,182,-0.1,0.7,68,-2,-2,78,82,0.190,0,0.00
20307,S,1,101,103,-0.0,0.6,76,-2,-2,78,82,0.190,0,0.00
20307,S,1,101,103,-0.0,0.6,76,-2,-2,78,82,0.190,0,0.00
20440,S,1,104,105,-0.2,0.0,11,2,0,82,78,0.190,0,0.00
20440,S,1,104,105,-0.2,0.0,11,2,0,82,78,0.190,0,0.00
20652,S,1,183,180,-0.3,0.0,34,2,0,82,78,0.200,0,0.00
20653,S,1,183,180,-0.3,0.0,34,2,0,82,78,0.200,0,0.00
20874,S,1,175,175,-0.3,-0.0,50,2,0,82,78,0.200,0,0.00
20874,S,1,175,175,-0.3,-0.0,50,2,0,82,78,0.200,0,0.00
21095,S,1,185,182,-0.3,-0.1,61,3,0,83,77,0.200,0,0.00
21095,S,1,185,182,-0.3,-0.1,61,3,0,83,77,0.200,0,0.00
21316,S,1,189,190,-0.2,0.1,68,1,0,81,79,0.210,0,0.00
21316,S,1,189,190,-0.2,0.1,68,1,0,81,79,0.210,0,0.00
21536,S,1,186,183,-0.1,-0.6,74,3,2,83,77,0.210,0,0.00
21537,S,1,186,183,-0.1,-0.6,74,3,2,83,77,0.210,0,0.00
21667,S,1,112,111,-0.1,0.2,79,0,-1,80,80,0.210,0,0.00
21668,S,1,112,111,-0.1,0.2,79,0,-1,80,80,0.210,0,0.00
21799,S,1,103,106,-0.1,0.5,11,-1,-1,79,81,0.210,0,0.00
21921,S,1,106,102,-0.1,0.0,34,1,0,81,79,0.210,0,0.00
21926,S,1,1,0,-0.1,0.0,53,1,0,81,79,0.210,0,0.00
22055,S,1,102,100,-0.0,-0.8,23,3,3,83,77,0.210,0,0.00
22177,S,1,102,99,-0.0,-1.0,43,3,3,83,77,0.210,0,0.00
22181,S,1,102,99,-0.0,-1.0,43,3,3,83,77,0.210,0,0.00
22301,S,1,92,92,0.1,0.1,1,0,0,80,80,0.210,0,0.00
22422,S,1,105,107,0.1,0.5,29,-2,-2,78,82,0.210,0,0.00
22427,S,1,105,107,0.1,0.5,29,-2,-2,78,82,0.210,0,0.00
22556,S,1,109,111,-0.0,0.5,21,-1,-2,79,81,0.210,0,0.00
22768,S,1,180,180,0.0,0.6,42,-2,-2,78,82,0.210,0,0.00
22768,S,1,180,180,0.0,0.6,42,-2,-2,78,82,0.210,0,0.00
22980,S,1,182,185,0.0,0.3,56,-1,-1,79,81,0.210,0,0.00
22981,S,1,182,185,0.0,0.3,56,-1,-1,79,81,0.210,0,0.00
23193,S,1,185,181,-0.1,-0.4,66,2,1,82,78,0.210,0,0.00
23193,S,1,185,181,-0.1,-0.4,66,2,1,82,78,0.210,0,0.00
23415,S,1,187,186,-0.1,0.2,73,0,-1,80,80,0.210,0,0.00
23415,S,1,187,186,-0.1,0.2,73,0,-1,80,80,0.210,0,0.00
23546,S,1,113,112,-0.1,0.1,80,0,0,80,80,0.210,0,0.00
23546,S,1,113,112,-0.1,0.1,80,0,0,80,80,0.210,0,0.00
23678,S,1,109,108,-0.0,-0.3,1,1,1,81,79,0.210,0,0.00
23679,S,1,109,108,-0.0,-0.3,1,1,1,81,79,0.210,0,0.00
23891,S,1,193,195,0.0,-0.4,29,1,1,81,79,0.210,0,0.00
23891,S,1,193,195,0.0,-0.4,29,1,1,81,79,0.210,0,0.00
24113,S,1,197,195,0.2,0.7,48,-3,-2,77,83,0.210,0,0.00
24113,S,1,197,195,0.2,0.7,48,-3,-2,77,83,0.210,0,0.00
24334,S,1,195,194,0.2,0.4,62,-2,-1,78,82,0.210,0,0.00
24335,S,1,195,194,0.2,0.4,62,-2,-1,78,82,0.210,0,0.00
24466,S,1,109,112,0.1,-0.1,73,0,0,80,80,0.210,0,0.00
24466,S,1,109,112,0.1,-0.1,73,0,0,80,80,0.210,0,0.00
24598,S,1,105,104,-0.0,-0.8,1,3,3,83,77,0.210,0,0.00
24599,S,1,105,104,-0.0,-0.8,1,3,3,83,77,0.210,0,0.00
24721,S,1,113,107,-0.0,-1.2,30,4,4,84,76,0.210,0,0.00
24726,S,1,0,1,-0.0,-1.2,54,4,4,84,76,0.210,0,0.00
24855,S,1,110,109,0.1,-0.3,30,1,1,81,79,0.210,0,0.00
25067,S,1,187,193,0.1,-0.4,49,1,1,81,79,0.210,0,0.00
25067,S,1,187,193,0.1,-0.4,49,1,1,81,79,0.210,0,0.00
25189,S,1,111,109,0.1,-0.0,64,0,0,80,80,0.210,0,0.00
25194,S,1,2,2,0.1,-0.0,77,0,0,80,80,0.210,0,0.00
25314,S,1,103,101,0.2,-0.0,24,-1,0,79,81,0.210,0,0.00
25526,S,1,188,190,0.3,-0.1,44,-1,0,79,81,0.200,0,0.00
25526,S,1,188,190,0.3,-0.1,44,-1,0,79,81,0.200,0,0.00
25738,S,1,182,180,0.1,0.1,59,-1,0,79,81,0.200,0,0.00
25739,S,1,182,180,0.1,0.1,59,-1,0,79,81,0.200,0,0.00
25951,S,1,186,185,0.1,0.4,69,-1,-1,79,81,0.200,0,0.00
25951,S,1,186,185,0.1,0.4,69,-1,-1,79,81,0.200,0,0.00
26172,S,1,194,197,0.1,-0.2,76,0,1,80,80,0.200,0,0.00
26173,S,1,194,197,0.1,-0.2,76,0,1,80,80,0.200,0,0.00
26394,S,1,196,197,-0.1,-0.2,81,1,1,82,80,0.200,0,0.00
26394,S,1,196,197,-0.1,-0.2,81,1,1,82,80,0.200,0,0.00
26614,S,1,197,198,-0.0,-0.3,84,1,1,85,83,0.200,0,0.00
26615,S,1,197,198,-0.0,-0.3,84,1,1,85,83,0.200,0,0.00
26745,S,1,119,118,-0.0,0.3,88,-1,-1,87,89,0.200,0,0.00
26746,S,1,119,118,-0.0,0.3,88,-1,-1,87,89,0.200,0,0.00
26877,S,1,109,109,-0.2,-0.4,1,2,1,82,78,0.200,0,0.00
26999,S,1,115,116,-0.2,-0.8,30,4,2,84,76,0.200,0,0.00
27004,S,1,3,2,-0.2,-0.8,52,4,2,84,76,0.200,0,0.00
27132,S,1,109,108,-0.2,0.3,8,0,-1,80,80,0.200,0,0.00
27255,S,1,109,107,-0.2,0.7,35,-1,-2,79,81,0.210,0,0.00
27259,S,1,109,107,-0.2,0.7,35,-1,-2,79,81,0.210,0,0.00
27379,S,1,94,94,-0.1,0.5,1,-1,-2,79,81,0.210,0,0.00
27500,S,1,104,107,-0.1,-0.0,32,1,0,81,79,0.210,0,0.00
27505,S,1,1,1,-0.1,-0.0,56,1,0,81,79,0.210,0,0.00
27634,S,1,107,108,-0.1,0.4,28,-1,-1,79,81,0.210,0,0.00
27846,S,1,183,178,0.0,-0.0,49,0,0,80,80,0.210,0,0.00
27846,S,1,183,178,0.0,-0.0,49,0,0,80,80,0.210,0,0.00
27968,S,1,102,100,0.0,0.5,65,-2,-2,78,82,0.210,0,0.00
27973,S,1,3,3,0.0,0.5,78,-2,-2,78,82,0.210,0,0.00
28093,S,1,90,92,0.0,-0.3,34,1,1,81,79,0.210,0,0.00
28215,S,1,105,106,-0.0,-1.4,55,5,5,85,75,0.210,0,0.00
28219,S,1,105,106,-0.0,-1.4,55,5,5,85,75,0.210,0,0.00
28324,S,1,80,76,-0.1,-0.5,18,2,2,82,78,0.210,0,0.00
28536,S,1,181,177,0.1,0.4,41,-2,-1,78,82,0.200,0,0.00
28537,S,1,181,177,0.1,0.4,41,-2,-1,78,82,0.200,0,0.00
28749,S,1,172,177,0.2,0.6,58,-3,-2,77,83,0.200,0,0.00
28749,S,1,172,177,0.2,0.6,58,-3,-2,77,83,0.200,0,0.00
28971,S,1,182,183,0.1,-0.0,69,0,0,80,80,0.200,0,0.00
28971,S,1,182,183,0.1,-0.0,69,0,0,80,80,0.200,0,0.00
29192,S,1,178,177,0.1,-0.6,77,2,2,82,78,0.200,0,0.00
29193,S,1,178,177,0.1,-0.6,77,2,2,82,78,0.200,0,0.00
29324,S,1,99,98,0.1,0.1,85,-1,0,84,86,0.200,0,0.00
29324,S,1,99,98,0.1,0.1,85,-1,0,84,86,0.200,0,0.00
29456,S,1,95,96,-0.0,-0.4,12,2,1,82,78,0.200,0,0.00
29457,S,1,95,96,-0.0,-0.4,12,2,1,82,78,0.200,0,0.00
29578,S,1,106,105,-0.1,-0.5,38,2,2,82,78,0.200,0,0.00
29583,S,1,3,3,-0.1,-0.5,58,2,2,82,78,0.200,0,0.00
29712,S,1,101,100,-0.2,-0.2,16,2,1,82,78,0.200,0,0.00
29834,S,1,99,100,-0.1,0.2,41,0,-1,80,80,0.200,0,0.00
29838,S,1,99,100,-0.1,0.2,41,0,-1,80,80,0.200,0,0.00
29958,S,1,83,83,0.0,0.8,7,-3,-3,77,83,0.200,0,0.00
