HB:t=0,m=S,run=1,el=0,er=0,yaw=0.0,yr=0.0,pc=1,hd=0,OL=1,OR=1
HB:t=122,m=S,run=1,el=36,er=38,yaw=-0.0,yr=0.0,pc=2,hd=0,OL=2,OR=2
HB:t=126,m=S,run=1,el=1,er=1,yaw=-0.0,yr=0.0,pc=2,hd=0,OL=2,OR=2
HB:t=225,m=S,run=1,el=61,er=55,yaw=0.2,yr=1.2,pc=3,hd=0,OL=3,OR=3
HB:t=343,m=S,run=1,el=83,er=75,yaw=0.4,yr=1.4,pc=3,hd=0,OL=3,OR=3
HB:t=351,m=S,run=1,el=1,er=1,yaw=0.4,yr=1.4,pc=4,hd=0,OL=4,OR=4
HB:t=417,m=S,run=1,el=52,er=48,yaw=1.0,yr=5.2,pc=6,hd=0,OL=6,OR=6
HB:t=542,m=S,run=1,el=89,er=83,yaw=1.3,yr=4.8,pc=7,hd=0,OL=7,OR=7
HB:t=551,m=S,run=1,el=1,er=2,yaw=1.3,yr=4.8,pc=8,hd=0,OL=8,OR=8
HB:t=596,m=S,run=1,el=35,er=33,yaw=1.4,yr=4.7,pc=9,hd=0,OL=9,OR=9
HB:t=636,m=S,run=1,el=9,er=8,yaw=1.9,yr=7.9,pc=10,hd=0,OL=10,OR=10
HB:t=637,m=S,run=1,el=20,er=19,yaw=1.9,yr=7.9,pc=10,hd=-1,OL=9,OR=11
HB:t=759,m=S,run=1,el=104,er=104,yaw=2.2,yr=7.1,pc=10,hd=-1,OL=9,OR=11
HB:t=763,m=S,run=1,el=17,er=17,yaw=2.2,yr=7.1,pc=10,hd=-1,OL=9,OR=11
HB:t=813,m=S,run=1,el=43,er=42,yaw=2.3,yr=7.4,pc=10,hd=-1,OL=9,OR=11
HB:t=853,m=S,run=1,el=11,er=11,yaw=2.5,yr=7.2,pc=11,hd=-1,OL=10,OR=12
HB:t=853,m=S,run=1,el=33,er=33,yaw=2.5,yr=7.2,pc=11,hd=-1,OL=10,OR=12
HB:t=977,m=S,run=1,el=126,er=126,yaw=2.5,yr=6.2,pc=9,hd=-1,OL=8,OR=10
HB:t=980,m=S,run=1,el=19,er=19,yaw=2.5,yr=6.2,pc=10,hd=-1,OL=9,OR=11
HB:t=1031,m=S,run=1,el=41,er=42,yaw=2.6,yr=5.7,pc=10,hd=-1,OL=9,OR=11
HB:t=1072,m=S,run=1,el=11,er=12,yaw=2.5,yr=4.6,pc=10,hd=-1,OL=9,OR=11
HB:t=1072,m=S,run=1,el=31,er=31,yaw=2.5,yr=4.6,pc=10,hd=-1,OL=9,OR=11
HB:t=1195,m=S,run=1,el=118,er=124,yaw=2.4,yr=3.9,pc=9,hd=-1,OL=8,OR=10
HB:t=1198,m=S,run=1,el=19,er=19,yaw=2.4,yr=3.9,pc=9,hd=-1,OL=8,OR=10
HB:t=1249,m=S,run=1,el=38,er=40,yaw=2.4,yr=2.7,pc=10,hd=-1,OL=9,OR=11
HB:t=1288,m=S,run=1,el=11,er=11,yaw=1.9,yr=-0.5,pc=10,hd=-1,OL=9,OR=11
HB:t=1288,m=S,run=1,el=27,er=29,yaw=1.9,yr=-0.5,pc=10,hd=-1,OL=9,OR=11
HB:t=1411,m=S,run=1,el=121,er=128,yaw=1.7,yr=-0.8,pc=9,hd=-1,OL=8,OR=10
HB:t=1415,m=S,run=1,el=4,er=4,yaw=1.7,yr=-0.8,pc=10,hd=-1,OL=9,OR=11
HB:t=1465,m=S,run=1,el=45,er=48,yaw=1.5,yr=-1.8,pc=10,hd=-1,OL=9,OR=11
HB:t=1500,m=S,run=1,el=11,er=12,yaw=1.1,yr=-4.5,pc=10,hd=-1,OL=9,OR=11
HB:t=1623,m=S,run=1,el=118,er=124,yaw=0.9,yr=-4.1,pc=9,hd=0,OL=9,OR=9
HB:t=1627,m=S,run=1,el=2,er=2,yaw=0.9,yr=-4.1,pc=10,hd=0,OL=10,OR=10
HB:t=1697,m=S,run=1,el=70,er=71,yaw=0.4,yr=-7.5,pc=10,hd=0,OL=10,OR=10
HB:t=1817,m=S,run=1,el=121,er=124,yaw=0.3,yr=-6.6,pc=9,hd=0,OL=9,OR=9
HB:t=1826,m=S,run=1,el=8,er=9,yaw=0.3,yr=-6.6,pc=10,hd=0,OL=10,OR=10
HB:t=1892,m=S,run=1,el=62,er=63,yaw=0.1,yr=-7.2,pc=10,hd=0,OL=10,OR=10
HB:t=2017,m=S,run=1,el=119,er=121,yaw=-0.1,yr=-6.3,pc=9,hd=0,OL=9,OR=9
