HB:t=0,m=S,run=1,el=0,er=0,yaw=0.0,yr=0.0,pc=1,hd=0,OL=1,OR=1
HB:t=123,m=S,run=1,el=41,er=36,yaw=0.0,yr=0.0,pc=2,hd=0,OL=2,OR=2
HB:t=126,m=S,run=1,el=9,er=8,yaw=0.0,yr=0.0,pc=2,hd=0,OL=2,OR=2
HB:t=146,m=S,run=1,el=7,er=5,yaw=0.0,yr=0.0,pc=2,hd=0,OL=2,OR=2
HB:t=166,m=S,run=1,el=7,er=5,yaw=0.0,yr=0.0,pc=2,hd=0,OL=2,OR=2
HB:t=207,m=S,run=1,el=23,er=19,yaw=0.0,yr=0.0,pc=4,hd=0,OL=4,OR=4
HB:t=338,m=S,run=1,el=74,er=62,yaw=0.5,yr=1.7,pc=4,hd=0,OL=4,OR=4
HB:t=338,m=S,run=1,el=16,er=15,yaw=0.5,yr=1.7,pc=5,hd=0,OL=5,OR=5
HB:t=358,m=S,run=1,el=7,er=6,yaw=0.5,yr=1.7,pc=6,hd=0,OL=6,OR=6
HB:t=378,m=S,run=1,el=7,er=6,yaw=0.5,yr=1.7,pc=6,hd=0,OL=6,OR=6
HB:t=427,m=S,run=1,el=27,er=28,yaw=1.2,yr=5.7,pc=8,hd=0,OL=8,OR=8
HB:t=558,m=S,run=1,el=63,er=73,yaw=2.1,yr=6.8,pc=9,hd=0,OL=9,OR=9
HB:t=558,m=S,run=1,el=16,er=18,yaw=2.1,yr=6.8,pc=9,hd=-1,OL=8,OR=10
HB:t=578,m=S,run=1,el=6,er=7,yaw=2.1,yr=6.8,pc=10,hd=-1,OL=9,OR=11
HB:t=598,m=S,run=1,el=7,er=8,yaw=2.1,yr=6.8,pc=11,hd=-1,OL=10,OR=12
HB:t=647,m=S,run=1,el=32,er=40,yaw=2.1,yr=4.3,pc=11,hd=-1,OL=10,OR=12
HB:t=778,m=S,run=1,el=86,er=116,yaw=1.4,yr=0.4,pc=10,hd=-1,OL=9,OR=11
HB:t=778,m=S,run=1,el=20,er=30,yaw=1.4,yr=0.4,pc=10,hd=0,OL=10,OR=10
HB:t=798,m=S,run=1,el=8,er=12,yaw=1.4,yr=0.4,pc=10,hd=0,OL=10,OR=10
HB:t=818,m=S,run=1,el=8,er=12,yaw=1.4,yr=0.4,pc=10,hd=0,OL=10,OR=10
HB:t=892,m=S,run=1,el=64,er=84,yaw=-2.1,yr=-23.9,pc=10,hd=1,OL=11,OR=9
HB:t=1011,m=S,run=1,el=106,er=121,yaw=-3.6,yr=-20.6,pc=9,hd=2,OL=11,OR=7
HB:t=1019,m=S,run=1,el=2,er=2,yaw=-3.6,yr=-20.6,pc=10,hd=1,OL=11,OR=9
HB:t=1039,m=S,run=1,el=11,er=11,yaw=-3.6,yr=-20.6,pc=10,hd=2,OL=12,OR=8
HB:t=1059,m=S,run=1,el=11,er=10,yaw=-3.6,yr=-20.6,pc=10,hd=2,OL=12,OR=8
HB:t=1125,m=S,run=1,el=81,er=70,yaw=-5.1,yr=-23.8,pc=10,hd=2,OL=12,OR=8
HB:t=1243,m=S,run=1,el=130,er=101,yaw=-4.8,yr=-14.2,pc=9,hd=3,OL=12,OR=6
HB:t=1251,m=S,run=1,el=15,er=12,yaw=-4.8,yr=-14.2,pc=9,hd=2,OL=11,OR=7
HB:t=1271,m=S,run=1,el=12,er=11,yaw=-4.8,yr=-14.2,pc=10,hd=2,OL=12,OR=8
HB:t=1291,m=S,run=1,el=12,er=10,yaw=-4.8,yr=-14.2,pc=10,hd=2,OL=12,OR=8
HB:t=1327,m=S,run=1,el=41,er=36,yaw=-4.6,yr=-8.2,pc=10,hd=2,OL=12,OR=8
HB:t=1458,m=S,run=1,el=134,er=110,yaw=-3.2,yr=-0.8,pc=9,hd=2,OL=11,OR=7
HB:t=1458,m=S,run=1,el=32,er=26,yaw=-3.2,yr=-0.8,pc=9,hd=1,OL=10,OR=8
HB:t=1478,m=S,run=1,el=12,er=10,yaw=-3.2,yr=-0.8,pc=10,hd=1,OL=11,OR=9
HB:t=1498,m=S,run=1,el=12,er=11,yaw=-3.2,yr=-0.8,pc=10,hd=1,OL=11,OR=9
HB:t=1547,m=S,run=1,el=52,er=46,yaw=-2.4,yr=5.6,pc=10,hd=1,OL=11,OR=9
