t_ms,mode,run,el,er,yaw,yr,pc,hd,dp,OL,OR,hi,sb,lp
5816,S,1,91,90,-0.8,-0.4,9,6,1,86,74,0.020,0,0.00
6028,S,1,165,164,-0.6,0.3,35,3,-1,83,77,0.030,0,0.00
6029,S,1,1,0,-0.6,0.3,57,3,-1,83,77,0.030,0,0.00
6249,S,1,181,181,-0.6,-0.3,64,5,1,85,75,0.030,0,0.00
6250,S,1,181,181,-0.6,-0.3,64,5,1,85,75,0.030,0,0.00
6471,S,1,179,177,-0.5,0.3,73,2,-1,82,78,0.030,0,0.00
6471,S,1,179,177,-0.5,0.3,73,2,-1,82,78,0.030,0,0.00
6692,S,1,182,180,-0.4,0.3,80,1,-1,81,79,0.030,0,0.00
6693,S,1,182,180,-0.4,0.3,80,1,-1,81,79,0.030,0,0.00
6914,S,1,178,179,-0.5,-0.4,84,4,1,88,80,0.030,0,0.00
6914,S,1,178,179,-0.5,-0.4,84,4,1,88,80,0.030,0,0.00
7045,S,1,102,105,-0.5,-1.1,89,7,4,96,82,0.040,0,0.00
7045,S,1,102,105,-0.5,-1.1,89,7,4,96,82,0.040,0,0.00
7178,S,1,106,104,-0.6,0.3,31,3,-1,83,77,0.040,0,0.00
7178,S,1,106,104,-0.6,0.3,31,3,-1,83,77,0.040,0,0.00
7390,S,1,182,177,-0.5,0.5,49,1,-1,81,79,0.040,0,0.00
7391,S,1,182,177,-0.5,0.5,49,1,-1,81,79,0.040,0,0.00
7612,S,1,180,183,-0.5,0.0,62,3,0,83,77,0.040,0,0.00
7612,S,1,180,183,-0.5,0.0,62,3,0,83,77,0.040,0,0.00
7833,S,1,181,177,-0.4,1.1,71,-1,-4,79,81,0.040,0,0.00
7834,S,1,181,177,-0.4,1.1,71,-1,-4,79,81,0.040,0,0.00
7965,S,1,108,106,-0.3,1.1,79,-1,-3,79,81,0.040,0,0.00
7965,S,1,108,106,-0.3,1.1,79,-1,-3,79,81,0.040,0,0.00
8097,S,1,103,103,-0.2,0.0,16,1,0,81,79,0.040,0,0.00
8098,S,1,103,103,-0.2,0.0,16,1,0,81,79,0.040,0,0.00
8310,S,1,171,176,-0.3,-0.8,39,5,2,85,75,0.050,0,0.00
8310,S,1,171,176,-0.3,-0.8,39,5,2,85,75,0.050,0,0.00
8532,S,1,167,162,-0.4,-0.7,55,4,2,84,76,0.050,0,0.00
8532,S,1,167,162,-0.4,-0.7,55,4,2,84,76,0.050,0,0.00
8753,S,1,169,166,-0.1,0.4,66,0,-1,80,80,0.050,0,0.00
8754,S,1,169,166,-0.1,0.4,66,0,-1,80,80,0.050,0,0.00
8885,S,1,103,105,-0.1,0.4,75,0,-1,80,80,0.050,0,0.00
8885,S,1,103,105,-0.1,0.4,75,0,-1,80,80,0.050,0,0.00
9017,S,1,97,98,-0.3,-0.0,28,2,0,82,78,0.050,0,0.00
9018,S,1,97,98,-0.3,-0.0,28,2,0,82,78,0.050,0,0.00
9139,S,1,101,98,-0.3,-1.0,48,5,3,85,75,0.050,0,0.00
9144,S,1,101,98,-0.3,-1.0,48,5,3,85,75,0.050,0,0.00
9273,S,1,95,93,-0.1,0.4,1,-1,-1,79,81,0.050,0,0.00
9395,S,1,99,99,-0.1,1.0,30,-3,-3,77,83,0.050,0,0.00
9399,S,1,3,2,-0.1,1.0,53,-3,-3,77,83,0.050,0,0.00
9519,S,1,83,86,-0.1,-0.9,14,3,3,83,77,0.050,0,0.00
9731,S,1,152,154,-0.3,-0.7,38,4,2,84,76,0.050,0,0.00
9731,S,1,152,154,-0.3,-0.7,38,4,2,84,76,0.050,0,0.00
9952,S,1,161,161,-0.3,0.0,55,2,0,82,78,0.050,0,0.00
9953,S,1,161,161,-0.3,0.0,55,2,0,82,78,0.050,0,0.00
10173,S,1,172,167,-0.1,0.7,66,-2,-2,78,82,0.050,0,0.00
10173,S,1,172,167,-0.1,0.7,66,-2,-2,78,82,0.050,0,0.00
10304,S,1,102,101,-0.0,1.1,76,-3,-3,77,83,0.050,0,0.00
10305,S,1,102,101,-0.0,1.1,76,-3,-3,77,83,0.050,0,0.00
10437,S,1,97,99,-0.1,0.0,19,1,0,81,79,0.050,0,0.00
10558,S,1,102,101,-0.2,0.1,42,1,0,81,79,0.050,0,0.00
10563,S,1,0,1,-0.2,0.1,60,1,0,81,79,0.050,0,0.00
10692,S,1,103,101,-0.0,0.1,29,0,0,80,80,0.050,0,0.00
10814,S,1,98,96,-0.0,0.2,49,0,-1,80,80,0.050,0,0.00
10818,S,1,98,96,-0.0,0.2,49,0,-1,80,80,0.050,0,0.00
10938,S,1,81,82,0.0,-0.5,21,2,2,82,78,0.050,0,0.00
11150,S,1,151,153,-0.1,-0.6,42,2,2,82,78,0.050,0,0.00
11150,S,1,151,153,-0.1,-0.6,42,2,2,82,78,0.050,0,0.00
11273,S,1,91,92,-0.1,0.3,58,0,-1,80,80,0.050,0,0.00
11277,S,1,91,92,-0.1,0.3,58,0,-1,80,80,0.050,0,0.00
11398,S,1,85,83,-0.1,-0.3,9,1,1,81,79,0.060,0,0.00
11610,S,1,169,164,0.1,0.5,33,-2,-2,78,82,0.050,0,0.00
11610,S,1,169,164,0.1,0.5,33,-2,-2,78,82,0.050,0,0.00
11831,S,1,176,179,0.1,0.3,49,-2,-1,78,82,0.050,0,0.00
11832,S,1,176,179,0.1,0.3,49,-2,-1,78,82,0.050,0,0.00
12052,S,1,183,181,0.1,0.2,61,-1,-1,79,81,0.050,0,0.00
12053,S,1,183,181,0.1,0.2,61,-1,-1,79,81,0.050,0,0.00
12273,S,1,176,174,0.2,-0.2,69,0,1,80,80,0.050,0,0.00
12273,S,1,176,174,0.2,-0.2,69,0,1,80,80,0.050,0,0.00
12404,S,1,96,97,0.2,0.2,76,-2,-1,78,82,0.050,0,0.00
12404,S,1,96,97,0.2,0.2,76,-2,-1,78,82,0.050,0,0.00
12536,S,1,90,91,0.1,0.0,8,0,0,80,80,0.050,0,0.00
12536,S,1,90,91,0.1,0.0,8,0,0,80,80,0.050,0,0.00
12749,S,1,169,165,0.1,0.8,32,-3,-3,77,83,0.050,0,0.00
12749,S,1,169,165,0.1,0.8,32,-3,-3,77,83,0.050,0,0.00
12970,S,1,179,180,0.2,0.8,48,-4,-3,76,84,0.050,0,0.00
12971,S,1,179,180,0.2,0.8,48,-4,-3,76,84,0.050,0,0.00
13192,S,1,176,177,0.2,0.2,59,-2,-1,78,82,0.050,0,0.00
13192,S,1,176,177,0.2,0.2,59,-2,-1,78,82,0.050,0,0.00
13323,S,1,108,108,0.2,-0.2,69,0,1,80,80,0.050,0,0.00
13323,S,1,108,108,0.2,-0.2,69,0,1,80,80,0.050,0,0.00
13455,S,1,96,97,0.0,-0.0,1,0,0,80,80,0.050,0,0.00
13456,S,1,96,97,0.0,-0.0,1,0,0,80,80,0.050,0,0.00
13668,S,1,169,168,0.0,-0.6,27,2,2,82,78,0.050,0,0.00
13668,S,1,169,168,0.0,-0.6,27,2,2,82,78,0.050,0,0.00
13890,S,1,165,165,0.0,-0.1,45,0,0,80,80,0.050,0,0.00
13890,S,1,165,165,0.0,-0.1,45,0,0,80,80,0.050,0,0.00
14111,S,1,176,177,-0.1,-0.1,57,1,0,81,79,0.050,0,0.00
14111,S,1,176,177,-0.1,-0.1,57,1,0,81,79,0.050,0,0.00
14243,S,1,111,110,-0.0,-0.3,67,1,1,81,79,0.050,0,0.00
14243,S,1,111,110,-0.0,-0.3,67,1,1,81,79,0.050,0,0.00
14375,S,1,96,95,0.1,-0.1,1,0,0,80,80,0.050,0,0.00
14376,S,1,96,95,0.1,-0.1,1,0,0,80,80,0.050,0,0.00
14498,S,1,101,100,0.1,0.2,28,-1,-1,79,81,0.050,0,0.00
14502,S,1,1,0,0.1,0.2,49,-1,-1,79,81,0.050,0,0.00
14631,S,1,100,102,0.1,-0.1,22,0,0,80,80,0.050,0,0.00
14753,S,1,104,104,0.1,-0.0,43,-1,0,79,81,0.050,0,0.00
14757,S,1,104,104,0.1,-0.0,43,-1,0,79,81,0.050,0,0.00
14877,S,1,91,89,0.1,0.2,1,-1,-1,79,81,0.050,0,0.00
15089,S,1,163,164,0.1,-0.1,28,0,0,80,80,0.050,0,0.00
15089,S,1,163,164,0.1,-0.1,28,0,0,80,80,0.050,0,0.00
15311,S,1,171,171,0.1,0.0,46,-1,0,79,81,0.050,0,0.00
15311,S,1,171,171,0.1,0.0,46,-1,0,79,81,0.050,0,0.00
15442,S,1,109,109,0.1,-0.7,61,2,2,82,78,0.050,0,0.00
15442,S,1,109,109,0.1,-0.7,61,2,2,82,78,0.050,0,0.00
15575,S,1,98,96,0.1,0.1,1,-1,0,79,81,0.050,0,0.00
15575,S,1,98,96,0.1,0.1,1,-1,0,79,81,0.050,0,0.00
15697,S,1,100,102,0.1,0.4,30,-2,-1,78,82,0.050,0,0.00
15702,S,1,1,1,0.1,0.4,52,-2,-1,78,82,0.050,0,0.00
15831,S,1,101,100,0.1,-0.5,26,1,2,81,79,0.050,0,0.00
16043,S,1,177,177,0.1,-0.3,45,0,1,80,80,0.050,0,0.00
16043,S,1,177,177,0.1,-0.3,45,0,1,80,80,0.050,0,0.00
16256,S,1,175,175,-0.0,-0.4,59,1,1,81,79,0.050,0,0.00
16256,S,1,175,175,-0.0,-0.4,59,1,1,81,79,0.050,0,0.00
16469,S,1,163,164,-0.0,-0.2,69,1,1,81,79,0.050,0,0.00
16469,S,1,163,164,-0.0,-0.2,69,1,1,81,79,0.050,0,0.00
16690,S,1,178,174,0.0,-0.5,75,1,2,81,79,0.050,0,0.00
16691,S,1,178,174,0.0,-0.5,75,1,2,81,79,0.050,0,0.00
16822,S,1,110,112,0.0,0.4,81,-1,-1,80,82,0.050,0,0.00
16822,S,1,110,112,0.0,0.4,81,-1,-1,80,82,0.050,0,0.00
16954,S,1,104,106,0.0,0.1,1,0,0,80,80,0.050,0,0.00
16955,S,1,104,106,0.0,0.1,1,0,0,80,80,0.050,0,0.00
17167,S,1,187,184,0.1,0.2,28,-1,-1,79,81,0.050,0,0.00
17167,S,1,187,184,0.1,0.2,28,-1,-1,79,81,0.050,0,0.00
17388,S,1,192,191,0.0,-0.3,46,1,1,81,79,0.050,0,0.00
17389,S,1,0,1,0.0,-0.3,64,1,1,81,79,0.050,0,0.00
17610,S,1,181,183,-0.0,0.2,68,0,-1,80,80,0.050,0,0.00
17610,S,1,181,183,-0.0,0.2,68,0,-1,80,80,0.050,0,0.00
17741,S,1,104,102,-0.1,0.4,77,-1,-1,79,81,0.050,0,0.00
17741,S,1,104,102,-0.1,0.4,77,-1,-1,79,81,0.050,0,0.00
17874,S,1,97,96,-0.0,0.4,5,-1,-1,79,81,0.050,0,0.00
17874,S,1,97,96,-0.0,0.4,5,-1,-1,79,81,0.050,0,0.00
18086,S,1,186,188,-0.0,0.1,30,0,0,80,80,0.050,0,0.00
18087,S,1,186,188,-0.0,0.1,30,0,0,80,80,0.050,0,0.00
18308,S,1,193,190,-0.0,0.3,47,-1,-1,79,81,0.050,0,0.00
18308,S,1,193,190,-0.0,0.3,47,-1,-1,79,81,0.050,0,0.00
18529,S,1,191,190,0.1,0.0,60,-1,0,79,81,0.050,0,0.00
18529,S,1,191,190,0.1,0.0,60,-1,0,79,81,0.050,0,0.00
18750,S,1,188,187,0.1,-0.7,68,2,2,82,78,0.050,0,0.00
18750,S,1,188,187,0.1,-0.7,68,2,2,82,78,0.050,0,0.00
18881,S,1,106,106,0.0,-0.2,76,0,1,80,80,0.050,0,0.00
18882,S,1,106,106,0.0,-0.2,76,0,1,80,80,0.050,0,0.00
19013,S,1,95,94,0.0,-0.4,5,1,1,81,79,0.050,0,0.00
19135,S,1,101,101,0.0,-0.2,31,0,1,80,80,0.050,0,0.00
19140,S,1,3,3,0.0,-0.2,51,0,1,80,80,0.050,0,0.00
19269,S,1,102,102,0.2,-0.3,8,0,1,80,80,0.050,0,0.00
19391,S,1,107,106,0.2,-0.6,33,1,2,81,79,0.040,0,0.00
19395,S,1,107,106,0.2,-0.6,33,1,2,81,79,0.040,0,0.00
19515,S,1,91,93,0.2,-0.7,1,1,2,81,79,0.040,0,0.00
19727,S,1,185,181,0.3,-0.1,29,-1,0,79,81,0.040,0,0.00
19727,S,1,185,181,0.3,-0.1,29,-1,0,79,81,0.040,0,0.00
19948,S,1,192,188,0.4,0.2,48,-3,-1,77,83,0.040,0,0.00
19948,S,1,192,188,0.4,0.2,48,-3,-1,77,83,0.040,0,0.00
20169,S,1,180,184,0.3,-0.7,62,1,2,81,79,0.040,0,0.00
20169,S,1,180,184,0.3,-0.7,62,1,2,81,79,0.040,0,0.00
20300,S,1,109,108,0.3,0.0,74,-2,0,78,82,0.040,0,0.00
20301,S,1,109,108,0.3,0.0,74,-2,0,78,82,0.040,0,0.00
20433,S,1,101,99,0.4,0.4,3,-4,-1,76,84,0.040,0,0.00
20644,S,1,187,189,0.4,0.4,30,-4,-1,76,84,0.040,0,0.00
20645,S,1,187,189,0.4,0.4,30,-4,-1,76,84,0.040,0,0.00
20866,S,1,194,196,0.2,-0.2,48,-1,0,79,81,0.040,0,0.00
20866,S,1,194,196,0.2,-0.2,48,-1,0,79,81,0.040,0,0.00
21087,S,1,195,192,0.3,-0.0,61,-2,0,78,82,0.030,0,0.00
21088,S,1,195,192,0.3,-0.0,61,-2,0,78,82,0.030,0,0.00
21308,S,1,182,186,0.2,-1.0,71,2,3,82,78,0.030,0,0.00
21309,S,1,0,0,0.2,-1.0,81,2,3,83,79,0.030,0,0.00
21440,S,1,105,106,0.1,-0.5,84,1,2,85,83,0.030,0,0.00
21440,S,1,105,106,0.1,-0.5,84,1,2,85,83,0.030,0,0.00
21572,S,1,100,98,0.0,-0.5,6,2,2,82,78,0.030,0,0.00
21573,S,1,100,98,0.0,-0.5,6,2,2,82,78,0.030,0,0.00
21785,S,1,186,183,0.2,0.8,31,-4,-3,76,84,0.030,0,0.00
21785,S,1,186,183,0.2,0.8,31,-4,-3,76,84,0.030,0,0.00
22006,S,1,182,189,-0.1,-0.9,49,3,3,83,77,0.030,0,0.00
22007,S,1,182,189,-0.1,-0.9,49,3,3,83,77,0.030,0,0.00
22228,S,1,191,186,-0.0,-0.6,61,2,2,82,78,0.030,0,0.00
22228,S,1,191,186,-0.0,-0.6,61,2,2,82,78,0.030,0,0.00
22359,S,1,112,109,0.0,0.2,72,-1,-1,79,81,0.030,0,0.00
22360,S,1,112,109,0.0,0.2,72,-1,-1,79,81,0.030,0,0.00
22492,S,1,89,89,0.1,-0.5,9,1,2,81,79,0.030,0,0.00
22614,S,1,92,93,0.1,-1.3,35,3,4,83,77,0.030,0,0.00
22618,S,1,92,93,0.1,-1.3,35,3,4,83,77,0.030,0,0.00
22746,S,1,88,88,-0.0,-1.0,1,3,3,83,77,0.030,0,0.00
22869,S,1,92,92,-0.0,-0.8,30,3,3,83,77,0.030,0,0.00
22873,S,1,92,92,-0.0,-0.8,30,3,3,83,77,0.030,0,0.00
22993,S,1,90,89,0.0,-0.5,27,1,2,81,79,0.030,0,0.00
23205,S,1,172,171,0.1,-0.2,46,0,1,80,80,0.030,0,0.00
23206,S,1,172,171,0.1,-0.2,46,0,1,80,80,0.030,0,0.00
23427,S,1,181,183,0.0,-0.2,60,1,1,81,79,0.030,0,0.00
23427,S,1,181,183,0.0,-0.2,60,1,1,81,79,0.030,0,0.00
23648,S,1,182,183,-0.1,-0.3,69,2,1,82,78,0.030,0,0.00
23648,S,1,182,183,-0.1,-0.3,69,2,1,82,78,0.030,0,0.00
23868,S,1,174,171,-0.1,0.3,76,-1,-1,79,81,0.030,0,0.00
23869,S,1,1,1,-0.1,0.3,84,-1,-1,83,85,0.030,0,0.00
23999,S,1,96,101,-0.1,-0.2,86,1,1,87,85,0.030,0,0.00
24000,S,1,96,101,-0.1,-0.2,86,1,1,87,85,0.030,0,0.00
24131,S,1,105,106,-0.3,-1.3,47,6,4,86,74,0.030,0,0.00
24343,S,1,182,178,-0.3,-0.5,60,3,1,83,77,0.030,0,0.00
24343,S,1,182,178,-0.3,-0.5,60,3,1,83,77,0.030,0,0.00
24564,S,1,181,178,-0.1,0.2,69,0,-1,80,80,0.030,0,0.00
24565,S,1,181,178,-0.1,0.2,69,0,-1,80,80,0.030,0,0.00
24786,S,1,181,184,-0.1,-0.1,75,1,0,81,79,0.030,0,0.00
24786,S,1,181,184,-0.1,-0.1,75,1,0,81,79,0.030,0,0.00
25007,S,1,186,184,-0.2,-0.7,79,4,2,84,76,0.040,0,0.00
25007,S,1,186,184,-0.2,-0.7,79,4,2,84,76,0.040,0,0.00
25139,S,1,104,104,-0.2,-0.6,84,3,2,87,81,0.040,0,0.00
25139,S,1,0,0,-0.2,-0.6,90,3,2,93,87,0.040,0,0.00
25271,S,1,98,101,-0.2,-0.7,44,3,2,83,77,0.040,0,0.00
25392,S,1,100,100,-0.2,-0.6,59,3,2,83,77,0.040,0,0.00
25397,S,1,100,100,-0.2,-0.6,59,3,2,83,77,0.040,0,0.00
25526,S,1,94,93,-0.3,-0.1,1,2,0,82,78,0.040,0,0.00
25648,S,1,101,101,-0.3,0.1,29,1,0,81,79,0.040,0,0.00
25652,S,1,1,1,-0.3,0.1,50,1,0,81,79,0.040,0,0.00
25772,S,1,93,94,-0.3,-0.7,32,4,2,84,76,0.040,0,0.00
25984,S,1,172,169,-0.2,-0.2,49,2,1,82,78,0.040,0,0.00
25985,S,1,172,169,-0.2,-0.2,49,2,1,82,78,0.040,0,0.00
26205,S,1,182,182,-0.2,-0.2,60,2,1,82,78,0.040,0,0.00
26206,S,1,182,182,-0.2,-0.2,60,2,1,82,78,0.040,0,0.00
26427,S,1,183,184,-0.3,-0.5,69,3,2,83,77,0.040,0,0.00
26427,S,1,183,184,-0.3,-0.5,69,3,2,83,77,0.040,0,0.00
26647,S,1,167,166,-0.3,-0.3,75,3,1,83,77,0.040,0,0.00
26648,S,1,167,166,-0.3,-0.3,75,3,1,83,77,0.040,0,0.00
26778,S,1,101,100,-0.3,0.4,80,1,-1,81,79,0.040,0,0.00
26779,S,1,1,1,-0.3,0.4,86,1,-1,87,85,0.040,0,0.00
26910,S,1,105,106,-0.3,0.4,38,1,-1,81,79,0.040,0,0.00
27032,S,1,109,108,-0.3,0.4,54,0,-1,80,80,0.050,0,0.00
27037,S,1,109,108,-0.3,0.4,54,0,-1,80,80,0.050,0,0.00
27166,S,1,99,98,-0.3,0.6,1,0,-2,80,80,0.050,0,0.00
27288,S,1,103,101,-0.3,0.8,30,-1,-3,79,81,0.050,0,0.00
27292,S,1,0,0,-0.3,0.8,53,-1,-3,79,81,0.050,0,0.00
27412,S,1,95,95,-0.2,-0.0,35,1,0,81,79,0.050,0,0.00
27534,S,1,107,107,-0.2,0.0,54,1,0,81,79,0.050,0,0.00
27538,S,1,107,107,-0.2,0.0,54,1,0,81,79,0.050,0,0.00
27668,S,1,104,102,-0.2,-0.2,1,2,0,82,78,0.050,0,0.00
27790,S,1,99,97,-0.2,-0.2,32,2,1,82,78,0.050,0,0.00
27795,S,1,99,97,-0.2,-0.2,32,2,1,82,78,0.050,0,0.00
27914,S,1,83,82,-0.1,0.3,8,0,-1,80,80,0.050,0,0.00
28037,S,1,96,96,-0.1,1.1,37,-3,-3,77,83,0.050,0,0.00
28041,S,1,2,2,-0.1,1.1,59,-3,-3,77,83,0.050,0,0.00
28169,S,1,99,100,-0.0,0.8,20,-2,-2,78,82,0.050,0,0.00
28381,S,1,182,180,-0.0,0.3,43,-1,-1,79,81,0.050,0,0.00
28382,S,1,182,180,-0.0,0.3,43,-1,-1,79,81,0.050,0,0.00
28603,S,1,188,187,0.1,0.4,59,-2,-1,78,82,0.050,0,0.00
28603,S,1,188,187,0.1,0.4,59,-2,-1,78,82,0.050,0,0.00
28824,S,1,191,188,0.2,0.5,71,-3,-2,77,83,0.050,0,0.00
28825,S,1,191,188,0.2,0.5,71,-3,-2,77,83,0.050,0,0.00
29046,S,1,186,184,0.2,0.6,79,-3,-2,77,83,0.050,0,0.00
29046,S,1,186,184,0.2,0.6,79,-3,-2,77,83,0.050,0,0.00
29266,S,1,178,176,0.3,0.7,84,-4,-2,80,88,0.050,0,0.00
29267,S,1,178,176,0.3,0.7,84,-4,-2,80,88,0.050,0,0.00
29397,S,1,111,109,0.4,1.5,90,-7,-5,83,97,0.040,0,0.00
29398,S,1,111,109,0.4,1.5,90,-7,-5,83,97,0.040,0,0.00
29529,S,1,118,118,0.5,0.7,41,-5,-2,75,85,0.040,0,0.00
29742,S,1,196,200,0.4,0.8,57,-5,-3,75,85,0.040,0,0.00
29742,S,1,196,200,0.4,0.8,57,-5,-3,75,85,0.040,0,0.00
29964,S,1,187,182,0.5,0.3,69,-4,-1,76,84,0.040,0,0.00
29964,S,1,187,182,0.5,0.3,69,-4,-1,76,84,0.040,0,0.00
