HB:t=0,m=S,run=1,el=0,er=0,yaw=0.0,yr=0.0,pc=0,hd=0,OL=0,OR=0
HB:t=106,m=S,run=1,el=0,er=0,yaw=0.0,yr=0.0,pc=1,hd=0,OL=1,OR=1
HB:t=126,m=S,run=1,el=1,er=2,yaw=0.0,yr=0.0,pc=1,hd=0,OL=1,OR=1
HB:t=146,m=S,run=1,el=1,er=4,yaw=0.0,yr=0.0,pc=1,hd=0,OL=1,OR=1
HB:t=166,m=S,run=1,el=2,er=1,yaw=0.0,yr=0.0,pc=1,hd=0,OL=1,OR=1
HB:t=186,m=S,run=1,el=2,er=3,yaw=0.0,yr=0.0,pc=2,hd=0,OL=2,OR=2
HB:t=317,m=S,run=1,el=51,er=51,yaw=0.0,yr=0.0,pc=2,hd=0,OL=2,OR=2
HB:t=337,m=S,run=1,el=4,er=4,yaw=0.0,yr=0.0,pc=2,hd=0,OL=2,OR=2
HB:t=357,m=S,run=1,el=5,er=6,yaw=0.0,yr=0.0,pc=2,hd=0,OL=2,OR=2
HB:t=377,m=S,run=1,el=5,er=5,yaw=0.0,yr=0.0,pc=3,hd=0,OL=3,OR=3
HB:t=397,m=S,run=1,el=5,er=6,yaw=0.0,yr=0.0,pc=3,hd=0,OL=3,OR=3
HB:t=593,m=S,run=1,el=64,er=70,yaw=0.1,yr=0.2,pc=3,hd=0,OL=3,OR=3
HB:t=593,m=S,run=1,el=54,er=59,yaw=0.1,yr=0.2,pc=3,hd=0,OL=3,OR=3
HB:t=706,m=S,run=1,el=73,er=83,yaw=0.1,yr=0.2,pc=3,hd=0,OL=3,OR=3
HB:t=726,m=S,run=1,el=7,er=8,yaw=0.1,yr=0.2,pc=4,hd=0,OL=4,OR=4
HB:t=746,m=S,run=1,el=7,er=8,yaw=0.1,yr=0.2,pc=5,hd=0,OL=5,OR=5
HB:t=766,m=S,run=1,el=7,er=8,yaw=0.1,yr=0.2,pc=5,hd=0,OL=5,OR=5
HB:t=786,m=S,run=1,el=7,er=8,yaw=0.1,yr=0.2,pc=5,hd=0,OL=5,OR=5
HB:t=856,m=S,run=1,el=48,er=53,yaw=-1.0,yr=-1.9,pc=6,hd=0,OL=6,OR=6
HB:t=963,m=S,run=1,el=81,er=86,yaw=-1.0,yr=-1.9,pc=6,hd=0,OL=6,OR=6
HB:t=983,m=S,run=1,el=7,er=8,yaw=-1.0,yr=-1.9,pc=7,hd=0,OL=7,OR=7
HB:t=1003,m=S,run=1,el=8,er=8,yaw=-1.0,yr=-1.9,pc=8,hd=0,OL=8,OR=8
HB:t=1023,m=S,run=1,el=8,er=8,yaw=-1.0,yr=-1.9,pc=8,hd=0,OL=8,OR=8
HB:t=1043,m=S,run=1,el=7,er=8,yaw=-1.0,yr=-1.9,pc=8,hd=0,OL=8,OR=8
HB:t=1256,m=S,run=1,el=171,er=179,yaw=-3.0,yr=-4.8,pc=6,hd=0,OL=6,OR=6
HB:t=1457,m=S,run=1,el=88,er=94,yaw=-3.8,yr=-4.4,pc=6,hd=0,OL=6,OR=6
HB:t=1458,m=S,run=1,el=72,er=77,yaw=-3.8,yr=-4.4,pc=6,hd=0,OL=6,OR=6
HB:t=1564,m=S,run=1,el=79,er=82,yaw=-3.8,yr=-4.4,pc=6,hd=0,OL=6,OR=6
HB:t=1584,m=S,run=1,el=8,er=7,yaw=-3.8,yr=-4.4,pc=8,hd=0,OL=8,OR=8
HB:t=1604,m=S,run=1,el=7,er=7,yaw=-3.8,yr=-4.4,pc=8,hd=0,OL=8,OR=8
HB:t=1624,m=S,run=1,el=7,er=7,yaw=-3.8,yr=-4.4,pc=9,hd=0,OL=9,OR=9
HB:t=1644,m=S,run=1,el=7,er=8,yaw=-3.8,yr=-4.4,pc=9,hd=0,OL=9,OR=9
HB:t=1669,m=S,run=1,el=13,er=13,yaw=-4.0,yr=-3.2,pc=9,hd=0,OL=9,OR=9
HB:t=1775,m=S,run=1,el=85,er=83,yaw=-4.0,yr=-3.2,pc=8,hd=0,OL=8,OR=8
HB:t=1795,m=S,run=1,el=8,er=8,yaw=-4.0,yr=-3.2,pc=8,hd=0,OL=8,OR=8
HB:t=1815,m=S,run=1,el=8,er=8,yaw=-4.0,yr=-3.2,pc=9,hd=0,OL=9,OR=9
HB:t=1835,m=S,run=1,el=8,er=8,yaw=-4.0,yr=-3.2,pc=9,hd=0,OL=9,OR=9
HB:t=1855,m=S,run=1,el=8,er=8,yaw=-4.0,yr=-3.2,pc=9,hd=0,OL=9,OR=9
HB:t=2061,m=S,run=1,el=167,er=170,yaw=-4.2,yr=-2.4,pc=6,hd=0,OL=6,OR=6
HB:t=2191,m=S,run=1,el=97,er=99,yaw=-4.3,yr=-1.7,pc=7,hd=0,OL=7,OR=7
HB:t=2194,m=S,run=1,el=1,er=1,yaw=-4.3,yr=-1.7,pc=9,hd=0,OL=9,OR=9
HB:t=2214,m=S,run=1,el=8,er=9,yaw=-4.3,yr=-1.7,pc=9,hd=0,OL=9,OR=9
HB:t=2234,m=S,run=1,el=9,er=9,yaw=-4.3,yr=-1.7,pc=9,hd=0,OL=9,OR=9
HB:t=2254,m=S,run=1,el=9,er=8,yaw=-4.3,yr=-1.7,pc=9,hd=0,OL=9,OR=9
HB:t=2375,m=S,run=1,el=105,er=106,yaw=-4.3,yr=-1.7,pc=7,hd=0,OL=7,OR=7
HB:t=2478,m=S,run=1,el=85,er=86,yaw=-4.6,yr=-1.6,pc=7,hd=0,OL=7,OR=7
HB:t=2585,m=S,run=1,el=87,er=87,yaw=-4.6,yr=-1.6,pc=7,hd=0,OL=7,OR=7
HB:t=2604,m=S,run=1,el=7,er=8,yaw=-4.6,yr=-1.6,pc=8,hd=0,OL=8,OR=8
HB:t=2624,m=S,run=1,el=8,er=8,yaw=-4.6,yr=-1.6,pc=8,hd=0,OL=8,OR=8
HB:t=2644,m=S,run=1,el=8,er=8,yaw=-4.6,yr=-1.6,pc=9,hd=0,OL=9,OR=9
HB:t=2664,m=S,run=1,el=8,er=8,yaw=-4.6,yr=-1.6,pc=9,hd=0,OL=9,OR=9
HB:t=2857,m=S,run=1,el=162,er=162,yaw=-4.5,yr=-1.0,pc=7,hd=0,OL=7,OR=7
HB:t=2877,m=S,run=1,el=8,er=8,yaw=-4.5,yr=-1.0,pc=8,hd=0,OL=8,OR=8
HB:t=3087,m=S,run=1,el=90,er=87,yaw=-4.6,yr=-0.7,pc=7,hd=0,OL=7,OR=7
HB:t=3087,m=S,run=1,el=76,er=76,yaw=-4.6,yr=-0.7,pc=7,hd=0,OL=7,OR=7
HB:t=3194,m=S,run=1,el=76,er=75,yaw=-4.6,yr=-0.7,pc=7,hd=0,OL=7,OR=7
HB:t=3214,m=S,run=1,el=8,er=7,yaw=-4.6,yr=-0.7,pc=8,hd=0,OL=8,OR=8
HB:t=3234,m=S,run=1,el=7,er=7,yaw=-4.6,yr=-0.7,pc=8,hd=0,OL=8,OR=8
HB:t=3254,m=S,run=1,el=8,er=8,yaw=-4.6,yr=-0.7,pc=9,hd=0,OL=9,OR=9
HB:t=3274,m=S,run=1,el=8,er=7,yaw=-4.6,yr=-0.7,pc=9,hd=0,OL=9,OR=9
HB:t=3404,m=S,run=1,el=106,er=105,yaw=-4.6,yr=-0.5,pc=8,hd=0,OL=8,OR=8
HB:t=3424,m=S,run=1,el=9,er=9,yaw=-4.6,yr=-0.5,pc=8,hd=0,OL=8,OR=8
HB:t=3444,m=S,run=1,el=9,er=9,yaw=-4.6,yr=-0.5,pc=8,hd=0,OL=8,OR=8
HB:t=3464,m=S,run=1,el=9,er=8,yaw=-4.6,yr=-0.5,pc=8,hd=0,OL=8,OR=8
HB:t=3484,m=S,run=1,el=8,er=9,yaw=-4.6,yr=-0.5,pc=8,hd=0,OL=8,OR=8
HB:t=3680,m=S,run=1,el=95,er=97,yaw=-4.6,yr=-0.3,pc=8,hd=0,OL=8,OR=8
HB:t=3680,m=S,run=1,el=72,er=73,yaw=-4.6,yr=-0.3,pc=7,hd=0,OL=7,OR=7
HB:t=3793,m=S,run=1,el=91,er=90,yaw=-4.6,yr=-0.3,pc=8,hd=0,OL=8,OR=8
HB:t=3813,m=S,run=1,el=8,er=8,yaw=-4.6,yr=-0.3,pc=8,hd=0,OL=8,OR=8
HB:t=3833,m=S,run=1,el=8,er=8,yaw=-4.6,yr=-0.3,pc=9,hd=0,OL=9,OR=9
HB:t=3853,m=S,run=1,el=8,er=8,yaw=-4.6,yr=-0.3,pc=9,hd=0,OL=9,OR=9
HB:t=3873,m=S,run=1,el=8,er=9,yaw=-4.6,yr=-0.3,pc=9,hd=0,OL=9,OR=9
HB:t=3969,m=S,run=1,el=85,er=84,yaw=-4.6,yr=-0.2,pc=8,hd=0,OL=8,OR=8
HB:t=4076,m=S,run=1,el=88,er=89,yaw=-4.6,yr=-0.2,pc=7,hd=0,OL=7,OR=7
HB:t=4096,m=S,run=1,el=8,er=8,yaw=-4.6,yr=-0.2,pc=8,hd=0,OL=8,OR=8
HB:t=4116,m=S,run=1,el=8,er=8,yaw=-4.6,yr=-0.2,pc=8,hd=0,OL=8,OR=8
HB:t=4136,m=S,run=1,el=8,er=9,yaw=-4.6,yr=-0.2,pc=9,hd=0,OL=9,OR=9
HB:t=4156,m=S,run=1,el=8,er=9,yaw=-4.6,yr=-0.2,pc=9,hd=0,OL=9,OR=9
HB:t=4286,m=S,run=1,el=106,er=106,yaw=-4.5,yr=-0.1,pc=7,hd=0,OL=7,OR=7
HB:t=4306,m=S,run=1,el=9,er=9,yaw=-4.5,yr=-0.1,pc=8,hd=0,OL=8,OR=8
HB:t=4326,m=S,run=1,el=9,er=8,yaw=-4.5,yr=-0.1,pc=8,hd=0,OL=8,OR=8
HB:t=4346,m=S,run=1,el=8,er=8,yaw=-4.5,yr=-0.1,pc=9,hd=0,OL=9,OR=9
HB:t=4366,m=S,run=1,el=8,er=8,yaw=-4.5,yr=-0.1,pc=9,hd=0,OL=9,OR=9
HB:t=4562,m=S,run=1,el=97,er=94,yaw=-4.6,yr=-0.1,pc=8,hd=0,OL=8,OR=8
HB:t=4562,m=S,run=1,el=76,er=74,yaw=-4.6,yr=-0.1,pc=7,hd=0,OL=7,OR=7
HB:t=4675,m=S,run=1,el=92,er=92,yaw=-4.6,yr=-0.1,pc=7,hd=0,OL=7,OR=7
HB:t=4695,m=S,run=1,el=8,er=8,yaw=-4.6,yr=-0.1,pc=8,hd=0,OL=8,OR=8
HB:t=4715,m=S,run=1,el=8,er=8,yaw=-4.6,yr=-0.1,pc=8,hd=0,OL=8,OR=8
HB:t=4735,m=S,run=1,el=8,er=9,yaw=-4.6,yr=-0.1,pc=9,hd=0,OL=9,OR=9
HB:t=4755,m=S,run=1,el=8,er=9,yaw=-4.6,yr=-0.1,pc=8,hd=0,OL=8,OR=8
HB:t=4778,m=S,run=1,el=14,er=14,yaw=-4.6,yr=-0.1,pc=9,hd=0,OL=9,OR=9
HB:t=4884,m=S,run=1,el=97,er=99,yaw=-4.6,yr=-0.1,pc=8,hd=0,OL=8,OR=8
HB:t=4904,m=S,run=1,el=9,er=10,yaw=-4.6,yr=-0.1,pc=8,hd=0,OL=8,OR=8
HB:t=4924,m=S,run=1,el=9,er=9,yaw=-4.6,yr=-0.1,pc=8,hd=0,OL=8,OR=8
HB:t=4944,m=S,run=1,el=9,er=8,yaw=-4.6,yr=-0.1,pc=8,hd=0,OL=8,OR=8
HB:t=4964,m=S,run=1,el=9,er=9,yaw=-4.6,yr=-0.1,pc=9,hd=0,OL=9,OR=9
HB:t=5171,m=S,run=1,el=186,er=184,yaw=-4.6,yr=-0.0,pc=6,hd=0,OL=6,OR=6
HB:t=5295,m=S,run=1,el=96,er=96,yaw=-4.6,yr=-0.1,pc=7,hd=0,OL=7,OR=7
HB:t=5303,m=S,run=1,el=5,er=5,yaw=-4.6,yr=-0.1,pc=8,hd=0,OL=8,OR=8
HB:t=5323,m=S,run=1,el=8,er=8,yaw=-4.6,yr=-0.1,pc=8,hd=0,OL=8,OR=8
HB:t=5343,m=S,run=1,el=9,er=8,yaw=-4.6,yr=-0.1,pc=9,hd=0,OL=9,OR=9
HB:t=5363,m=S,run=1,el=9,er=9,yaw=-4.6,yr=-0.1,pc=9,hd=0,OL=9,OR=9
HB:t=5484,m=S,run=1,el=98,er=96,yaw=-4.6,yr=-0.1,pc=8,hd=0,OL=8,OR=8
HB:t=5582,m=S,run=1,el=76,er=74,yaw=-4.4,yr=0.3,pc=8,hd=0,OL=8,OR=8
HB:t=5688,m=S,run=1,el=83,er=81,yaw=-4.4,yr=0.3,pc=7,hd=0,OL=7,OR=7
HB:t=5708,m=S,run=1,el=8,er=7,yaw=-4.4,yr=0.3,pc=8,hd=0,OL=8,OR=8
HB:t=5728,m=S,run=1,el=8,er=8,yaw=-4.4,yr=0.3,pc=9,hd=0,OL=9,OR=9
HB:t=5748,m=S,run=1,el=8,er=8,yaw=-4.4,yr=0.3,pc=9,hd=0,OL=9,OR=9
HB:t=5768,m=S,run=1,el=8,er=9,yaw=-4.4,yr=0.3,pc=9,hd=0,OL=9,OR=9
HB:t=5899,m=S,run=1,el=106,er=104,yaw=-4.4,yr=0.3,pc=8,hd=0,OL=8,OR=8
HB:t=5919,m=S,run=1,el=9,er=9,yaw=-4.4,yr=0.3,pc=8,hd=0,OL=8,OR=8
HB:t=5939,m=S,run=1,el=9,er=9,yaw=-4.4,yr=0.3,pc=8,hd=0,OL=8,OR=8
HB:t=5959,m=S,run=1,el=9,er=9,yaw=-4.4,yr=0.3,pc=8,hd=0,OL=8,OR=8
HB:t=5979,m=S,run=1,el=9,er=9,yaw=-4.4,yr=0.3,pc=9,hd=0,OL=9,OR=9
HB:t=6175,m=S,run=1,el=100,er=98,yaw=-4.2,yr=0.3,pc=8,hd=0,OL=8,OR=8
HB:t=6175,m=S,run=1,el=80,er=80,yaw=-4.2,yr=0.3,pc=7,hd=0,OL=7,OR=7
HB:t=6288,m=S,run=1,el=91,er=92,yaw=-4.2,yr=0.3,pc=7,hd=0,OL=7,OR=7
HB:t=6308,m=S,run=1,el=8,er=9,yaw=-4.2,yr=0.3,pc=8,hd=0,OL=8,OR=8
HB:t=6328,m=S,run=1,el=8,er=8,yaw=-4.2,yr=0.3,pc=8,hd=0,OL=8,OR=8
HB:t=6348,m=S,run=1,el=8,er=9,yaw=-4.2,yr=0.3,pc=9,hd=0,OL=9,OR=9
HB:t=6368,m=S,run=1,el=9,er=9,yaw=-4.2,yr=0.3,pc=9,hd=0,OL=9,OR=9
HB:t=6391,m=S,run=1,el=17,er=16,yaw=-4.1,yr=0.4,pc=9,hd=0,OL=9,OR=9
HB:t=6498,m=S,run=1,el=96,er=93,yaw=-4.1,yr=0.4,pc=8,hd=0,OL=8,OR=8
HB:t=6517,m=S,run=1,el=9,er=8,yaw=-4.1,yr=0.4,pc=8,hd=0,OL=8,OR=8
HB:t=6537,m=S,run=1,el=9,er=9,yaw=-4.1,yr=0.4,pc=8,hd=0,OL=8,OR=8
HB:t=6557,m=S,run=1,el=9,er=9,yaw=-4.1,yr=0.4,pc=9,hd=0,OL=9,OR=9
HB:t=6577,m=S,run=1,el=9,er=9,yaw=-4.1,yr=0.4,pc=9,hd=0,OL=9,OR=9
HB:t=6784,m=S,run=1,el=178,er=178,yaw=-4.0,yr=0.5,pc=6,hd=0,OL=6,OR=6
HB:t=6996,m=S,run=1,el=92,er=92,yaw=-3.6,yr=0.9,pc=6,hd=0,OL=6,OR=6
HB:t=6997,m=S,run=1,el=81,er=77,yaw=-3.6,yr=0.9,pc=6,hd=0,OL=6,OR=6
HB:t=7103,m=S,run=1,el=89,er=86,yaw=-3.6,yr=0.9,pc=6,hd=0,OL=6,OR=6
HB:t=7123,m=S,run=1,el=9,er=9,yaw=-3.6,yr=0.9,pc=7,hd=0,OL=7,OR=7
HB:t=7143,m=S,run=1,el=9,er=8,yaw=-3.6,yr=0.9,pc=8,hd=0,OL=8,OR=8
HB:t=7163,m=S,run=1,el=9,er=8,yaw=-3.6,yr=0.9,pc=8,hd=0,OL=8,OR=8
HB:t=7183,m=S,run=1,el=8,er=8,yaw=-3.6,yr=0.9,pc=9,hd=0,OL=9,OR=9
HB:t=7207,m=S,run=1,el=14,er=14,yaw=-3.6,yr=0.6,pc=9,hd=0,OL=9,OR=9
HB:t=7314,m=S,run=1,el=98,er=97,yaw=-3.6,yr=0.6,pc=8,hd=0,OL=8,OR=8
HB:t=7334,m=S,run=1,el=9,er=9,yaw=-3.6,yr=0.6,pc=8,hd=0,OL=8,OR=8
HB:t=7354,m=S,run=1,el=9,er=10,yaw=-3.6,yr=0.6,pc=8,hd=0,OL=8,OR=8
HB:t=7374,m=S,run=1,el=9,er=9,yaw=-3.6,yr=0.6,pc=8,hd=0,OL=8,OR=8
HB:t=7394,m=S,run=1,el=9,er=9,yaw=-3.6,yr=0.6,pc=8,hd=0,OL=8,OR=8
HB:t=7565,m=S,run=1,el=152,er=151,yaw=-3.6,yr=0.4,pc=7,hd=0,OL=7,OR=7
HB:t=7585,m=S,run=1,el=9,er=9,yaw=-3.6,yr=0.4,pc=8,hd=0,OL=8,OR=8
HB:t=7605,m=S,run=1,el=9,er=9,yaw=-3.6,yr=0.4,pc=8,hd=0,OL=8,OR=8
HB:t=7800,m=S,run=1,el=98,er=94,yaw=-3.2,yr=0.9,pc=7,hd=0,OL=7,OR=7
HB:t=7800,m=S,run=1,el=72,er=69,yaw=-3.2,yr=0.9,pc=7,hd=0,OL=7,OR=7
HB:t=7913,m=S,run=1,el=88,er=85,yaw=-3.2,yr=0.9,pc=8,hd=0,OL=8,OR=8
HB:t=7933,m=S,run=1,el=8,er=8,yaw=-3.2,yr=0.9,pc=8,hd=0,OL=8,OR=8
HB:t=7953,m=S,run=1,el=7,er=7,yaw=-3.2,yr=0.9,pc=9,hd=0,OL=9,OR=9
HB:t=7973,m=S,run=1,el=7,er=7,yaw=-3.2,yr=0.9,pc=9,hd=0,OL=9,OR=9
HB:t=7993,m=S,run=1,el=7,er=7,yaw=-3.2,yr=0.9,pc=9,hd=0,OL=9,OR=9
HB:t=8020,m=S,run=1,el=22,er=21,yaw=-2.8,yr=1.2,pc=9,hd=0,OL=9,OR=9
