HB:t=0,m=S,run=1,el=0,er=0,yaw=0.0,yr=0.0,pc=2,hd=0,dp=0,OL=2,OR=2
HB:t=213,m=S,run=1,el=31,er=35,yaw=-0.0,yr=0.0,pc=2,hd=0,dp=0,OL=2,OR=2
HB:t=214,m=S,run=1,el=59,er=56,yaw=-0.0,yr=0.8,pc=3,hd=0,dp=0,OL=3,OR=3
HB:t=427,m=S,run=1,el=73,er=70,yaw=0.2,yr=1.3,pc=3,hd=0,dp=0,OL=3,OR=3
HB:t=427,m=S,run=1,el=75,er=73,yaw=0.2,yr=1.8,pc=4,hd=-1,dp=-1,OL=3,OR=5
HB:t=641,m=S,run=1,el=73,er=73,yaw=0.4,yr=2.1,pc=5,hd=-1,dp=-1,OL=4,OR=6
HB:t=642,m=S,run=1,el=71,er=70,yaw=0.4,yr=1.4,pc=6,hd=-1,dp=0,OL=5,OR=7
HB:t=854,m=S,run=1,el=71,er=71,yaw=0.6,yr=1.0,pc=8,hd=-1,dp=0,OL=7,OR=9
HB:t=854,m=S,run=1,el=74,er=73,yaw=0.6,yr=0.5,pc=9,hd=0,dp=0,OL=9,OR=9
HB:t=1068,m=S,run=1,el=86,er=81,yaw=0.8,yr=0.2,pc=10,hd=0,dp=0,OL=10,OR=10
HB:t=1069,m=S,run=1,el=97,er=94,yaw=0.8,yr=1.3,pc=9,hd=-1,dp=0,OL=8,OR=10
HB:t=1282,m=S,run=1,el=98,er=99,yaw=0.9,yr=1.8,pc=9,hd=-1,dp=-1,OL=8,OR=10
HB:t=1282,m=S,run=1,el=94,er=95,yaw=0.9,yr=0.5,pc=9,hd=-1,dp=0,OL=8,OR=10
HB:t=1495,m=S,run=1,el=94,er=98,yaw=0.5,yr=-0.1,pc=9,hd=0,dp=0,OL=9,OR=9
HB:t=1496,m=S,run=1,el=95,er=97,yaw=0.5,yr=-1.5,pc=8,hd=0,dp=0,OL=8,OR=8
HB:t=1709,m=S,run=1,el=89,er=93,yaw=0.1,yr=-2.2,pc=9,hd=0,dp=1,OL=9,OR=9
HB:t=1710,m=S,run=1,el=87,er=91,yaw=0.1,yr=-1.6,pc=9,hd=0,dp=0,OL=9,OR=9
HB:t=1923,m=S,run=1,el=88,er=91,yaw=-0.1,yr=-1.3,pc=9,hd=0,dp=0,OL=9,OR=9
HB:t=1923,m=S,run=1,el=85,er=87,yaw=-0.1,yr=-1.9,pc=9,hd=1,dp=1,OL=10,OR=8
HB:t=2049,m=S,run=1,el=89,er=86,yaw=-0.2,yr=-2.3,pc=9,hd=1,dp=1,OL=10,OR=8
HB:t=2050,m=S,run=1,el=16,er=16,yaw=-0.2,yr=-1.7,pc=10,hd=1,dp=1,OL=11,OR=9
HB:t=2155,m=S,run=1,el=95,er=97,yaw=-0.2,yr=-0.6,pc=11,hd=0,dp=0,OL=11,OR=11
HB:t=2370,m=S,run=1,el=123,er=125,yaw=-0.4,yr=-0.2,pc=9,hd=0,dp=0,OL=9,OR=9
HB:t=2370,m=S,run=1,el=117,er=115,yaw=-0.4,yr=-0.1,pc=8,hd=0,dp=0,OL=8,OR=8
HB:t=2496,m=S,run=1,el=100,er=98,yaw=-0.4,yr=-0.1,pc=8,hd=0,dp=0,OL=8,OR=8
HB:t=2497,m=S,run=1,el=16,er=16,yaw=-0.4,yr=-0.0,pc=9,hd=0,dp=0,OL=9,OR=9
HB:t=2603,m=S,run=1,el=90,er=91,yaw=-0.4,yr=-0.2,pc=10,hd=0,dp=0,OL=10,OR=10
