t_ms,t_s,yaw,yr,hi,hd,pc,ol,or,el,er,cum_el,cum_er,x_enc_mm,y_enc_mm,theta_enc_deg,x_imu_mm,y_imu_mm,v_mps
5654,5.6540,-0.20,-1.50,-0.9200,5,81,86,76,103,103,5389,5389,2824.203,13.893,2.034,2824.205,13.880,0.4121
5655,5.6550,-0.20,-1.50,-0.9200,5,81,86,76,103,103,5492,5492,2878.183,13.707,2.073,2878.184,13.691,53.9799
5787,5.7870,-0.30,-0.40,-0.9100,2,17,82,78,100,100,5592,5592,2930.590,13.439,2.111,2930.592,13.462,0.3970
5998,5.9980,-0.30,0.50,-0.8800,-1,33,79,81,181,179,5773,5771,3024.922,12.917,1.765,3024.924,12.969,0.4471
5999,5.9990,-0.30,0.50,-0.8800,-1,33,79,81,181,179,5954,5950,3119.253,12.393,1.418,3119.255,12.475,94.3333
6220,6.2200,-0.40,-0.70,-0.8400,4,45,84,76,165,171,6119,6121,3207.298,11.885,2.724,3207.300,11.937,0.3984
6441,6.4410,-0.50,0.00,-0.7900,2,56,82,78,150,151,6269,6272,3286.169,11.227,2.988,3286.171,11.317,0.3569
6442,6.4420,-0.50,0.00,-0.7900,2,56,82,78,150,151,6419,6423,3365.040,10.558,3.252,3365.042,10.629,78.8737
6662,6.6620,-0.50,0.40,-0.7400,1,62,81,79,155,155,6574,6578,3446.269,9.854,3.311,3446.271,9.920,0.3692
6663,6.6630,-0.50,0.40,-0.6800,1,81,82,80,0,0,6574,6578,3446.269,9.854,3.311,3446.271,9.920,0.0000
6883,6.8830,-0.50,0.10,-0.6300,2,78,82,78,172,169,6746,6747,3535.619,9.031,2.754,3535.622,9.140,0.4062
7014,7.0140,-0.50,-0.10,-0.5700,3,83,86,80,104,104,6850,6851,3590.121,8.556,2.793,3590.124,8.665,0.4161
7015,7.0150,-0.50,-0.10,-0.5700,3,83,86,80,104,104,6954,6955,3644.623,8.082,2.832,3644.626,8.189,54.5039
7146,7.1460,-0.60,-0.60,-0.5300,5,15,85,75,102,102,7056,7057,3698.076,7.529,2.871,3698.079,7.676,0.4081
7359,7.3590,-0.30,0.80,-0.4900,-1,32,79,81,183,173,7239,7230,3791.357,6.854,0.867,3791.359,6.943,0.4379
7580,7.5800,-0.20,0.80,-0.4700,-2,44,78,82,162,166,7401,7396,3877.306,6.604,1.757,3877.308,6.568,0.3889
7581,7.5810,-0.20,0.80,-0.4700,-2,44,78,82,162,166,7563,7562,3963.255,6.374,2.648,3963.257,6.268,85.9495
7802,7.8020,-0.30,0.00,-0.4400,1,54,81,79,150,153,7713,7715,4042.653,6.015,3.326,4042.654,5.922,0.3593
7933,7.9330,-0.30,-0.40,-0.4100,3,67,83,77,89,88,7802,7803,4089.033,5.767,3.152,4089.034,5.679,0.3540
7934,7.9340,-0.30,-0.40,-0.4100,3,67,83,77,89,88,7891,7891,4135.412,5.517,2.979,4135.414,5.436,46.3805
8066,8.0660,-0.20,-0.20,-0.3800,1,60,81,79,87,84,7978,7975,4180.220,5.333,2.390,4180.222,5.241,0.3395
8277,8.2770,0.20,0.80,-0.4000,-4,65,76,84,159,150,8137,8125,4261.187,5.457,0.584,4261.189,5.241,0.3837
8498,8.4980,0.40,0.50,-0.4400,-4,67,76,84,170,168,8307,8293,4349.754,6.024,0.234,4349.756,5.704,0.4008
8499,8.4990,0.40,0.50,-0.4400,-4,67,76,84,170,168,8477,8461,4438.321,6.613,-0.116,4438.323,6.323,88.5684
8720,8.7200,0.50,-0.00,-0.4900,-3,69,77,83,167,165,8644,8626,4525.314,7.337,-0.468,4525.316,7.006,0.3936
8941,8.9410,0.80,1.30,-0.5600,-9,70,71,89,164,160,8808,8786,4610.206,8.441,-1.235,4610.210,7.969,0.3842
8942,8.9420,0.80,1.30,-0.5600,-9,70,71,89,164,160,8972,8946,4695.098,9.566,-2.002,4695.101,9.155,84.8994
9162,9.1620,0.50,-0.20,-0.6200,-3,72,77,83,146,154,9118,9100,4773.707,10.387,-0.289,4773.710,10.046,0.3573
9293,9.2930,0.40,-1.70,-0.6600,2,80,82,78,85,89,9203,9189,4819.301,10.747,0.572,4819.304,10.404,0.3481
9294,9.2940,0.40,-1.70,-0.6600,2,80,82,78,85,89,9288,9278,4864.895,11.102,1.433,4864.898,10.723,45.5956
9425,9.4250,-0.00,-2.20,-0.6900,7,60,87,73,89,91,9377,9369,4912.063,11.139,1.881,4912.065,10.887,0.3601
9637,9.6370,0.10,-0.60,-0.6900,1,64,81,79,162,156,9539,9525,4995.390,11.194,0.699,4995.392,10.960,0.3931
9858,9.8580,0.40,-0.10,-0.7300,-3,67,77,83,168,161,9707,9686,5081.597,11.665,-0.689,5081.600,11.336,0.3901
9859,9.8590,0.40,-0.10,-0.7300,-3,67,77,83,168,161,9875,9847,5167.805,12.155,-2.076,5167.807,11.938,86.2089
10080,10.0800,0.50,-0.10,-0.7800,-3,69,77,83,164,163,10039,10010,5253.488,12.879,-2.221,5253.491,12.611,0.3877
10301,10.3010,0.70,0.70,-0.8500,-7,70,73,87,165,163,10204,10173,5339.430,13.887,-2.574,5339.434,13.511,0.3889
10522,10.5220,0.80,0.80,-0.9200,-8,71,72,88,156,156,10360,10329,5421.178,15.023,-2.515,5421.183,14.581,0.3699
10653,10.6530,0.80,0.40,-1.0000,-7,79,73,87,84,87,10444,10416,5465.983,15.674,-1.861,5465.988,15.207,0.3421
10786,10.7860,0.40,-0.70,-1.0600,-1,28,79,81,83,87,10527,10503,5510.529,16.036,-1.001,5510.533,15.673,0.3349
10999,10.9990,0.20,-0.50,-1.0800,-1,41,79,81,161,162,10688,10665,5595.166,16.370,-0.733,5595.170,16.117,0.3974
11220,11.2200,0.10,0.10,-1.1000,-2,50,78,82,166,162,10854,10827,5681.114,16.472,-1.499,5681.118,16.342,0.3889
11352,11.3520,0.20,0.40,-1.1200,-4,62,76,84,99,100,10953,10927,5733.259,16.660,-1.255,5733.263,16.478,0.3950
11484,11.4840,0.00,-0.10,-1.1300,-1,44,79,81,96,98,11049,11025,5784.095,16.689,-0.804,5784.099,16.567,0.3851
11696,11.6960,-0.20,-0.40,-1.1100,1,52,81,79,165,168,11214,11193,5871.354,16.454,-0.120,5871.358,16.415,0.4116
11917,11.9170,-0.20,-0.10,-1.1000,0,58,80,80,160,161,11374,11354,5955.469,16.183,0.148,5955.472,16.121,0.3806
11918,11.9180,-0.20,-0.10,-1.1000,0,58,80,80,160,161,11534,11515,6039.583,15.911,0.416,6039.586,15.827,84.1145
12139,12.1390,-0.30,-0.50,-1.0700,2,64,82,78,142,146,11676,11661,6115.050,15.581,1.298,6115.054,15.498,0.3415
12360,12.3600,-0.50,-0.50,-1.0200,3,67,83,77,145,148,11821,11809,6191.825,14.973,1.975,6191.830,14.962,0.3474
12491,12.4910,-0.50,-0.30,-0.9700,3,75,83,77,95,91,11916,11900,6240.561,14.516,1.182,6240.566,14.537,0.3720
12492,12.4920,-0.50,-0.30,-0.9700,3,75,83,77,95,91,12011,11991,6289.297,14.055,0.388,6289.302,14.111,48.7382
12624,12.6240,-0.50,-0.00,-0.9300,2,53,82,78,100,98,12111,12089,6341.178,13.584,0.012,6341.183,13.659,0.3931
12745,12.7450,-0.50,-0.20,-0.8800,3,65,83,77,85,93,12196,12182,6387.822,13.245,1.702,6387.826,13.252,0.3855
12750,12.7500,-0.50,-0.20,-0.8800,3,65,83,77,85,93,12281,12275,6434.465,12.910,3.392,6434.469,12.845,9.3289
12879,12.8790,-0.70,2.80,-0.8500,-6,16,74,86,95,88,12376,12363,6482.412,12.277,1.977,6482.418,12.342,0.3717
13001,13.0010,-0.60,2.40,-0.7800,-5,38,75,85,97,101,12473,12464,6534.294,11.766,2.843,6534.299,11.754,0.4253
13005,13.0050,-0.60,2.40,-0.7600,-5,62,75,85,1,1,12474,12465,6534.818,11.760,2.843,6534.823,11.748,0.1310
13125,13.1250,-0.80,0.90,-0.7300,2,46,82,78,86,87,12560,12552,6580.147,11.145,3.083,6580.153,11.194,0.3778
13247,13.2470,-0.90,-0.30,-0.6500,5,60,85,75,90,90,12650,12642,6627.308,10.410,3.117,6627.314,10.495,0.3866
13251,13.2510,-0.90,-0.30,-0.6500,5,60,85,75,90,90,12740,12732,6674.469,9.671,3.151,6674.475,9.754,11.7917
13380,13.3800,-0.80,0.30,-0.5900,3,18,83,77,87,86,12827,12818,6719.797,9.027,2.976,6719.803,9.081,0.3514
13592,13.5920,-0.70,0.40,-0.5200,2,36,82,78,141,141,12968,12959,6793.686,8.121,3.030,6793.691,8.114,0.3486
13804,13.8040,-0.70,-0.00,-0.4500,4,48,84,76,138,137,13106,13096,6865.741,7.230,2.875,6865.746,7.234,0.3399
13805,13.8050,-0.70,-0.00,-0.4500,4,48,84,76,138,137,13244,13233,6937.796,6.340,2.719,6937.801,6.353,72.0603
13927,13.9270,-0.70,0.10,-0.3800,3,61,83,77,88,87,13332,13320,6983.649,5.772,2.545,6983.654,5.793,0.3759
13931,13.9310,-0.70,0.10,-0.3800,3,61,83,77,88,87,13420,13407,7029.502,5.205,2.371,7029.507,5.233,11.4641
14061,14.0610,-0.60,-0.30,-0.3300,4,18,84,76,88,87,13508,13494,7075.356,4.713,2.197,7075.360,4.713,0.3527
14273,14.2730,-0.50,0.40,-0.2800,1,35,81,79,143,138,13651,13632,7148.984,4.000,1.215,7148.989,4.006,0.3473
14274,14.2740,-0.50,0.40,-0.2800,1,35,81,79,143,138,13794,13770,7222.612,3.291,0.232,7222.617,3.363,73.6315
14494,14.4940,-0.40,1.00,-0.2400,-1,48,79,81,132,129,13926,13899,7291.001,2.770,-0.340,7291.006,2.826,0.3109
14715,14.7150,-0.60,0.20,-0.1800,3,56,83,77,145,151,14071,14050,7368.563,2.057,0.959,7368.568,2.149,0.3510
14716,14.7160,-0.60,0.20,-0.1800,3,56,83,77,145,151,14216,14201,7446.124,1.338,2.257,7446.129,1.337,77.5647
14937,14.9370,-1.10,-2.80,-0.0800,16,66,96,64,88,103,14304,14304,7496.170,0.539,5.400,7496.176,0.595,0.2265
15159,15.1590,-1.60,-0.70,-0.0300,12,78,92,68,42,41,14346,14345,7517.911,-0.059,5.208,7517.919,0.082,0.0980
15290,15.2900,-1.60,1.60,0.0200,4,84,88,80,78,57,14424,14402,7553.264,-1.179,0.885,7553.275,-0.905,0.2700
15422,15.4220,-0.20,1.80,0.0600,-4,50,76,84,87,83,14511,14485,7597.808,-1.429,0.089,7597.815,-1.605,0.3375
15423,15.4230,-0.20,1.80,0.0800,-4,70,76,84,0,0,14511,14485,7597.808,-1.429,0.089,7597.815,-1.605,0.0000
15635,15.6350,0.20,1.70,0.0600,-7,71,73,87,153,148,14664,14633,7676.681,-1.249,-0.890,7676.688,-1.605,0.3720
15636,15.6360,0.20,1.70,0.0600,-7,71,73,87,153,148,14817,14781,7755.553,-1.045,-1.869,7755.560,-1.330,78.8723
15857,15.8570,0.40,0.90,0.0200,-5,71,75,85,159,156,14976,14937,7838.092,-0.528,-2.431,7838.100,-0.898,0.3735
16078,16.0780,0.60,0.60,-0.0400,-6,71,74,86,159,154,15135,15091,7920.105,0.244,-3.407,7920.113,-0.182,0.3711
16079,16.0790,0.60,0.60,-0.0400,-6,71,74,86,159,154,15294,15245,8002.118,1.029,-4.383,8002.126,0.677,82.0168
16210,16.2100,0.60,-0.40,-0.1000,-3,76,77,83,95,92,15389,15337,8051.116,1.514,-4.969,8051.123,1.190,0.3740
16342,16.3420,1.00,0.90,-0.1600,-9,48,71,89,94,91,15483,15428,8099.586,2.317,-5.556,8099.595,1.867,0.3672
16343,16.3430,1.00,0.90,-0.2600,-9,69,71,89,1,1,15484,15429,8100.110,2.327,-5.555,8100.119,1.876,0.5241
16555,16.5550,1.00,0.60,-0.3600,-8,69,72,88,161,162,15645,15591,8184.736,3.823,-5.287,8184.745,3.353,0.3992
16777,16.7770,0.80,-0.40,-0.4400,-4,70,76,84,149,155,15794,15746,8264.387,5.041,-3.987,8264.396,4.605,0.3588
16998,16.9980,0.60,-0.50,-0.5100,-3,71,77,83,139,143,15933,15889,8338.278,5.889,-3.106,8338.286,5.507,0.3344
17129,17.1290,0.60,0.20,-0.5700,-5,77,75,85,85,84,16018,15973,8382.560,6.348,-3.281,8382.568,5.971,0.3380
17130,17.1300,0.60,0.20,-0.5700,-5,77,75,85,85,84,16103,16057,8426.842,6.805,-3.456,8426.850,6.435,44.2842
17262,17.2620,0.50,-0.50,-0.6200,-2,42,78,82,91,92,16194,16149,8474.793,7.237,-3.214,8474.801,6.895,0.3633
17383,17.3830,0.50,-2.00,-0.6700,3,56,83,77,97,96,16291,16245,8525.364,7.672,-3.385,8525.372,7.336,0.4180
17388,17.3880,0.50,-2.00,-0.6700,3,56,83,77,97,96,16388,16341,8575.936,8.105,-3.556,8575.943,7.778,10.1146
17517,17.5170,0.70,0.20,-0.7100,-5,21,75,85,82,77,16470,16418,8617.596,8.570,-4.561,8617.604,8.214,0.3230
17639,17.6390,0.70,1.80,-0.7800,-11,41,69,91,90,94,16560,16512,8665.808,9.193,-3.698,8665.816,8.803,0.3952
17643,17.6430,0.70,1.80,-0.8100,-11,63,69,91,3,3,16563,16515,8667.380,9.212,-3.697,8667.388,8.822,0.3931
17763,17.7630,0.50,0.20,-0.8300,-4,36,76,84,79,81,16642,16596,8709.305,9.602,-3.253,8709.313,9.261,0.3494
17885,17.8850,0.40,-0.80,-0.8700,-1,52,79,81,88,87,16730,16683,8755.160,9.920,-3.427,8755.168,9.622,0.3759
17889,17.8890,0.40,-0.80,-0.8700,-1,52,79,81,88,87,16818,16770,8801.016,10.233,-3.601,8801.023,9.942,11.4641
18018,18.0180,0.50,-0.80,-0.9000,-1,17,79,81,82,83,16900,16853,8844.250,10.616,-3.362,8844.258,10.281,0.3352
18230,18.2300,0.30,-1.70,-0.9300,3,33,83,77,146,149,17046,17002,8921.551,11.080,-2.685,8921.558,10.821,0.3646
18353,18.3530,0.30,-1.10,-0.9600,1,51,81,79,78,81,17124,17083,8963.215,11.323,-2.034,8963.223,11.039,0.3387
18357,18.3570,0.30,-1.10,-0.9700,1,70,81,79,1,1,17125,17084,8963.739,11.326,-2.034,8963.747,11.042,0.1310
18476,18.4760,0.00,-0.60,-0.9700,1,56,81,79,69,72,17194,17156,9000.687,11.357,-1.386,9000.695,11.139,0.3105
18688,18.6880,0.10,-0.00,-0.9800,-1,62,79,81,137,134,17331,17290,9071.699,11.442,-1.956,9071.706,11.200,0.3350
18901,18.9010,0.10,-0.20,-0.9900,-1,64,79,81,148,147,17479,17437,9149.000,11.565,-2.107,9149.007,11.335,0.3629
19114,19.1140,0.00,-0.40,-0.9900,0,66,80,80,150,151,17629,17588,9227.873,11.589,-1.844,9227.881,11.404,0.3703
19336,19.3360,-0.00,-0.90,-0.9900,2,66,82,78,160,159,17789,17747,9311.463,11.580,-1.990,9311.471,11.404,0.3765
19557,19.5570,0.20,0.20,-1.0100,-3,67,77,83,158,153,17947,17900,9392.956,11.780,-2.967,9392.963,11.546,0.3687
19778,19.7780,0.20,-0.40,-1.0300,-1,68,79,81,149,152,18096,18052,9471.829,12.098,-2.289,9471.837,11.822,0.3569
19909,19.9090,0.20,-0.50,-1.0500,-1,74,79,81,81,82,18177,18134,9514.542,12.257,-2.051,9514.549,11.971,0.3260
20041,20.0410,0.00,0.10,-1.0700,-2,46,78,82,81,82,18258,18216,9557.254,12.274,-1.813,9557.262,12.045,0.3236
20042,20.0420,0.00,0.10,-1.0700,-2,46,78,82,81,82,18339,18298,9599.967,12.284,-1.576,9599.974,12.045,42.7125
20163,20.1630,0.00,-1.40,-1.0700,3,59,83,77,85,85,18424,18383,9644.513,12.285,-1.544,9644.521,12.045,0.3682
20168,20.1680,0.00,-1.40,-1.0700,3,59,83,77,85,85,18509,18468,9689.060,12.287,-1.511,9689.067,12.045,8.9093
20297,20.2970,0.10,-0.30,-1.0700,-1,20,79,81,83,79,18592,18547,9731.509,12.328,-2.309,9731.516,12.082,0.3291
20420,20.4200,0.20,0.80,-1.0900,-5,40,75,85,89,87,18681,18634,9777.627,12.467,-2.690,9777.634,12.203,0.3749
20424,20.4240,0.20,0.80,-1.1000,-5,62,75,85,3,3,18684,18637,9779.199,12.473,-2.689,9779.207,12.209,0.3931
20544,20.5440,0.30,1.20,-1.1000,-6,42,74,86,78,78,18762,18715,9820.076,12.684,-2.660,9820.084,12.387,0.3406
20756,20.7560,0.10,0.20,-1.1100,-2,50,78,82,148,149,18910,18864,9897.902,12.851,-2.396,9897.909,12.659,0.3671
20757,20.7570,0.10,0.20,-1.1100,-2,50,78,82,148,149,19058,19013,9975.727,13.007,-2.133,9975.735,12.795,77.8256
20978,20.9780,0.10,0.40,-1.1200,-3,55,77,83,156,157,19214,19170,10057.745,13.170,-1.867,10057.753,12.938,0.3711
21198,21.1980,0.10,0.00,-1.1300,-2,59,78,82,156,155,19370,19325,10139.239,13.303,-2.015,10139.246,13.080,0.3704
21199,21.1990,0.10,0.00,-1.1300,-2,59,78,82,156,155,19526,19480,10220.732,13.434,-2.164,10220.740,13.222,81.4936
21419,21.4190,0.10,-0.40,-1.1400,-1,62,79,81,139,142,19665,19622,10294.366,13.605,-1.490,10294.373,13.351,0.3347
21639,21.6390,-0.10,-0.40,-1.1400,1,66,81,79,134,137,19799,19759,10365.379,13.537,-0.817,10365.386,13.351,0.3228
21640,21.6400,-0.10,-0.40,-1.1400,1,66,81,79,134,137,19933,19896,10436.392,13.458,-0.145,10436.399,13.227,71.0131
21852,21.8520,-0.10,0.20,-1.1300,-1,67,79,81,141,139,20074,20035,10509.762,13.309,-0.506,10509.769,13.099,0.3461
21853,21.8530,-0.10,0.20,-1.1200,-1,81,80,82,0,1,20074,20036,10510.024,13.309,-0.299,10510.032,13.098,0.2623
22074,22.0740,0.00,0.30,-1.1300,-2,76,78,82,161,155,20235,20191,10592.827,13.217,-1.482,10592.834,13.026,0.3747
22295,22.2950,0.00,-0.70,-1.1300,1,73,81,79,159,160,20394,20351,10676.417,13.231,-1.214,10676.425,13.026,0.3782
22296,22.2960,0.00,-0.70,-1.1300,1,73,81,79,159,160,20553,20511,10760.008,13.252,-0.947,10760.015,13.026,83.5904
22427,22.4270,0.00,-0.60,-1.1300,1,77,81,79,95,96,20648,20607,10810.057,13.263,-0.704,10810.065,13.026,0.3821
22559,22.5590,0.00,0.20,-1.1400,-2,13,78,82,96,94,20744,20701,10859.844,13.247,-1.082,10859.851,13.026,0.3772
22560,22.5600,0.00,0.20,-1.1400,-2,13,78,82,96,94,20840,20795,10909.631,13.230,-1.461,10909.638,13.026,49.7868
22772,22.7720,0.20,0.10,-1.1600,-3,28,77,83,165,163,21005,20958,10995.578,13.487,-1.813,10995.586,13.176,0.4054
22994,22.9940,0.20,0.10,-1.1700,-2,40,78,82,143,148,21148,21106,11071.832,13.824,-0.723,11071.840,13.442,0.3435
23215,23.2150,0.00,-0.30,-1.1700,0,49,80,80,143,143,21291,21249,11146.775,13.844,-0.669,11146.783,13.573,0.3391
23216,23.2160,0.00,-0.30,-1.1700,0,49,80,80,143,143,21434,21392,11221.718,13.848,-0.615,11221.726,13.573,74.9429
23347,23.3470,-0.00,0.20,-1.1700,-2,60,78,82,92,90,21526,21482,11269.408,13.833,-0.994,11269.416,13.573,0.3640
23479,23.4790,0.20,0.50,-1.1700,-4,14,76,84,88,85,21614,21567,11314.740,13.959,-1.583,11314.748,13.652,0.3434
23480,23.4800,0.20,0.50,-1.1700,-4,14,76,84,88,85,21702,21652,11360.072,14.092,-2.172,11360.080,13.810,45.3319
23692,23.6920,0.30,0.30,-1.2000,-4,29,76,84,160,158,21862,21810,11443.398,14.493,-2.526,11443.407,14.174,0.3931
23914,23.9140,0.20,-0.10,-1.2200,-2,39,78,82,162,163,22024,21973,11528.560,14.816,-2.257,11528.568,14.545,0.3836
24135,24.1350,0.20,0.30,-1.2500,-4,46,76,84,165,165,22189,22138,11615.032,15.124,-2.195,11615.041,14.847,0.3913
24266,24.2660,0.20,0.70,-1.2700,-5,57,75,85,96,96,22285,22234,11665.343,15.301,-2.159,11665.352,15.023,0.3841
24267,24.2670,0.20,0.70,-1.2700,-5,57,75,85,96,96,22381,22330,11715.654,15.479,-2.123,11715.663,15.199,50.3113
24399,24.3990,0.30,-0.10,-1.2900,-3,20,77,83,78,79,22459,22409,11756.794,15.699,-1.886,11756.802,15.378,0.3117
24610,24.6100,0.20,-0.40,-1.3100,-1,35,79,81,134,135,22593,22544,11827.282,15.968,-1.628,11827.290,15.686,0.3341
24611,24.6110,0.20,-0.40,-1.3100,-1,35,79,81,134,135,22727,22679,11897.770,16.231,-1.370,11897.778,15.932,70.4885
24832,24.8320,0.00,-0.80,-1.3200,1,44,81,79,149,152,22876,22831,11976.644,16.292,-0.692,11976.652,16.069,0.3569
25053,25.0530,0.20,-0.00,-1.3300,-2,50,78,82,164,158,23040,22989,12061.019,16.488,-1.874,12061.027,16.217,0.3818
25274,25.2740,0.30,0.90,-1.3600,-6,54,74,86,161,158,23201,23147,12144.608,16.873,-2.435,12144.616,16.581,0.3782
25406,25.4060,0.30,0.10,-1.3900,-4,63,76,84,89,91,23290,23238,12191.774,17.137,-1.987,12191.783,16.828,0.3573
25538,25.5380,0.20,-0.70,-1.4200,-1,18,79,81,82,83,23372,23321,12235.010,17.301,-1.748,12235.019,17.017,0.3275
25750,25.7500,0.20,0.20,-1.4500,-4,31,76,84,155,155,23527,23476,12316.242,17.590,-1.690,12316.250,17.301,0.3832
