t_ms,t_s,yaw,yr,hi,hd,pc,ol,or,el,er,cum_el,cum_er,x_enc_mm,y_enc_mm,theta_enc_deg,x_imu_mm,y_imu_mm,v_mps
2202,2.2020,21.60,-49.50,-2.6900,111,112,223,1,1,1,1788,1495,843.555,99.493,-60.621,843.000,105.342,0.1309
2308,2.3080,18.00,-26.10,-3.2100,104,105,209,1,117,64,1905,1559,888.713,113.850,-71.586,888.066,119.985,0.4470
2495,2.4950,21.90,-11.70,-3.6100,50,99,149,49,173,10,2078,1569,933.733,130.236,-105.310,932.518,137.855,0.2562
2496,2.4960,21.90,47.90,-4.1100,-95,96,1,191,151,19,2229,1588,975.437,145.778,-132.621,973.812,154.455,44.5059
2625,2.6250,24.00,92.50,-4.6400,-93,94,1,187,98,119,2327,1707,1027.320,168.921,-128.276,1025.711,177.562,0.4404
2634,2.6340,24.00,103.70,-4.8000,-108,109,1,217,1,6,2328,1713,1028.994,169.668,-127.241,1027.385,178.307,0.2036
2744,2.7440,20.40,2.90,-5.3800,-102,103,1,205,10,186,2338,1899,1076.434,189.224,-90.828,1075.480,196.194,0.4665
2866,2.8660,17.80,-48.50,-5.8400,91,92,183,1,0,239,2338,2138,1135.040,211.139,-41.379,1135.055,215.321,0.5129
2871,2.8710,17.80,-99.00,-5.9900,102,103,205,1,3,5,2341,2143,1137.033,211.785,-40.966,1137.049,215.961,0.4189
2972,2.9720,14.20,-49.90,-6.3800,97,98,195,1,99,80,2440,2223,1182.465,223.274,-44.897,1182.479,227.457,0.4640
3090,3.0900,-3.70,-21.10,-6.7000,93,94,187,1,161,24,2601,2247,1230.766,219.708,-73.241,1230.811,224.331,0.4104
3098,3.0980,-3.70,-6.80,-6.6800,74,102,176,28,20,0,2621,2247,1235.990,219.348,-77.379,1236.036,223.993,0.6545
3204,3.2040,-0.10,19.50,-6.6400,-98,99,1,197,126,71,2747,2318,1287.558,218.574,-88.759,1287.610,223.903,0.4866
3323,3.3230,13.00,27.20,-6.6300,-92,93,1,185,65,136,2812,2454,1338.823,230.448,-74.069,1338.883,235.741,0.4422
3331,3.3310,13.00,33.00,-6.7400,-105,106,1,211,2,10,2814,2464,1341.883,231.159,-72.414,1341.944,236.447,0.3927
3428,3.4280,9.40,-33.70,-7.0000,101,102,203,1,5,168,2819,2632,1386.301,240.011,-38.690,1386.628,243.845,0.4669
3616,3.6160,-4.90,-67.60,-7.2100,94,95,189,1,95,108,2914,2740,1439.319,236.344,-36.000,1439.579,239.305,0.2827
3617,3.6170,-4.90,-2.80,-7.1000,38,97,135,59,112,21,3026,2761,1473.961,232.828,-54.828,1474.271,236.331,34.8193
3745,3.7450,-3.50,45.70,-6.9900,-97,98,1,195,77,136,3103,2897,1529.647,229.906,-42.621,1529.930,232.927,0.4357
3754,3.7540,-3.50,57.80,-6.9600,-109,110,1,219,1,6,3104,2903,1531.477,229.796,-41.586,1531.759,232.815,0.2036
3864,3.8640,-7.10,-25.70,-6.7900,99,100,199,1,7,206,3111,3109,1587.040,225.074,-0.414,1587.095,225.922,0.5069
3986,3.9860,-13.40,-68.50,-6.6300,91,92,183,1,98,118,3209,3227,1642.190,212.579,3.724,1642.104,212.817,0.4635
3990,3.9900,-13.40,-115.40,-6.5100,110,111,221,1,3,1,3212,3228,1643.209,212.336,3.310,1643.123,212.575,0.2618
4077,4.0770,-17.00,-30.60,-6.0600,109,110,219,1,121,15,3333,3243,1677.087,201.384,-18.621,1677.172,202.165,0.4092
4270,4.2700,2.00,15.80,-5.6800,-97,98,1,195,220,3,3553,3246,1735.455,200.120,-63.517,1735.517,204.202,0.3025
4270,4.2700,2.00,59.10,-5.7300,-92,93,1,185,108,84,3661,3330,1785.701,201.514,-68.483,1785.752,205.957,5.0265
4469,4.4690,-3.70,80.70,-5.7700,-90,91,1,181,38,142,3699,3472,1832.785,199.574,-46.966,1832.778,202.916,0.2368
4470,4.4700,-3.70,-2.20,-5.6900,29,94,123,65,2,130,3701,3602,1867.314,198.182,-20.483,1867.263,200.686,34.5575
4669,4.6690,-6.40,-64.30,-5.6000,98,99,197,1,115,83,3816,3685,1918.815,192.290,-27.103,1918.777,194.907,0.2605
4669,4.6690,-6.40,1.50,-5.4600,2,99,101,97,124,13,3940,3698,1954.370,187.574,-50.069,1954.420,190.909,3.5867
4869,4.8690,-5.60,50.90,-5.3100,-98,99,1,197,82,140,4022,3838,2012.260,182.410,-38.069,2012.262,185.238,0.2906
4870,4.8700,-5.60,-14.50,-5.1900,97,98,195,1,15,140,4037,3978,2052.725,179.380,-12.207,2052.647,181.278,40.5789
5070,5.0700,-8.30,-47.20,-5.0600,90,91,181,1,113,92,4150,4070,2105.830,171.618,-16.552,2105.754,173.531,0.2683
5070,5.0700,0.00,0.00,0.0000,0,0,0,0,123,0,4273,4070,2138.017,170.669,-42.000,2137.955,173.531,3.2201
5270,5.2700,-4.50,38.40,-4.6900,-88,89,1,177,97,102,4370,4172,2189.968,166.756,-40.966,2189.892,169.443,0.2605
5270,5.2700,0.00,0.00,0.0000,0,0,0,0,23,0,4393,4172,2195.989,166.708,-45.724,2195.914,169.443,0.6021
5398,5.3980,-5.80,-28.30,-4.4900,89,90,179,1,100,83,4493,4255,2243.661,161.943,-49.241,2243.578,164.602,0.3743
5403,5.4030,-5.80,-56.10,-4.4400,112,113,225,1,1,0,4494,4255,2243.921,161.916,-49.448,2243.838,164.575,0.0524
5508,5.5080,-2.60,11.40,-4.3600,-105,106,1,211,159,14,4653,4269,2289.087,158.552,-79.448,2289.083,162.521,0.4313
5630,5.6300,-0.70,47.40,-4.3000,-92,93,1,185,101,141,4754,4410,2352.441,158.039,-71.172,2352.434,161.747,0.5193
5634,5.6340,-0.70,76.20,-4.2800,-98,99,1,197,6,25,4760,4435,2360.556,157.969,-67.241,2360.549,161.647,2.0289
5740,5.7400,-0.30,7.80,-4.2500,-81,105,24,186,8,141,4768,4576,2399.558,158.695,-39.724,2399.556,161.443,0.3680
5858,5.8580,-0.30,-37.20,-4.2300,94,95,189,1,12,200,4780,4776,2455.034,160.354,-0.828,2455.057,161.153,0.4704
5867,5.8670,-0.30,-85.70,-4.2200,111,112,223,1,1,1,4781,4777,2455.558,160.352,-0.828,2455.581,161.150,0.0582
5968,5.9680,-3.90,-38.70,-4.1300,101,102,203,1,122,74,4903,4851,2506.732,156.584,-10.759,2506.775,157.660,0.5080
6086,6.0860,-18.50,-11.20,-4.0400,97,98,195,1,159,9,5062,4860,2548.233,142.020,-41.793,2548.484,143.704,0.3727
6095,6.0950,-18.50,9.50,-3.9300,-34,112,78,146,5,0,5067,4860,2549.474,141.603,-42.828,2549.725,143.289,0.1454
6191,6.1910,-14.90,39.50,-3.5100,-101,102,1,203,102,97,5169,4957,2599.764,127.999,-43.862,2600.072,129.893,0.5427
6313,6.3130,-1.90,52.80,-3.1800,-94,95,1,189,50,148,5219,5105,2651.582,126.599,-23.586,2651.880,128.174,0.4249
6318,6.3180,-1.90,35.60,-3.1600,-100,101,1,201,3,25,5222,5130,2658.909,126.387,-19.034,2659.206,127.931,1.4661
6424,6.4240,-5.50,-43.30,-3.0300,101,102,203,1,4,178,5226,5308,2706.467,123.472,16.966,2706.634,123.364,0.4495
6546,6.5460,-18.70,-76.30,-2.9000,91,92,183,1,113,106,5339,5414,2760.991,105.742,15.517,2760.941,104.982,0.4700
6550,6.5500,-18.70,-112.80,-2.7400,107,108,215,1,5,1,5344,5415,2762.479,105.239,14.690,2762.429,104.478,0.3927
6636,6.6360,-22.30,-33.30,-2.1500,108,109,217,1,123,4,5467,5419,2793.004,92.060,-9.931,2793.191,91.862,0.3866
6829,6.8290,-3.60,9.60,-1.6500,-19,101,82,120,190,0,5657,5419,2842.421,86.383,-49.241,2842.835,88.739,0.2577
6829,6.8290,-3.60,62.40,-1.5700,-95,96,1,191,136,38,5793,5457,2887.817,82.602,-69.517,2888.298,85.878,4.5553
6957,6.9570,-2.20,102.00,-1.4900,-100,101,1,201,71,128,5864,5585,2939.891,81.021,-57.724,2940.358,83.878,0.4070
6962,6.9620,-2.20,73.30,-1.4700,-114,115,1,229,0,3,5864,5588,2940.676,80.992,-57.103,2941.143,83.848,0.1571
7067,7.0670,-5.80,-14.10,-1.3300,106,107,213,1,5,169,5869,5757,2986.122,77.877,-23.172,2986.462,79.245,0.4338
7189,7.1890,-12.20,-55.50,-1.2000,93,94,187,1,131,104,6000,5861,3046.286,65.017,-28.759,3046.596,66.244,0.5043
7193,7.1930,-12.20,-99.50,-1.0600,113,114,227,1,0,0,6000,5861,3046.286,65.017,-28.759,3046.596,66.244,0.0000
7294,7.2940,-15.20,-12.50,-0.6500,108,109,217,1,152,8,6152,5869,3086.441,53.093,-58.552,3087.018,55.261,0.4147
7413,7.4130,-13.50,34.70,-0.3100,-96,97,1,193,219,0,6371,5869,3141.577,37.369,-103.862,3142.768,41.877,0.4818
7421,7.4210,-13.50,70.00,-0.2000,-100,101,1,201,10,5,6381,5874,3145.393,36.441,-104.897,3146.587,40.960,0.4909
7527,7.5270,-9.90,42.00,0.0900,-93,94,1,187,79,139,6460,6013,3201.687,27.053,-92.483,3202.809,31.148,0.5384
7646,7.6460,8.30,25.00,0.3100,-92,93,1,185,11,150,6471,6163,3243.335,33.537,-63.724,3244.517,37.232,0.3542
7654,7.6540,8.30,12.30,0.2500,-108,109,1,217,0,6,6471,6169,3244.889,33.766,-62.483,3246.072,37.459,0.1963
7760,7.7600,4.70,-52.50,0.1100,103,104,207,1,0,183,6471,6352,3292.464,39.420,-24.621,3293.820,41.384,0.4520
7879,7.8790,-10.40,-83.90,0.0000,90,91,181,1,138,105,6609,6457,3355.137,28.502,-31.448,3356.392,29.900,0.5346
7887,7.8870,-10.40,-107.40,0.1100,111,112,223,1,1,0,6610,6457,3355.395,28.454,-31.655,3356.650,29.853,0.0327
7985,7.9850,-14.00,-29.70,0.4700,103,104,207,1,168,4,6778,6461,3398.783,16.409,-65.586,3400.342,18.959,0.4595
8173,8.1730,0.60,11.20,0.7800,-62,99,37,161,175,0,6953,6461,3444.570,14.797,-101.793,3446.154,19.439,0.2437
8174,8.1740,0.60,40.10,0.7300,-96,97,1,193,96,59,7049,6520,3485.148,14.858,-109.448,3486.731,19.864,40.5789
8303,8.3030,1.70,61.70,0.6800,-97,98,1,195,41,132,7090,6652,3530.394,16.882,-90.621,3532.002,21.208,0.3511
8311,8.3110,1.70,67.10,0.6700,-108,109,1,217,1,10,7091,6662,3533.273,16.974,-88.759,3534.880,21.293,0.3600
8421,8.4210,-1.90,-23.30,0.7000,100,101,201,1,0,195,7091,6857,3584.323,17.245,-48.414,3585.903,19.601,0.4641
8610,8.6100,-21.20,-69.00,0.7500,88,89,177,1,143,99,7234,6956,3643.635,-5.025,-57.517,3644.971,-3.310,0.3352
8611,8.6110,0.00,0.00,0.0000,0,0,0,0,123,0,7357,6956,3675.811,-6.319,-82.966,3677.172,-3.310,32.2013
8813,8.8130,-18.30,23.00,1.7900,-97,98,1,195,97,66,7454,7022,3716.436,-19.378,-89.379,3717.688,-16.709,0.2113
8814,8.8140,-18.30,-9.60,2.2000,96,97,193,1,34,111,7488,7133,3752.644,-30.780,-73.448,3753.729,-28.629,37.9609
9013,9.0130,-19.60,-34.00,2.6600,92,93,185,1,150,64,7638,7197,3805.161,-50.294,-91.241,3806.507,-47.422,0.2815
9014,9.0140,-19.60,17.40,3.1000,-94,95,1,189,120,11,7758,7208,3837.229,-62.454,-113.793,3838.816,-58.927,34.2957
9139,9.1390,-18.20,56.10,3.5900,-95,96,1,191,64,126,7822,7334,3884.619,-77.567,-100.966,3886.069,-74.463,0.3979
9147,9.1470,-18.20,65.70,3.7000,-115,116,1,231,0,0,7822,7334,3884.619,-77.567,-100.966,3886.069,-74.463,0.0000
9258,9.2580,-21.80,-18.30,4.2700,104,105,209,1,6,187,7828,7521,3932.176,-94.638,-63.517,3932.983,-93.227,0.4552
9447,9.4470,-29.60,-61.10,4.7600,93,94,187,1,124,100,7952,7621,3983.289,-123.386,-68.483,3983.973,-122.194,0.3103
9448,9.4480,0.00,0.00,0.0000,0,0,0,0,110,0,8062,7621,4012.057,-124.695,-91.241,4012.771,-122.194,28.7979
9575,9.5750,-28.20,53.20,6.1100,-96,97,1,193,70,143,8132,7764,4062.106,-149.285,-76.138,4061.915,-148.545,0.4391
9584,9.5840,-28.20,65.40,6.3100,-108,109,1,217,1,6,8133,7770,4063.723,-150.146,-75.103,4063.530,-149.411,0.2036
9689,9.6890,-31.80,-22.10,7.1400,100,101,201,1,6,187,8139,7957,4107.595,-175.211,-37.655,4106.473,-176.036,0.4812
9873,9.8730,-41.00,-66.80,7.8600,92,93,185,1,108,97,8247,8054,4148.375,-210.102,-39.931,4146.978,-211.246,0.2917
9873,9.8730,-41.00,-9.30,8.7800,94,95,189,1,113,21,8360,8075,4174.474,-233.544,-58.966,4173.454,-234.261,3.5081
10089,10.0890,-32.90,33.90,9.8100,-90,91,1,181,130,94,8490,8169,4223.249,-266.102,-66.414,4222.692,-266.115,0.2715
10090,10.0900,-32.90,-7.40,10.5500,89,90,179,1,46,125,8536,8294,4261.162,-289.907,-50.069,4260.279,-290.432,44.7677
10208,10.2080,-34.00,-28.00,11.2900,88,89,177,1,96,70,8632,8364,4297.117,-314.319,-55.448,4296.308,-314.733,0.3683
10217,10.2170,-34.00,-43.40,11.4900,109,110,219,1,1,1,8633,8365,4297.551,-314.612,-55.448,4296.742,-315.026,0.0582
10317,10.3170,-31.80,29.70,12.3500,-103,104,1,207,164,6,8797,8371,4334.644,-339.206,-88.138,4334.568,-338.479,0.4451
10506,10.5060,-23.50,67.60,13.0600,-90,91,1,181,99,141,8896,8512,4392.235,-364.328,-79.448,4392.188,-363.533,0.3324
10506,10.5060,-23.50,14.60,13.5900,-51,93,42,144,17,124,8913,8636,4426.365,-378.393,-57.310,4426.040,-378.252,3.6914
10709,10.7090,-22.00,-25.00,14.1600,96,97,193,1,122,58,9035,8694,4469.844,-396.564,-70.552,4469.733,-395.905,0.2321
10710,10.7100,-22.00,30.20,14.6600,-94,95,1,189,148,9,9183,8703,4507.545,-412.935,-99.310,4507.842,-411.302,41.1025
10838,10.8380,-20.00,57.90,15.1500,-85,86,1,171,100,133,9283,8836,4564.927,-433.630,-92.483,4565.163,-432.165,0.4766
10843,10.8430,-20.00,93.00,15.3000,-107,108,1,215,0,2,9283,8838,4565.419,-433.809,-92.069,4565.655,-432.345,0.1047
10948,10.9480,-18.90,8.90,15.8100,-7,102,95,109,11,166,9294,9004,4609.649,-447.628,-60.000,4609.495,-447.354,0.4413
11142,11.1420,-32.80,-36.00,16.2400,90,91,181,1,53,171,9347,9175,4660.017,-477.662,-35.586,4658.789,-479.122,0.3023
11142,11.1420,-32.80,-25.50,16.9800,90,91,181,1,90,72,9437,9247,4695.632,-500.690,-39.310,4694.438,-502.096,4.2412
11335,11.3350,-20.50,-20.30,17.7100,86,87,173,1,164,24,9601,9271,4741.082,-519.579,-68.276,4740.540,-519.333,0.2550
11335,11.3350,-20.50,39.60,18.1800,-89,90,1,179,140,3,9741,9274,4775.788,-533.615,-96.621,4775.606,-532.444,3.7437
11544,11.5440,-13.60,84.50,18.6700,-87,88,1,175,93,146,9834,9420,4836.636,-548.193,-85.655,4836.422,-547.157,0.2994
11545,11.5450,-13.60,15.10,18.9800,-84,91,7,175,10,121,9844,9541,4870.126,-555.584,-62.690,4869.756,-555.221,34.2957
11735,11.7350,-29.10,-19.70,19.2800,89,90,179,1,0,162,9844,9703,4908.051,-574.569,-29.172,4906.814,-575.847,0.2232
11736,11.7360,-29.10,-40.40,19.9400,92,93,185,1,63,71,9907,9774,4938.766,-591.518,-27.517,4937.467,-592.908,35.0811
11939,11.9390,-19.80,-56.00,20.6300,96,97,193,1,151,29,10058,9803,4982.606,-608.802,-52.759,4981.805,-608.871,0.2321
11939,11.9390,-19.80,23.90,21.0800,-94,95,1,189,152,1,10210,9804,5019.888,-623.449,-84.000,5019.492,-622.439,4.0055
12073,12.0730,-15.40,83.80,21.5300,-90,91,1,181,104,169,10314,9973,5088.914,-641.983,-70.552,5088.397,-641.419,0.5334
12074,12.0740,-15.40,98.80,21.6700,-95,96,1,191,6,36,10320,10009,5099.531,-644.842,-64.345,5098.998,-644.339,10.9956
12183,12.1830,-14.80,15.40,22.1100,-80,97,17,177,6,158,10326,10167,5141.325,-654.676,-32.897,5140.509,-655.307,0.3939
12372,12.3720,-34.00,-32.00,22.4400,89,90,179,1,3,203,10329,10370,5187.604,-682.366,8.483,5185.219,-685.464,0.2853
12372,12.3720,-34.00,-46.80,23.2100,89,90,179,1,76,83,10405,10453,5222.206,-705.506,9.931,5219.729,-708.741,4.1626
12575,12.5750,-24.70,-58.00,24.0800,93,94,187,1,146,16,10551,10469,5260.162,-724.429,-16.966,5258.260,-726.464,0.2089
12576,12.5760,-24.70,20.00,24.6400,-89,94,5,183,143,0,10694,10469,5293.733,-740.998,-46.552,5292.272,-742.107,37.4373
12705,12.7050,-22.70,78.50,25.2200,-93,94,1,187,88,105,10782,10574,5340.345,-760.499,-43.034,5338.885,-761.606,0.3917
12709,12.7090,-22.70,92.00,25.3900,-101,102,1,203,5,16,10787,10590,5345.422,-762.611,-40.759,5343.957,-763.728,1.3744
12820,12.8200,-19.60,14.00,25.9800,-45,107,62,152,7,142,10794,10732,5382.446,-774.893,-12.828,5380.705,-776.813,0.3514
13008,13.0080,-35.00,-30.10,26.4200,93,94,187,1,37,190,10831,10922,5432.520,-806.898,18.828,5429.386,-810.900,0.3161
13009,13.0090,-35.00,-25.70,27.2100,90,91,181,1,87,83,10918,11005,5469.012,-832.375,18.000,5465.843,-836.427,44.5059
13137,13.1370,-35.10,-21.90,28.1500,97,98,195,1,172,20,11090,11025,5509.333,-862.389,-13.448,5506.968,-865.330,0.3927
13146,13.1460,-35.10,-21.50,28.3600,111,112,223,1,3,0,11093,11025,5509.975,-862.842,-14.069,5507.610,-865.782,0.0873
13256,13.2560,-31.50,55.10,29.2400,-96,97,1,193,233,0,11326,11025,5560.488,-897.037,-62.276,5559.621,-897.654,0.5545
13445,13.4450,-12.30,93.40,29.9500,-83,84,1,167,129,134,11455,11159,5627.484,-912.921,-61.241,5626.894,-912.322,0.3643
13445,13.4450,-12.30,33.20,30.2200,-86,87,1,173,25,121,11480,11280,5664.958,-920.449,-41.379,5664.239,-920.464,3.8223
13573,13.5730,-2.50,-12.00,30.5200,93,94,187,1,85,82,11565,11362,5708.620,-922.717,-42.000,5707.918,-922.371,0.3416
13582,13.5820,0.00,0.00,0.0000,0,0,0,0,7,0,11572,11362,5710.452,-922.725,-43.448,5709.750,-922.371,0.2036
13687,13.6870,0.20,36.00,30.5400,-98,99,1,197,166,20,11738,11382,5759.134,-923.856,-73.655,5758.445,-922.202,0.4638
13805,13.8050,2.30,66.60,30.5200,-87,88,1,175,109,127,11847,11509,5820.869,-921.371,-69.931,5820.180,-919.722,0.5236
13813,13.8130,2.30,89.50,30.5000,-101,102,1,203,1,6,11848,11515,5822.700,-921.296,-68.897,5822.011,-919.648,0.2291
13919,13.9190,4.30,3.30,30.3900,-18,101,83,119,10,158,11858,11673,5866.462,-916.902,-38.276,5865.869,-916.351,0.4149
14038,14.0380,2.50,-41.70,30.2900,91,92,183,1,41,164,11899,11837,5920.004,-913.220,-12.828,5919.487,-914.010,0.4510
14046,14.0460,2.50,-75.50,30.2800,108,109,217,1,1,1,11900,11838,5920.527,-913.197,-12.828,5920.010,-913.987,0.0654
14143,14.1430,-1.10,-28.80,30.3500,100,101,201,1,125,54,12025,11892,5967.370,-914.547,-27.517,5966.864,-914.886,0.4831
14331,14.3310,9.60,-2.70,30.4300,61,92,153,31,195,11,12220,11903,6020.883,-907.849,-65.586,6020.039,-905.893,0.2869
14332,14.3320,9.60,57.30,30.2200,-89,90,1,179,160,9,12380,11912,6064.706,-901.757,-96.828,6063.664,-898.514,44.2441
14460,14.4600,11.90,102.20,29.9700,-85,86,1,171,94,130,12474,12042,6122.052,-889.491,-89.379,6121.046,-886.422,0.4581
14469,14.4690,11.90,109.70,29.9000,-93,94,1,187,3,18,12477,12060,6127.428,-888.342,-86.276,6126.426,-885.288,0.6109
14579,14.5790,14.50,21.10,29.4800,-96,97,1,193,4,164,12481,12224,6169.700,-876.194,-53.172,6169.007,-874.276,0.3998
14701,14.7010,12.70,-26.00,29.1600,90,91,181,1,0,193,12481,12417,6218.536,-863.233,-13.241,6218.298,-863.167,0.4142
14705,14.7050,12.70,-59.70,29.0600,96,97,193,1,6,25,12487,12442,6226.444,-861.407,-9.310,6226.216,-861.383,2.0289
14806,14.8060,9.10,-36.00,28.7600,98,99,197,1,105,51,12592,12493,6266.811,-855.203,-20.483,6266.542,-854.924,0.4044
14924,14.9240,-3.90,-11.50,28.5500,93,94,187,1,161,10,12753,12503,6311.419,-858.973,-51.724,6311.206,-857.969,0.3794
14933,14.9330,0.00,0.00,0.0000,0,0,0,0,8,0,12761,12503,6313.514,-858.985,-53.379,6313.301,-857.969,0.2327
15038,15.0380,-0.30,17.60,28.6200,-95,96,1,191,112,97,12873,12600,6368.228,-859.421,-56.483,6368.016,-858.255,0.5211
15157,15.1570,13.00,21.40,28.6400,-89,90,1,179,47,140,12920,12740,6415.874,-848.167,-37.241,6415.718,-847.242,0.4114
15165,15.1650,13.00,24.30,28.5600,-106,107,1,213,0,4,12920,12744,6416.894,-847.931,-36.414,6416.738,-847.007,0.1309
15262,15.2620,9.40,-41.40,28.2900,100,101,201,1,1,177,12921,12921,6462.574,-838.717,0.000,6462.713,-839.396,0.4804
15384,15.3840,-1.60,-74.50,28.0800,90,91,181,1,110,103,13031,13024,6518.329,-839.712,-1.448,6518.454,-840.953,0.4571
15389,15.3890,-1.60,-98.00,28.0900,97,98,195,1,21,7,13052,13031,6525.656,-839.931,-4.345,6525.782,-841.158,1.4661
15489,15.4890,-4.10,-14.60,28.1900,102,103,205,1,140,9,13192,13040,6564.495,-843.559,-31.448,6564.690,-843.946,0.3901
15608,15.6080,-2.30,35.80,28.2900,-91,92,1,183,213,0,13405,13040,6620.074,-848.085,-75.517,6620.408,-846.184,0.4686
15616,15.6160,-2.30,73.70,28.3000,-106,107,1,213,2,1,13407,13041,6620.859,-848.118,-75.724,6621.193,-846.216,0.0982
15702,15.7020,1.30,68.70,28.2100,-95,96,1,191,75,121,13482,13162,6672.152,-846.695,-66.207,6672.493,-845.052,0.5967
15900,15.9000,9.60,63.00,28.1100,-90,91,1,181,20,162,13502,13324,6718.976,-837.874,-36.828,6719.473,-837.106,0.2406
15901,15.9010,0.00,0.00,0.0000,0,0,0,0,0,0,13502,13324,6718.976,-837.874,-36.828,6719.473,-837.106,0.0000
16089,16.0890,5.90,-47.80,27.6800,89,90,179,1,98,75,13600,13399,6764.066,-833.617,-41.586,6764.524,-832.450,0.2409
16090,16.0900,5.90,9.20,27.5500,-85,94,9,179,100,9,13700,13408,6792.497,-831.163,-60.414,6792.909,-829.517,28.5361
16220,16.2200,7.30,51.90,27.3900,-92,93,1,185,58,137,13758,13545,6843.051,-824.059,-44.069,6843.546,-823.030,0.3927
16228,16.2280,7.30,59.00,27.3500,-99,100,1,199,2,16,13760,13561,6847.723,-823.445,-41.172,6848.220,-822.431,0.5890
16339,16.3390,3.70,-17.60,27.2000,100,101,201,1,2,171,13762,13732,6892.795,-818.996,-6.207,6893.417,-819.508,0.4080
16527,16.5270,-3.60,-58.60,27.1200,91,92,183,1,108,97,13870,13829,6946.378,-822.041,-8.483,6946.980,-822.878,0.2855
16527,16.5270,-3.60,2.60,27.2000,14,95,109,81,103,15,13973,13844,6977.175,-824.461,-26.690,6977.812,-824.818,3.0892
16656,16.6560,-2.30,48.50,27.2900,-92,93,1,185,63,158,14036,14002,7035.015,-825.901,-7.034,7035.623,-827.140,0.4485
16664,16.6640,-2.30,60.00,27.3100,-104,105,1,209,1,5,14037,14007,7036.585,-825.962,-6.207,7037.192,-827.203,0.1963
16775,16.7750,-5.90,-18.90,27.4500,98,99,197,1,1,181,14038,14188,7084.124,-829.164,31.034,7084.587,-832.101,0.4293
16892,16.8920,-8.30,-59.20,27.5800,88,89,177,1,123,95,14161,14283,7140.589,-837.470,25.241,7141.062,-840.340,0.4878
