t_ms,t_s,yaw,yr,hi,hd,pc,ol,or,el,er,cum_el,cum_er,x_enc_mm,y_enc_mm,theta_enc_deg,x_imu_mm,y_imu_mm,v_mps
16520,16.5200,-1.00,-24.70,-1.5500,5,9,14,4,102,126,15357,15454,7604.802,-320.371,20.069,8011.105,520.988,0.5058
16529,16.5290,-1.00,-34.40,-1.5500,5,9,14,4,12,12,15369,15466,7610.704,-318.215,20.069,8017.388,520.879,0.6981
16634,16.6340,-2.80,-3.00,-1.5400,0,9,9,9,119,67,15488,15533,7658.757,-310.337,9.310,8066.024,518.500,0.4638
16753,16.7530,-2.10,16.30,-1.5300,-4,8,4,12,126,89,15614,15622,7715.020,-308.711,1.655,8122.273,516.437,0.4730
16761,16.7610,-2.10,30.80,-1.5300,-5,10,5,15,6,6,15620,15628,7718.160,-308.620,1.655,8125.413,516.322,0.3927
16858,16.8580,1.00,7.20,-1.5300,-5,9,4,14,67,105,15687,15733,7762.570,-301.175,9.517,8170.435,517.108,0.4642
16981,16.9810,0.30,-5.70,-1.5400,2,9,11,7,64,143,15751,15876,7811.335,-277.536,25.862,8224.627,517.392,0.4406
16985,16.9850,0.30,-19.90,-1.5400,5,9,14,4,12,20,15763,15896,7818.765,-273.665,27.517,8233.005,517.436,2.0944
17086,17.0860,-3.30,-6.90,-1.5400,3,9,12,6,99,69,15862,15965,7859.740,-257.681,21.310,8276.914,514.904,0.4355
17205,17.2050,-6.20,4.90,-1.5200,-3,9,6,12,132,73,15994,16038,7912.733,-249.190,9.103,8330.269,509.108,0.4510
17213,17.2130,-6.20,13.70,-1.5200,-6,10,4,16,5,4,15999,16042,7915.061,-248.826,8.897,8332.611,508.853,0.2945
17319,17.3190,-2.60,-4.10,-1.5100,1,9,10,8,82,120,16081,16162,7965.698,-233.577,16.759,8385.440,506.454,0.4989
17438,17.4380,-2.10,-13.80,-1.5100,5,8,13,3,105,112,16186,16274,8019.664,-215.827,18.207,8442.213,504.373,0.4774
17446,17.4460,-2.10,-21.10,-1.5100,5,10,15,5,2,2,16188,16276,8020.659,-215.500,18.207,8443.259,504.334,0.1309
17552,17.5520,-1.30,12.20,-1.5000,-5,9,4,14,134,66,16322,16342,8072.882,-211.721,4.138,8495.606,503.146,0.4940
17670,17.6700,-0.30,29.40,-1.4900,-5,9,4,14,100,112,16422,16454,8128.014,-205.322,6.621,8551.106,502.856,0.4704
17679,17.6790,-0.30,38.00,-1.4900,-5,9,4,14,8,12,16430,16466,8133.206,-204.644,7.448,8556.342,502.828,0.5818
17775,17.7750,-1.40,4.20,-1.4800,-4,10,6,14,54,108,16484,16574,8173.397,-191.102,18.621,8598.741,501.792,0.4418
17964,17.9640,-8.40,-16.00,-1.4700,5,9,14,4,74,148,16558,16722,8221.619,-158.660,33.931,8656.237,493.302,0.3075
17965,17.9650,-8.40,-14.00,-1.4500,4,8,12,4,91,78,16649,16800,8259.448,-135.713,31.241,8700.006,486.839,44.2441
18092,18.0920,-8.30,-12.60,-1.4300,5,9,14,4,132,67,16781,16867,8309.054,-119.792,17.793,8751.559,479.318,0.4102
18101,18.1010,-8.30,-12.20,-1.4200,6,10,16,4,9,4,16790,16871,8312.312,-118.811,16.759,8754.927,478.827,0.3782
18206,18.2060,-4.70,20.10,-1.4100,-5,9,4,14,140,54,16930,16925,8363.093,-119.728,-1.034,8805.545,474.665,0.4837
18325,18.3250,0.80,36.20,-1.4000,-4,8,4,12,106,110,17036,17035,8419.642,-119.932,-0.207,8862.088,475.455,0.4752
18332,18.3320,0.80,48.30,-1.4100,-6,10,4,16,3,5,17039,17040,8421.736,-119.925,0.207,8864.182,475.484,0.2992
18439,18.4390,1.00,5.90,-1.4100,-5,9,4,14,64,127,17103,17167,8470.410,-108.471,13.241,8914.178,476.356,0.4673
18557,18.5570,0.20,-16.40,-1.4200,4,8,12,4,63,147,17166,17314,8517.722,-80.468,30.621,8969.156,476.548,0.4659
18565,18.5650,0.20,-33.00,-1.4200,6,10,16,4,2,2,17168,17316,8518.623,-79.935,30.621,8970.203,476.552,0.1309
18663,18.6630,-3.40,-17.80,-1.4200,6,10,16,4,101,76,17269,17392,8560.465,-60.023,25.448,9016.460,473.804,0.4728
18785,18.7850,-6.50,-8.80,-1.4100,5,9,14,4,139,65,17408,17457,8613.039,-50.623,10.138,9069.524,467.758,0.4378
18789,18.7890,-6.50,4.50,-1.4000,-3,9,6,12,20,8,17428,17465,8620.304,-49.646,7.655,9076.807,466.928,1.8326
18896,18.8960,-2.90,8.20,-1.3900,-5,9,4,14,87,111,17515,17576,8670.888,-38.320,12.621,9128.577,464.306,0.4845
19018,19.0180,0.30,5.00,-1.3800,-4,8,4,12,70,130,17585,17706,8718.328,-16.163,25.034,9180.936,464.580,0.4292
19022,19.0220,0.30,-10.70,-1.3800,6,11,17,5,0,1,17585,17707,8718.565,-16.052,25.241,9181.198,464.581,0.0654
19123,19.1230,-3.30,1.10,-1.3700,-2,10,8,12,121,75,17706,17782,8767.958,-2.146,15.724,9232.425,461.627,0.5080
19242,19.2420,-4.80,8.40,-1.3600,-4,8,4,12,115,115,17821,17897,8825.918,14.173,15.724,9292.428,456.589,0.5060
19250,19.2500,-4.80,13.90,-1.3600,-5,9,4,14,6,9,17827,17906,8829.686,15.278,16.345,9296.341,456.260,0.4909
19356,19.3560,-5.20,-14.70,-1.3500,5,9,14,4,68,133,17895,18039,8875.353,41.424,29.793,9348.746,451.491,0.4964
19475,19.4750,-6.10,-29.40,-1.3300,5,8,13,3,109,99,18004,18138,8923.556,66.757,27.724,9402.892,445.704,0.4576
19483,19.4830,-6.10,-40.40,-1.3300,5,10,15,5,5,3,18009,18141,8925.417,67.718,27.310,9404.975,445.482,0.2618
19582,19.5820,-5.00,0.10,-1.3100,-1,9,8,10,123,52,18132,18193,8970.125,77.728,12.621,9450.615,441.489,0.4628
19750,19.7500,0.10,21.20,-1.3000,-4,8,4,12,122,86,18254,18279,9024.357,82.637,5.172,9505.070,441.584,0.3241
19750,19.7500,0.10,17.10,-1.3000,-5,9,4,14,53,55,18307,18334,9052.497,85.390,5.586,9533.344,441.633,2.8274
19789,19.7890,0.50,14.00,-1.3000,-5,10,5,15,7,11,18314,18345,9057.180,85.916,6.414,9538.056,441.674,0.1208
19986,19.9860,-5.50,3.60,-1.3100,-3,9,6,12,59,126,18373,18471,9102.612,102.700,20.276,9586.266,437.032,0.2459
19987,19.9870,-5.50,-20.30,-1.3000,5,9,14,4,57,118,18430,18589,9141.080,127.583,32.897,9631.870,432.641,45.8149
20181,20.1810,-6.90,-32.30,-1.2900,4,8,12,4,101,89,18531,18678,9183.977,152.765,30.414,9681.252,426.665,0.2564
20182,20.1820,-6.90,-3.80,-1.2700,3,9,12,6,90,48,18621,18726,9217.540,166.137,21.724,9717.118,422.325,36.1283
20380,20.3800,-0.60,10.40,-1.2500,-5,8,3,13,128,67,18749,18793,9267.948,174.214,9.103,9768.166,421.790,0.2578
20381,20.3810,-0.60,18.30,-1.2500,-4,8,4,12,69,82,18818,18875,9306.645,182.294,11.793,9807.696,421.376,39.5317
20581,20.5810,-6.00,22.30,-1.2500,-5,8,3,13,62,116,18880,18991,9349.552,200.476,22.966,9854.041,416.505,0.2330
20581,20.5810,-6.00,-8.10,-1.2300,5,8,13,3,37,98,18917,19089,9378.294,221.043,35.586,9889.190,412.811,3.5343
20781,20.7810,-7.20,-23.30,-1.2200,4,8,12,4,95,78,19012,19167,9416.674,245.090,32.069,9934.124,407.134,0.2265
20781,20.7810,-7.20,3.00,-1.2000,-1,9,8,10,85,41,19097,19208,9447.046,257.961,22.966,9966.851,403.000,3.2987
20981,20.9810,-4.30,16.10,-1.1900,-5,8,3,13,104,90,19201,19298,9494.752,275.389,20.069,10017.497,399.192,0.2539
20982,20.9820,-4.30,8.30,-1.1800,-4,8,4,12,55,81,19256,19379,9526.902,290.688,25.448,10053.002,396.522,35.6047
21181,21.1810,-10.80,4.40,-1.1700,-3,8,5,11,51,114,19307,19493,9560.716,317.569,38.483,10095.433,388.428,0.2171
21182,21.1820,-10.80,-16.10,-1.1400,5,9,14,4,42,89,19349,19582,9583.572,343.138,48.207,10129.122,382.002,34.2957
21310,21.3100,-11.50,-26.40,-1.1200,4,8,12,4,89,76,19438,19658,9613.840,373.957,45.517,10171.451,373.390,0.3375
21315,21.3150,-11.50,-29.70,-1.1100,5,9,14,4,14,8,19452,19666,9617.964,377.978,44.276,10177.095,372.241,1.1519
21409,21.4090,-11.00,-2.80,-1.0700,3,10,13,7,83,44,19535,19710,9644.792,397.618,36.207,10209.733,365.897,0.3537
21527,21.5270,-10.50,11.80,-1.0500,-5,9,4,14,125,79,19660,19789,9692.508,421.606,26.690,10262.246,356.165,0.4526
21535,21.5350,-10.50,22.90,-1.0400,-5,10,5,15,2,2,19662,19791,9693.444,422.077,26.690,10263.275,355.974,0.1309
21641,21.6410,-6.90,-1.90,-1.0200,2,9,11,7,79,124,19741,19915,9736.439,453.315,36.000,10316.036,349.589,0.5014
21759,21.7590,-6.90,-15.10,-1.0100,4,8,12,4,104,109,19845,20024,9780.954,486.901,37.034,10371.395,342.890,0.4726
21768,21.7680,-6.90,-21.80,-1.0100,5,9,14,4,12,9,19857,20033,9785.378,490.164,36.414,10376.853,342.229,0.6109
21873,21.8730,-7.40,4.40,-0.9900,-2,9,7,11,120,67,19977,20100,9829.584,511.201,25.448,10425.402,335.924,0.4663
21991,21.9910,-6.70,19.20,-0.9800,-5,8,3,13,103,96,20080,20196,9877.178,532.391,24.000,10477.144,329.846,0.4415
22000,22.0000,-6.70,30.20,-0.9700,-5,9,4,14,6,8,20086,20204,9880.516,533.906,24.414,10480.784,329.418,0.4072
22096,22.0960,-5.60,3.70,-0.9500,-2,9,7,11,62,102,20148,20306,9916.650,557.095,32.690,10523.514,325.228,0.4472
22219,22.2190,-6.30,-10.40,-0.9500,4,8,12,4,84,121,20232,20427,9957.555,591.839,40.345,10576.859,319.339,0.4363
22223,22.2230,-6.30,-26.90,-0.9400,6,10,16,4,0,0,20232,20427,9957.555,591.839,40.345,10576.859,319.339,0.0000
22324,22.3240,-9.40,-2.60,-0.9200,2,10,12,8,114,69,20346,20496,9998.606,616.539,31.034,10624.125,311.514,0.4743
22443,22.4430,-8.80,10.90,-0.8900,-5,9,4,14,134,92,20480,20588,10053.330,639.033,22.345,10682.595,302.463,0.4972
22451,22.4510,-8.80,21.00,-0.8900,-5,9,4,14,5,6,20485,20594,10055.990,640.137,22.552,10685.441,302.022,0.3600
22557,22.5570,-5.50,-2.00,-0.8700,1,9,10,8,79,118,20564,20712,10100.373,666.407,30.621,10736.778,297.079,0.4866
22675,22.6750,-6.10,-14.30,-0.8600,5,8,13,3,101,111,20665,20823,10147.083,696.383,32.690,10791.966,291.181,0.4704
22683,22.6830,-6.10,-23.50,-0.8600,5,10,15,5,4,3,20669,20826,10148.629,697.367,32.483,10793.788,290.986,0.2291
22781,22.7810,-7.20,0.90,-0.8400,0,9,9,9,117,64,20786,20890,10192.712,714.747,21.517,10840.800,285.047,0.4835
22902,22.9020,-6.40,13.90,-0.8200,-5,8,3,13,127,90,20913,20980,10247.868,728.358,13.862,10897.256,278.715,0.4695
22907,22.9070,-6.40,27.80,-0.8200,-5,9,4,14,14,14,20927,20994,10254.985,730.114,13.862,10904.541,277.897,1.4661
22968,22.9680,-2.80,27.70,-0.8100,-5,10,5,15,39,55,20966,21049,10278.497,737.380,17.172,10929.121,276.695,0.4034
23199,23.1990,-12.10,18.40,-0.8100,-5,9,4,14,72,156,21038,21205,10327.659,771.233,34.552,10987.485,264.183,0.2584
23200,23.2000,-12.10,-20.50,-0.7800,4,8,12,4,66,176,21104,21381,10361.876,824.554,57.310,11049.433,250.903,63.3555
23318,23.3180,-13.30,-40.00,-0.7600,5,8,13,3,92,99,21196,21480,10387.811,867.306,58.759,11098.095,239.399,0.4238
23326,23.3260,-13.30,-54.70,-0.7500,5,10,15,5,2,1,21198,21481,10388.220,867.976,58.552,11098.860,239.219,0.0982
23432,23.4320,-14.20,-8.80,-0.7200,5,10,15,5,115,53,21313,21534,10418.925,899.467,45.724,11141.498,228.429,0.4149
23617,23.6170,-6.30,15.40,-0.6800,-5,9,4,14,142,59,21455,21593,10465.147,924.618,28.552,11193.802,222.655,0.2844
23618,23.6180,-6.30,28.10,-0.6700,-5,9,4,14,77,81,21532,21674,10501.192,944.911,29.379,11234.916,218.116,41.3643
23824,23.8240,-11.90,39.30,-0.6600,-5,9,4,14,71,132,21603,21806,10540.686,980.472,42.000,11286.920,207.157,0.2580
23824,23.8240,-11.90,-3.80,-0.6300,4,9,13,5,49,120,21652,21926,10564.984,1017.447,56.690,11330.213,198.034,4.4244
24024,24.0240,-13.90,-36.10,-0.6000,5,8,13,3,110,91,21762,22017,10596.829,1059.339,52.759,11381.293,185.393,0.2631
24024,24.0240,-13.90,-2.20,-0.5700,3,9,12,6,94,43,21856,22060,10623.396,1083.434,42.207,11416.110,176.777,3.5867
24153,24.1530,-13.20,23.30,-0.5300,-5,9,4,14,79,106,21935,22166,10655.934,1119.310,47.793,11463.263,165.717,0.3754
24158,24.1580,-13.20,30.50,-0.5300,-5,9,4,14,9,18,21944,22184,10660.510,1124.697,49.655,11470.145,164.103,1.4137
24272,24.2720,-16.30,-8.60,-0.4800,5,9,14,4,52,142,21996,22326,10679.309,1171.879,68.276,11518.892,149.848,0.4455
24390,24.3900,-17.40,-30.90,-0.4400,5,8,13,3,106,96,22102,22422,10700.644,1220.268,66.207,11569.356,134.034,0.4482
24399,24.3990,-17.40,-42.00,-0.4300,5,9,14,4,13,8,22115,22430,10702.953,1225.257,65.172,11574.602,132.390,0.6109
24495,24.4950,-16.90,-6.60,-0.3800,5,9,14,4,107,45,22222,22475,10727.263,1256.762,52.345,11612.677,120.821,0.4145
24684,24.6840,-8.10,15.30,-0.3300,-5,9,4,14,146,55,22368,22530,10771.135,1285.819,33.517,11664.774,113.407,0.2784
24684,24.6840,-8.10,21.00,-0.3200,-5,8,3,13,80,78,22448,22608,10805.785,1308.410,33.103,11705.725,107.579,4.1364
24813,24.8130,-7.80,25.30,-0.3000,-5,9,4,14,68,120,22516,22728,10841.272,1342.515,43.862,11754.488,100.899,0.3815
24821,24.8210,-7.80,26.40,-0.2900,-5,9,4,14,4,8,22520,22736,10843.505,1344.724,44.690,11757.601,100.473,0.3927
24888,24.8880,-10.80,-7.50,-0.2600,5,10,15,5,31,74,22551,22810,10859.823,1366.846,53.586,11784.603,95.322,0.4103
25105,25.1050,-12.80,-33.10,-0.2300,5,9,14,4,137,101,22688,22911,10902.998,1411.771,46.138,11845.363,81.517,0.2871
25105,25.1050,-12.80,3.90,-0.2000,0,8,8,8,143,65,22831,22976,10950.157,1438.998,30.000,11898.464,69.453,5.4454
25298,25.2980,-6.30,22.40,-0.1700,-4,8,4,12,122,79,22953,23055,10999.249,1457.945,21.103,11950.768,63.679,0.2727
25299,25.2990,-6.30,15.00,-0.1500,-4,8,4,12,72,73,23025,23128,11034.614,1471.740,21.310,11988.499,59.513,37.9609
25427,25.4270,-6.50,9.50,-0.1400,-4,9,5,13,62,133,23087,23261,11075.915,1501.747,36.000,12039.222,53.734,0.3988
25431,25.4310,-6.50,-4.50,-0.1300,4,10,14,6,1,3,23088,23264,11076.758,1502.369,36.414,12040.263,53.616,0.2618
25537,25.5370,-10.10,-3.60,-0.1000,4,9,13,5,107,86,23195,23350,11119.575,1529.196,32.069,12090.007,44.755,0.4767
25725,25.7250,-8.10,-2.00,-0.0700,4,8,12,4,126,73,23321,23423,11168.179,1547.954,21.103,12141.585,37.414,0.2771
25725,25.7250,-8.10,18.10,-0.0600,-5,9,4,14,99,46,23420,23469,11205.548,1554.636,10.138,12179.167,32.065,3.7961
25855,25.8550,-7.30,33.20,-0.0300,-5,9,4,14,86,113,23506,23582,11255.696,1568.755,15.724,12230.843,25.445,0.4008
25863,25.8630,-7.30,37.00,-0.0200,-5,10,5,15,3,5,23509,23587,11257.708,1569.337,16.138,12232.921,25.179,0.2618
25974,25.9740,-9.50,-4.70,0.0000,5,9,14,4,54,136,23563,23723,11299.376,1596.503,33.103,12281.980,16.970,0.4481
26097,26.0970,-10.60,-25.80,0.0300,4,8,12,4,104,97,23667,23820,11344.169,1624.120,31.655,12333.704,7.290,0.4278
26101,26.1010,-10.60,-48.20,0.0400,6,10,16,4,3,2,23670,23822,11345.286,1624.802,31.448,12334.991,7.049,0.3272
26203,26.2030,-10.50,-7.40,0.0700,5,9,14,4,119,58,23789,23880,11389.145,1639.757,18.828,12380.553,-1.396,0.4543
26321,26.3210,-9.70,14.80,0.1000,-4,8,4,12,152,59,23941,23939,11444.383,1639.358,-0.414,12435.003,-10.703,0.4681
26329,26.3290,-9.70,25.90,0.1000,-5,9,4,14,16,8,23957,23947,11450.662,1639.131,-2.069,12441.196,-11.762,0.7854
26435,26.4350,-6.10,12.70,0.1300,-5,9,4,14,81,113,24038,24060,11501.291,1643.162,4.552,12491.698,-17.159,0.4791
26554,26.5540,-1.20,1.90,0.1400,0,8,8,8,61,129,24099,24189,11548.429,1659.044,18.621,12541.429,-18.200,0.4180
26562,26.5620,-1.20,-6.10,0.1400,4,9,13,5,4,7,24103,24196,11551.148,1659.993,19.241,12544.308,-18.261,0.3600
26669,26.6690,-4.80,5.40,0.1500,-2,9,7,11,109,80,24212,24276,11599.312,1671.327,13.241,12593.615,-22.401,0.4624
26787,26.7870,-6.50,11.90,0.1700,-5,8,3,13,100,106,24312,24382,11651.529,1684.814,14.483,12647.199,-28.506,0.4570
26796,26.7960,-6.50,16.70,0.1700,-5,10,5,15,1,2,24313,24384,11652.289,1685.014,14.690,12647.979,-28.595,0.0873
26892,26.8920,-7.60,-8.00,0.1900,5,9,14,4,62,118,24375,24502,11694.544,1705.875,26.276,12694.689,-34.827,0.4909
27081,27.0810,-8.50,-20.80,0.2100,5,8,13,3,109,91,24484,24593,11742.900,1725.956,22.552,12746.474,-42.567,0.2770
27081,27.0810,-8.50,5.20,0.2300,-2,9,7,11,91,43,24575,24636,11777.133,1733.621,12.621,12781.169,-47.752,3.5081
27209,27.2090,-7.80,24.60,0.2600,-4,9,5,13,79,105,24654,24741,11822.947,1748.507,18.000,12828.895,-54.290,0.3763
27218,27.2180,-7.80,27.90,0.2600,-5,9,4,14,7,13,24661,24754,11827.890,1750.232,19.241,12834.082,-55.000,0.5818
27328,27.3280,-10.30,-6.20,0.2900,5,9,14,4,60,138,24721,24892,11870.154,1780.245,35.379,12885.083,-64.269,0.4712
27496,27.4960,-12.50,-24.00,0.3200,4,8,12,4,109,90,24830,24982,11914.600,1807.426,31.448,12935.947,-75.545,0.3101
27497,27.4970,-12.50,0.60,0.3500,2,9,11,7,66,37,24896,25019,11938.949,1819.013,25.448,12962.273,-81.381,26.9653
27566,27.5660,-9.90,22.60,0.3800,-5,10,5,15,41,63,24937,25082,11962.528,1832.626,30.000,12989.094,-86.062,0.3946
27683,27.6830,-9.90,24.30,0.4000,-5,9,4,14,75,136,25012,25218,12003.176,1870.031,42.621,13043.511,-95.560,0.4721
27692,27.6920,-9.90,-6.70,0.4100,5,9,14,4,4,8,25016,25226,12005.457,1872.192,43.448,13046.606,-96.100,0.3491
27793,27.7930,-13.50,-0.20,0.4400,4,9,13,5,108,84,25124,25310,12044.805,1903.471,38.483,13095.483,-107.834,0.4977
27911,27.9110,-15.50,5.60,0.4800,0,8,8,8,133,78,25257,25388,12093.978,1928.638,27.103,13148.714,-122.596,0.4681
27919,27.9190,-15.50,8.50,0.4900,-2,9,7,11,14,9,25271,25397,12099.387,1931.284,26.069,13154.516,-124.205,0.7527
28016,28.0160,-11.90,9.90,0.5300,-3,9,6,12,81,85,25352,25482,12138.145,1950.944,26.897,13197.041,-133.167,0.4480
28204,28.2040,-12.40,9.50,0.5600,-2,8,6,10,87,110,25439,25592,12182.046,1978.011,31.655,13247.412,-144.241,0.2743
28205,28.2050,-12.40,-2.90,0.5800,4,8,12,4,63,84,25502,25676,12213.181,2000.631,36.000,13284.999,-152.505,38.4845
28333,28.3330,-12.70,-12.20,0.6100,4,8,12,4,124,73,25626,25749,12259.751,2022.793,25.448,13335.312,-163.844,0.4029
28342,28.3420,-12.70,-14.60,0.6200,5,9,14,4,7,4,25633,25753,12262.365,2024.002,24.828,13338.121,-164.477,0.3200
28451,28.4510,-9.10,17.70,0.6500,-5,9,4,14,144,57,25777,25810,12314.613,2030.258,6.828,13390.080,-172.800,0.4828
28640,28.6400,-4.00,34.00,0.6700,-5,8,3,13,109,105,25886,25915,12370.331,2036.114,6.000,13445.969,-176.708,0.2964
28641,28.6410,-4.00,2.70,0.6700,0,8,8,8,51,90,25937,26005,12406.138,2045.087,14.069,13482.793,-179.283,36.9137
28768,28.7680,-4.70,-20.80,0.6800,5,8,13,3,113,72,26050,26077,12454.341,2049.802,5.586,13531.063,-183.251,0.3814
28777,28.7770,-4.70,-26.70,0.6900,5,10,15,5,1,0,26051,26077,12454.601,2049.826,5.379,13531.324,-183.273,0.0291
28882,28.8820,-1.60,12.60,0.6900,-5,9,4,14,141,53,26192,26130,12504.123,2038.550,-12.828,13582.093,-184.691,0.4837
29000,29.0000,-0.50,32.80,0.6900,-5,8,3,13,106,107,26298,26237,12558.539,2026.366,-12.621,13637.854,-185.177,0.4726
29009,29.0090,-0.50,42.90,0.6900,-5,9,4,14,9,13,26307,26250,12564.177,2025.189,-11.793,13643.613,-185.228,0.6400
29114,29.1140,0.60,7.80,0.6800,-4,9,5,13,62,112,26369,26362,12609.715,2024.038,-1.448,13689.164,-184.751,0.4338
29232,29.2320,-0.10,-13.50,0.6700,4,8,12,4,71,136,26440,26498,12662.724,2035.305,12.000,13743.356,-184.845,0.4593
29240,29.2400,-0.10,-29.50,0.6700,5,9,14,4,6,6,26446,26504,12665.796,2035.958,12.000,13746.498,-184.851,0.3927
29338,29.3380,-3.70,-10.50,0.6800,5,9,14,4,94,63,26540,26567,12706.704,2039.959,5.586,13787.515,-187.503,0.4194
29459,29.4590,-5.10,0.30,0.6900,1,8,9,7,128,59,26668,26626,12755.098,2032.563,-8.690,13836.277,-191.855,0.4046
29464,29.4640,-5.10,12.70,0.6900,-5,9,4,14,18,9,26686,26635,12762.047,2031.268,-10.552,13843.318,-192.483,1.4137
29569,29.5690,-1.50,7.50,0.7000,-3,9,6,12,78,102,26764,26737,12808.947,2026.681,-5.586,13890.426,-193.717,0.4488
29692,29.6920,0.90,1.90,0.6900,-1,8,7,9,76,121,26840,26858,12860.413,2030.031,3.724,13941.994,-192.907,0.4193
29696,29.6960,0.90,-9.90,0.6800,5,9,14,4,12,18,26852,26876,12868.238,2030.711,4.966,13949.847,-192.783,1.9635
29798,29.7980,-2.70,2.20,0.6900,0,9,9,9,102,61,26954,26937,12910.830,2028.093,-3.517,13992.473,-194.794,0.4184
29916,29.9160,-2.40,12.70,0.6900,-5,8,3,13,113,90,27067,27027,12963.422,2020.443,-8.276,14045.571,-197.019,0.4504
29924,29.9240,-2.40,20.60,0.7000,-5,10,5,15,3,3,27070,27030,12964.977,2020.217,-8.276,14047.141,-197.085,0.1963
30030,30.0300,-0.70,-7.70,0.7000,5,9,14,4,69,123,27139,27153,13015.178,2022.757,2.897,14097.403,-197.699,0.4742
