t_ms,t_s,yaw,yr,hi,hd,pc,ol,or,el,er,cum_el,cum_er,x_enc_mm,y_enc_mm,theta_enc_deg,x_imu_mm,y_imu_mm,v_mps
10440,10.4400,0.00,-0.60,1.9400,4,85,89,81,0,1,9339,9208,4873.185,-18.579,-13.071,4873.239,-18.909,0.2637
10571,10.5710,0.00,0.20,1.9400,1,50,81,79,102,100,9441,9308,4926.262,-18.590,-13.332,4926.316,-18.909,0.4052
10784,10.7840,0.10,0.90,1.9200,-2,56,78,82,168,168,9609,9476,5014.550,-18.425,-13.076,5014.604,-18.832,0.4145
11005,11.0050,0.00,-0.20,1.9200,3,62,83,77,150,153,9759,9629,5094.170,-18.358,-12.222,5094.224,-18.763,0.3603
11006,11.0060,0.00,-0.20,1.9200,3,62,83,77,150,153,9909,9782,5173.791,-18.296,-11.368,5173.845,-18.763,79.6203
11227,11.2270,-0.20,0.10,1.9500,3,66,83,77,153,155,10062,9937,5254.723,-18.515,-10.718,5254.778,-18.904,0.3662
11358,11.3580,-0.20,0.20,1.9800,3,73,83,77,99,97,10161,10034,5306.223,-18.705,-10.984,5306.277,-19.084,0.3931
11359,11.3590,-0.20,0.20,1.9800,3,73,83,77,99,97,10260,10131,5357.722,-18.897,-11.250,5357.777,-19.264,51.4997
11491,11.4910,-0.10,0.70,2.0100,1,51,81,79,103,99,10363,10230,5410.796,-19.026,-11.927,5410.851,-19.402,0.4021
11702,11.7020,0.00,0.80,2.0100,-1,56,79,81,174,173,10537,10403,5501.974,-19.033,-11.870,5502.029,-19.482,0.4321
11703,11.7030,0.00,0.80,2.0100,-1,56,79,81,174,173,10711,10576,5593.152,-19.029,-11.813,5593.207,-19.482,91.1780
11924,11.9240,-0.20,-0.10,2.0400,4,60,84,76,166,171,10877,10747,5681.708,-19.222,-10.518,5681.763,-19.637,0.4007
12145,12.1450,-0.40,-0.70,2.1000,7,63,87,73,165,167,11042,10914,5768.946,-19.759,-9.850,5769.001,-20.093,0.3947
12366,12.3660,-0.40,-0.40,2.1600,6,66,86,74,150,151,11192,11065,5848.037,-20.278,-9.413,5848.092,-20.646,0.3579
12367,12.3670,-0.40,-0.40,2.1600,6,66,86,74,150,151,11342,11216,5927.128,-20.798,-8.976,5927.183,-21.198,79.0928
12498,12.4980,-0.40,-0.10,2.2200,5,75,85,75,84,84,11426,11300,5971.272,-21.101,-8.848,5971.326,-21.506,0.3370
12630,12.6300,-0.60,-0.00,2.2800,6,56,86,74,92,93,11518,11393,6019.881,-21.586,-8.499,6019.936,-21.930,0.3683
12631,12.6310,-0.60,-0.00,2.2800,6,56,86,74,92,93,11610,11486,6068.491,-22.079,-8.151,6068.546,-22.439,48.6122
12753,12.7530,-0.60,-0.20,2.3700,6,66,86,74,102,97,11712,11583,6120.773,-22.666,-9.037,6120.828,-22.987,0.4286
12757,12.7570,-0.60,-0.20,2.3700,6,66,86,74,102,97,11814,11680,6173.055,-23.256,-9.924,6173.110,-23.534,13.0713
12886,12.8860,-0.60,1.80,2.4300,0,9,80,80,98,100,11912,11780,6225.081,-23.777,-9.358,6225.137,-24.079,0.4033
13008,13.0080,-0.50,2.10,2.5100,-1,33,79,81,99,99,12011,11879,6277.107,-24.228,-9.207,6277.161,-24.578,0.4265
13012,13.0120,-0.50,2.10,2.5300,-1,58,79,81,1,1,12012,11880,6277.632,-24.233,-9.205,6277.687,-24.583,0.1314
13132,13.1320,-0.50,0.70,2.5600,3,44,83,77,85,85,12097,11965,6322.300,-24.617,-9.076,6322.355,-24.973,0.3722
13253,13.2530,-0.60,-0.60,2.6500,8,59,88,72,89,89,12186,12054,6369.070,-25.097,-8.940,6369.125,-25.422,0.3865
13258,13.2580,-0.60,-0.60,2.6500,8,59,88,72,89,89,12275,12143,6415.839,-25.581,-8.805,6415.894,-25.912,9.3544
13387,13.3870,-0.60,-0.00,2.7100,6,13,86,74,92,91,12367,12234,6463.921,-26.087,-8.873,6463.976,-26.415,0.3728
13599,13.5990,-0.60,0.30,2.8000,6,30,86,74,159,161,12526,12395,6548.003,-26.919,-8.214,6548.058,-27.296,0.3966
13811,13.8110,-0.60,0.50,2.9000,5,44,85,75,143,143,12669,12538,6623.150,-27.690,-7.996,6623.204,-28.083,0.3545
13812,13.8120,-0.60,0.50,2.9000,5,44,85,75,143,143,12812,12681,6698.296,-28.462,-7.778,6698.351,-28.870,75.1504
13934,13.9340,-0.60,0.30,2.9900,6,59,86,74,81,81,12893,12762,6740.862,-28.903,-7.654,6740.916,-29.315,0.3489
13939,13.9390,-0.60,0.30,2.9900,6,59,86,74,81,81,12974,12843,6783.427,-29.343,-7.531,6783.481,-29.761,8.5135
14068,14.0680,-0.50,1.20,3.0600,2,16,82,78,89,86,13063,12929,6829.406,-29.768,-8.021,6829.460,-30.203,0.3564
14248,14.2480,-0.40,1.10,3.1200,2,34,82,78,138,135,13201,13064,6901.135,-30.303,-8.435,6901.189,-30.766,0.3985
14346,14.3460,-0.30,1.40,3.2000,1,51,81,79,64,63,13265,13127,6934.505,-30.485,-8.546,6934.559,-30.970,0.3405
14558,14.5580,-0.30,1.30,3.2400,1,57,81,79,158,157,13423,13284,7017.273,-30.917,-8.514,7017.327,-31.403,0.3904
14771,14.7710,-0.10,1.20,3.2500,0,61,80,80,157,154,13580,13438,7098.990,-31.101,-8.900,7099.043,-31.688,0.3836
14984,14.9840,-0.20,-0.30,3.2800,5,64,85,75,153,156,13733,13594,7180.186,-31.318,-8.042,7180.240,-31.901,0.3812
15205,15.2050,-0.40,0.50,3.3400,4,67,84,76,145,148,13878,13742,7257.177,-31.783,-7.195,7257.231,-32.304,0.3484
15206,15.2060,-0.40,0.50,3.3400,4,67,84,76,145,148,14023,13890,7334.169,-32.260,-6.349,7334.222,-32.842,76.9926
15337,15.3370,-0.40,0.60,3.4000,4,74,84,76,85,86,14108,13976,7379.101,-32.558,-6.011,7379.154,-33.155,0.3430
15469,15.4690,-0.40,0.80,3.4500,3,50,83,77,90,88,14198,14064,7425.870,-32.895,-6.291,7425.923,-33.482,0.3543
15470,15.4700,-0.40,0.80,3.5000,3,70,83,77,0,1,14198,14065,7426.134,-32.897,-6.082,7426.187,-33.484,0.2637
15682,15.6820,-0.30,0.50,3.5400,4,69,84,76,165,160,14363,14225,7511.525,-33.410,-6.873,7511.579,-34.005,0.4028
15903,15.9030,-0.30,0.60,3.5900,4,69,84,76,164,163,14527,14388,7597.447,-33.860,-6.832,7597.500,-34.455,0.3888
15904,15.9040,-0.30,0.60,3.5900,4,69,84,76,164,163,14691,14551,7683.369,-34.307,-6.790,7683.422,-34.905,85.9227
16125,16.1250,-0.10,1.10,3.6100,1,68,81,79,168,164,14859,14715,7770.602,-34.518,-7.368,7770.655,-35.210,0.3947
16256,16.2560,-0.00,1.80,3.6100,-2,74,78,82,100,96,14959,14811,7822.100,-34.555,-8.049,7822.153,-35.254,0.3931
16257,16.2570,-0.00,1.80,3.6100,-2,74,78,82,100,96,15059,14907,7873.598,-34.587,-8.730,7873.651,-35.254,51.4978
16389,16.3890,0.20,1.10,3.6100,-1,38,79,81,94,96,15153,15003,7923.524,-34.399,-8.170,7923.578,-35.167,0.3782
16600,16.6000,-0.00,0.50,3.6200,2,47,82,78,155,159,15308,15162,8006.036,-34.306,-7.100,8006.089,-35.023,0.3911
16601,16.6010,-0.00,0.50,3.6200,2,47,82,78,155,159,15463,15321,8088.547,-34.225,-6.030,8088.601,-35.023,82.5116
16822,16.8220,-0.10,0.30,3.6300,3,54,83,77,150,150,15613,15471,8167.376,-34.336,-5.802,8167.430,-35.092,0.3567
17043,17.0430,0.10,0.80,3.6100,0,59,80,80,159,154,15772,15625,8249.617,-34.263,-6.602,8249.670,-35.092,0.3721
17044,17.0440,0.10,0.80,3.6100,0,59,80,80,159,154,15931,15779,8331.857,-34.180,-7.401,8331.910,-34.949,82.2402
17264,17.2640,0.20,0.70,3.5800,0,61,80,80,163,160,16094,15939,8416.726,-33.922,-7.778,8416.779,-34.726,0.3858
17265,17.2650,0.20,0.70,3.5800,0,61,80,80,163,160,16257,16099,8501.595,-33.656,-8.155,8501.649,-34.430,84.8697
17395,17.3950,0.20,0.80,3.5400,0,70,80,80,82,88,16339,16187,8546.270,-33.447,-6.780,8546.324,-34.274,0.3437
17396,17.3960,0.20,0.80,3.5400,0,70,80,80,82,88,16421,16275,8590.946,-33.235,-5.404,8590.999,-34.118,44.6756
17528,17.5280,-0.20,-0.80,3.5200,7,26,87,73,94,95,16515,16370,8640.609,-33.372,-5.052,8640.663,-34.118,0.3762
17650,17.6500,-0.20,-1.10,3.5500,8,44,88,72,99,94,16614,16464,8691.317,-33.587,-5.944,8691.371,-34.295,0.4156
17655,17.6550,-0.20,-1.10,3.5500,8,44,88,72,99,94,16713,16558,8742.025,-33.805,-6.835,8742.079,-34.472,10.1417
17784,17.7840,0.20,0.80,3.5700,0,10,80,80,89,84,16802,16642,8787.478,-33.700,-7.741,8787.532,-34.472,0.3524
17997,17.9970,0.20,-1.00,3.5400,6,28,86,74,145,151,16947,16793,8865.261,-33.334,-6.270,8865.316,-34.201,0.3652
18209,18.2090,-0.10,-1.00,3.5700,7,42,87,73,133,138,17080,16931,8936.475,-33.357,-5.025,8936.529,-34.139,0.3359
18210,18.2100,-0.10,-1.00,3.5900,8,64,88,72,1,0,17081,16931,8936.736,-33.358,-5.232,8936.791,-34.139,0.2618
18422,18.4220,-0.10,0.10,3.6100,4,66,84,76,145,142,17226,17073,9012.147,-33.517,-5.636,9012.201,-34.271,0.3557
18643,18.6430,0.30,1.00,3.5600,-2,66,78,82,168,158,17394,17231,9097.797,-33.236,-7.464,9097.852,-34.121,0.3876
18644,18.6440,0.30,1.00,3.5600,-2,66,78,82,168,158,17562,17389,9183.448,-32.933,-9.293,9183.503,-33.673,85.6513
18775,18.7750,0.40,1.20,3.5000,-3,72,77,83,95,93,17657,17482,9232.845,-32.608,-9.565,9232.899,-33.371,0.3771
18907,18.9070,0.30,-0.00,3.4500,1,15,81,79,90,93,17747,17575,9280.932,-32.321,-8.802,9280.987,-33.077,0.3643
18908,18.9080,0.30,-0.00,3.4500,1,15,81,79,90,93,17837,17668,9329.020,-32.036,-8.040,9329.075,-32.825,48.0886
19120,19.1200,0.20,-0.10,3.4100,2,30,82,78,163,164,18000,17832,9414.944,-31.691,-7.583,9414.999,-32.451,0.4053
19121,19.1210,0.20,-0.10,3.4100,2,30,82,78,163,164,18163,17996,9500.868,-31.355,-7.126,9500.923,-32.151,85.9247
19342,19.3420,0.30,0.10,3.3600,1,40,81,79,164,162,18327,18158,9586.526,-30.924,-7.293,9586.581,-31.777,0.3876
19563,19.5630,0.20,-1.30,3.3300,6,50,86,74,140,144,18467,18302,9661.154,-30.590,-6.246,9661.209,-31.451,0.3377
19695,19.6950,0.20,-1.00,3.3000,6,62,86,74,77,80,18544,18382,9702.411,-30.417,-5.503,9702.466,-31.307,0.3126
19827,19.8270,-0.10,-1.30,3.2800,8,25,88,72,76,77,18620,18459,9742.614,-30.464,-5.179,9742.669,-31.272,0.3046
20039,20.0390,0.10,0.40,3.2600,1,38,81,79,154,146,18774,18605,9821.436,-30.436,-6.612,9821.491,-31.272,0.3718
20260,20.2600,0.60,0.20,3.1800,-1,46,79,81,162,153,18936,18758,9904.194,-29.729,-8.241,9904.251,-30.767,0.3745
20261,20.2610,0.60,0.20,3.1800,-1,46,79,81,162,153,19098,18911,9986.953,-28.988,-9.870,9987.008,-29.900,82.7619
20482,20.4820,0.70,0.10,3.0800,-1,52,79,81,154,155,19252,19066,10068.142,-27.978,-9.426,10068.198,-28.979,0.3674
20703,20.7030,0.50,-0.30,3.0000,1,56,81,79,158,159,19410,19225,10151.435,-27.203,-8.977,10151.491,-28.106,0.3769
20834,20.8340,0.50,0.20,2.9200,-1,65,79,81,93,94,19503,19319,10200.571,-26.758,-8.627,10200.626,-27.678,0.3751
20835,20.8350,0.50,0.20,2.9200,-1,65,79,81,93,94,19596,19413,10249.707,-26.313,-8.277,10249.762,-27.249,49.1378
20966,20.9660,0.30,-1.50,2.8600,6,26,86,74,72,79,19668,19492,10289.390,-26.043,-6.708,10289.445,-26.972,0.3029
21088,21.0880,0.20,-2.80,2.8300,11,44,91,69,84,80,19752,19572,10332.479,-25.912,-7.414,10332.534,-26.784,0.3532
21093,21.0930,0.20,-2.80,2.8200,11,65,91,69,1,1,19753,19573,10333.004,-25.911,-7.412,10333.060,-26.782,0.1051
21222,21.2220,0.40,-0.90,2.8000,3,50,83,77,76,74,19829,19647,10372.416,-25.653,-7.713,10372.472,-26.576,0.3055
21434,21.4340,0.20,-0.60,2.7600,3,57,83,77,129,134,19958,19781,10441.527,-25.326,-6.475,10441.583,-26.214,0.3260
21646,21.6460,0.10,-0.20,2.7400,3,60,83,77,146,146,20104,19927,10518.254,-25.166,-6.252,10518.309,-26.013,0.3619
21647,21.6470,0.10,-0.20,2.7400,3,60,83,77,146,146,20250,20073,10594.981,-25.016,-6.030,10595.036,-25.879,76.7270
21769,21.7690,0.10,-0.40,2.7200,3,68,83,77,84,84,20334,20157,10639.125,-24.933,-5.902,10639.180,-25.802,0.3618
21774,21.7740,0.10,-0.40,2.7200,3,81,84,78,0,0,20334,20157,10639.125,-24.933,-5.902,10639.180,-25.802,0.0000
21902,21.9020,0.10,0.80,2.7100,0,56,80,80,80,78,20414,20235,10680.639,-24.872,-6.197,10680.695,-25.729,0.3243
22024,22.0240,0.10,1.10,2.6900,-1,64,79,81,96,93,20510,20328,10730.299,-24.806,-6.676,10730.354,-25.643,0.4070
22028,22.0280,0.10,1.10,2.6900,-1,64,79,81,96,93,20606,20421,10779.958,-24.741,-7.155,10780.014,-25.556,12.4149
22148,22.1480,0.20,-0.60,2.6800,4,22,84,76,78,80,20684,20501,10821.477,-24.582,-6.619,10821.532,-25.447,0.3460
22360,22.3600,0.10,-0.70,2.6600,4,35,84,76,153,152,20837,20653,10901.618,-24.432,-6.594,10901.674,-25.238,0.3780
22582,22.5820,0.10,-0.30,2.6500,3,44,83,77,150,152,20987,20805,10980.975,-24.248,-5.949,10981.030,-25.099,0.3575
22713,22.7130,0.10,0.50,2.6400,1,57,81,79,80,81,21067,20886,11023.280,-24.161,-5.618,11023.336,-25.025,0.3229
22846,22.8460,-0.00,0.30,2.6300,2,28,82,78,69,71,21136,20957,11060.069,-24.140,-5.096,11060.125,-24.993,0.2766
23058,23.0580,-0.10,-0.00,2.6500,3,41,83,77,135,135,21271,21092,11131.015,-24.243,-4.891,11131.071,-25.055,0.3347
23059,23.0590,-0.10,-0.00,2.6500,3,41,83,77,135,135,21406,21227,11201.961,-24.353,-4.685,11202.017,-25.179,70.9462
23280,23.2800,-0.10,-0.00,2.6700,4,48,84,76,158,156,21564,21383,11284.467,-24.509,-4.861,11284.523,-25.323,0.3733
23501,23.5010,-0.00,-0.10,2.6700,3,52,83,77,160,156,21724,21539,11367.497,-24.560,-5.451,11367.552,-25.395,0.3757
23502,23.5020,-0.00,-0.10,2.6700,3,52,83,77,160,156,21884,21695,11450.526,-24.605,-6.041,11450.582,-25.395,83.0294
23633,23.6330,-0.00,1.30,2.6700,-1,61,79,81,94,92,21978,21787,11499.398,-24.618,-6.314,11499.454,-25.395,0.3731
23765,23.7650,0.20,0.30,2.6700,0,16,80,80,84,84,22062,21871,11543.542,-24.467,-6.186,11543.598,-25.318,0.3344
23766,23.7660,0.20,0.30,2.6700,0,16,80,80,84,84,22146,21955,11587.686,-24.308,-6.058,11587.742,-25.164,44.1443
23888,23.8880,0.20,0.60,2.6400,0,36,80,80,89,89,22235,22044,11634.458,-24.139,-5.922,11634.514,-25.001,0.3834
23893,23.8930,0.20,0.60,2.6300,0,58,80,80,1,2,22236,22046,11635.247,-24.136,-5.713,11635.303,-24.998,0.1579
24021,24.0210,0.20,-0.40,2.6200,3,27,83,77,86,88,22322,22134,11680.969,-23.954,-5.165,11681.025,-24.839,0.3572
24143,24.1430,0.10,-0.40,2.6000,3,44,83,77,81,83,22403,22217,11724.064,-23.854,-4.624,11724.120,-24.726,0.3532
24147,24.1470,0.10,-0.40,2.6000,3,44,83,77,81,83,22484,22300,11767.159,-23.757,-4.084,11767.216,-24.651,10.7738
24267,24.2670,-0.10,-0.30,2.5900,4,24,84,76,67,69,22551,22369,11802.897,-23.796,-3.565,11802.953,-24.651,0.2978
24388,24.3880,-0.10,-0.50,2.6100,5,43,85,75,75,76,22626,22445,11842.575,-23.853,-3.242,11842.632,-24.720,0.3279
24393,24.3930,-0.10,-0.50,2.6100,5,63,85,75,1,1,22627,22446,11843.101,-23.854,-3.241,11843.157,-24.721,0.1051
24522,24.5220,-0.10,-0.60,2.6200,5,45,85,75,79,79,22706,22525,11884.618,-23.922,-3.120,11884.674,-24.793,0.3218
24733,24.7330,-0.10,-0.50,2.6400,5,51,85,75,150,147,22856,22672,11962.655,-24.085,-3.517,11962.711,-24.929,0.3698
