t_ms,t_s,yaw,yr,hi,hd,pc,ol,or,el,er,cum_el,cum_er,x_enc_mm,y_enc_mm,theta_enc_deg,x_imu_mm,y_imu_mm,v_mps
2088,2.0880,-2.40,-12.90,0.5800,53,90,143,37,77,116,1777,1839,946.303,-16.771,12.828,946.265,-17.535,50.5273
2287,2.2870,-1.80,-24.60,0.6400,89,93,182,4,138,111,1915,1950,1011.448,-19.146,7.241,1011.421,-19.583,0.3276
2288,2.2880,-1.80,14.70,0.6900,-38,91,53,129,132,47,2047,1997,1058.258,-21.348,-10.345,1058.260,-21.055,46.8621
2492,2.4920,4.20,44.10,0.8300,-92,93,1,185,135,100,2182,2097,1119.667,-17.600,-17.586,1119.618,-16.549,0.3016
2493,2.4930,4.20,4.30,0.7000,-33,91,58,124,53,124,2235,2221,1165.836,-13.642,-2.897,1165.832,-13.155,46.3385
2683,2.6830,-6.20,-15.70,0.5400,25,87,112,62,52,151,2287,2372,1218.808,-17.924,17.586,1218.666,-18.895,0.2797
2683,2.6830,-6.20,-24.10,0.7300,89,90,179,1,64,87,2351,2459,1258.132,-21.976,22.345,1257.967,-23.164,3.9532
2813,2.8130,-6.70,-30.50,0.9500,91,92,183,1,134,56,2485,2515,1307.452,-28.439,6.207,1307.369,-28.968,0.3826
2821,2.8210,-6.70,-32.00,0.9500,91,106,197,15,8,2,2493,2517,1310.052,-28.749,4.966,1309.969,-29.273,0.3272
2932,2.9320,-3.10,30.40,1.0900,-82,100,18,182,188,17,2681,2534,1363.512,-33.477,-30.414,1363.559,-32.175,0.4835
3055,3.0550,7.60,61.80,1.1600,-88,89,1,177,117,125,2798,2659,1426.388,-25.701,-28.759,1426.358,-23.796,0.5151
3059,3.0590,7.60,92.30,1.1600,-88,106,18,194,2,4,2800,2663,1427.945,-25.494,-28.345,1427.915,-23.589,0.3927
3145,3.1450,11.20,29.20,0.6800,-107,108,1,215,19,117,2819,2780,1462.768,-18.071,-8.069,1462.842,-16.673,0.4140
3339,3.3390,-8.10,-4.90,0.1800,-63,97,34,160,4,209,2823,2989,1518.321,-22.904,34.345,1518.049,-24.530,0.2874
3339,3.3390,-8.10,-65.50,0.4200,91,92,183,1,14,186,2837,3175,1570.378,-28.527,69.931,1569.886,-31.908,5.2360
3538,3.5380,-16.00,-95.70,0.5900,86,87,173,1,94,108,2931,3283,1621.372,-42.538,72.828,1620.721,-46.484,0.2657
3538,3.5380,-16.00,-22.30,1.0700,92,93,185,1,103,20,3034,3303,1652.194,-51.859,55.655,1651.675,-55.360,3.2201
3737,3.7370,0.50,32.80,1.6200,-32,100,68,132,181,17,3215,3320,1703.997,-53.725,21.724,1703.509,-54.908,0.2605
3738,3.7380,0.00,0.00,0.0000,0,0,0,0,125,0,3340,3320,1736.712,-54.522,-4.138,1736.234,-54.908,32.7249
3937,3.9370,-4.30,89.30,1.4600,-97,98,1,195,75,144,3415,3464,1793.943,-57.964,10.138,1793.407,-59.207,0.2881
3937,3.9370,-4.30,4.10,1.5900,9,97,106,88,12,141,3427,3605,1833.946,-60.006,36.828,1833.350,-62.210,4.0055
4137,4.1370,-17.00,-59.80,1.6600,96,97,193,1,67,165,3494,3770,1892.536,-76.015,57.103,1891.433,-79.968,0.3037
4137,4.1370,-17.00,-34.20,2.1700,94,95,189,1,97,70,3591,3840,1934.303,-88.939,51.517,1933.243,-92.750,4.3720
4337,4.3370,-2.60,-15.00,2.7000,98,99,197,1,174,26,3765,3866,1986.474,-93.375,20.897,1985.549,-95.126,0.2618
4337,4.3370,-2.60,40.10,2.7800,-96,97,1,193,154,5,3919,3871,2027.986,-96.463,-9.931,2027.132,-97.014,4.1626
4537,4.5370,3.90,81.50,2.8400,-93,94,1,187,108,140,4027,4011,2092.767,-92.134,-3.310,2091.908,-92.598,0.3246
4538,4.5380,3.90,15.90,2.7200,-67,95,28,162,24,127,4051,4138,2132.151,-88.715,18.000,2131.348,-89.909,39.5317
4666,4.6660,2.50,-33.20,2.5300,78,97,175,19,36,187,4087,4325,2190.376,-84.454,49.241,2189.674,-87.363,0.4561
4671,4.6710,2.50,-64.10,2.5300,78,109,187,31,2,3,4089,4328,2191.684,-84.395,49.448,2190.982,-87.306,0.2618
4765,4.7650,-1.10,-36.50,2.7000,102,103,205,1,104,79,4193,4407,2239.583,-85.377,44.276,2238.882,-88.225,0.5097
4883,4.8830,-11.70,-20.20,2.7700,78,96,174,18,165,32,4358,4439,2289.926,-96.583,16.759,2289.385,-98.684,0.4371
4891,4.8910,-11.70,-7.90,2.7700,78,105,183,27,9,1,4367,4440,2292.488,-97.119,15.103,2291.949,-99.215,0.3272
4997,4.9970,-8.10,45.80,3.1400,-98,99,1,197,178,19,4545,4459,2343.290,-106.014,-17.793,2343.009,-106.482,0.4866
5181,5.1810,11.20,71.60,3.3700,-87,88,1,175,105,140,4650,4599,2406.355,-94.319,-10.552,2405.928,-94.023,0.3486
5181,5.1810,0.00,0.00,0.0000,0,0,0,0,17,0,4667,4599,2410.806,-94.292,-14.069,2410.379,-94.023,0.4451
5397,5.3970,-8.00,-21.70,2.5200,2,95,97,93,1,184,4668,4783,2459.000,-99.094,23.793,2458.340,-100.764,0.2242
5398,5.3980,-8.00,-44.40,2.7600,91,92,183,1,42,142,4710,4925,2506.827,-104.839,44.483,2506.043,-107.468,48.1711
5516,5.5160,-9.20,-55.70,2.9900,90,91,181,1,95,70,4805,4995,2549.452,-111.850,39.310,2548.684,-114.374,0.3661
5525,5.5250,-9.20,-64.20,2.9900,90,113,203,23,2,0,4807,4995,2549.968,-111.934,38.897,2549.201,-114.458,0.0582
5630,5.6300,-5.60,4.70,3.2300,14,107,121,93,148,26,4955,5021,2595.178,-117.520,13.655,2594.536,-118.903,0.4338
5815,5.8150,7.60,39.80,3.3100,-93,94,1,187,172,67,5127,5088,2657.429,-111.217,-8.069,2656.557,-110.628,0.3382
5816,5.8160,7.60,41.90,3.0800,-92,93,1,185,73,86,5200,5174,2698.686,-105.680,-5.379,2697.817,-105.123,41.6261
6022,6.0220,-5.10,43.70,2.6100,-96,97,1,193,35,163,5235,5337,2750.444,-108.518,21.103,2749.448,-109.731,0.2516
6022,6.0220,-5.10,-26.30,2.7600,94,95,189,1,8,159,5243,5496,2794.086,-111.142,52.345,2792.996,-113.617,4.3720
6222,6.2220,-13.10,-78.80,2.8500,90,91,181,1,122,89,5365,5585,2847.919,-123.529,45.517,2846.798,-126.137,0.2762
6223,6.2230,-13.10,-17.80,3.2500,94,95,189,1,106,16,5471,5601,2878.906,-131.269,26.897,2877.906,-133.376,31.9395
6352,6.3520,-11.90,27.90,3.6700,-28,99,71,127,175,2,5646,5603,2923.908,-142.319,-8.897,2923.249,-142.932,0.3592
6356,6.3560,0.00,0.00,0.0000,0,0,0,0,28,0,5674,5603,2931.237,-142.444,-14.690,2930.579,-142.932,1.8326
6470,6.4700,-8.30,21.10,4.1500,-25,98,73,123,81,113,5755,5716,2981.580,-149.164,-8.069,2980.836,-150.263,0.4455
6655,6.6550,0.10,1.40,4.2900,22,92,114,70,67,127,5822,5843,3032.368,-148.866,4.345,3031.625,-150.175,0.2745
6655,6.6550,0.10,-8.30,4.2800,30,93,123,63,73,76,5895,5919,3071.376,-148.769,4.966,3070.633,-150.107,3.9008
6791,6.7910,0.00,-16.90,4.1000,36,94,130,58,127,104,6022,6023,3131.851,-149.013,0.207,3131.109,-150.107,0.4447
6796,6.7960,0.00,-10.60,4.1000,36,98,134,62,20,14,6042,6037,3140.753,-149.024,-1.034,3140.010,-150.107,1.7802
6909,6.9090,3.60,10.30,3.9500,-46,91,45,137,133,99,6175,6136,3201.403,-145.777,-8.069,3200.628,-146.293,0.5375
7028,7.0280,4.60,18.40,3.6700,-84,85,1,169,99,116,6274,6252,3257.501,-141.166,-4.552,3256.733,-141.779,0.4730
7036,7.0360,4.60,22.50,3.6700,-84,94,10,178,8,15,6282,6267,3263.502,-140.675,-3.103,3262.735,-141.296,0.7527
7133,7.1330,1.00,-17.00,3.5300,53,96,149,43,39,140,6321,6407,3310.329,-138.852,17.793,3309.590,-140.478,0.4831
7322,7.3220,-4.10,-37.70,3.4500,88,89,177,1,95,109,6416,6516,3363.628,-142.242,20.690,3362.861,-144.296,0.2826
7322,7.3220,-4.10,1.50,3.5700,18,93,111,75,96,35,6512,6551,3397.808,-145.057,8.069,3397.069,-146.749,3.4296
7451,7.4510,-3.10,30.90,3.6900,-80,92,12,172,137,64,6649,6615,3450.306,-148.669,-7.034,3449.613,-149.594,0.4079
7459,7.4590,-3.10,38.30,3.6900,-80,104,24,184,6,7,6655,6622,3453.704,-148.854,-6.828,3453.012,-149.778,0.4254
7569,7.5690,0.50,-4.90,3.6900,17,99,116,82,50,141,6705,6763,3503.696,-147.755,12.000,3503.013,-149.342,0.4546
7692,7.6920,0.90,-27.10,3.5800,73,91,164,18,78,138,6783,6901,3560.224,-146.237,24.414,3559.555,-148.454,0.4597
7696,7.6960,0.90,-52.90,3.5800,73,97,170,24,15,17,6798,6918,3568.600,-146.097,24.828,3567.932,-148.322,2.0944
7797,7.7970,-2.70,-9.00,3.5800,45,100,145,55,122,42,6920,6960,3611.462,-148.602,8.276,3610.819,-150.345,0.4251
7981,7.9810,8.60,22.60,3.6700,-55,91,36,146,171,47,7091,7007,3668.143,-141.924,-17.379,3667.250,-141.810,0.3102
7982,7.9820,8.60,43.90,3.4100,-90,91,1,181,89,69,7180,7076,3709.074,-135.953,-21.517,3708.149,-135.625,41.3643
8197,8.1970,-1.10,59.90,3.0700,-89,90,1,179,48,152,7228,7228,3761.432,-135.546,0.000,3760.499,-136.630,0.2435
8198,8.1980,-1.10,-16.40,3.1700,61,89,150,28,8,157,7236,7385,3804.627,-135.155,30.828,3803.688,-137.459,43.1969
8382,8.3820,-9.40,-54.60,3.2700,86,87,173,1,74,107,7310,7492,3851.485,-142.210,37.655,3850.437,-145.199,0.2575
8383,8.3830,-9.40,-17.80,3.5600,92,93,185,1,84,26,7394,7518,3879.849,-147.190,25.655,3878.849,-149.902,28.7979
8519,8.5190,-8.50,9.70,3.9100,23,95,118,72,176,5,7570,7523,3926.465,-155.697,-9.724,3925.714,-156.906,0.3484
8524,8.5240,-8.50,29.80,3.9100,23,100,123,77,27,2,7597,7525,3933.966,-156.865,-14.897,3933.223,-158.028,1.5184
8623,8.6230,-4.90,61.20,4.2300,-97,98,1,195,80,91,7677,7616,3978.565,-160.754,-12.621,3977.827,-161.852,0.4522
8816,8.8160,-0.40,69.40,4.3200,-93,94,1,187,31,149,7708,7765,4025.686,-160.268,11.793,4024.949,-162.181,0.2442
8817,8.8170,-0.40,-12.40,4.3700,46,93,139,47,2,152,7710,7917,4065.994,-159.423,42.828,4065.266,-162.463,40.3171
9014,9.0140,-11.10,-73.80,4.3000,93,94,187,1,83,141,7793,8058,4123.767,-169.490,54.828,4122.812,-173.753,0.2977
9015,9.0150,-11.10,-29.10,4.6400,93,94,187,1,99,50,7892,8108,4161.986,-177.298,44.690,4161.090,-181.263,39.0081
9214,9.2140,4.50,4.40,4.9700,40,96,136,56,171,19,8063,8127,4211.693,-175.453,13.241,4210.679,-177.360,0.2500
9215,9.2150,4.50,50.90,4.8400,-91,92,1,183,151,29,8214,8156,4258.747,-172.889,-12.000,4257.657,-173.663,47.1239
9414,9.4140,7.50,85.70,4.6100,-88,89,1,177,94,135,8308,8291,4318.158,-164.851,-3.517,4317.096,-165.837,0.3013
9415,9.4150,7.50,14.60,4.3800,-78,91,13,169,18,122,8326,8413,4354.399,-159.379,18.000,4353.435,-161.053,36.6519
9609,9.6090,-8.00,-38.80,4.0500,80,93,173,13,19,180,8345,8593,4406.257,-164.377,51.310,4405.026,-168.304,0.2685
9610,9.6100,-8.00,-60.90,4.2900,90,91,181,1,84,83,8429,8676,4449.564,-170.375,51.103,4448.321,-174.389,43.7205
9818,9.8180,-0.20,-77.50,4.5600,93,94,187,1,136,29,8565,8705,4492.742,-171.650,28.966,4491.517,-174.540,0.2077
9819,9.8190,-0.20,2.70,4.5800,-3,94,91,97,142,3,8707,8708,4530.686,-172.784,0.207,4529.478,-174.672,37.9609
10015,10.0150,13.00,42.70,4.4900,-87,88,1,175,155,47,8862,8755,4582.572,-162.560,-22.138,4581.006,-162.776,0.2698
10015,10.0150,0.00,0.00,0.0000,0,0,0,0,64,0,8926,8755,4599.327,-162.591,-35.379,4597.761,-162.776,1.6755
10214,10.2140,-0.80,18.10,3.5900,-93,94,1,187,25,162,8951,8917,4648.280,-162.034,-7.034,4646.713,-163.459,0.2460
10214,10.2140,-0.80,-41.00,3.6700,91,92,183,1,5,158,8956,9075,4690.949,-161.397,24.621,4689.382,-164.055,4.2673
10414,10.4140,-7.90,-85.30,3.7000,90,91,181,1,109,95,9065,9170,4743.886,-168.467,21.724,4742.282,-171.396,0.2670
10415,10.4150,-7.90,-19.90,3.9400,92,93,185,1,115,23,9180,9193,4779.585,-174.017,2.690,4778.068,-176.361,36.1283
10614,10.6140,9.50,29.20,4.2100,-50,95,45,145,186,11,9366,9204,4830.800,-167.935,-33.517,4828.935,-167.849,0.2592
10614,10.6140,0.00,0.00,0.0000,0,0,0,0,113,0,9479,9204,4860.380,-168.363,-56.897,4858.518,-167.849,2.9583
10743,10.7430,10.40,92.70,3.5400,-92,93,1,185,50,133,9529,9337,4907.457,-159.471,-39.724,4905.641,-159.201,0.3714
10748,10.7480,10.40,65.30,3.5400,-92,100,8,192,2,22,9531,9359,4913.632,-158.313,-35.586,4911.820,-158.066,1.2566
10842,10.8420,6.80,-29.30,3.1300,65,104,169,39,0,151,9531,9510,4952.724,-152.433,-4.345,4951.074,-153.386,0.4206
10960,10.9600,-1.10,-66.30,2.9700,92,93,185,1,92,128,9623,9638,5010.320,-152.679,3.103,5008.659,-154.491,0.4881
10968,10.9680,-1.10,-84.80,2.9700,92,99,191,7,13,9,9636,9647,5016.078,-152.790,2.276,5014.418,-154.602,0.7199
11074,11.0740,-4.70,-17.30,3.1400,81,101,182,20,132,30,9768,9677,5058.289,-156.910,-18.828,5056.687,-158.077,0.4001
11258,11.2580,8.00,23.40,3.4100,-28,93,65,121,180,16,9948,9693,5109.355,-151.881,-52.759,5107.500,-150.936,0.2789
11259,11.2590,0.00,0.00,0.0000,0,0,0,0,108,0,10056,9693,5137.626,-152.293,-75.103,5135.774,-150.936,28.2743
11475,11.4750,4.50,94.10,2.9700,-93,94,1,187,71,168,10127,9861,5199.935,-146.583,-55.034,5198.152,-146.026,0.2897
11475,11.4750,4.50,2.40,2.8300,-26,91,65,117,14,160,10141,10021,5245.235,-141.784,-24.828,5243.564,-142.452,4.5553
11593,11.5930,2.60,-43.50,2.7700,84,85,169,1,37,167,10178,10188,5298.504,-137.949,2.069,5296.916,-140.030,0.4526
11602,11.6020,2.60,-77.80,2.7700,84,99,183,15,4,5,10182,10193,5300.858,-137.839,2.276,5299.270,-139.923,0.2618
11707,11.7070,-1.00,-26.80,2.9200,93,99,192,6,111,62,10293,10255,5346.137,-138.884,-7.862,5344.555,-140.713,0.4313
11826,11.8260,-8.60,1.60,3.0900,24,92,116,68,166,23,10459,10278,5394.907,-147.234,-37.448,5393.478,-148.112,0.4158
11834,11.8340,-8.60,22.90,3.0900,24,107,131,83,4,0,10463,10278,5395.942,-147.393,-38.276,5394.514,-148.269,0.1309
11931,11.9310,-5.00,50.40,3.3100,-97,98,1,195,152,47,10615,10325,5447.729,-153.083,-60.000,5446.414,-152.810,0.5371
12054,12.0540,8.60,62.40,3.5100,-88,89,1,177,86,123,10701,10448,5501.880,-145.242,-52.345,5500.514,-144.628,0.4448
12058,12.0580,8.60,65.20,3.5100,-88,97,9,185,5,21,10706,10469,5508.608,-144.207,-49.034,5507.245,-143.610,1.7017
12163,12.1630,5.00,-12.40,3.2100,19,100,119,81,10,158,10716,10627,5552.288,-139.062,-18.414,5551.060,-139.776,0.4189
12351,12.3510,-8.10,-52.20,3.1300,90,91,181,1,60,154,10776,10781,5607.965,-145.294,1.034,5606.526,-147.670,0.2980
12351,12.3510,-8.10,-18.40,3.3700,91,92,183,1,77,59,10853,10840,5643.206,-150.372,-2.690,5641.775,-152.687,3.5605
12480,12.4800,-7.60,7.00,3.8000,39,95,134,56,156,21,11009,10861,5688.971,-157.642,-30.621,5687.707,-158.816,0.3592
12489,12.4890,-7.60,13.30,3.8000,39,102,141,63,13,3,11022,10864,5693.121,-158.209,-32.690,5691.859,-159.370,0.4654
12594,12.5940,-4.00,43.60,3.9900,-93,94,1,187,158,47,11180,10911,5746.557,-163.201,-55.655,5745.397,-163.113,0.5111
12778,12.7780,9.60,58.20,4.1100,-86,87,1,173,89,122,11269,11033,5801.087,-154.374,-48.828,5799.863,-153.901,0.3002
12778,12.7780,9.60,-0.30,3.8200,-40,91,51,131,16,108,11285,11141,5833.003,-148.441,-29.793,5831.871,-148.487,3.2463
12994,12.9940,-4.10,-51.40,3.4000,94,95,189,1,54,171,11339,11312,5891.866,-150.659,-5.586,5890.626,-152.699,0.2727
12995,12.9950,-4.10,-20.30,3.5200,88,90,178,2,111,76,11450,11388,5940.681,-154.385,-12.828,5939.457,-156.199,48.9565
13179,13.1790,7.60,-4.70,3.6500,38,89,127,51,148,16,11598,11404,5983.408,-150.168,-40.138,5982.015,-150.521,0.2333
13179,13.1790,7.60,42.50,3.4200,-90,91,1,181,115,21,11713,11425,6018.782,-146.120,-59.586,6017.307,-145.812,3.5605
13395,13.3950,7.40,77.90,3.0800,-91,92,1,183,74,118,11787,11543,6068.581,-139.288,-50.483,6067.153,-139.338,0.2327
13395,13.3950,7.40,-1.50,2.8600,-27,91,64,118,12,139,11799,11682,6107.654,-133.285,-24.207,6106.356,-134.246,3.9532
13514,13.5140,5.70,-41.30,2.5900,85,86,171,1,38,164,11837,11846,6160.126,-126.698,1.862,6158.978,-128.994,0.4444
13522,13.5220,5.70,-71.10,2.5900,85,101,186,16,3,4,11840,11850,6161.949,-126.513,2.069,6160.801,-128.812,0.2291
13628,13.6280,2.10,-23.30,2.5000,67,97,164,30,111,66,11951,11916,6208.264,-125.043,-7.241,6207.109,-127.114,0.4372
13746,13.7460,-5.50,3.10,2.4800,-8,91,83,99,148,41,12099,11957,6257.451,-130.422,-29.379,6256.361,-131.856,0.4193
13754,13.7540,-5.50,22.80,2.4800,-8,107,99,115,2,1,12101,11958,6258.233,-130.497,-29.586,6257.143,-131.932,0.0982
13840,13.8400,-1.90,29.60,2.5600,-83,100,17,183,106,72,12207,12030,6304.791,-132.477,-36.621,6303.718,-133.477,0.5419
13958,13.9580,5.20,31.30,2.6100,-89,90,1,179,80,143,12287,12173,6362.907,-126.911,-23.586,6361.859,-128.185,0.4948
13966,13.9660,5.20,32.60,2.6100,-89,110,21,199,0,0,12287,12173,6362.907,-126.911,-23.586,6361.859,-128.185,0.0000
14072,14.0720,1.60,-32.20,2.5400,95,96,191,1,28,190,12315,12363,6419.875,-123.470,9.931,6418.909,-126.592,0.5384
14190,14.1900,-5.80,-64.70,2.5400,87,88,175,1,118,94,12433,12457,6475.113,-128.872,4.966,6474.126,-132.201,0.4704
14199,14.1990,-5.80,-89.10,2.5400,87,102,189,15,9,3,12442,12460,6478.238,-129.193,3.724,6477.251,-132.518,0.3491
14304,14.3040,-6.10,-10.10,2.8300,64,100,164,36,136,26,12578,12486,6520.313,-134.527,-19.034,6519.423,-137.025,0.4039
14489,14.4890,8.20,31.40,3.0800,-58,90,32,148,180,34,12758,12520,6576.039,-128.750,-49.241,6574.875,-129.034,0.3028
14489,14.4890,0.00,0.00,0.0000,0,0,0,0,90,0,12848,12520,6599.600,-129.011,-67.862,6598.437,-129.034,2.3562
14695,14.6950,0.20,78.10,2.5300,-90,91,1,181,48,140,12896,12660,6648.809,-128.058,-48.828,6647.655,-128.862,0.2389
14696,14.6960,0.20,-2.80,2.5100,10,91,101,81,7,143,12903,12803,6688.063,-126.926,-20.690,6686.925,-128.725,39.2699
14896,14.8960,-12.20,-63.50,2.5900,90,91,181,1,60,156,12963,12959,6743.662,-137.245,-0.828,6742.196,-140.675,0.2827
14897,14.8970,-12.20,-37.20,2.9500,90,91,181,1,88,59,13051,13018,6781.246,-145.519,-6.828,6779.812,-148.808,38.4845
15096,15.0960,0.80,-17.50,3.4000,95,96,191,1,161,27,13212,13045,6830.453,-146.590,-34.552,6829.025,-148.121,0.2473
15097,15.0970,0.80,39.00,3.3300,-92,93,1,185,158,4,13370,13049,6872.859,-147.253,-66.414,6871.432,-147.529,42.4115
15225,15.2250,3.00,81.30,3.2900,-90,91,1,181,110,124,13480,13173,6934.039,-144.100,-63.517,6932.610,-144.323,0.4786
15230,15.2300,3.00,106.50,3.2900,-90,106,16,196,1,4,13481,13177,6935.346,-144.031,-62.897,6933.917,-144.254,0.2618
15345,15.3450,4.40,15.40,3.0900,-67,99,32,166,27,159,13508,13336,6983.800,-139.197,-35.586,6982.468,-140.518,0.4234
15463,15.4630,2.70,-32.30,2.9300,81,90,171,9,26,186,13534,13522,7039.130,-134.838,-2.483,7037.908,-137.904,0.4704
15471,15.4710,2.70,-68.10,2.9300,81,99,180,18,4,6,13538,13528,7041.745,-134.709,-2.069,7040.523,-137.780,0.3272
15568,15.5680,-0.90,-45.30,3.0600,93,94,187,1,110,75,13648,13603,7090.170,-135.619,-9.310,7088.950,-138.541,0.4993
15757,15.7570,-2.80,-30.90,3.1500,90,91,181,1,139,24,13787,13627,7132.744,-138.524,-33.103,7131.572,-140.626,0.2258
15757,15.7570,-2.80,28.40,3.2300,-74,93,19,167,126,0,13913,13627,7165.644,-140.916,-59.172,7164.519,-142.237,3.2987
15960,15.9600,4.60,72.80,3.3900,-90,91,1,181,110,132,14023,13759,7228.813,-136.067,-54.621,7227.671,-137.156,0.3121
15961,15.9610,4.60,10.40,3.2500,-52,91,39,143,28,118,14051,13877,7266.859,-132.390,-36.000,7265.770,-134.091,38.2227
16160,16.1600,-8.80,-20.70,3.1500,52,85,137,33,35,166,14086,14043,7319.118,-138.556,-8.897,7317.773,-142.141,0.2644
16161,16.1610,-8.80,-28.10,3.4100,85,86,171,1,72,82,14158,14125,7358.983,-144.580,-6.828,7357.615,-148.309,40.3171
16286,16.2860,-9.20,-31.70,3.7500,85,86,171,1,126,34,14284,14159,7400.219,-151.941,-25.862,7398.964,-155.006,0.3351
16294,16.2940,-9.20,-34.40,3.7500,85,106,191,21,4,0,14288,14159,7401.252,-152.110,-26.690,7399.998,-155.174,0.1309
16405,16.4050,-5.60,29.40,4.0100,-64,98,34,162,185,13,14473,14172,7452.637,-158.933,-62.276,7451.587,-160.232,0.4670
16523,16.5230,4.60,61.50,4.1500,-86,87,1,173,128,101,14601,14273,7512.464,-155.051,-67.862,7511.346,-155.424,0.5081
16531,16.5310,4.60,94.90,4.1500,-86,100,14,186,4,6,14605,14279,7515.073,-154.842,-67.448,7513.955,-155.214,0.3272
16634,16.6340,8.20,20.20,3.7700,-97,98,1,195,38,128,14643,14407,7558.003,-148.081,-48.828,7556.970,-149.015,0.4219
16752,16.7520,9.60,-20.00,3.3900,8,90,98,82,14,187,14657,14594,7609.594,-137.719,-13.034,7608.854,-140.240,0.4459
16760,16.7600,9.60,-50.20,3.3900,8,100,108,92,2,10,14659,14604,7612.690,-137.186,-11.379,7611.952,-139.716,0.3927
16866,16.8660,6.00,-53.20,3.1000,93,94,187,1,50,139,14709,14743,7661.790,-131.062,7.034,7661.161,-134.544,0.4668
17051,17.0510,-7.70,-52.20,2.9000,89,90,179,1,101,66,14810,14809,7705.154,-136.634,-0.207,7704.487,-140.402,0.2363
17052,17.0520,-7.70,3.50,3.1300,28,95,123,67,100,5,14910,14814,7732.329,-140.774,-19.862,7731.728,-144.085,27.4889
17257,17.2570,4.90,45.30,3.4400,-91,92,1,183,160,49,15070,14863,7786.966,-137.841,-42.828,7786.245,-139.411,0.2669
17258,17.2580,4.90,45.90,3.2900,-89,90,1,179,70,91,15140,14954,7828.954,-134.148,-38.483,7828.240,-135.811,42.1497
17458,17.4580,-7.30,46.40,3.1000,-93,94,1,187,34,167,15174,15121,7881.350,-139.016,-10.966,7880.435,-142.497,0.2631
17458,17.4580,-7.30,-23.60,3.3100,91,92,183,1,5,155,15179,15276,7923.035,-143.139,20.069,7921.984,-147.820,4.1888
17658,17.6580,-15.70,-76.10,3.5800,91,92,183,1,125,106,15304,15382,7981.341,-159.192,16.138,7980.203,-164.184,0.3024
