EVT:EXP_START,id=256,src=KEY,mode=S,skip=0
HB:t=0,m=S,run=1,exp=256,el=0,er=0,yaw=0.0,yr=0.0,pc=102,hd=1,dp=0,OL=103,OR=101,hi=0.00
HB:t=134,m=S,run=1,exp=256,el=120,er=112,yaw=5.1,yr=5.8,pc=44,hd=-32,dp=-19,OL=48,OR=112,hi=0.00
HB:t=134,m=S,run=1,exp=256,el=120,er=112,yaw=5.1,yr=5.8,pc=44,hd=-32,dp=-19,OL=48,OR=112,hi=0.00
HB:t=208,m=S,run=1,exp=256,el=42,er=74,yaw=6.1,yr=4.6,pc=26,hd=-32,dp=-15,OL=48,OR=112,hi=-0.01
HB:t=209,m=S,run=1,exp=256,el=42,er=74,yaw=6.1,yr=4.6,pc=26,hd=-32,dp=-15,OL=48,OR=112,hi=-0.01
HB:t=258,m=S,run=1,exp=256,el=20,er=50,yaw=6.3,yr=5.7,pc=50,hd=-32,dp=-18,OL=48,OR=112,hi=-0.02
HB:t=332,m=S,run=1,exp=256,el=29,er=83,yaw=6.6,yr=6.3,pc=39,hd=-32,dp=-20,OL=48,OR=112,hi=-0.02
HB:t=332,m=S,run=1,exp=256,el=29,er=83,yaw=6.6,yr=6.3,pc=39,hd=-32,dp=-20,OL=48,OR=112,hi=-0.02
HB:t=383,m=S,run=1,exp=256,el=15,er=44,yaw=6.7,yr=4.7,pc=50,hd=-32,dp=-15,OL=48,OR=112,hi=-0.03
HB:t=383,m=S,run=1,exp=256,el=15,er=44,yaw=6.7,yr=4.7,pc=50,hd=-32,dp=-15,OL=48,OR=112,hi=-0.03
HB:t=457,m=S,run=1,exp=256,el=27,er=78,yaw=7.4,yr=8.9,pc=33,hd=-32,dp=-28,OL=48,OR=112,hi=-0.04
HB:t=458,m=S,run=1,exp=256,el=27,er=78,yaw=7.4,yr=8.9,pc=33,hd=-32,dp=-28,OL=48,OR=112,hi=-0.04
HB:t=531,m=S,run=1,exp=256,el=29,er=83,yaw=8.2,yr=8.9,pc=25,hd=-32,dp=-28,OL=48,OR=112,hi=-0.05
HB:t=566,m=S,run=1,exp=256,el=12,er=35,yaw=8.3,yr=8.5,pc=60,hd=-32,dp=-27,OL=48,OR=112,hi=-0.06
HB:t=571,m=S,run=1,exp=256,el=12,er=35,yaw=8.3,yr=8.5,pc=60,hd=-32,dp=-27,OL=48,OR=112,hi=-0.06
HB:t=640,m=S,run=1,exp=256,el=28,er=82,yaw=8.8,yr=3.4,pc=34,hd=-32,dp=-11,OL=48,OR=112,hi=-0.06
HB:t=675,m=S,run=1,exp=256,el=11,er=33,yaw=8.9,yr=1.0,pc=62,hd=-32,dp=-3,OL=48,OR=112,hi=-0.08
HB:t=680,m=S,run=1,exp=256,el=11,er=33,yaw=8.9,yr=1.0,pc=62,hd=-32,dp=-3,OL=48,OR=112,hi=-0.08
HB:t=757,m=S,run=1,exp=256,el=31,er=92,yaw=9.4,yr=7.2,pc=29,hd=-32,dp=-23,OL=48,OR=112,hi=-0.08
EVT:EXP_STOP,id=256,src=KEY,mode=S,dur=767
