EVT:EXP_START,id=252,src=KEY,mode=T,skip=0
HB:t=0,m=T,run=1,exp=252,el=0,er=0,yaw=0.0,yr=0.0,pc=0,hd=0,OL=0,OR=0,sb=0,lp=0.00,acuteState=0,acuteYawDelta=0.0,acuteRearmTick=0,st=TRK,cd=-,cy=0.0,cb=0,cm=0,cg=0,ch=0
HB:t=83,m=T,run=1,exp=252,el=136,er=135,yaw=0.8,yr=0.0,pc=280,hd=0,OL=280,OR=280,sb=247,lp=7.00,acuteState=0,acuteYawDelta=0.0,acuteRearmTick=0,st=TRK,cd=-,cy=0.0,cb=247,cm=0,cg=0,ch=0
HB:t=84,m=T,run=1,exp=252,el=136,er=135,yaw=0.8,yr=0.0,pc=280,hd=0,OL=280,OR=280,sb=247,lp=7.00,acuteState=0,acuteYawDelta=0.0,acuteRearmTick=0,st=TRK,cd=-,cy=0.0,cb=247,cm=0,cg=0,ch=0
HB:t=142,m=T,run=1,exp=252,el=170,er=172,yaw=1.5,yr=4.8,pc=280,hd=0,OL=280,OR=280,sb=247,lp=7.00,acuteState=0,acuteYawDelta=0.0,acuteRearmTick=0,st=TRK,cd=-,cy=0.0,cb=247,cm=0,cg=0,ch=0
HB:t=201,m=T,run=1,exp=252,el=180,er=185,yaw=2.4,yr=10.6,pc=280,hd=0,OL=280,OR=280,sb=247,lp=7.00,acuteState=0,acuteYawDelta=0.0,acuteRearmTick=0,st=TRK,cd=-,cy=0.0,cb=247,cm=0,cg=0,ch=0
HB:t=202,m=T,run=1,exp=252,el=180,er=185,yaw=2.4,yr=10.6,pc=280,hd=0,OL=280,OR=280,sb=247,lp=7.00,acuteState=0,acuteYawDelta=0.0,acuteRearmTick=0,st=TRK,cd=-,cy=0.0,cb=247,cm=0,cg=0,ch=0
HB:t=275,m=T,run=1,exp=252,el=240,er=247,yaw=4.3,yr=22.7,pc=280,hd=0,OL=280,OR=280,sb=247,lp=7.00,acuteState=0,acuteYawDelta=0.0,acuteRearmTick=0,st=TRK,cd=-,cy=0.0,cb=247,cm=0,cg=0,ch=0
HB:t=325,m=T,run=1,exp=252,el=161,er=167,yaw=5.4,yr=27.0,pc=280,hd=0,OL=280,OR=280,sb=247,lp=7.00,acuteState=0,acuteYawDelta=0.0,acuteRearmTick=0,st=TRK,cd=-,cy=0.0,cb=247,cm=0,cg=0,ch=0
HB:t=326,m=T,run=1,exp=252,el=161,er=167,yaw=5.4,yr=27.0,pc=280,hd=0,OL=280,OR=280,sb=247,lp=7.00,acuteState=0,acuteYawDelta=0.0,acuteRearmTick=0,st=TRK,cd=-,cy=0.0,cb=247,cm=0,cg=0,ch=0
HB:t=361,m=T,run=1,exp=252,el=65,er=66,yaw=6.1,yr=27.8,pc=280,hd=0,OL=280,OR=280,sb=247,lp=7.00,acuteState=0,acuteYawDelta=0.0,acuteRearmTick=0,st=TRK,cd=-,cy=0.0,cb=247,cm=0,cg=0,ch=0
HB:t=443,m=T,run=1,exp=252,el=275,er=284,yaw=8.2,yr=39.1,pc=280,hd=0,OL=280,OR=280,sb=247,lp=7.00,acuteState=0,acuteYawDelta=0.0,acuteRearmTick=0,st=TRK,cd=-,cy=0.0,cb=247,cm=0,cg=0,ch=0
HB:t=444,m=T,run=1,exp=252,el=275,er=284,yaw=8.2,yr=39.1,pc=280,hd=0,OL=280,OR=280,sb=247,lp=7.00,acuteState=0,acuteYawDelta=0.0,acuteRearmTick=0,st=TRK,cd=-,cy=0.0,cb=247,cm=0,cg=0,ch=0
HB:t=517,m=T,run=1,exp=252,el=251,er=260,yaw=7.4,yr=28.1,pc=280,hd=0,OL=280,OR=280,sb=247,lp=7.00,acuteState=0,acuteYawDelta=0.0,acuteRearmTick=0,st=TRK,cd=-,cy=0.0,cb=247,cm=0,cg=0,ch=0
HB:t=572,m=T,run=1,exp=252,el=149,er=154,yaw=7.2,yr=22.2,pc=280,hd=0,OL=280,OR=280,sb=247,lp=7.00,acuteState=0,acuteYawDelta=0.0,acuteRearmTick=0,st=TRK,cd=-,cy=0.0,cb=247,cm=0,cg=0,ch=0
