EVT:EXP_START,id=0,src=KEY,mode=S,skip=0
HB:t=1,m=S,run=1,exp=0,el=0,er=0,yaw=0.0,yr=0.0,pc=0,hd=0,dp=0,OL=0,OR=0,hi=0.00
HB:t=83,m=S,run=1,exp=0,el=1,er=15,yaw=-0.2,yr=-4.9,pc=95,hd=17,dp=16,OL=112,OR=78,hi=0.00
HB:t=157,m=S,run=1,exp=0,el=0,er=2,yaw=-0.7,yr=-3.8,pc=99,hd=17,dp=12,OL=116,OR=82,hi=0.00
HB:t=157,m=S,run=1,exp=0,el=0,er=2,yaw=-0.7,yr=-3.8,pc=99,hd=17,dp=12,OL=116,OR=82,hi=0.00
HB:t=208,m=S,run=1,exp=0,el=3,er=0,yaw=-0.7,yr=0.3,pc=100,hd=4,dp=-1,OL=104,OR=96,hi=0.01
HB:t=208,m=S,run=1,exp=0,el=3,er=0,yaw=-0.7,yr=0.3,pc=100,hd=4,dp=-1,OL=104,OR=96,hi=0.01
HB:t=282,m=S,run=1,exp=0,el=0,er=0,yaw=-0.4,yr=-0.2,pc=101,hd=4,dp=1,OL=105,OR=97,hi=0.01
HB:t=355,m=S,run=1,exp=0,el=0,er=0,yaw=-0.5,yr=-0.1,pc=102,hd=4,dp=0,OL=106,OR=98,hi=0.01
HB:t=385,m=S,run=1,exp=0,el=0,er=0,yaw=-0.5,yr=-0.1,pc=102,hd=4,dp=0,OL=106,OR=98,hi=0.01
HB:t=395,m=S,run=1,exp=0,el=0,er=0,yaw=-0.5,yr=-0.1,pc=102,hd=4,dp=0,OL=106,OR=98,hi=0.01
HB:t=464,m=S,run=1,exp=0,el=0,er=0,yaw=-0.4,yr=0.3,pc=102,hd=3,dp=-1,OL=105,OR=99,hi=0.02
HB:t=538,m=S,run=1,exp=0,el=0,er=0,yaw=-0.4,yr=-0.5,pc=103,hd=5,dp=2,OL=108,OR=98,hi=0.02
HB:t=538,m=S,run=1,exp=0,el=0,er=0,yaw=-0.4,yr=-0.5,pc=103,hd=5,dp=2,OL=108,OR=98,hi=0.02
HB:t=573,m=S,run=1,exp=0,el=0,er=1,yaw=-0.4,yr=-0.2,pc=102,hd=4,dp=0,OL=106,OR=98,hi=0.02
HB:t=578,m=S,run=1,exp=0,el=0,er=1,yaw=-0.4,yr=-0.2,pc=102,hd=4,dp=0,OL=106,OR=98,hi=0.02
HB:t=647,m=S,run=1,exp=0,el=0,er=0,yaw=-0.2,yr=2.3,pc=102,hd=-6,dp=-7,OL=96,OR=108,hi=0.02
EVT:EXP_STOP,id=0,src=KEY,mode=S,dur=660
