EVT:EXP_START,id=254,src=KEY,mode=T,skip=0
HB:t=1,m=T,run=1,exp=254,el=0,er=0,yaw=0.0,yr=0.0,pc=0,hd=0,OL=0,OR=0,sb=0,lp=0.00,acuteState=0,acuteYawDelta=0.0,acuteRearmTick=0,st=TRK,cd=-,cy=0.0,cb=0,cm=0,cg=0,ch=0
HB:t=133,m=T,run=1,exp=254,el=306,er=306,yaw=0.2,yr=0.0,pc=280,hd=0,OL=280,OR=280,sb=247,lp=7.00,acuteState=0,acuteYawDelta=0.0,acuteRearmTick=0,st=TRK,cd=-,cy=0.0,cb=247,cm=0,cg=0,ch=0
HB:t=206,m=T,run=1,exp=254,el=234,er=240,yaw=0.3,yr=0.9,pc=280,hd=0,OL=280,OR=280,sb=247,lp=7.00,acuteState=0,acuteYawDelta=0.0,acuteRearmTick=0,st=TRK,cd=-,cy=0.0,cb=247,cm=0,cg=0,ch=0
HB:t=257,m=T,run=1,exp=254,el=163,er=167,yaw=0.2,yr=-0.1,pc=280,hd=0,OL=280,OR=280,sb=247,lp=7.00,acuteState=0,acuteYawDelta=0.0,acuteRearmTick=0,st=TRK,cd=-,cy=0.0,cb=247,cm=0,cg=0,ch=0
HB:t=257,m=T,run=1,exp=254,el=163,er=167,yaw=0.2,yr=-0.1,pc=280,hd=0,OL=280,OR=280,sb=247,lp=7.00,acuteState=0,acuteYawDelta=0.0,acuteRearmTick=0,st=TRK,cd=-,cy=0.0,cb=247,cm=0,cg=0,ch=0
HB:t=332,m=T,run=1,exp=254,el=224,er=232,yaw=0.3,yr=1.0,pc=280,hd=0,OL=280,OR=280,sb=247,lp=7.00,acuteState=0,acuteYawDelta=0.0,acuteRearmTick=0,st=TRK,cd=-,cy=0.0,cb=247,cm=0,cg=0,ch=0
HB:t=332,m=T,run=1,exp=254,el=224,er=232,yaw=0.3,yr=1.0,pc=280,hd=0,OL=280,OR=280,sb=247,lp=7.00,acuteState=0,acuteYawDelta=0.0,acuteRearmTick=0,st=TRK,cd=-,cy=0.0,cb=247,cm=0,cg=0,ch=0
HB:t=406,m=T,run=1,exp=254,el=243,er=251,yaw=0.4,yr=1.4,pc=280,hd=0,OL=280,OR=280,sb=247,lp=7.00,acuteState=0,acuteYawDelta=0.0,acuteRearmTick=0,st=TRK,cd=-,cy=0.0,cb=247,cm=0,cg=0,ch=0
HB:t=407,m=T,run=1,exp=254,el=243,er=251,yaw=0.4,yr=1.4,pc=280,hd=0,OL=280,OR=280,sb=247,lp=7.00,acuteState=0,acuteYawDelta=0.0,acuteRearmTick=0,st=TRK,cd=-,cy=0.0,cb=247,cm=0,cg=0,ch=0
HB:t=481,m=T,run=1,exp=254,el=263,er=272,yaw=0.6,yr=2.3,pc=280,hd=0,OL=280,OR=280,sb=247,lp=7.00,acuteState=0,acuteYawDelta=0.0,acuteRearmTick=0,st=TRK,cd=-,cy=0.0,cb=247,cm=0,cg=0,ch=0
HB:t=512,m=T,run=1,exp=254,el=64,er=66,yaw=0.6,yr=2.0,pc=280,hd=0,OL=280,OR=280,sb=247,lp=7.00,acuteState=0,acuteYawDelta=0.0,acuteRearmTick=0,st=TRK,cd=-,cy=0.0,cb=247,cm=0,cg=0,ch=0
HB:t=521,m=T,run=1,exp=254,el=16,er=17,yaw=0.6,yr=2.0,pc=280,hd=0,OL=280,OR=280,sb=247,lp=7.00,acuteState=0,acuteYawDelta=0.0,acuteRearmTick=0,st=TRK,cd=-,cy=0.0,cb=247,cm=0,cg=0,ch=0
HB:t=590,m=T,run=1,exp=254,el=260,er=268,yaw=0.7,yr=2.5,pc=280,hd=0,OL=280,OR=280,sb=247,lp=7.00,acuteState=0,acuteYawDelta=0.0,acuteRearmTick=0,st=TRK,cd=-,cy=0.0,cb=247,cm=0,cg=0,ch=0
