EVT:EXP_START,id=0,src=KEY,mode=S,skip=0
HB:t=0,m=S,run=1,exp=0,el=0,er=0,yaw=0.0,yr=0.0,pc=0,hd=0,dp=0,OL=0,OR=0,hi=0.00
HB:t=83,m=S,run=1,exp=0,el=56,er=52,yaw=0.0,yr=1.4,pc=53,hd=-4,dp=-4,OL=76,OR=84,hi=0.00
HB:t=83,m=S,run=1,exp=0,el=56,er=52,yaw=0.0,yr=1.4,pc=53,hd=-4,dp=-4,OL=76,OR=84,hi=0.00
HB:t=118,m=S,run=1,exp=0,el=24,er=25,yaw=0.1,yr=1.6,pc=69,hd=-5,dp=-5,OL=75,OR=85,hi=0.00
HB:t=123,m=S,run=1,exp=0,el=24,er=25,yaw=0.1,yr=1.6,pc=69,hd=-5,dp=-5,OL=75,OR=85,hi=0.00
HB:t=162,m=S,run=1,exp=0,el=25,er=28,yaw=0.1,yr=1.7,pc=63,hd=-5,dp=-6,OL=75,OR=85,hi=0.00
HB:t=244,m=S,run=1,exp=0,el=64,er=70,yaw=0.2,yr=1.3,pc=47,hd=-4,dp=-4,OL=76,OR=84,hi=0.00
HB:t=245,m=S,run=1,exp=0,el=0,er=0,yaw=0.2,yr=1.3,pc=64,hd=-4,dp=-4,OL=76,OR=84,hi=0.00
HB:t=318,m=S,run=1,exp=0,el=57,er=63,yaw=0.3,yr=1.2,pc=53,hd=-5,dp=-4,OL=75,OR=85,hi=0.00
HB:t=368,m=S,run=1,exp=0,el=31,er=34,yaw=0.3,yr=0.9,pc=53,hd=-4,dp=-3,OL=76,OR=84,hi=0.00
HB:t=368,m=S,run=1,exp=0,el=31,er=34,yaw=0.3,yr=0.9,pc=53,hd=-4,dp=-3,OL=76,OR=84,hi=0.00
HB:t=403,m=S,run=1,exp=0,el=17,er=19,yaw=0.3,yr=0.9,pc=65,hd=-4,dp=-3,OL=76,OR=84,hi=0.00
HB:t=408,m=S,run=1,exp=0,el=2,er=1,yaw=0.3,yr=0.9,pc=76,hd=-4,dp=-3,OL=76,OR=84,hi=0.00
HB:t=485,m=S,run=1,exp=0,el=63,er=71,yaw=0.4,yr=1.3,pc=52,hd=-6,dp=-4,OL=74,OR=86,hi=0.00
HB:t=559,m=S,run=1,exp=0,el=48,er=56,yaw=0.4,yr=0.7,pc=34,hd=-4,dp=-2,OL=76,OR=84,hi=-0.00
HB:t=560,m=S,run=1,exp=0,el=48,er=56,yaw=0.4,yr=0.7,pc=34,hd=-4,dp=-2,OL=76,OR=84,hi=-0.00
HB:t=634,m=S,run=1,exp=0,el=53,er=60,yaw=0.5,yr=0.1,pc=24,hd=-2,dp=0,OL=78,OR=82,hi=-0.00
HB:t=669,m=S,run=1,exp=0,el=22,er=24,yaw=0.5,yr=-0.7,pc=60,hd=0,dp=2,OL=80,OR=80,hi=-0.00
HB:t=674,m=S,run=1,exp=0,el=22,er=24,yaw=0.5,yr=-0.7,pc=60,hd=0,dp=2,OL=80,OR=80,hi=-0.00
HB:t=704,m=S,run=1,exp=0,el=18,er=19,yaw=0.5,yr=-1.1,pc=67,hd=2,dp=3,OL=82,OR=78,hi=-0.00
HB:t=772,m=S,run=1,exp=0,el=55,er=53,yaw=0.4,yr=-0.8,pc=62,hd=1,dp=3,OL=81,OR=79,hi=-0.00
HB:t=772,m=S,run=1,exp=0,el=55,er=53,yaw=0.4,yr=-0.8,pc=62,hd=1,dp=3,OL=81,OR=79,hi=-0.00
HB:t=845,m=S,run=1,exp=0,el=59,er=56,yaw=0.3,yr=-1.4,pc=52,hd=3,dp=5,OL=83,OR=77,hi=-0.01
HB:t=846,m=S,run=1,exp=0,el=59,er=56,yaw=0.3,yr=-1.4,pc=52,hd=3,dp=5,OL=83,OR=77,hi=-0.01
HB:t=880,m=S,run=1,exp=0,el=25,er=23,yaw=0.3,yr=-1.4,pc=67,hd=3,dp=4,OL=83,OR=77,hi=-0.01
HB:t=963,m=S,run=1,exp=0,el=68,er=61,yaw=0.4,yr=-1.7,pc=28,hd=4,dp=5,OL=84,OR=76,hi=-0.01
HB:t=963,m=S,run=1,exp=0,el=68,er=61,yaw=0.4,yr=-1.7,pc=28,hd=4,dp=5,OL=84,OR=76,hi=-0.01
HB:t=998,m=S,run=1,exp=0,el=23,er=20,yaw=0.5,yr=-0.7,pc=62,hd=0,dp=2,OL=80,OR=80,hi=-0.01
HB:t=1003,m=S,run=1,exp=0,el=23,er=20,yaw=0.5,yr=-0.7,pc=62,hd=0,dp=2,OL=80,OR=80,hi=-0.01
EVT:EXP_STOP,id=0,src=KEY,mode=S,dur=1042
