t_ms,mode,run,el,er,yaw,yr,pc,hd,dp,OL,OR,hi,sb,lp
2961,S,1,99,96,-0.1,1.6,30,-4,-5,76,84,-0.010,0,0.00
2966,S,1,3,3,-0.1,1.6,51,-4,-5,76,84,-0.010,0,0.00
3095,S,1,95,98,0.2,1.3,11,-5,-4,75,85,-0.010,0,0.00
3217,S,1,97,100,0.2,0.4,35,-2,-1,78,82,-0.010,0,0.00
3221,S,1,97,100,0.2,0.4,35,-2,-1,78,82,-0.010,0,0.00
3341,S,1,88,88,0.0,-0.4,1,1,1,81,79,-0.010,0,0.00
3553,S,1,175,170,0.1,0.7,28,-3,-2,77,83,-0.010,0,0.00
3553,S,1,175,170,0.1,0.7,28,-3,-2,77,83,-0.010,0,0.00
3774,S,1,177,178,0.2,-0.5,46,1,2,81,79,-0.010,0,0.00
3775,S,1,0,0,0.2,-0.5,63,1,2,81,79,-0.010,0,0.00
3995,S,1,171,174,-0.1,-1.2,68,5,4,85,75,-0.010,0,0.00
3996,S,1,171,174,-0.1,-1.2,68,5,4,85,75,-0.010,0,0.00
4127,S,1,107,104,-0.2,-0.3,76,2,1,82,78,-0.010,0,0.00
4127,S,1,107,104,-0.2,-0.3,76,2,1,82,78,-0.010,0,0.00
4259,S,1,98,96,0.1,-0.4,4,1,1,81,79,-0.010,0,0.00
4259,S,1,98,96,0.1,-0.4,4,1,1,81,79,-0.010,0,0.00
4471,S,1,179,175,0.4,0.0,29,-2,0,78,82,-0.010,0,0.00
4472,S,1,179,175,0.4,0.0,29,-2,0,78,82,-0.010,0,0.00
4693,S,1,182,184,0.4,0.5,47,-4,-2,76,84,-0.020,0,0.00
4693,S,1,182,184,0.4,0.5,47,-4,-2,76,84,-0.020,0,0.00
4914,S,1,180,177,0.4,-0.2,59,-2,1,78,82,-0.020,0,0.00
4915,S,1,0,0,0.4,-0.2,72,-2,1,78,82,-0.020,0,0.00
5135,S,1,179,176,0.5,-0.3,73,-2,1,78,82,-0.020,0,0.00
5135,S,1,179,176,0.5,-0.3,73,-2,1,78,82,-0.020,0,0.00
5266,S,1,99,102,0.4,-0.8,79,0,3,80,80,-0.020,0,0.00
5267,S,1,99,102,0.4,-0.8,79,0,3,80,80,-0.020,0,0.00
5399,S,1,94,96,0.2,-1.5,5,3,5,83,77,-0.020,0,0.00
5610,S,1,179,171,0.5,0.2,29,-4,-1,76,84,-0.020,0,0.00
5611,S,1,179,171,0.5,0.2,29,-4,-1,76,84,-0.020,0,0.00
5832,S,1,175,173,0.7,0.2,46,-5,-1,75,85,-0.030,0,0.00
5832,S,1,175,173,0.7,0.2,46,-5,-1,75,85,-0.030,0,0.00
6053,S,1,175,177,0.8,0.2,59,-5,-1,75,85,-0.030,0,0.00
6054,S,1,175,177,0.8,0.2,59,-5,-1,75,85,-0.030,0,0.00
6274,S,1,181,177,0.8,0.1,67,-5,0,75,85,-0.030,0,0.00
6275,S,1,0,1,0.8,0.1,76,-5,0,75,85,-0.040,0,0.00
6495,S,1,173,175,0.7,-0.2,76,-4,1,76,84,-0.040,0,0.00
6495,S,1,173,175,0.7,-0.2,76,-4,1,76,84,-0.040,0,0.00
6626,S,1,98,102,0.7,-1.2,81,0,4,81,81,-0.040,0,0.00
6627,S,1,98,102,0.7,-1.2,81,0,4,81,81,-0.040,0,0.00
6758,S,1,94,96,0.2,-1.5,4,3,5,83,77,-0.040,0,0.00
6880,S,1,105,101,0.2,-1.6,30,4,5,84,76,-0.040,0,0.00
6885,S,1,4,4,0.2,-1.6,49,4,5,84,76,-0.040,0,0.00
7014,S,1,98,96,0.5,0.2,1,-4,-1,76,84,-0.040,0,0.00
7136,S,1,96,97,0.5,0.9,32,-6,-3,74,86,-0.040,0,0.00
7140,S,1,96,97,0.5,0.9,32,-6,-3,74,86,-0.040,0,0.00
7260,S,1,84,86,0.6,0.1,6,-4,0,76,84,-0.050,0,0.00
7382,S,1,101,101,0.6,-0.3,35,-2,1,78,82,-0.050,0,0.00
7387,S,1,2,1,0.6,-0.3,58,-2,1,78,82,-0.050,0,0.00
7516,S,1,100,99,0.5,-0.2,27,-2,0,78,82,-0.050,0,0.00
7728,S,1,174,172,0.6,-0.4,48,-2,1,78,82,-0.050,0,0.00
7728,S,1,174,172,0.6,-0.4,48,-2,1,78,82,-0.050,0,0.00
7949,S,1,169,169,0.5,-0.2,63,-3,1,77,83,-0.050,0,0.00
7949,S,1,169,169,0.5,-0.2,63,-3,1,77,83,-0.050,0,0.00
8170,S,1,179,181,0.5,-0.5,74,-1,1,79,81,-0.060,0,0.00
8171,S,1,179,181,0.5,-0.5,74,-1,1,79,81,-0.060,0,0.00
8392,S,1,180,178,0.6,-0.3,81,-3,1,78,84,-0.060,0,0.00
8392,S,1,180,178,0.6,-0.3,81,-3,1,78,84,-0.060,0,0.00
8613,S,1,179,179,0.7,0.3,86,-5,-1,81,91,-0.060,0,0.00
8614,S,1,179,179,0.7,0.3,86,-5,-1,81,91,-0.060,0,0.00
8745,S,1,113,114,0.7,-0.2,91,-4,1,87,95,-0.060,0,0.00
8745,S,1,113,114,0.7,-0.2,91,-4,1,87,95,-0.060,0,0.00
8877,S,1,108,108,0.6,-1.0,3,0,3,80,80,-0.060,0,0.00
8878,S,1,108,108,0.6,-1.0,3,0,3,80,80,-0.060,0,0.00
9000,S,1,116,113,0.6,-0.7,32,-1,2,79,81,-0.070,0,0.00
9004,S,1,116,113,0.6,-0.7,32,-1,2,79,81,-0.070,0,0.00
9134,S,1,96,95,0.6,-0.3,1,-3,1,77,83,-0.070,0,0.00
9346,S,1,168,171,0.6,-0.0,31,-3,0,77,83,-0.070,0,0.00
9346,S,1,168,171,0.6,-0.0,31,-3,0,77,83,-0.070,0,0.00
9558,S,1,177,176,0.5,-0.0,52,-3,0,77,83,-0.070,0,0.00
9558,S,1,177,176,0.5,-0.0,52,-3,0,77,83,-0.070,0,0.00
9770,S,1,173,174,0.5,-0.3,67,-2,1,78,82,-0.070,0,0.00
9771,S,1,173,174,0.5,-0.3,67,-2,1,78,82,-0.070,0,0.00
9992,S,1,179,180,0.6,-0.6,77,-2,2,78,82,-0.080,0,0.00
9992,S,1,179,180,0.6,-0.6,77,-2,2,78,82,-0.080,0,0.00
10213,S,1,185,183,0.5,-0.7,84,-1,2,83,85,-0.080,0,0.00
10213,S,1,185,183,0.5,-0.7,84,-1,2,83,85,-0.080,0,0.00
10344,S,1,110,109,0.5,-0.6,91,-1,2,90,92,-0.080,0,0.00
10345,S,1,1,1,0.5,-0.6,98,-1,2,97,99,-0.080,0,0.00
10477,S,1,111,112,0.5,-0.6,53,-1,2,79,81,-0.080,0,0.00
10598,S,1,113,111,0.5,-0.9,69,0,3,80,80,-0.080,0,0.00
10603,S,1,113,111,0.5,-0.9,69,0,3,80,80,-0.080,0,0.00
10732,S,1,107,103,0.7,-0.8,1,-2,3,78,82,-0.080,0,0.00
10854,S,1,108,109,0.7,-0.2,32,-4,1,76,84,-0.090,0,0.00
10858,S,1,0,0,0.7,-0.2,56,-4,1,76,84,-0.090,0,0.00
10978,S,1,93,93,0.8,-0.2,40,-4,1,76,84,-0.090,0,0.00
11100,S,1,98,99,0.8,-0.5,60,-3,2,77,83,-0.090,0,0.00
11104,S,1,98,99,0.8,-0.5,60,-3,2,77,83,-0.090,0,0.00
11233,S,1,100,98,0.8,-0.1,2,-5,0,75,85,-0.090,0,0.00
11445,S,1,176,178,0.7,-0.5,31,-3,2,77,83,-0.090,0,0.00
11445,S,1,176,178,0.7,-0.5,31,-3,2,77,83,-0.090,0,0.00
11658,S,1,168,170,0.6,-0.9,51,-1,3,79,81,-0.100,0,0.00
11658,S,1,168,170,0.6,-0.9,51,-1,3,79,81,-0.100,0,0.00
11870,S,1,170,167,0.5,-0.2,65,-3,1,77,83,-0.100,0,0.00
11871,S,1,170,167,0.5,-0.2,65,-3,1,77,83,-0.100,0,0.00
12092,S,1,179,183,0.5,-0.9,74,0,3,80,80,-0.100,0,0.00
12092,S,1,179,183,0.5,-0.9,74,0,3,80,80,-0.100,0,0.00
12223,S,1,107,108,0.5,-0.4,83,-2,1,81,85,-0.100,0,0.00
12224,S,1,107,108,0.5,-0.4,83,-2,1,81,85,-0.100,0,0.00
12356,S,1,109,110,0.5,-0.4,43,-2,1,78,82,-0.100,0,0.00
12568,S,1,187,185,0.6,-0.5,59,-2,2,78,82,-0.110,0,0.00
12568,S,1,187,185,0.6,-0.5,59,-2,2,78,82,-0.110,0,0.00
12789,S,1,186,184,0.6,-0.8,70,-1,3,79,81,-0.110,0,0.00
12789,S,1,186,184,0.6,-0.8,70,-1,3,79,81,-0.110,0,0.00
13011,S,1,175,174,0.5,0.2,78,-3,-1,77,83,-0.110,0,0.00
13011,S,1,175,174,0.5,0.2,78,-3,-1,77,83,-0.110,0,0.00
13232,S,1,177,177,0.5,0.4,83,-5,-1,78,88,-0.110,0,0.00
13232,S,1,177,177,0.5,0.4,83,-5,-1,78,88,-0.110,0,0.00
13452,S,1,184,185,0.6,-0.3,87,-2,1,85,89,-0.120,0,0.00
13453,S,1,184,185,0.6,-0.3,87,-2,1,85,89,-0.120,0,0.00
13583,S,1,117,118,0.5,-0.4,91,-2,1,89,93,-0.120,0,0.00
13584,S,1,117,118,0.5,-0.4,91,-2,1,89,93,-0.120,0,0.00
13715,S,1,119,120,0.5,-0.6,40,-1,2,79,81,-0.120,0,0.00
13837,S,1,115,113,0.5,-0.1,58,-3,0,77,83,-0.120,0,0.00
13842,S,1,115,113,0.5,-0.1,58,-3,0,77,83,-0.120,0,0.00
13971,S,1,101,99,0.5,-0.5,1,-1,1,79,81,-0.120,0,0.00
14093,S,1,99,100,0.4,-0.7,31,0,2,80,80,-0.120,0,0.00
14097,S,1,2,1,0.4,-0.7,55,0,2,80,80,-0.120,0,0.00
14217,S,1,88,88,0.3,-0.1,37,-2,0,78,82,-0.120,0,0.00
14429,S,1,172,170,0.5,-0.4,55,-2,1,78,82,-0.130,0,0.00
14429,S,1,172,170,0.5,-0.4,55,-2,1,78,82,-0.130,0,0.00
14650,S,1,183,178,0.7,0.5,67,-6,-2,74,86,-0.130,0,0.00
14651,S,1,183,178,0.7,0.5,67,-6,-2,74,86,-0.130,0,0.00
14871,S,1,174,180,0.7,-0.0,76,-4,0,76,84,-0.130,0,0.00
14871,S,1,174,180,0.7,-0.0,76,-4,0,76,84,-0.130,0,0.00
15092,S,1,178,175,0.7,0.3,82,-5,-1,77,87,-0.130,0,0.00
15092,S,1,178,175,0.7,0.3,82,-5,-1,77,87,-0.130,0,0.00
15223,S,1,106,103,0.7,-0.1,88,-4,0,84,92,-0.140,0,0.00
15223,S,1,106,103,0.7,-0.1,88,-4,0,84,92,-0.140,0,0.00
15355,S,1,110,111,0.7,-0.1,44,-4,0,76,84,-0.140,0,0.00
15356,S,1,110,111,0.7,-0.1,44,-4,0,76,84,-0.140,0,0.00
15477,S,1,103,109,0.7,0.1,61,-5,0,75,85,-0.140,0,0.00
15482,S,1,103,109,0.7,0.1,61,-5,0,75,85,-0.140,0,0.00
15611,S,1,95,97,0.1,-1.0,3,2,3,82,78,-0.140,0,0.00
15823,S,1,169,169,0.0,-0.8,30,2,2,82,78,-0.140,0,0.00
15823,S,1,169,169,0.0,-0.8,30,2,2,82,78,-0.140,0,0.00
15945,S,1,95,96,0.0,-0.1,51,0,0,80,80,-0.140,0,0.00
15950,S,1,95,96,0.0,-0.1,51,0,0,80,80,-0.140,0,0.00
16070,S,1,79,81,0.0,-0.4,12,1,1,81,79,-0.140,0,0.00
16192,S,1,96,96,-0.0,-0.6,38,2,2,82,78,-0.140,0,0.00
16196,S,1,2,2,-0.0,-0.6,58,2,2,82,78,-0.140,0,0.00
16316,S,1,89,88,-0.1,0.1,30,0,0,80,80,-0.140,0,0.00
16528,S,1,164,163,-0.0,0.1,48,0,0,80,80,-0.140,0,0.00
16528,S,1,164,163,-0.0,0.1,48,0,0,80,80,-0.140,0,0.00
16749,S,1,168,166,0.0,-0.3,62,1,1,81,79,-0.140,0,0.00
16750,S,1,168,166,0.0,-0.3,62,1,1,81,79,-0.140,0,0.00
16970,S,1,158,158,-0.1,-0.1,71,1,0,81,79,-0.140,0,0.00
16971,S,1,158,158,-0.1,-0.1,71,1,0,81,79,-0.140,0,0.00
17102,S,1,96,95,-0.1,0.0,79,0,0,80,80,-0.140,0,0.00
17102,S,1,96,95,-0.1,0.0,79,0,0,80,80,-0.140,0,0.00
17234,S,1,95,93,0.0,0.8,40,-3,-3,77,83,-0.140,0,0.00
17235,S,1,0,1,0.0,0.8,59,-3,-3,77,83,-0.140,0,0.00
17447,S,1,164,163,0.2,0.3,66,-2,-1,78,82,-0.140,0,0.00
17447,S,1,164,163,0.2,0.3,66,-2,-1,78,82,-0.140,0,0.00
17668,S,1,164,166,0.1,0.8,73,-3,-3,77,83,-0.140,0,0.00
17669,S,1,164,166,0.1,0.8,73,-3,-3,77,83,-0.140,0,0.00
17890,S,1,166,166,0.0,1.0,79,-4,-3,76,84,-0.140,0,0.00
17890,S,1,166,166,0.0,1.0,79,-4,-3,76,84,-0.140,0,0.00
18021,S,1,105,106,0.0,0.2,84,-1,-1,83,85,-0.140,0,0.00
18022,S,1,105,106,0.0,0.2,84,-1,-1,83,85,-0.140,0,0.00
18154,S,1,101,101,-0.2,-0.8,29,4,2,84,76,-0.140,0,0.00
18275,S,1,101,102,-0.2,-1.6,49,6,5,86,74,-0.140,0,0.00
18280,S,1,101,102,-0.2,-1.6,49,6,5,86,74,-0.140,0,0.00
18409,S,1,92,91,-0.2,0.0,1,1,0,81,79,-0.140,0,0.00
18531,S,1,102,99,-0.1,0.7,29,-1,-2,79,81,-0.140,0,0.00
18535,S,1,3,2,-0.1,0.7,51,-1,-2,79,81,-0.140,0,0.00
18655,S,1,91,89,0.1,1.1,9,-4,-4,76,84,-0.140,0,0.00
18777,S,1,97,98,0.1,1.0,35,-4,-3,76,84,-0.140,0,0.00
18781,S,1,97,98,0.1,1.0,35,-4,-3,76,84,-0.140,0,0.00
18910,S,1,92,93,0.2,-0.0,1,-1,0,79,81,-0.140,0,0.00
19122,S,1,177,175,0.3,-0.2,29,-2,1,78,82,-0.140,0,0.00
19122,S,1,177,175,0.3,-0.2,29,-2,1,78,82,-0.140,0,0.00
19245,S,1,100,96,0.3,-0.8,51,0,2,80,80,-0.140,0,0.00
19249,S,1,1,0,0.3,-0.8,68,0,2,80,80,-0.140,0,0.00
19369,S,1,96,95,0.4,-0.2,44,-2,1,78,82,-0.140,0,0.00
19491,S,1,94,98,0.4,0.1,61,-3,0,77,83,-0.150,0,0.00
19495,S,1,3,2,0.4,0.1,75,-3,0,77,83,-0.150,0,0.00
19615,S,1,89,93,0.2,-0.7,22,1,2,81,79,-0.150,0,0.00
19827,S,1,182,184,-0.0,-0.9,43,3,3,83,77,-0.150,0,0.00
19827,S,1,182,184,-0.0,-0.9,43,3,3,83,77,-0.150,0,0.00
20048,S,1,198,193,0.3,0.6,58,-4,-2,76,84,-0.150,0,0.00
20049,S,1,198,193,0.3,0.6,58,-4,-2,76,84,-0.150,0,0.00
20269,S,1,201,198,0.6,0.8,69,-6,-2,74,86,-0.150,0,0.00
20269,S,1,201,198,0.6,0.8,69,-6,-2,74,86,-0.150,0,0.00
20490,S,1,201,204,0.5,0.2,76,-4,-1,76,84,-0.150,0,0.00
20490,S,1,201,204,0.5,0.2,76,-4,-1,76,84,-0.150,0,0.00
20621,S,1,117,116,0.5,0.5,83,-5,-2,78,88,-0.150,0,0.00
20621,S,1,117,116,0.5,0.5,83,-5,-2,78,88,-0.150,0,0.00
20753,S,1,109,109,0.5,-0.2,25,-3,0,77,83,-0.150,0,0.00
20754,S,1,109,109,0.5,-0.2,25,-3,0,77,83,-0.150,0,0.00
20966,S,1,197,197,0.4,-0.1,45,-2,0,78,82,-0.160,0,0.00
20966,S,1,197,197,0.4,-0.1,45,-2,0,78,82,-0.160,0,0.00
21187,S,1,205,203,0.6,0.7,59,-6,-2,74,86,-0.160,0,0.00
21187,S,1,205,203,0.6,0.7,59,-6,-2,74,86,-0.160,0,0.00
21409,S,1,204,204,0.7,-0.7,68,-2,2,78,82,-0.160,0,0.00
21409,S,1,204,204,0.7,-0.7,68,-2,2,78,82,-0.160,0,0.00
21629,S,1,202,200,0.7,0.1,75,-5,0,75,85,-0.160,0,0.00
21630,S,1,202,200,0.7,0.1,75,-5,0,75,85,-0.160,0,0.00
21760,S,1,119,120,0.7,0.0,82,-4,0,78,86,-0.170,0,0.00
21761,S,1,119,120,0.7,0.0,82,-4,0,78,86,-0.170,0,0.00
21892,S,1,107,109,0.5,-1.1,1,1,4,81,79,-0.170,0,0.00
22104,S,1,195,195,0.3,-0.6,28,0,2,80,80,-0.170,0,0.00
22105,S,1,0,0,0.3,-0.6,52,0,2,80,80,-0.170,0,0.00
22326,S,1,203,203,0.3,-0.4,60,-1,1,79,81,-0.170,0,0.00
22326,S,1,203,203,0.3,-0.4,60,-1,1,79,81,-0.170,0,0.00
22547,S,1,182,186,0.3,-0.1,70,-1,0,79,81,-0.170,0,0.00
22548,S,1,182,186,0.3,-0.1,70,-1,0,79,81,-0.170,0,0.00
22768,S,1,181,181,0.2,-0.6,77,0,2,80,80,-0.170,0,0.00
22769,S,1,181,181,0.2,-0.6,77,0,2,80,80,-0.170,0,0.00
22900,S,1,114,113,0.2,-0.6,84,1,2,85,83,-0.170,0,0.00
22900,S,1,114,113,0.2,-0.6,84,1,2,85,83,-0.170,0,0.00
23032,S,1,107,107,-0.0,0.1,1,0,0,80,80,-0.170,0,0.00
23033,S,1,107,107,-0.0,0.1,1,0,0,80,80,-0.170,0,0.00
23245,S,1,184,183,-0.0,0.0,28,0,0,80,80,-0.170,0,0.00
23245,S,1,184,183,-0.0,0.0,28,0,0,80,80,-0.170,0,0.00
23466,S,1,189,187,0.1,0.2,47,-1,-1,79,81,-0.170,0,0.00
23467,S,1,189,187,0.1,0.2,47,-1,-1,79,81,-0.170,0,0.00
23688,S,1,178,181,0.1,0.3,61,-2,-1,78,82,-0.170,0,0.00
23688,S,1,178,181,0.1,0.3,61,-2,-1,78,82,-0.170,0,0.00
23819,S,1,105,105,0.1,-0.6,72,1,2,81,79,-0.180,0,0.00
23819,S,1,105,105,0.1,-0.6,72,1,2,81,79,-0.180,0,0.00
23951,S,1,86,79,0.3,0.6,17,-4,-2,76,84,-0.180,0,0.00
23952,S,1,86,79,0.3,0.6,17,-4,-2,76,84,-0.180,0,0.00
24074,S,1,81,78,0.3,2.0,41,-9,-7,71,89,-0.180,0,0.00
24079,S,1,1,1,0.3,2.0,60,-9,-7,71,89,-0.180,0,0.00
24207,S,1,91,91,0.7,1.3,30,-8,-4,72,88,-0.180,0,0.00
24329,S,1,91,98,0.6,0.3,50,-5,-1,75,85,-0.180,0,0.00
24333,S,1,91,98,0.6,0.3,50,-5,-1,75,85,-0.180,0,0.00
24453,S,1,80,85,-0.0,-2.2,8,7,7,87,73,-0.180,0,0.00
24576,S,1,96,95,-0.1,-3.2,34,11,10,91,69,-0.180,0,0.00
24580,S,1,96,95,-0.1,-3.2,34,11,10,91,69,-0.180,0,0.00
24709,S,1,104,94,0.1,0.9,28,-4,-3,76,84,-0.180,0,0.00
24889,S,1,146,144,0.5,1.3,47,-7,-4,73,87,-0.180,0,0.00
24890,S,1,146,144,0.5,1.3,47,-7,-4,73,87,-0.180,0,0.00
25110,S,1,99,100,0.6,-0.1,42,-4,0,76,84,-0.190,0,0.00
25331,S,1,182,181,0.6,0.3,53,-5,-1,75,85,-0.190,0,0.00
25331,S,1,182,181,0.6,0.3,53,-5,-1,75,85,-0.190,0,0.00
25543,S,1,178,175,0.7,0.3,64,-5,-1,75,85,-0.190,0,0.00
25544,S,1,178,175,0.7,0.3,64,-5,-1,75,85,-0.190,0,0.00
25765,S,1,179,182,0.5,-0.4,71,-2,1,78,82,-0.190,0,0.00
25766,S,1,179,182,0.5,-0.4,71,-2,1,78,82,-0.190,0,0.00
25987,S,1,183,184,0.4,-0.1,76,-2,0,78,82,-0.190,0,0.00
25987,S,1,183,184,0.4,-0.1,76,-2,0,78,82,-0.190,0,0.00
26118,S,1,112,110,0.4,0.3,81,-3,-1,78,84,-0.200,0,0.00
26118,S,1,112,110,0.4,0.3,81,-3,-1,78,84,-0.200,0,0.00
26250,S,1,106,103,0.6,0.8,1,-7,-2,73,87,-0.200,0,0.00
26251,S,1,106,103,0.6,0.8,1,-7,-2,73,87,-0.200,0,0.00
26463,S,1,186,192,0.6,0.2,28,-4,0,76,84,-0.200,0,0.00
26464,S,1,186,192,0.6,0.2,28,-4,0,76,84,-0.200,0,0.00
26685,S,1,191,190,0.4,-0.4,46,-2,1,78,82,-0.200,0,0.00
26685,S,1,191,190,0.4,-0.4,46,-2,1,78,82,-0.200,0,0.00
26906,S,1,191,187,0.5,-0.0,59,-3,0,77,83,-0.200,0,0.00
26907,S,1,191,187,0.5,-0.0,59,-3,0,77,83,-0.200,0,0.00
27037,S,1,103,111,0.5,-0.7,70,-1,2,79,81,-0.200,0,0.00
27038,S,1,103,111,0.5,-0.7,70,-1,2,79,81,-0.200,0,0.00
27170,S,1,98,103,-0.1,-2.5,1,8,8,88,72,-0.200,0,0.00
27292,S,1,110,103,-0.1,-2.5,29,9,8,89,71,-0.200,0,0.00
27297,S,1,3,2,-0.1,-2.5,51,9,8,89,71,-0.200,0,0.00
27426,S,1,110,100,0.5,1.5,17,-8,-5,72,88,-0.200,0,0.00
27548,S,1,103,105,0.7,3.3,40,-15,-11,65,95,-0.210,0,0.00
27552,S,1,103,0,0.0,0.0,0,0,0,0,0,0.000,0,0.00
27672,S,1,85,98,0.6,-0.7,1,-2,2,78,82,-0.210,0,0.00
27793,S,1,107,108,0.5,-3.4,30,8,11,88,72,-0.210,0,0.00
27798,S,1,1,1,0.5,-3.4,53,8,11,88,72,-0.210,0,0.00
27927,S,1,110,101,0.1,0.6,19,-2,-2,78,82,-0.210,0,0.00
28140,S,1,177,180,0.2,-0.3,41,0,1,80,80,-0.210,0,0.00
28140,S,1,177,180,0.2,-0.3,41,0,1,80,80,-0.210,0,0.00
28360,S,1,173,183,-0.4,-2.1,57,9,7,89,71,-0.210,0,0.00
28361,S,1,173,183,-0.4,-2.1,57,9,7,89,71,-0.210,0,0.00
28582,S,1,196,185,-0.4,0.6,67,0,-2,80,80,-0.210,0,0.00
28583,S,1,196,185,-0.4,0.6,67,0,-2,80,80,-0.210,0,0.00
28804,S,1,187,183,0.3,1.5,75,-7,-5,73,87,-0.210,0,0.00
28804,S,1,187,183,0.3,1.5,75,-7,-5,73,87,-0.210,0,0.00
29025,S,1,184,188,0.3,0.1,80,-2,0,78,82,-0.210,0,0.00
29026,S,1,184,188,0.3,0.1,80,-2,0,78,82,-0.210,0,0.00
29157,S,1,110,111,0.2,-0.9,86,1,3,87,85,-0.210,0,0.00
29157,S,1,110,111,0.2,-0.9,86,1,3,87,85,-0.210,0,0.00
29289,S,1,105,103,0.1,-0.6,2,1,2,81,79,-0.210,0,0.00
29290,S,1,105,103,0.1,-0.6,2,1,2,81,79,-0.210,0,0.00
29412,S,1,108,107,0.1,-0.2,30,0,1,80,80,-0.210,0,0.00
29416,S,1,3,2,0.1,-0.2,52,0,1,80,80,-0.210,0,0.00
29546,S,1,100,98,0.2,0.2,12,-2,-1,78,82,-0.210,0,0.00
29758,S,1,173,176,0.2,0.1,36,-2,0,78,82,-0.210,0,0.00
29758,S,1,173,176,0.2,0.1,36,-2,0,78,82,-0.210,0,0.00
29880,S,1,101,101,0.2,-0.4,53,0,1,80,80,-0.210,0,0.00
29885,S,1,4,4,0.2,-0.4,67,0,1,80,80,-0.210,0,0.00
30005,S,1,90,89,0.2,-0.3,3,0,1,80,80,-0.210,0,0.00
