HB:t=86,m=S,run=1,el=0,er=0,yaw=0.0,yr=0.0,pc=0,hd=0,OL=0,OR=0
HB:t=193,m=S,run=1,el=0,er=0,yaw=0.0,yr=0.0,pc=1,hd=0,OL=1,OR=1
HB:t=321,m=S,run=1,el=31,er=18,yaw=-0.0,yr=-0.0,pc=1,hd=0,OL=1,OR=1
HB:t=324,m=S,run=1,el=7,er=3,yaw=-0.0,yr=-0.0,pc=2,hd=0,OL=2,OR=2
HB:t=344,m=S,run=1,el=5,er=1,yaw=-0.0,yr=-0.0,pc=2,hd=0,OL=2,OR=2
HB:t=364,m=S,run=1,el=5,er=1,yaw=-0.0,yr=-0.0,pc=2,hd=0,OL=2,OR=2
HB:t=384,m=S,run=1,el=6,er=1,yaw=-0.0,yr=-0.0,pc=2,hd=0,OL=2,OR=2
HB:t=505,m=S,run=1,el=68,er=22,yaw=-0.0,yr=-0.0,pc=2,hd=0,OL=2,OR=2
HB:t=608,m=S,run=1,el=56,er=17,yaw=1.1,yr=2.0,pc=4,hd=0,OL=4,OR=4
HB:t=715,m=S,run=1,el=55,er=20,yaw=1.1,yr=2.0,pc=4,hd=0,OL=4,OR=4
HB:t=735,m=S,run=1,el=5,er=3,yaw=1.1,yr=2.0,pc=5,hd=0,OL=5,OR=5
HB:t=755,m=S,run=1,el=4,er=2,yaw=1.1,yr=2.0,pc=5,hd=0,OL=5,OR=5
HB:t=775,m=S,run=1,el=4,er=3,yaw=1.1,yr=2.0,pc=6,hd=0,OL=6,OR=6
HB:t=795,m=S,run=1,el=4,er=3,yaw=1.1,yr=2.0,pc=6,hd=0,OL=6,OR=6
HB:t=977,m=S,run=1,el=71,er=75,yaw=8.0,yr=13.3,pc=6,hd=0,OL=6,OR=6
HB:t=997,m=S,run=1,el=4,er=6,yaw=8.0,yr=13.3,pc=7,hd=0,OL=7,OR=7
HB:t=1135,m=S,run=1,el=55,er=71,yaw=11.2,yr=13.2,pc=7,hd=0,OL=7,OR=7
HB:t=1135,m=S,run=1,el=11,er=13,yaw=11.2,yr=13.2,pc=7,hd=-1,OL=6,OR=8
HB:t=1155,m=S,run=1,el=5,er=7,yaw=11.2,yr=13.2,pc=8,hd=-1,OL=7,OR=9
HB:t=1175,m=S,run=1,el=5,er=8,yaw=11.2,yr=13.2,pc=8,hd=-1,OL=7,OR=9
HB:t=1195,m=S,run=1,el=5,er=8,yaw=11.2,yr=13.2,pc=9,hd=-1,OL=8,OR=10
HB:t=1314,m=S,run=1,el=67,er=96,yaw=11.2,yr=13.2,pc=8,hd=-1,OL=7,OR=9
HB:t=1333,m=S,run=1,el=7,er=9,yaw=11.2,yr=13.2,pc=9,hd=-1,OL=8,OR=10
HB:t=1422,m=S,run=1,el=63,er=91,yaw=9.4,yr=5.4,pc=8,hd=0,OL=8,OR=8
HB:t=1529,m=S,run=1,el=65,er=93,yaw=9.4,yr=5.4,pc=8,hd=0,OL=8,OR=8
HB:t=1549,m=S,run=1,el=6,er=8,yaw=9.4,yr=5.4,pc=8,hd=0,OL=8,OR=8
HB:t=1569,m=S,run=1,el=6,er=8,yaw=9.4,yr=5.4,pc=9,hd=0,OL=9,OR=9
HB:t=1589,m=S,run=1,el=6,er=9,yaw=9.4,yr=5.4,pc=9,hd=0,OL=9,OR=9
HB:t=1609,m=S,run=1,el=6,er=8,yaw=9.4,yr=5.4,pc=9,hd=0,OL=9,OR=9
HB:t=1739,m=S,run=1,el=77,er=107,yaw=4.8,yr=-4.4,pc=8,hd=0,OL=8,OR=8
HB:t=1759,m=S,run=1,el=7,er=8,yaw=4.8,yr=-4.4,pc=8,hd=0,OL=8,OR=8
HB:t=1779,m=S,run=1,el=7,er=9,yaw=4.8,yr=-4.4,pc=9,hd=0,OL=9,OR=9
HB:t=1799,m=S,run=1,el=7,er=9,yaw=4.8,yr=-4.4,pc=9,hd=0,OL=9,OR=9
HB:t=1819,m=S,run=1,el=7,er=9,yaw=4.8,yr=-4.4,pc=9,hd=0,OL=9,OR=9
HB:t=2015,m=S,run=1,el=83,er=101,yaw=1.6,yr=-6.7,pc=8,hd=0,OL=8,OR=8
HB:t=2015,m=S,run=1,el=63,er=74,yaw=1.6,yr=-6.7,pc=8,hd=0,OL=8,OR=8
HB:t=2128,m=S,run=1,el=72,er=85,yaw=1.6,yr=-6.7,pc=8,hd=0,OL=8,OR=8
HB:t=2148,m=S,run=1,el=6,er=7,yaw=1.6,yr=-6.7,pc=9,hd=0,OL=9,OR=9
HB:t=2168,m=S,run=1,el=7,er=7,yaw=1.6,yr=-6.7,pc=9,hd=0,OL=9,OR=9
HB:t=2188,m=S,run=1,el=6,er=7,yaw=1.6,yr=-6.7,pc=9,hd=0,OL=9,OR=9
HB:t=2208,m=S,run=1,el=6,er=7,yaw=1.6,yr=-6.7,pc=9,hd=0,OL=9,OR=9
