seg_index,sample_n,t0_s,t1_s,duration_s,yaw_start,yaw_end,yaw_delta,yaw_mean,yr_mean,yr_rms,el_mean,er_mean,ed_mean,el_end,er_end,ed_end,outL_mean,outR_mean,out_diff_mean,outL_end,outR_end,x_local,y_local,path_len,x_total_start,y_total_start,x_total_end,y_total_end,motion_level,wheel_bias,turn_state,state,enc_active_ratio,enc_nonzero_ratio,speed_proxy,stiction
1.0,3.0,0.0,0.37,0.37,2.406,0.51,-1.8960000000000001,1.774,-0.5976666666666667,1.035189032656999,15.333333333333334,16.333333333333332,-1.0,23.0,25.0,-2.0,12.666666666666666,15.333333333333334,-2.6666666666666665,19.0,23.0,8.879128450814955,0.07981433853295171,8.8795,0.0,0.0,8.879128450814955,0.07981433853295171,barely_moving,balanced,right_arc,hesitating_right_arc,0.6666666666666666,0.6666666666666666,1.2837837837837838,0.0
1.0,4.0,0.779,1.185,0.406,-3.059,-3.231,-0.1719999999999997,-3.145,-3.5555000000000003,3.616878834022506,12.75,12.5,0.25,26.0,25.0,1.0,10.75,10.25,0.5,22.0,20.0,0.05042384341674999,-0.0027713300171180004,0.0505,8.879128450814955,0.07981433853295171,8.929552294231705,0.0770430085158337,barely_moving,balanced,straight,hesitating_straight,0.5,0.5,1.2438423645320196,0.0
1.0,3.0,1.402,1.784,0.382,-3.162,2.536,5.698,0.6366666666666667,2.134,3.488088014944577,17.666666666666668,16.666666666666668,1.0,27.0,25.0,2.0,15.333333333333334,14.0,1.3333333333333333,23.0,21.0,0.0259745360552619,0.0011504245798399297,0.026000000000000006,8.929552294231705,0.0770430085158337,8.955526830286967,0.07819343309567363,barely_moving,balanced,right_arc,hesitating_right_arc,0.6666666666666666,0.6666666666666666,1.3481675392670158,0.0
1.0,4.0,2.187,2.591,0.404,5.062,4.403,-0.6590000000000007,4.7325,3.7095000000000002,3.878815863121115,12.75,13.0,-0.25,26.0,26.0,0.0,10.75,11.75,-1.0,22.0,24.0,0.051323812063872515,0.0042460108599073065,0.051500000000000004,8.955526830286967,0.07819343309567363,9.00685064235084,0.08243944395558093,barely_moving,balanced,straight,hesitating_straight,0.5,0.5,1.2747524752475248,0.0
1.0,3.0,3.002,3.347,0.345,2.837,1.594,-1.243,2.4226666666666667,-0.1166666666666667,0.6618448962307307,17.333333333333332,18.0,-0.6666666666666666,26.0,27.0,-1.0,14.666666666666666,16.0,-1.3333333333333333,22.0,24.0,9.138939934602488,0.25489101526780666,9.142500000000002,9.00685064235084,0.08243944395558093,18.145790576953328,0.3373304592233876,barely_moving,balanced,right_arc,hesitating_right_arc,0.6666666666666666,0.6666666666666666,1.5362318840579712,0.0
1.0,4.0,3.696,4.114,0.418,-0.403,-1.427,-1.024,-0.915,-2.6385,2.638780873812754,13.5,13.25,0.25,27.0,26.0,1.0,11.75,11.75,0.0,24.0,24.0,0.08049044567783106,-0.0010397521718050642,0.0805,18.145790576953328,0.3373304592233876,18.22628102263116,0.33629070705158254,barely_moving,balanced,straight,hesitating_straight,0.5,0.5,1.2799043062200959,0.0
1.0,3.0,4.458,4.874,0.416,-1.764,-2.438,-0.6740000000000002,-2.2133333333333334,-1.937,1.9381400878161517,18.333333333333332,18.0,0.3333333333333333,27.0,27.0,0.0,15.666666666666666,15.666666666666666,0.0,24.0,24.0,0.05395112121823664,-0.002297067542571529,0.054,18.22628102263116,0.33629070705158254,18.280232143849396,0.333993639509011,barely_moving,balanced,straight,hesitating_straight,0.6666666666666666,0.6666666666666666,1.310096153846154,0.0
2.0,4.0,5.649,6.055,0.406,-1.142,-3.639,-2.497,-2.3905,-1.079,1.5259364338005694,11.75,12.25,-0.5,24.0,25.0,-1.0,10.25,10.75,-0.5,21.0,21.0,0.04794593426779928,-0.0020233740830448337,0.048,18.280232143849396,0.333993639509011,18.328178078117194,0.3319702654259662,barely_moving,balanced,left_arc,hesitating_left_arc,0.5,0.5,1.1822660098522166,0.0
2.0,3.0,6.272,6.654,0.382,-3.786,-5.212,-1.4259999999999997,-4.736666666666666,-2.1296666666666666,2.157743497267458,17.0,16.333333333333332,0.6666666666666666,26.0,24.0,2.0,14.666666666666666,14.0,0.6666666666666666,23.0,21.0,0.0248966348682678,-0.0022710288937290365,0.025,18.328178078117194,0.3319702654259662,18.35307471298546,0.32969923653223715,barely_moving,balanced,straight,hesitating_straight,0.6666666666666666,0.6666666666666666,1.3089005235602094,0.0
2.0,2.0,7.023,7.415,0.392,-3.511,0.366,3.8770000000000002,-1.5725,1.7845,2.4781284268576558,26.5,24.0,2.5,27.0,24.0,3.0,23.0,21.0,2.0,23.0,21.0,9.995796055648741,0.06385306474310132,9.996,18.35307471298546,0.32969923653223715,28.3488707686342,0.39355230127533847,barely_moving,left_faster,right_arc,hesitating_right_arc,1.0,1.0,1.288265306122449,0.0
2.0,2.0,7.817,8.201,0.384,2.967,3.073,0.10599999999999987,3.02,3.7954999999999997,3.868214381339276,26.0,25.5,0.5,26.0,26.0,0.0,22.5,23.5,-1.0,22.0,24.0,9.969643442253453,0.535224844651959,9.984,28.3488707686342,0.39355230127533847,38.318514210887656,0.9287771459272974,barely_moving,balanced,right_arc,hesitating_right_arc,1.0,1.0,1.3411458333333333,0.0
2.0,2.0,8.585,8.994,0.409,1.842,1.353,-0.4890000000000001,1.5975000000000001,0.5,0.6161168720299744,26.0,27.0,-1.0,26.0,27.0,-1.0,22.5,23.5,-1.0,23.0,23.0,10.83547817483853,0.25591985581017057,10.838500000000002,38.318514210887656,0.9287771459272974,49.153992385726184,1.184697001737468,barely_moving,balanced,right_arc,hesitating_right_arc,1.0,1.0,1.2958435207823962,0.0
2.0,2.0,9.192,9.4,0.208,1.3526,1.17,-0.1826000000000001,1.2612999999999999,0.037101499999999996,0.10957390476066826,26.5,26.5,0.0,26.0,26.0,0.0,23.5,23.5,0.0,24.0,24.0,5.406872496095513,0.11042559017668085,5.4079999999999995,49.153992385726184,1.184697001737468,54.5608648818217,1.295122591914149,barely_moving,balanced,right_arc,hesitating_right_arc,1.0,1.0,2.5480769230769234,0.0
2.0,2.0,9.802,10.203,0.401,0.931,1.07,0.139,1.0005000000000002,-0.1465,0.17995138232311528,27.5,27.0,0.5,28.0,27.0,1.0,24.0,24.0,0.0,24.0,24.0,11.02557709982312,0.20592684588463459,11.0275,54.5608648818217,1.295122591914149,65.58644198164482,1.5010494377987835,barely_moving,balanced,right_arc,hesitating_right_arc,1.0,1.0,1.3591022443890275,0.0
2.0,2.0,10.604,11.005,0.401,1.309,1.666,0.357,1.4874999999999998,0.3055,0.32989468016323026,28.0,27.0,1.0,29.0,27.0,2.0,24.0,24.0,0.0,24.0,24.0,11.223253794498843,0.32643263358208763,11.228000000000002,65.58644198164482,1.5010494377987835,76.80969577614367,1.8274820713808713,barely_moving,balanced,right_arc,hesitating_right_arc,1.0,1.0,1.371571072319202,0.0
2.0,2.0,11.406,11.807,0.401,2.416,2.081,-0.33499999999999996,2.2485,0.6245,0.6969867287115301,28.5,28.0,0.5,28.0,28.0,0.0,23.5,24.5,-1.0,23.0,25.0,11.22059502560367,0.40771469362560364,11.228000000000002,76.80969577614367,1.8274820713808713,88.03029080174734,2.235196765006475,barely_moving,balanced,right_arc,hesitating_right_arc,1.0,1.0,1.4089775561097257,0.0
2.0,2.0,12.208,12.609,0.401,1.935,2.038,0.10299999999999976,1.9865,0.10850000000000001,0.11298008674098282,29.0,28.5,0.5,29.0,29.0,0.0,24.5,24.5,0.0,25.0,25.0,11.621644203948778,0.41355410386529096,11.629000000000001,88.03029080174734,2.235196765006475,99.65193500569612,2.648750868871766,barely_moving,balanced,right_arc,hesitating_right_arc,1.0,1.0,1.4339152119700747,0.0
