seg_index,sample_n,t0_s,t1_s,duration_s,yaw_start,yaw_end,yaw_delta,yaw_mean,yr_mean,yr_rms,el_mean,er_mean,ed_mean,el_end,er_end,ed_end,outL_mean,outR_mean,out_diff_mean,outL_end,outR_end,pwm_mean,pwm_end,pc_mean,pc_end,hd_mean,hd_end,aa_mean,aa_end,ae_mean,ae_end,ao_mean,ao_end,se_mean,se_end,so_mean,so_end,x_local,y_local,path_len,x_total_start,y_total_start,x_total_end,y_total_end,motion_level,wheel_bias,turn_state,turn_conf,turn_yaw_eps,turn_y_eps,state,enc_active_ratio,enc_nonzero_ratio,speed_proxy,stiction
1.0,3.0,0.0,0.202,0.202,-1.215,-2.337,-1.122,-1.5890000000000002,-2.3873333333333338,2.459545893046113,7.333333333333333,7.333333333333333,0.0,13.0,11.0,2.0,9.0,7.0,2.0,15.0,9.0,8.0,12.0,0.6666666666666666,1.0,1.0,3.0,-0.405,-1.215,0.405,1.215,2.3333333333333335,7.0,6.0,8.0,0.631,0.857,2.419991620817174,-0.09856625173447234,2.422,0.0,0.0,2.419991620817174,-0.09856625173447234,barely_moving,balanced,straight,0.0,4.5,0.15000000000000002,hesitating_straight,0.6666666666666666,0.6666666666666666,1.089108910891089,0.0
1.0,3.0,0.61,0.828,0.218,6.458,9.065,2.6069999999999993,7.327000000000001,11.202666666666666,11.203553335140299,9.333333333333334,9.0,0.3333333333333333,12.0,16.0,-4.0,8.0,8.0,0.0,9.0,15.0,8.0,12.0,0.6666666666666666,1.0,0.0,-3.0,1.1700000000000002,6.458,-1.1700000000000002,-6.458,0.0,-7.0,4.166666666666667,6.0,0.482,0.706,3.0134704330097617,0.4801700783294881,3.0515,2.419991620817174,-0.09856625173447234,5.433462053826936,0.3816038265950158,barely_moving,balanced,right_arc,1.0,4.5,0.15000000000000002,hesitating_right_arc,0.6666666666666666,0.6666666666666666,1.261467889908257,0.0
1.0,3.0,1.231,1.636,0.405,1.008,-7.855,-8.863,-2.6060000000000003,-10.42,11.38144902901208,11.666666666666666,15.333333333333334,-3.6666666666666665,13.0,12.0,1.0,11.0,13.0,-2.0,15.0,9.0,12.0,12.0,1.0,1.0,-1.0,3.0,2.8060000000000005,-0.971,-2.8060000000000005,0.971,-1.9836666666666665,7.0,6.5,7.5,0.8026666666666666,0.918,5.338054256723188,-0.39765779881498264,5.362500000000001,5.433462053826936,0.3816038265950158,10.771516310550124,-0.01605397221996685,barely_moving,right_faster,left_arc,1.0,4.5,0.16087500000000002,hesitating_left_arc,1.0,1.0,1.0,0.0
1.0,3.0,1.84,2.254,0.414,-9.607,-0.164,9.443,-5.268999999999999,-3.007,9.471787881211586,16.333333333333332,11.0,5.333333333333333,17.0,11.0,6.0,15.0,9.0,6.0,15.0,9.0,12.0,12.0,1.0,1.0,3.0,3.0,-7.8326666666666656,-6.036,7.8326666666666656,6.036,7.0,7.0,6.333333333333333,6.0,0.835,0.816,5.8841068870773725,-0.3283666885502949,5.901,10.771516310550124,-0.01605397221996685,16.6556231976275,-0.34442066077026173,barely_moving,left_faster,left_arc,1.0,4.5,0.17703,hesitating_left_arc,1.0,1.0,0.9903381642512079,0.0
1.0,3.0,2.46,2.857,0.397,6.537,9.912,3.375000000000001,8.73,15.303666666666667,15.519867986981504,12.333333333333334,14.666666666666666,-2.3333333333333335,11.0,16.0,-5.0,9.666666666666666,14.333333333333334,-4.666666666666667,9.0,15.0,12.0,12.0,1.0,1.0,-2.3333333333333335,-3.0,5.371333333333333,9.741,-5.371333333333333,-9.741,-5.085999999999999,-7.0,6.5,6.5,0.8969999999999999,0.914,5.199324342965087,0.9020507391970379,5.277,16.6556231976275,-0.34442066077026173,21.854947540592587,0.5576300784267763,barely_moving,right_faster,right_arc,1.0,4.5,0.15831,hesitating_right_arc,1.0,1.0,1.0201511335012594,0.0
1.0,3.0,3.066,3.46,0.394,6.175,-5.625,-11.799999999999999,0.7103333333333333,-8.172333333333334,11.035843495930282,10.666666666666666,16.666666666666668,-6.0,10.0,17.0,-7.0,9.0,15.0,-6.0,9.0,15.0,12.0,12.0,1.0,1.0,-3.0,-3.0,5.889333333333333,1.581,-5.889333333333333,-1.581,-7.0,-7.0,6.333333333333333,6.5,0.9276666666666666,0.962,5.383495503323857,-0.24612470795452973,5.3995,21.854947540592587,0.5576300784267763,27.238443043916444,0.3115053704722465,barely_moving,right_faster,left_arc,1.0,4.5,0.161985,hesitating_left_arc,1.0,1.0,1.0406091370558377,0.0
1.0,4.0,3.605,4.034,0.429,-5.625051,-15.107,-9.481949,-12.98251275,-17.3775755,18.339997095714082,14.75,11.5,3.25,16.0,10.0,6.0,15.0,9.0,6.0,15.0,9.0,12.0,12.0,1.0,1.0,3.0,3.0,-10.61201275,-15.396,10.61201275,15.396,7.0,7.0,6.875,7.0,1.026085,1.058,5.453243668020452,-1.4968355295986395,5.655000000000001,27.238443043916444,0.3115053704722465,32.691686711936896,-1.185330159126393,barely_moving,left_faster,left_arc,1.0,4.5,0.16965000000000002,hesitating_left_arc,1.0,1.0,1.2237762237762237,0.0
1.0,3.0,4.283,4.672,0.389,1.1,5.722,4.622,3.2133333333333334,14.802,14.840151908476768,13.666666666666666,12.666666666666666,1.6666666666666667,11.0,15.0,-4.0,11.0,13.0,-2.0,9.0,15.0,12.0,12.0,1.0,1.0,-1.0,-3.0,-3.7296666666666667,2.818,3.7296666666666667,-2.818,-2.3333333333333335,-7.0,7.166666666666667,7.0,1.112,1.113,5.117909335950365,0.40490282560930124,5.1354999999999995,32.691686711936896,-1.185330159126393,37.80959604788726,-0.7804273335170917,barely_moving,left_faster,right_arc,1.0,4.5,0.154065,hesitating_right_arc,1.0,1.0,1.0154241645244215,0.0
1.0,3.0,4.833,5.239,0.406,3.48,-8.211,-11.691,-3.9403333333333332,-6.177,9.539244711541196,11.666666666666666,14.0,-2.3333333333333335,13.0,11.0,2.0,11.0,13.0,-2.0,15.0,9.0,12.0,12.0,1.0,1.0,-1.0,3.0,0.7040000000000002,-7.09,-0.7040000000000002,7.09,-2.3333333333333335,7.0,7.166666666666667,8.0,1.1626666666666667,1.262,5.202002856163437,-0.683927528656611,5.247,37.80959604788726,-0.7804273335170917,43.0115989040507,-1.4643548621737028,barely_moving,right_faster,left_arc,1.0,4.5,0.15741,hesitating_left_arc,1.0,1.0,0.9482758620689655,0.0
1.0,3.0,5.472,5.883,0.411,-9.209,6.937,16.146,-2.6556666666666664,4.4046666666666665,12.154185287381463,15.666666666666666,10.333333333333334,5.333333333333333,16.0,9.0,7.0,15.0,9.0,6.0,15.0,9.0,12.0,12.0,1.0,1.0,3.0,3.0,-7.705000000000001,-5.695,7.705000000000001,5.695,7.0,7.0,7.0,7.5,1.198,1.267,5.264895717506077,0.16174822451669021,5.2985,43.0115989040507,-1.4643548621737028,48.27649462155678,-1.3026066376570127,barely_moving,left_faster,right_arc,1.0,4.5,0.15895499999999999,hesitating_right_arc,1.0,1.0,0.9489051094890512,0.0
