seg_index,sample_n,t0_s,t1_s,duration_s,yaw_start,yaw_end,yaw_delta,yaw_mean,yr_mean,yr_rms,el_mean,er_mean,ed_mean,el_end,er_end,ed_end,outL_mean,outR_mean,out_diff_mean,outL_end,outR_end,x_local,y_local,path_len,x_total_start,y_total_start,x_total_end,y_total_end,motion_level,wheel_bias,turn_state,state,enc_active_ratio,enc_nonzero_ratio,speed_proxy,stiction
1.0,3.0,0.0,0.344,0.344,-2.727,-5.982,-3.2550000000000003,-3.812,-1.1039999999999999,1.9121840915560404,16.0,17.0,-1.0,24.0,25.0,-1.0,14.0,14.0,0.0,21.0,21.0,8.382711983490896,-0.8769687518106041,8.428500000000001,0.0,0.0,8.382711983490896,-0.8769687518106041,barely_moving,balanced,left_arc,hesitating_left_arc,0.6666666666666666,0.6666666666666666,1.4389534883720931,0.0
1.0,3.0,0.725,1.077,0.352,-7.952,-6.873,1.0789999999999997,-7.592333333333333,-3.142333333333333,3.3493231654569655,17.333333333333332,16.666666666666668,0.6666666666666666,27.0,25.0,2.0,14.666666666666666,13.333333333333334,1.3333333333333333,22.0,20.0,9.084125203865625,-1.0959050690555106,9.15,8.382711983490896,-0.8769687518106041,17.46683718735652,-1.9728738208661145,barely_moving,balanced,left_arc,hesitating_left_arc,0.6666666666666666,0.6666666666666666,1.4488636363636365,0.0
1.0,2.0,1.388,1.817,0.429,-5.842,0.523,6.364999999999999,-2.6595,2.7485,3.759110599596665,27.0,25.5,1.5,28.0,26.0,2.0,22.0,20.0,2.0,22.0,20.0,11.582517445735395,0.1057289895687641,11.583,17.46683718735652,-1.9728738208661145,29.049354633091916,-1.8671448312973504,barely_moving,left_faster,right_arc,hesitating_right_arc,1.0,1.0,1.2237762237762237,0.0
1.0,2.0,2.219,2.621,0.402,0.271,-4.858,-5.129,-2.2935,0.43500000000000005,2.8326005719126726,25.5,28.5,-3.0,25.0,29.0,-4.0,21.0,23.0,-2.0,21.0,23.0,10.81500855027946,-0.9191877160744755,10.854000000000001,29.049354633091916,-1.8671448312973504,39.864363183371374,-2.786332547371826,barely_moving,right_faster,left_arc,hesitating_left_arc,1.0,1.0,1.3432835820895523,0.0
1.0,2.0,3.022,3.424,0.402,-10.546,-9.365,1.1809999999999992,-9.9555,-4.849,5.122685330956802,27.5,27.5,0.0,29.0,27.0,2.0,23.0,21.0,2.0,24.0,20.0,11.105977191894755,-1.8316131177498953,11.256,39.864363183371374,-2.786332547371826,50.97034037526613,-4.617945665121721,barely_moving,balanced,left_arc,hesitating_left_arc,1.0,1.0,1.3681592039800996,0.0
1.0,2.0,3.622,3.772,0.15,-9.364899,-6.087,3.2778989999999997,-7.7259495,-0.9892184999999999,2.4196657175082055,28.5,27.0,1.5,29.0,27.0,2.0,24.0,22.0,2.0,24.0,22.0,4.176320522184494,-0.44536153401549267,4.2,50.97034037526613,-4.617945665121721,55.14666089745063,-5.063307199137213,barely_moving,left_faster,right_arc,hesitating_right_arc,1.0,1.0,3.7000000000000006,0.0
1.0,2.0,4.152,4.544,0.392,-0.348,1.351,1.6989999999999998,0.5015000000000001,5.7725,5.7805783880162025,28.5,28.0,0.5,28.0,29.0,-1.0,23.0,23.0,0.0,22.0,24.0,11.16889439481862,0.26340462674219867,11.171999999999999,55.14666089745063,-5.063307199137213,66.31555529226925,-4.799902572395014,barely_moving,balanced,right_arc,hesitating_right_arc,1.0,1.0,1.441326530612245,0.0
1.0,2.0,4.946,5.348,0.402,-1.824,-4.624,-2.8,-3.2239999999999998,-0.5674999999999999,1.4704245985428834,28.5,29.5,-1.0,29.0,29.0,0.0,22.5,23.5,-1.0,23.0,23.0,11.62005551085944,-0.9398265396046039,11.658000000000001,66.31555529226925,-4.799902572395014,77.9356108031287,-5.739729111999618,barely_moving,balanced,left_arc,hesitating_left_arc,1.0,1.0,1.4427860696517414,0.0
1.0,2.0,5.749,6.15,0.401,-6.067,-5.002,1.0650000000000004,-5.5344999999999995,-1.6059999999999999,1.8429465537556968,30.0,29.0,1.0,31.0,28.0,3.0,24.0,23.0,1.0,25.0,23.0,11.784449184898385,-1.031420214339337,11.8295,77.9356108031287,-5.739729111999618,89.72005998802709,-6.771149326338955,barely_moving,balanced,left_arc,hesitating_left_arc,1.0,1.0,1.4713216957605983,0.0
1.0,2.0,6.551,6.952,0.401,-1.418,1.655,3.073,0.11850000000000005,3.5454999999999997,3.651516465798833,30.5,28.5,2.0,30.0,28.0,2.0,24.5,23.5,1.0,24.0,24.0,11.62414898173594,0.3358592717304739,11.629,89.72005998802709,-6.771149326338955,101.34420896976303,-6.4352900546084815,barely_moving,left_faster,right_arc,hesitating_right_arc,1.0,1.0,1.4713216957605986,0.0
1.0,2.0,7.353,7.57,0.217,0.9,0.85,-0.050000000000000044,0.875,1.7855,1.8359647327767492,27.5,30.0,-2.5,28.0,31.0,-3.0,24.0,26.0,-2.0,24.0,26.0,6.4007955723805905,0.09496468076619699,6.4015,101.34420896976303,-6.4352900546084815,107.74500454214362,-6.340325373842284,barely_moving,right_faster,right_arc,hesitating_right_arc,1.0,1.0,2.649769585253456,0.0
1.0,2.0,7.95,8.353,0.403,-8.474,-12.515,-4.041,-10.4945,-8.1115,8.121679290639346,30.0,32.0,-2.0,31.0,31.0,0.0,24.0,24.0,0.0,25.0,23.0,12.196157698643411,-2.707173136284613,12.493,107.74500454214362,-6.340325373842284,119.94116224078704,-9.047498510126896,barely_moving,right_faster,left_arc,hesitating_left_arc,1.0,1.0,1.5384615384615383,0.0
1.0,2.0,8.754,9.097,0.343,-9.252,-4.827,4.425000000000001,-7.0395,0.03949999999999987,2.7287859021916687,32.5,29.0,3.5,32.0,29.0,3.0,26.5,23.5,3.0,26.0,24.0,10.424396369023173,-0.8803082366401673,10.461500000000001,119.94116224078704,-9.047498510126896,130.36555860981022,-9.927806746767065,barely_moving,left_faster,right_arc,hesitating_right_arc,1.0,1.0,1.793002915451895,0.0
