idx,seg_index,seg_row_index,tick,t_s,yaw_deg,yaw_unwrapped_deg,yr,el,er,ed,L,R,outL,outR,out_diff,pwm,pc,hd,aa,ae,ao,se,so,x,y,s,dx,dy,ds,kappa,line_progress,line_progress_ratio,line_dev,line_dev_abs,line_dev_side
0,1,0,672558.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,balanced
1,1,1,672776.0,0.218,0.098,0.098,0.158,2.0,1.0,1.0,5.0,5.0,5.0,5.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,9.044,5.448,0.32699952167339474,0.0005593079393805203,0.327,0.32699952167339474,0.0005593079393805203,0.327,0.005230650357658847,0.3248352081656836,0.0007242288117180079,-0.0375644451038077,0.0375644451038077,balanced
2,1,2,672971.0,0.413,0.253,0.253,0.38,3.0,3.0,0.0,6.0,6.0,6.0,6.0,0.0,6.0,6.0,0.0,0.099,-0.099,-0.044,9.944,6.01,0.9119938184426579,0.0031424741042362534,0.9119999999999999,0.5849942967692632,0.0025831661648557333,0.585,0.004624376650583266,0.9061420888601546,0.0020202680983033646,-0.10319454838929874,0.10319454838929874,balanced
3,1,3,673181.0,0.623,0.681,0.681,0.96,5.0,4.0,1.0,7.0,7.0,7.0,7.0,0.0,7.0,7.0,0.0,0.253,-0.253,-0.124,10.964,6.649,1.8569270693050355,0.014374188784502914,1.8569999999999998,0.9449332508623776,0.011231714680266661,0.945,0.007904771638662149,1.845942028349803,0.004115577277602935,-0.2021949207888654,0.2021949207888654,balanced
4,1,4,673342.0,0.784,1.305,1.305,1.981,6.0,5.0,1.0,7.0,7.0,7.0,7.0,0.0,7.0,7.0,0.0,0.681,-0.681,-0.351,11.884,7.223,2.742197393338137,0.034541077149515445,2.7424999999999997,0.8852703240331019,0.020166888365012528,0.8855000000000001,0.012299101674132822,2.7275274457545735,0.006081095618057357,-0.2853658401011853,0.2853658401011853,balanced
5,1,5,673531.0,0.973,1.474,1.474,1.601,7.0,6.0,1.0,8.0,8.0,8.0,8.0,0.0,8.0,8.0,0.0,1.305,-1.305,-0.695,13.164,8.02,3.9702908836366424,0.06614217027040573,3.9709999999999996,1.2280934902985052,0.03160109312089029,1.2285,0.002400982039780559,3.950931568869296,0.008808707933660677,-0.3971450937482621,0.3971450937482621,balanced
6,1,6,673720.0,1.162,2.091,2.091,2.189,8.0,8.0,1.0,9.0,9.0,9.0,9.0,0.0,9.0,9.0,0.0,1.475,-1.475,-0.708,14.324,8.746,5.48128409943113,0.12131011225698388,5.483,1.5109932157944872,0.055167941986578144,1.512,0.007122143839156758,5.458053882703763,0.012168877567444048,-0.5184971894954689,0.5184971894954689,balanced
7,1,7,673952.0,1.394,4.115,4.115,4.464,9.0,9.0,0.0,10.0,10.0,10.0,10.0,0.0,10.0,10.0,0.0,2.091,-2.091,-0.995,15.704,9.618,7.5639012996626995,0.27114200906010255,7.571,2.0826172002315695,0.1498318968031187,2.088,0.016918325699408633,7.543938234598579,0.016819412692883565,-0.6124677727667797,0.6124677727667797,balanced
8,1,8,674162.0,1.604,5.24,5.24,4.776,10.0,10.0,0.0,10.0,12.0,10.0,12.0,-2.0,11.0,11.0,-1.0,4.116,-4.116,-1.976,17.224,10.572,9.655125152813516,0.4629304237598679,9.671,2.0912238531508174,0.19178841469976537,2.1,0.009349978135683907,9.643261635684038,0.021499910539054375,-0.6657712215762736,0.6657712215762736,balanced
9,1,9,674367.0,1.809,5.267,5.267,3.15,11.0,10.0,1.0,12.0,12.0,12.0,12.0,0.0,12.0,12.0,0.0,5.241,-5.241,-2.407,19.124,11.757,11.798536726681473,0.6605236296372323,11.8235,2.1434115738679553,0.19759320587736443,2.1525,0.00021892631732332724,11.795093629498988,0.02629747770148621,-0.7193932356598213,0.7193932356598213,balanced
