idx,x,y
0,0.0,0.0
1,0.011466122047359051,0.0008820687020106094
2,0.011466122047359051,0.0008820687020106094
3,0.022715653381489415,0.0032691264647007243
4,0.022715653381489415,0.0032691264647007243
5,0.03544522774772369,0.005906916534913157
6,4.8728424652770705,0.5186916826341406
7,7.822146042168809,0.8134872242110048
8,12.12879485102335,1.0380585651958938
9,17.24805901643797,0.7956551726830506
10,21.769266402277772,0.6104288942352513
11,26.543812740924643,0.9265495359430829
12,29.386852924247588,1.125603588931294
13,32.030381402695696,1.3106905512863367
14,34.5274182983472,1.7177614809227961
15,37.96640515182172,2.2944229254719026
16,42.91338650509909,3.102217293071721
17,45.5128185263996,3.524444029124229
18,50.961330364290845,4.164689882183002
19,55.44938134364225,4.633789718830692
20,59.225564567091695,5.0112354274286
21,64.96717240686742,5.458471846144681
22,67.71891186677705,5.671849316314898
23,72.49294557208923,5.980488556437303
24,77.62082183530698,6.26924629075434
25,83.08781342906842,6.525628649238298
26,87.69813902984127,6.73328908085303
27,91.9830829845321,6.9415084487286585
28,97.71843277643394,7.291192255233312
29,102.5799362476526,7.632932287025023
30,107.20188524298213,7.966913550829354
