idx,x,y
0,0.0,0.0
1,0.02449967526141316,0.0001261431143579054
2,5.4492889559071465,0.04794100054537194
3,5.4492889559071465,0.04794100054537194
4,5.475037942630715,0.051545120786078584
5,5.475037942630715,0.051545120786078584
6,5.525877920747375,0.04750821292268061
7,12.791455789290751,-0.8434341174964577
8,20.654767080616597,-2.1308188834881285
9,29.6700928206122,3.2284763875127815
10,37.624623650910046,8.56000668095022
11,49.58023777184394,9.849935357787105
12,58.43940259361168,3.2472389645888775
13,66.3068325058391,-1.54488901535795
14,70.53432639800091,-4.119922100919094
15,71.01181669146035,-4.392874513716669
16,79.86709122470816,-9.454901078326236
17,90.88800127983701,-15.754890904251347
18,103.42081923689243,-22.919147324516416
19,116.99803869036913,-30.680425113136906
20,130.2271243117054,-38.242695778972255
