idx,seg_index,seg_row_index,tick,t_s,yaw_deg,yaw_unwrapped_deg,yr,el,er,ed,L,R,outL,outR,out_diff,pwm,pc,hd,aa,ae,ao,se,so,x,y,s,dx,dy,ds,kappa,line_progress,line_progress_ratio,line_dev,line_dev_abs,line_dev_side
0,1,0,1691652.0,0.0,-0.148,-0.148,-0.224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,balanced
1,1,1,1691653.0,0.001,-0.148,-0.148,-0.224,3.0,4.0,-1.0,6.0,6.0,6.0,6.0,0.0,6.0,6.0,0.0,-0.0,0.0,0.0,9.18,5.549,0.0034999883234115574,-9.04079547144598e-06,0.0035,0.0034999883234115574,-9.04079547144598e-06,0.0035,0.0,0.003499979855212956,8.575614578591699e-06,1.1874893831175965e-05,1.1874893831175965e-05,balanced
2,1,2,1691863.0,0.211,-0.44,-0.44000000000000006,-0.63,4.0,5.0,-1.0,6.0,6.0,6.0,6.0,0.0,6.0,6.0,0.0,-0.148,0.148,0.047,10.7,6.487,0.9484721232772622,-0.00726604849572609,0.9484999999999999,0.9449721349538506,-0.007257007700254644,0.945,-0.005392975043199409,0.9484986086567744,0.00232400151791047,-0.0015979583797655862,0.0015979583797655862,balanced
3,1,3,1692068.0,0.416,-0.921,-0.921,-1.231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9484721232772622,-0.00726604849572609,0.9484999999999999,0.0,-0.0,0.0,0.0,0.9484986086567744,0.00232400151791047,-0.0015979583797655862,0.0015979583797655862,balanced
4,1,4,1692069.0,0.417,-0.921,-0.921,-1.231,5.0,6.0,-1.0,7.0,7.0,7.0,7.0,0.0,7.0,7.0,0.0,-0.44,0.44,0.137,12.1,7.355,0.9539714127228541,-0.007354454341688293,0.9539999999999998,0.005499289445592012,-8.840584596220292e-05,0.0055,0.0,0.953998328211544,0.00233747687409625,-0.0016534995256294663,0.0016534995256294663,balanced
5,1,5,1692461.0,0.809,-2.151,-2.151,-2.335,7.0,8.0,-1.0,9.0,9.0,9.0,9.0,0.0,9.0,9.0,0.0,-1.403,1.403,0.43,14.9,9.1,3.891899831899636,-0.11770210403763028,3.8939999999999997,2.9379284191767816,-0.11034764969594198,2.94,-0.007301887686915051,3.892533713311633,0.009537445996958136,-0.09444245638298335,0.09444245638298335,balanced
6,1,6,1692665.0,1.013,-2.916,-2.916,-2.825,9.0,8.0,1.0,11.0,9.0,11.0,9.0,2.0,10.0,10.0,1.0,-2.151,2.151,0.635,16.3,9.978,5.623654631410186,-0.2059138627332519,5.628,1.73175479951055,-0.08821175869562163,1.734,-0.007699981994092632,5.624784734352747,0.013781789600163439,-0.1723038723861373,0.1723038723861373,balanced
7,1,7,1692870.0,1.218,-2.647,-2.647,-1.374,10.0,11.0,-1.0,12.0,10.0,12.0,10.0,2.0,11.0,11.0,1.0,-2.916,2.916,0.845,16.82,10.332,7.773857961731745,-0.30532154993133515,7.7805,2.1502033303215597,-0.09940768719808324,2.1525,0.00218115479111022,7.7755437200698285,0.019051557106248205,-0.25886041666342147,0.25886041666342147,balanced
8,1,8,1693030.0,1.378,-2.232,-2.232,0.009,12.0,11.0,1.0,12.0,10.0,12.0,10.0,2.0,11.0,11.0,1.0,-2.647,2.647,0.709,17.74,10.918,9.612461991940119,-0.3769819999824079,9.6205,1.8386040302083746,-0.07166045005107274,1.84,0.003936476302052424,9.614543155216731,0.023557454573794667,-0.31953230083865164,0.31953230083865164,balanced
9,1,9,1693262.0,1.61,-1.763,-1.763,0.714,12.0,11.0,1.0,12.0,10.0,12.0,10.0,2.0,11.0,11.0,1.0,-2.232,2.232,0.541,18.5,11.425,12.279199057160977,-0.45906381878077335,12.288499999999999,2.6667370652208575,-0.08208181879836547,2.668,0.0030680637900500044,12.281723115332658,0.03009255143031817,-0.3856765398622143,0.3856765398622143,balanced
10,1,10,1693467.0,1.815,-0.713,-0.7130000000000001,2.257,12.0,11.0,1.0,11.0,11.0,11.0,11.0,0.0,11.0,11.0,0.0,-1.763,1.763,0.394,18.5,11.468,14.636516520586532,-0.48840025736667436,14.645999999999999,2.3573174634255554,-0.029336438585901032,2.3575,0.007773470687567534,14.63917379824687,0.035868752803191496,-0.40092539645254704,0.40092539645254704,balanced
11,1,11,1693671.0,2.019,-0.048,-0.048000000000000154,2.608,12.0,11.0,1.0,11.0,11.0,11.0,11.0,0.0,11.0,11.0,0.0,-0.713,0.713,0.066,18.5,11.515,16.98251569732998,-0.49036563750086354,16.991999999999997,2.345999176743446,-0.00196538013418917,2.3459999999999996,0.004947331426156134,16.98514283027678,0.04161682195337129,-0.38887132010232583,0.38887132010232583,balanced
12,1,12,1693881.0,2.229,0.8,0.7999999999999999,3.108,13.0,12.0,1.0,11.0,11.0,11.0,11.0,0.0,11.0,11.0,0.0,-0.048,0.048,-0.112,17.5,10.961,19.607259822854402,-0.4537149141106072,19.616999999999997,2.6247441255244235,0.03665072339025634,2.625,0.005638244593109301,19.60962106848917,0.04804729149087137,-0.3365360819773372,0.3365360819773372,balanced
13,1,13,1694103.0,2.451,1.329,1.3289999999999997,2.854,12.0,12.0,0.0,11.0,11.0,11.0,11.0,0.0,11.0,11.0,0.0,0.8,-0.8,-0.34,18.0,11.309,22.270543201987607,-0.3919278407633615,22.281,2.663283379133205,0.0617870733472457,2.664,0.0034657626663100595,22.272487660224915,0.05457181977663329,-0.25883463657479544,0.25883463657479544,balanced
14,1,14,1694302.0,2.65,1.356,1.3559999999999999,1.902,13.0,12.0,1.0,11.0,11.0,11.0,11.0,0.0,11.0,11.0,0.0,1.329,-1.329,-0.455,17.5,11.052,24.757346596427084,-0.33306250797497045,24.7685,2.4868033944394785,0.058865332788391046,2.4875000000000003,0.00018944277308079424,24.75889487843697,0.06066398912356731,-0.1851095036621185,0.1851095036621185,balanced
15,1,15,1694507.0,2.855,1.291,1.2909999999999997,1.126,12.0,12.0,0.0,11.0,11.0,11.0,11.0,0.0,11.0,11.0,0.0,1.356,-1.356,-0.415,18.0,11.395,27.216722151766003,-0.27763798450942057,27.2285,2.459375555338919,0.0554245234655499,2.46,-0.00046116423325053517,27.217895309174352,0.06668900664222148,-0.11498902424745698,0.11498902424745698,balanced
16,1,16,1694732.0,3.08,1.144,1.1439999999999997,0.503,11.0,12.0,-1.0,12.0,12.0,12.0,12.0,0.0,12.0,12.0,0.0,1.291,-1.291,-0.361,18.5,11.746,29.803706397630812,-0.22597792597985622,29.816,2.5869842458648105,0.05166005852956435,2.5875,-0.0009915493721475038,29.804524647897132,0.07302673919617483,-0.04787036768633399,0.04787036768633399,balanced
17,1,17,1694927.0,3.275,0.993,0.9929999999999998,0.056,11.0,12.0,-1.0,12.0,12.0,12.0,12.0,0.0,12.0,12.0,0.0,1.144,-1.144,-0.295,18.5,11.787,32.04586961877468,-0.1871148361675589,32.0585,2.242163221143867,0.03886308981229734,2.2425,-0.001175227277820039,32.04641559215453,0.0785197972880811,0.004390937853008244,0.004390937853008244,balanced
18,1,18,1695071.0,3.419,0.993099,0.9930989999999997,0.055839,12.0,12.0,0.0,11.0,11.0,11.0,11.0,0.0,11.0,11.0,0.0,0.993099,-0.993099,-0.237019,18.0,11.519199,33.773610055829124,-0.1571651756197491,33.786500000000004,1.7277404370544407,0.02994966054780978,1.7279999999999998,9.999282172868074e-07,33.77394620336112,0.08275257499174742,0.04466484186273237,0.04466484186273237,balanced
19,1,19,1695135.0,3.483,-0.053,-0.05300000000000016,-1.724,12.0,12.0,0.0,12.0,12.0,12.0,12.0,0.0,12.0,12.0,0.0,0.993,-0.993,-0.237,18.0,11.532,34.54160972725174,-0.15787559433716683,34.554500000000004,0.7679996714226159,-0.0007104187174177251,0.768,-0.02377327064039083,34.54193640694618,0.08463429667545092,0.048543913579819215,0.048543913579819215,balanced
20,1,20,1695343.0,3.691,-0.958,-0.9580000000000001,-2.644,12.0,12.0,0.0,12.0,12.0,12.0,12.0,0.0,12.0,12.0,0.0,-0.053,0.053,0.103,18.0,11.577,37.0372608358868,-0.19960740436993302,37.05050000000001,2.495651108635057,-0.04173181003276619,2.496,-0.006328217039482645,37.037792338332295,0.09074961716204756,0.02172657283274735,0.02172657283274735,balanced
21,1,21,1695548.0,3.896,-1.533,-1.533,-2.701,12.0,12.0,0.0,12.0,12.0,12.0,12.0,0.0,12.0,12.0,0.0,-0.958,0.958,0.367,18.0,11.62,39.49638035841652,-0.26541905921294096,39.51050000000001,2.459119522529725,-0.06581165484300792,2.46,-0.004079529755677803,39.497261234296765,0.09677578250937423,-0.02938849131962771,0.02938849131962771,balanced
22,1,22,1695709.0,4.057,-1.947,-1.947,-2.655,13.0,12.0,1.0,12.0,10.0,12.0,10.0,2.0,11.0,11.0,1.0,-1.533,1.533,0.508,17.5,11.354,41.50771850660483,-0.33379378877315713,41.52300000000001,2.011338148188307,-0.06837472956021616,2.0125,-0.0035903916041026226,41.508972068036634,0.10170485566619124,-0.08574247444099742,0.08574247444099742,balanced
23,1,23,1695941.0,4.289,-2.127,-2.127,-1.996,12.0,12.0,0.0,13.0,11.0,13.0,11.0,2.0,12.0,12.0,1.0,-1.947,1.947,0.606,18.0,11.705,44.28980037203049,-0.43712091042892864,44.30700000000001,2.7820818654256625,-0.10332712165577149,2.7840000000000003,-0.0011284456370652962,44.29162172827583,0.10852287519219464,-0.17244234970460295,0.17244234970460295,balanced
24,1,24,1696145.0,4.493,-2.563,-2.563,-2.047,13.0,11.0,2.0,13.0,11.0,13.0,11.0,2.0,12.0,12.0,1.0,-2.127,2.127,0.617,18.0,11.747,46.73535152901827,-0.5465902602751587,46.75500000000001,2.445551156987775,-0.10946934984623005,2.448,-0.003108511249467026,46.73778339433841,0.11451643530192905,-0.2672954123115561,0.2672954123115561,balanced
