idx,seg_index,seg_row_index,tick,t_s,yaw_deg,yaw_unwrapped_deg,yr,el,er,ed,L,R,outL,outR,out_diff,pwm,pc,hd,aa,ae,ao,se,so,x,y,s,dx,dy,ds,kappa,line_progress,line_progress_ratio,line_dev,line_dev_abs,line_dev_side
0,1,0,1594436.0,0.0,-0.093,-0.093,-0.153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,balanced
1,1,1,1594437.0,0.001,-0.093,-0.093,-0.153,2.0,2.0,0.0,5.0,5.0,5.0,5.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,8.46,5.096,0.0019999973653645146,-3.2463109832343493e-06,0.002,0.0019999973653645146,-3.2463109832343493e-06,0.002,0.0,0.0019999999264166085,4.849189457522178e-06,5.42525169018065e-07,5.42525169018065e-07,balanced
2,1,2,1594824.0,0.388,-0.719,-0.719,-1.009,4.0,5.0,-1.0,6.0,6.0,6.0,6.0,0.0,6.0,6.0,0.0,-0.191,0.191,0.083,10.64,6.451,1.7433628775247234,-0.02185661225544101,1.7435,1.7413628801593588,-0.021853365944457775,1.7415,-0.0062737646382339946,1.7434011547678703,0.004227041405486195,-0.018553915614353763,0.018553915614353763,balanced
3,1,3,1595219.0,0.783,-2.745,-2.745,-3.395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7433628775247234,-0.02185661225544101,1.7435,0.0,-0.0,0.0,0.0,1.7434011547678703,0.004227041405486195,-0.018553915614353763,0.018553915614353763,balanced
4,1,4,1595220.0,0.784,-2.745,-2.745,-3.395,5.0,5.0,0.0,10.0,8.0,10.0,8.0,2.0,9.0,9.0,1.0,-2.744,2.744,1.095,14.94,9.093,1.7483571403725393,-0.022096067067308038,1.7485,0.004994262847815854,-0.00023945481186702717,0.005,0.0,1.7483958622813514,0.004239151547440638,-0.018783908776807575,0.018783908776807575,balanced
5,1,5,1595430.0,0.994,-3.929,-3.929,-4.17,7.0,8.0,-1.0,10.0,8.0,10.0,8.0,2.0,9.0,9.0,1.0,-2.744,2.744,1.095,14.96,9.142,3.319655457893174,-0.13001546920066956,3.3235,1.5712983175206348,-0.10791940213336151,1.575,-0.013120443392770067,3.319895804668562,0.008049402164186604,-0.12372642197805868,0.12372642197805868,balanced
6,1,6,1595635.0,1.199,-4.936,-4.936,-4.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.319655457893174,-0.13001546920066956,3.3235,0.0,-0.0,0.0,0.0,3.319895804668562,0.008049402164186604,-0.12372642197805868,0.12372642197805868,balanced
7,1,7,1595636.0,1.2,-4.936,-4.936,-4.43,10.0,8.0,2.0,12.0,8.0,12.0,8.0,4.0,10.0,10.0,2.0,-3.928,3.928,1.512,15.86,9.72,3.328622080767567,-0.13078985555670283,3.3325,0.008966622874393097,-0.0007743863560332872,0.009000000000000001,0.0,3.3288638784643383,0.008071146109438982,-0.12448382041580931,0.12448382041580931,balanced
8,1,8,1596028.0,1.592,-1.247,-1.2469999999999999,3.655,12.0,9.0,3.0,13.0,11.0,13.0,11.0,2.0,12.0,12.0,1.0,-4.248,4.248,1.387,19.04,11.709,7.443647279984594,-0.22036446026625517,7.448500000000001,4.115025199217027,-0.08957460470955235,4.1160000000000005,0.015642661833350537,7.444051385348904,0.018048808413589905,-0.2062626879868198,0.2062626879868198,balanced
9,1,9,1596233.0,1.797,2.532,2.532,8.828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.443647279984594,-0.22036446026625517,7.448500000000001,0.0,0.0,0.0,0.0,7.444051385348904,0.018048808413589905,-0.2062626879868198,0.2062626879868198,balanced
10,1,10,1596234.0,1.798,2.532,2.532,8.828,13.0,12.0,1.0,12.0,12.0,12.0,12.0,0.0,12.0,12.0,0.0,-1.246,1.246,0.081,19.56,12.069,7.456135076285916,-0.2198122433372482,7.461000000000001,0.012487796301322268,0.0005522169290069801,0.0125,0.0,7.4565381131124875,0.01807908366901884,-0.2056868149468807,0.2056868149468807,balanced
11,1,11,1596439.0,2.003,4.732,4.732,9.475,14.0,13.0,1.0,12.0,14.0,12.0,14.0,-2.0,13.0,13.0,-1.0,2.533,-2.533,-1.466,20.96,12.958,10.21420196476309,0.008493009965947845,10.2285,2.758066888477174,0.22830525330319604,2.7674999999999996,0.0138743427439477,10.21416754698129,0.024765217704247777,0.027842959301339388,0.027842959301339388,balanced
12,1,12,1596649.0,2.213,5.513,5.513,7.461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.21420196476309,0.008493009965947845,10.2285,0.0,0.0,0.0,0.0,10.21416754698129,0.024765217704247777,0.027842959301339388,0.027842959301339388,balanced
13,1,13,1596650.0,2.214,5.513,5.513,7.461,14.0,15.0,-1.0,11.0,15.0,11.0,15.0,-4.0,13.0,13.0,-2.0,5.513,-5.513,-2.251,20.5,12.738,10.228634893940587,0.009886048141073146,10.243,0.014432929177496978,0.0013930381751253009,0.0145,0.0,10.228597811264063,0.024800205248249666,0.029263336972687952,0.029263336972687952,balanced
14,1,14,1596856.0,2.42,5.281,5.281,4.456,14.0,15.0,-1.0,11.0,15.0,11.0,15.0,-4.0,13.0,13.0,-2.0,5.513,-5.513,-2.251,20.5,12.788,13.202955899416986,0.284810685781754,13.23,2.974321005476399,0.27492463764068087,2.9869999999999997,-0.0013555955355295786,13.202392657498438,0.03201045282212366,0.30982208752215834,0.30982208752215834,balanced
15,1,15,1597247.0,2.811,2.003,2.003,-3.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.202955899416986,0.284810685781754,13.23,0.0,0.0,0.0,0.0,13.202392657498438,0.03201045282212366,0.30982208752215834,0.30982208752215834,balanced
16,1,16,1597248.0,2.812,2.003,2.003,-3.02,13.0,15.0,-2.0,12.0,14.0,12.0,14.0,-2.0,13.0,13.0,-1.0,4.549,-4.549,-1.47,21.0,13.185,13.216947345393407,0.28530001132665767,13.244,0.013991445976420906,0.0004893255449036462,0.014,0.0,13.216383151381505,0.03204437410109333,0.3103379178313447,0.3103379178313447,balanced
17,1,17,1597454.0,3.018,-1.353,-1.3529999999999998,-7.638,13.0,14.0,-1.0,14.0,14.0,14.0,14.0,0.0,14.0,14.0,0.0,2.004,-2.004,-0.36,21.5,13.538,15.997171989414808,0.21963473301249203,16.025,2.7802246440214002,-0.06566527831416563,2.7809999999999997,-0.02106193804276509,15.99672720400076,0.038785581883236685,0.2499396640094716,0.2499396640094716,balanced
18,1,18,1597658.0,3.222,-3.379,-3.3789999999999996,-8.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.997171989414808,0.21963473301249203,16.025,0.0,-0.0,0.0,0.0,15.99672720400076,0.038785581883236685,0.2499396640094716,0.2499396640094716,balanced
19,1,19,1597659.0,3.223,-3.379,-3.3789999999999996,-8.44,15.0,15.0,0.0,14.0,12.0,14.0,12.0,2.0,13.0,13.0,1.0,-1.352,1.352,1.017,20.0,12.687,16.012145911881728,0.21875062557857458,16.04,0.014973922466918676,-0.0008841074339174469,0.015,0.0,16.011702774467047,0.03882189157378533,0.2490839250251529,0.2490839250251529,balanced
