seg_index,sample_n,t0_s,t1_s,duration_s,yaw_start,yaw_end,yaw_delta,yaw_mean,yr_mean,yr_rms,el_mean,er_mean,ed_mean,el_end,er_end,ed_end,outL_mean,outR_mean,out_diff_mean,outL_end,outR_end,x_local,y_local,path_len,x_total_start,y_total_start,x_total_end,y_total_end,motion_level,wheel_bias,turn_state,turn_conf,turn_yaw_eps,turn_y_eps,state,enc_active_ratio,enc_nonzero_ratio,speed_proxy,stiction
1.0,4.0,0.0,0.432,0.432,-0.517,-2.961,-2.444,-1.7389999999999999,-0.992,1.4028998538741102,6.25,6.75,-0.5,13.0,14.0,-1.0,6.0,6.0,0.0,12.0,12.0,0.02598146764232095,-0.0008101490535355011,0.026000000000000002,0.0,0.0,0.02598146764232095,-0.0008101490535355011,barely_moving,balanced,straight,0.0,4.5,0.15000000000000002,hesitating_straight,0.5,0.5,0.6018518518518519,0.0
1.0,3.0,0.855,1.278,0.423,-3.017,-1.674,1.343,-2.5693333333333332,-0.81,1.0997508808816658,9.333333333333334,8.666666666666666,0.6666666666666666,14.0,12.0,2.0,8.666666666666666,7.333333333333333,1.3333333333333333,13.0,11.0,5.497639276652734,-0.16099747780772394,5.5,0.02598146764232095,-0.0008101490535355011,5.523620744295055,-0.16180762686125943,barely_moving,balanced,straight,0.0,4.5,0.165,hesitating_straight,0.6666666666666666,0.6666666666666666,0.6382978723404256,0.0
1.0,2.0,1.698,2.085,0.387,-0.471,0.208,0.6789999999999999,-0.1315,1.264,1.2682712643594825,13.5,13.5,0.0,14.0,14.0,0.0,12.0,12.0,0.0,12.0,12.0,5.417964298214763,0.019668840083026048,5.418,5.523620744295055,-0.16180762686125943,10.941585042509818,-0.14213878677823338,barely_moving,balanced,straight,0.0,4.5,0.16254000000000002,hesitating_straight,1.0,1.0,0.6976744186046512,0.0
1.0,2.0,2.315,2.736,0.421,0.355,-2.757,-3.112,-1.201,-0.37550000000000006,1.5351327304177969,13.5,14.5,-1.0,14.0,14.0,0.0,11.0,13.0,-2.0,11.0,13.0,5.887177797533507,-0.28350234607234676,5.894,10.941585042509818,-0.14213878677823338,16.828762840043325,-0.42564113285058014,barely_moving,balanced,left_arc,1.0,4.5,0.17682,hesitating_left_arc,1.0,1.0,0.6650831353919241,0.0
1.0,2.0,3.097,3.428,0.331,-2.436,-1.916,0.52,-2.176,-0.4675,0.6368771467088453,15.0,13.5,1.5,15.0,14.0,1.0,13.0,11.0,2.0,13.0,11.0,4.796816687380145,-0.1604678088320774,4.7995,16.828762840043325,-0.42564113285058014,21.62557952742347,-0.5861089416826575,barely_moving,left_faster,left_arc,0.671713812189576,4.5,0.15000000000000002,hesitating_left_arc,1.0,1.0,0.8610271903323263,0.0
1.0,2.0,3.64,3.857,0.217,-1.916077,1.756,3.672077,-0.08003850000000001,1.468928,2.1023753352738894,14.0,13.5,0.5,14.0,14.0,0.0,12.0,12.0,0.0,12.0,12.0,3.036573316831693,0.09309399285544648,3.038,21.62557952742347,-0.5861089416826575,24.66215284425516,-0.493014948827211,barely_moving,balanced,straight,0.0,4.5,0.15000000000000002,hesitating_straight,1.0,1.0,1.2672811059907836,0.0
1.0,2.0,4.219,4.55,0.331,1.237,0.699,-0.5380000000000001,0.968,0.896,1.0435712721228003,13.5,15.0,-1.5,13.0,15.0,-2.0,11.0,13.0,-2.0,11.0,13.0,4.633655150394194,0.056532709340373535,4.634,24.66215284425516,-0.493014948827211,29.295807994649355,-0.43648223948683745,barely_moving,right_faster,straight,0.0,4.5,0.15000000000000002,hesitating_straight,1.0,1.0,0.8610271903323263,0.0
1.0,2.0,4.801,5.222,0.421,-0.261,-4.046,-3.785,-2.1535,-2.484,2.8420796962787658,13.5,14.0,-0.5,14.0,14.0,0.0,12.0,12.0,0.0,12.0,12.0,5.879310529259166,-0.4158650027861367,5.894,29.295807994649355,-0.43648223948683745,35.17511852390852,-0.8523472422729741,barely_moving,balanced,left_arc,1.0,4.5,0.17682,hesitating_left_arc,1.0,1.0,0.653206650831354,0.0
1.0,2.0,5.451,5.862,0.411,-4.102,0.398,4.5,-1.852,-0.22649999999999992,2.3812963906242333,15.0,13.5,1.5,16.0,13.0,3.0,14.0,10.0,4.0,14.0,10.0,5.959356219840366,0.04139679999629366,5.959499999999999,35.17511852390852,-0.8523472422729741,41.13447474374889,-0.8109504422766804,barely_moving,left_faster,straight,0.0,4.5,0.17878499999999997,hesitating_straight,1.0,1.0,0.6934306569343067,0.0
1.0,2.0,6.224,6.554,0.33,1.91,1.092,-0.8179999999999998,1.501,1.9224999999999999,2.1371542995301014,13.0,14.5,-1.5,13.0,14.0,-1.0,11.0,13.0,-2.0,11.0,13.0,4.454190895571345,0.08490268434712843,4.455000000000001,41.13447474374889,-0.8109504422766804,45.58866563932023,-0.726047757929552,barely_moving,right_faster,straight,0.0,4.5,0.15000000000000002,hesitating_straight,1.0,1.0,0.8333333333333334,0.0
